channel_index,donors,end_seconds,method,missing_samples,model_holdout_normalized_rmse,record,start_seconds,temporal_holdout_normalized_rmse,training_source,trial,validation_points,warning
0,,62.9,temporal_interpolation_with_endpoint_hold,38,0.3680545181031599,Amit_1,62.53,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
0,,63.6,temporal_interpolation_with_endpoint_hold,38,0.3680545181031599,Amit_1,63.230000000000004,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
0,,201.81,temporal_interpolation_with_endpoint_hold,3537,0.3680545181031599,Amit_1,166.45000000000002,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
0,,236.06,temporal_interpolation_with_endpoint_hold,3320,0.3680545181031599,Amit_1,202.87,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
0,,237.11,temporal_interpolation_with_endpoint_hold,37,0.3680545181031599,Amit_1,236.75,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
1,,62.9,temporal_interpolation_with_endpoint_hold,38,0.3680545181031599,Amit_1,62.53,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
1,,63.6,temporal_interpolation_with_endpoint_hold,38,0.3680545181031599,Amit_1,63.230000000000004,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
1,,201.81,temporal_interpolation_with_endpoint_hold,3537,0.3680545181031599,Amit_1,166.45000000000002,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
1,,236.06,temporal_interpolation_with_endpoint_hold,3320,0.3680545181031599,Amit_1,202.87,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
1,,237.11,temporal_interpolation_with_endpoint_hold,37,0.3680545181031599,Amit_1,236.75,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
2,,62.9,temporal_interpolation_with_endpoint_hold,38,0.3680545181031599,Amit_1,62.53,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
2,,63.6,temporal_interpolation_with_endpoint_hold,38,0.3680545181031599,Amit_1,63.230000000000004,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
2,,201.81,temporal_interpolation_with_endpoint_hold,3537,0.3680545181031599,Amit_1,166.45000000000002,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
2,,236.06,temporal_interpolation_with_endpoint_hold,3320,0.3680545181031599,Amit_1,202.87,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
2,,237.11,temporal_interpolation_with_endpoint_hold,37,0.3680545181031599,Amit_1,236.75,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
3,,62.9,temporal_interpolation_with_endpoint_hold,38,0.3680545181031599,Amit_1,62.53,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
3,,63.6,temporal_interpolation_with_endpoint_hold,38,0.3680545181031599,Amit_1,63.230000000000004,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
3,,201.81,temporal_interpolation_with_endpoint_hold,3537,0.3680545181031599,Amit_1,166.45000000000002,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
3,,236.06,temporal_interpolation_with_endpoint_hold,3320,0.3680545181031599,Amit_1,202.87,0.19224776785083847,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
