baseline,gain,offset,record,side,signal,trial
72.9999999999884,0.5533596837944469,200,sub_1,L,Channel 1,1
139.0,1.0,170,sub_1,L,Channel 2,1
49.50000000000108,1.0,145,sub_1,L,Channel 3,1
136.99999999999977,1.0,120,sub_1,L,Channel 4,1
109.0,1.0,100,sub_1,L,Channel 5,1
127.99999999999181,0.8235294117648575,80,sub_1,L,Channel 6,1
128.0,0.505050505050506,60,sub_1,L,Channel 7,1
290.0,0.13215859030837998,40,sub_1,L,Channel 8,1
15.53,2.5,400,sub_1,L,CoP,1
2871.310000000006,0.03580269645451007,380,sub_1,L,vGRF,1
0.0,1.0,200,sub_1,R,Channel 1,1
243.00000000000034,0.780487804878057,170,sub_1,R,Channel 2,1
131.0000000000041,0.9558823529412274,145,sub_1,R,Channel 3,1
45.0,1.0,120,sub_1,R,Channel 4,1
251.00000000002092,0.8737864077668128,100,sub_1,R,Channel 5,1
162.0,0.6194690265486725,80,sub_1,R,Channel 6,1
161.00000000000523,0.4629629629630258,60,sub_1,R,Channel 7,1
160.0,0.22900763358778625,40,sub_1,R,Channel 8,1
8.719999999999999,2.5,400,sub_1,R,CoP,1
1518.9999999999911,0.032287822878229046,380,sub_1,R,vGRF,1
43.00000000000409,0.5405405405405566,200,sub_1,L,Channel 1,2
105.99999999999886,1.0,170,sub_1,L,Channel 2,2
50.0,1.0,145,sub_1,L,Channel 3,2
85.0,0.8835341365461948,120,sub_1,L,Channel 4,2
63.00000000000318,1.0,100,sub_1,L,Channel 5,2
84.00000000000455,1.0,80,sub_1,L,Channel 6,2
61.00000000000819,1.0,60,sub_1,L,Channel 7,2
233.00000000000114,0.18867924528302596,40,sub_1,L,Channel 8,2
15.67,2.5,400,sub_1,L,CoP,2
2836.1700000000046,0.03047400132346042,380,sub_1,L,vGRF,2
0.0,0.9333333333333367,200,sub_1,R,Channel 1,2
269.0,0.6986899563318777,170,sub_1,R,Channel 2,2
196.00000000000045,0.813253012048194,145,sub_1,R,Channel 3,2
51.0,1.0,120,sub_1,R,Channel 4,2
278.99999999999955,0.7142857142857387,100,sub_1,R,Channel 5,2
250.99999999999568,0.3589743589743669,80,sub_1,R,Channel 6,2
220.99999999999568,0.3030303030303118,60,sub_1,R,Channel 7,2
157.9999999999991,0.2380952380952398,40,sub_1,R,Channel 8,2
9.155000000000005,2.5,400,sub_1,R,CoP,2
1556.0000000000064,0.03249767873723326,380,sub_1,R,vGRF,2
107.00000000000068,0.6392694063927016,200,sub_1,L,Channel 1,3
160.49999999999886,1.0,170,sub_1,L,Channel 2,3
52.000000000002274,1.0,145,sub_1,L,Channel 3,3
161.99999999999955,0.9821428571428611,120,sub_1,L,Channel 4,3
140.9999999999991,0.8823529411764861,100,sub_1,L,Channel 5,3
140.999999999995,0.7368421052631967,80,sub_1,L,Channel 6,3
149.0,0.42016806722689076,60,sub_1,L,Channel 7,3
286.0,0.13215859030837626,40,sub_1,L,Channel 8,3
15.700000000000001,2.5,400,sub_1,L,CoP,3
2792.930000000001,0.03370667488468464,380,sub_1,L,vGRF,3
0.0,1.0,200,sub_1,R,Channel 1,3
260.0,0.7207207207207282,170,sub_1,R,Channel 2,3
198.0000000000025,0.8083832335329426,145,sub_1,R,Channel 3,3
51.99999999999977,1.0,120,sub_1,R,Channel 4,3
248.00000000000318,0.8823529411764586,100,sub_1,R,Channel 5,3
