alternative_transition_end_seconds,alternative_transition_start_seconds,clock_offset_seconds,flags,fmg_edges,fmg_gaps,full_fmg_seconds,full_insole_seconds,gi_end_seconds,gt_start_seconds,insole_edges,insole_gaps,invalid_fmg_rows_in_source,invalid_insole_rows_in_source,load_peaks_left,load_peaks_right,matched_edges,max_matched_residual_seconds,missing_fmg_edge_numbers,nonmonotonic_or_duplicate_timestamps,onset_seconds,png,record,reference_limb,segmented_csv,sequence_assumption,side,slt_end_seconds,slt_start_seconds,status,transition_improvement,transition_support,trial,trigger_boundary_status,trigger_end_error_seconds
11.46,7.78,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.120000000000005,19.120000000000005,3.32,16.25,40,0,5,5,11,12,40,0.07999999999992724,[],39,2.94,sub_21/trial_01_r_complete.png,sub_21,R,segmented_data\sub_21\trial_01_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,10.11,8.96,provisional six-phase fit,0.4937,weak/ambiguous pattern evidence,1,observed,0.0
12.77,5.58,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.649999999999977,19.639999999999986,2.87,15.37,39,0,5,0,12,11,39,0.08000000000004093,[32],46,2.38,sub_21/trial_02_l_complete.png,sub_21,L,segmented_data\sub_21\trial_02_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,10.27,9.11,provisional six-phase fit,0.2346,weak/ambiguous pattern evidence,2,observed,-0.009999999999990905
12.77,5.58,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.649999999999977,19.639999999999986,2.87,15.37,40,0,5,5,12,11,40,0.07999999999992724,[],46,2.38,sub_21/trial_02_r_complete.png,sub_21,L,segmented_data\sub_21\trial_02_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,10.27,9.11,provisional six-phase fit,0.2346,weak/ambiguous pattern evidence,2,observed,-0.009999999999990905
12.5,6.63,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,20.440000000000055,20.42999999999995,3.27,16.59,39,0,5,0,12,12,39,0.08000000000004093,[32],47,2.86,sub_21/trial_03_l_complete.png,sub_21,L,segmented_data\sub_21\trial_03_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,9.91,9.07,provisional six-phase fit,0.3487,weak/ambiguous pattern evidence,3,observed,-0.010000000000104592
12.5,6.63,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,20.440000000000055,20.450000000000045,3.27,16.59,40,0,5,5,12,12,40,0.07999999999992724,[],47,2.86,sub_21/trial_03_r_complete.png,sub_21,L,segmented_data\sub_21\trial_03_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,9.91,9.07,provisional six-phase fit,0.3487,weak/ambiguous pattern evidence,3,observed,0.009999999999990905
12.24,6.09,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.269999999999982,19.260000000000105,2.2,15.13,39,0,5,0,12,12,39,0.08000000000004093,[32],53,1.84,sub_21/trial_04_l_complete.png,sub_21,L,segmented_data\sub_21\trial_04_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,11.4,10.19,provisional six-phase fit,0.3137,weak/ambiguous pattern evidence,4,observed,-0.009999999999877218
12.24,6.09,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.269999999999982,19.25999999999999,2.2,15.13,40,0,5,5,12,12,40,0.07999999999992724,[],53,1.84,sub_21/trial_04_r_complete.png,sub_21,L,segmented_data\sub_21\trial_04_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,11.4,10.19,provisional six-phase fit,0.3137,weak/ambiguous pattern evidence,4,observed,-0.009999999999990905
12.98,5.45,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.899999999999977,19.99000000000001,2.95,16.42,39,0,5,0,11,12,39,0.08000000000004093,[32],35,2.25,sub_21/trial_05_l_complete.png,sub_21,R,segmented_data\sub_21\trial_05_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,11.62,10.31,provisional six-phase fit,0.1786,weak/ambiguous pattern evidence,5,observed,0.09000000000003183
12.98,5.45,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.899999999999977,19.980000000000018,2.95,16.42,40,0,5,5,11,12,40,0.07999999999992724,[],35,2.25,sub_21/trial_05_r_complete.png,sub_21,R,segmented_data\sub_21\trial_05_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,11.62,10.31,provisional six-phase fit,0.1786,weak/ambiguous pattern evidence,5,observed,0.08000000000004093
12.43,7.68,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.190000000000055,19.200000000000045,3.15,15.02,39,0,5,0,12,11,39,0.08000000000004093,[32],41,2.07,sub_21/trial_06_l_complete.png,sub_21,L,segmented_data\sub_21\trial_06_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,12.43,10.96,provisional six-phase fit,0.2512,weak/ambiguous pattern evidence,6,observed,0.009999999999990905
12.43,7.68,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.190000000000055,19.209999999999923,3.15,15.02,40,0,5,5,12,11,40,0.07999999999992724,[],41,2.07,sub_21/trial_06_r_complete.png,sub_21,L,segmented_data\sub_21\trial_06_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,12.43,10.96,provisional six-phase fit,0.2512,weak/ambiguous pattern evidence,6,observed,0.019999999999868123
11.65,8.08,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,20.449999999999932,20.460000000000036,3.13,16.25,39,0,5,0,11,12,39,0.08000000000004093,[32],26,2.74,sub_21/trial_07_l_complete.png,sub_21,R,segmented_data\sub_21\trial_07_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,10.56,9.33,provisional six-phase fit,0.4461,weak/ambiguous pattern evidence,7,observed,0.010000000000104592
11.65,8.08,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,20.449999999999932,20.450000000000045,3.13,16.25,40,0,5,5,11,12,40,0.07999999999992724,[],26,2.74,sub_21/trial_07_r_complete.png,sub_21,R,segmented_data\sub_21\trial_07_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,10.56,9.33,provisional six-phase fit,0.4461,weak/ambiguous pattern evidence,7,observed,1.1368683772161603e-13
12.14,5.29,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,18.829999999999927,18.850000000000136,3.05,15.06,39,0,5,0,12,11,39,0.08000000000004093,[32],22,2.02,sub_21/trial_08_l_complete.png,sub_21,L,segmented_data\sub_21\trial_08_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,8.78,7.36,provisional six-phase fit,0.2047,weak/ambiguous pattern evidence,8,observed,0.020000000000209184
12.14,5.29,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,18.829999999999927,18.829999999999927,3.05,15.06,40,0,5,5,12,11,40,0.07999999999992724,[],22,2.02,sub_21/trial_08_r_complete.png,sub_21,L,segmented_data\sub_21\trial_08_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,8.78,7.36,provisional six-phase fit,0.2047,weak/ambiguous pattern evidence,8,observed,0.0
11.84,5.69,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.539999999999964,19.550000000000182,3.48,16.36,39,0,5,0,11,12,39,0.08000000000004093,[32],21,3.09,sub_21/trial_09_l_complete.png,sub_21,R,segmented_data\sub_21\trial_09_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,10.5,9.24,provisional six-phase fit,0.3651,weak/ambiguous pattern evidence,9,observed,0.010000000000218279
11.84,5.69,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.539999999999964,19.529999999999973,3.48,16.36,40,0,5,5,11,12,40,0.07999999999992724,[],21,3.09,sub_21/trial_09_r_complete.png,sub_21,R,segmented_data\sub_21\trial_09_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,10.5,9.24,provisional six-phase fit,0.3651,weak/ambiguous pattern evidence,9,observed,-0.009999999999990905
12.8,6.74,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,20.460000000000036,20.449999999999818,3.33,15.71,39,0,5,0,12,11,39,0.08000000000004093,[32],19,2.59,sub_21/trial_10_l_complete.png,sub_21,L,segmented_data\sub_21\trial_10_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,12.8,11.94,provisional six-phase fit,0.2581,weak/ambiguous pattern evidence,10,observed,-0.010000000000218279
12.8,6.74,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,20.460000000000036,20.450000000000045,3.33,15.71,40,0,5,5,12,11,40,0.07999999999992724,[],19,2.59,sub_21/trial_10_r_complete.png,sub_21,L,segmented_data\sub_21\trial_10_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,12.8,11.94,provisional six-phase fit,0.2581,weak/ambiguous pattern evidence,10,observed,-0.009999999999990905
12.51,6.4,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,18.960000000000036,18.960000000000036,2.94,15.92,39,0,5,0,11,12,39,0.08000000000004093,[32],30,2.59,sub_21/trial_11_l_complete.png,sub_21,R,segmented_data\sub_21\trial_11_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,11.19,9.98,provisional six-phase fit,0.3487,weak/ambiguous pattern evidence,11,observed,0.0
12.51,6.4,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,18.960000000000036,18.95999999999981,2.94,15.92,40,0,5,5,11,12,40,0.07999999999992724,[],30,2.59,sub_21/trial_11_r_complete.png,sub_21,R,segmented_data\sub_21\trial_11_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,11.19,9.98,provisional six-phase fit,0.3487,weak/ambiguous pattern evidence,11,observed,-2.2737367544323206e-13
11.54,7.48,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.929999999999836,19.930000000000064,2.87,15.81,39,0,5,0,12,11,39,0.08000000000004093,[32],43,2.0,sub_21/trial_12_l_complete.png,sub_21,L,segmented_data\sub_21\trial_12_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,10.07,8.68,provisional six-phase fit,0.35,weak/ambiguous pattern evidence,12,observed,2.2737367544323206e-13
11.54,7.48,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.929999999999836,19.930000000000064,2.87,15.81,40,0,5,5,12,11,40,0.07999999999992724,[],43,2.0,sub_21/trial_12_r_complete.png,sub_21,L,segmented_data\sub_21\trial_12_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,10.07,8.68,provisional six-phase fit,0.35,weak/ambiguous pattern evidence,12,observed,2.2737367544323206e-13
,,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; sustained onset with initial standing not resolved,40,0,18.029999999999973,18.019999999999982,,,39,0,5,0,11,12,39,0.08000000000004093,[32],23,,sub_21/trial_13_l_complete.png,sub_21,,segmented_data\sub_21\trial_13_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,,,unresolved,,unresolved,13,observed,-0.009999999999990905
,,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; sustained onset with initial standing not resolved,40,0,18.029999999999973,18.029999999999973,,,40,0,5,5,11,12,40,0.07999999999992724,[],23,,sub_21/trial_13_r_complete.png,sub_21,,segmented_data\sub_21\trial_13_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,,,unresolved,,unresolved,13,observed,0.0
12.23,11.42,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels,40,0,19.350000000000136,19.360000000000127,2.96,15.2,39,0,5,0,13,11,39,0.08000000000004093,[32],27,2.0,sub_21/trial_14_l_complete.png,sub_21,L,segmented_data\sub_21\trial_14_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,12.23,11.42,provisional six-phase fit,0.3484,moderate pattern evidence,14,observed,0.009999999999990905
12.23,11.42,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels,40,0,19.350000000000136,19.3599999999999,2.96,15.2,40,0,5,5,13,11,40,0.07999999999992724,[],27,2.0,sub_21/trial_14_r_complete.png,sub_21,L,segmented_data\sub_21\trial_14_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,12.23,11.42,provisional six-phase fit,0.3484,moderate pattern evidence,14,observed,0.009999999999763531
10.91,7.27,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,18.789999999999964,18.789999999999964,2.65,15.61,39,0,5,0,11,12,39,0.08000000000004093,[32],42,2.29,sub_21/trial_15_l_complete.png,sub_21,R,segmented_data\sub_21\trial_15_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,9.58,8.46,provisional six-phase fit,0.3645,weak/ambiguous pattern evidence,15,observed,0.0
10.91,7.27,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,18.789999999999964,18.79000000000019,2.65,15.61,40,0,5,5,11,12,40,0.07999999999992724,[],42,2.29,sub_21/trial_15_r_complete.png,sub_21,R,segmented_data\sub_21\trial_15_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,9.58,8.46,provisional six-phase fit,0.3645,weak/ambiguous pattern evidence,15,observed,2.2737367544323206e-13
10.94,6.18,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; L insole inferred end from matched clock offset,40,0,19.799999999999955,19.779999999999973,2.93,15.13,39,0,5,0,12,11,39,0.08000000000004093,[32],28,2.09,sub_21/trial_16_l_complete.png,sub_21,L,segmented_data\sub_21\trial_16_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,10.94,10.09,provisional six-phase fit,0.307,weak/ambiguous pattern evidence,16,inferred end from matched clock offset,0.010000000000218279
10.94,6.18,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; L insole inferred end from matched clock offset,40,0,19.799999999999955,19.799999999999955,2.93,15.13,40,0,5,5,12,11,40,0.07999999999992724,[],28,2.09,sub_21/trial_16_r_complete.png,sub_21,L,segmented_data\sub_21\trial_16_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,10.94,10.09,provisional six-phase fit,0.307,weak/ambiguous pattern evidence,16,observed,0.0
11.09,5.95,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.40000000000009,19.3900000000001,3.01,15.02,39,0,5,0,11,11,39,0.08000000000004093,[32],25,1.64,sub_21/trial_17_l_complete.png,sub_21,L,segmented_data\sub_21\trial_17_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,7.1,5.95,provisional six-phase fit,0.3968,weak/ambiguous pattern evidence,17,observed,-0.009999999999990905
11.09,5.95,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.40000000000009,19.410000000000082,3.01,15.02,40,0,5,5,11,11,40,0.07999999999992724,[],25,1.64,sub_21/trial_17_r_complete.png,sub_21,L,segmented_data\sub_21\trial_17_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,7.1,5.95,provisional six-phase fit,0.3968,weak/ambiguous pattern evidence,17,observed,0.009999999999990905
11.31,8.88,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels,40,0,18.930000000000064,18.940000000000055,3.24,15.35,39,0,5,0,11,11,39,0.08000000000004093,[32],27,2.18,sub_21/trial_18_l_complete.png,sub_21,L,segmented_data\sub_21\trial_18_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,9.81,8.88,provisional six-phase fit,0.3106,moderate pattern evidence,18,observed,0.009999999999990905
11.31,8.88,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels,40,0,18.930000000000064,18.929999999999836,3.24,15.35,40,0,5,5,11,11,40,0.07999999999992724,[],27,2.18,sub_21/trial_18_r_complete.png,sub_21,L,segmented_data\sub_21\trial_18_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,9.81,8.88,provisional six-phase fit,0.3106,moderate pattern evidence,18,observed,-2.2737367544323206e-13
11.5,6.58,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.77000000000021,19.75,3.07,16.05,39,0,5,0,11,12,39,0.08000000000004093,[32],25,2.33,sub_21/trial_19_l_complete.png,sub_21,R,segmented_data\sub_21\trial_19_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,10.22,8.99,provisional six-phase fit,0.4026,weak/ambiguous pattern evidence,19,observed,-0.020000000000209184
11.5,6.58,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,19.77000000000021,19.75999999999999,3.07,16.05,40,0,5,5,11,12,40,0.07999999999992724,[],25,2.33,sub_21/trial_19_r_complete.png,sub_21,R,segmented_data\sub_21\trial_19_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,10.22,8.99,provisional six-phase fit,0.4026,weak/ambiguous pattern evidence,19,observed,-0.010000000000218279
11.13,5.6,2.7000000000000455,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,20.279999999999973,20.279999999999973,2.87,15.16,39,0,5,0,12,11,39,0.08000000000004093,[32],25,2.2,sub_21/trial_20_l_complete.png,sub_21,L,segmented_data\sub_21\trial_20_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,11.13,10.32,provisional six-phase fit,0.3563,weak/ambiguous pattern evidence,20,observed,0.0
11.13,5.6,12.879999999999882,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous,40,0,20.279999999999973,20.269999999999982,2.87,15.16,40,0,5,5,12,11,40,0.07999999999992724,[],25,2.2,sub_21/trial_20_r_complete.png,sub_21,L,segmented_data\sub_21\trial_20_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,11.13,10.32,provisional six-phase fit,0.3563,weak/ambiguous pattern evidence,20,observed,-0.009999999999990905
