clock_offset_seconds,fmg_edges,fmg_gaps,full_fmg_seconds,full_insole_seconds,insole_edges,insole_gaps,invalid_fmg_rows_in_source,invalid_insole_rows_in_source,matched_edges,max_matched_residual_seconds,missing_fmg_edge_numbers,nonmonotonic_or_duplicate_timestamps,record,side,trial,trigger_boundary_status,trigger_end_error_seconds
2.7000000000000455,40,0,18.960000000000036,18.960000000000036,39,0,5,0,39,0.08000000000004093,[32],30,sub_21,L,11,observed,0.0
12.879999999999882,40,0,18.960000000000036,18.95999999999981,40,0,5,5,40,0.07999999999992724,[],30,sub_21,R,11,observed,-2.2737367544323206e-13
2.7000000000000455,40,0,19.929999999999836,19.930000000000064,39,0,5,0,39,0.08000000000004093,[32],43,sub_21,L,12,observed,2.2737367544323206e-13
12.879999999999882,40,0,19.929999999999836,19.930000000000064,40,0,5,5,40,0.07999999999992724,[],43,sub_21,R,12,observed,2.2737367544323206e-13
2.7000000000000455,40,0,18.029999999999973,18.019999999999982,39,0,5,0,39,0.08000000000004093,[32],23,sub_21,L,13,observed,-0.009999999999990905
12.879999999999882,40,0,18.029999999999973,18.029999999999973,40,0,5,5,40,0.07999999999992724,[],23,sub_21,R,13,observed,0.0
2.7000000000000455,40,0,19.350000000000136,19.360000000000127,39,0,5,0,39,0.08000000000004093,[32],27,sub_21,L,14,observed,0.009999999999990905
12.879999999999882,40,0,19.350000000000136,19.3599999999999,40,0,5,5,40,0.07999999999992724,[],27,sub_21,R,14,observed,0.009999999999763531
2.7000000000000455,40,0,18.789999999999964,18.789999999999964,39,0,5,0,39,0.08000000000004093,[32],42,sub_21,L,15,observed,0.0
12.879999999999882,40,0,18.789999999999964,18.79000000000019,40,0,5,5,40,0.07999999999992724,[],42,sub_21,R,15,observed,2.2737367544323206e-13
2.7000000000000455,40,0,19.799999999999955,19.779999999999973,39,0,5,0,39,0.08000000000004093,[32],28,sub_21,L,16,inferred end from matched clock offset,0.010000000000218279
12.879999999999882,40,0,19.799999999999955,19.799999999999955,40,0,5,5,40,0.07999999999992724,[],28,sub_21,R,16,observed,0.0
2.7000000000000455,40,0,19.40000000000009,19.3900000000001,39,0,5,0,39,0.08000000000004093,[32],25,sub_21,L,17,observed,-0.009999999999990905
12.879999999999882,40,0,19.40000000000009,19.410000000000082,40,0,5,5,40,0.07999999999992724,[],25,sub_21,R,17,observed,0.009999999999990905
2.7000000000000455,40,0,18.930000000000064,18.940000000000055,39,0,5,0,39,0.08000000000004093,[32],27,sub_21,L,18,observed,0.009999999999990905
12.879999999999882,40,0,18.930000000000064,18.929999999999836,40,0,5,5,40,0.07999999999992724,[],27,sub_21,R,18,observed,-2.2737367544323206e-13
2.7000000000000455,40,0,19.77000000000021,19.75,39,0,5,0,39,0.08000000000004093,[32],25,sub_21,L,19,observed,-0.020000000000209184
12.879999999999882,40,0,19.77000000000021,19.75999999999999,40,0,5,5,40,0.07999999999992724,[],25,sub_21,R,19,observed,-0.010000000000218279
2.7000000000000455,40,0,20.279999999999973,20.279999999999973,39,0,5,0,39,0.08000000000004093,[32],25,sub_21,L,20,observed,0.0
12.879999999999882,40,0,20.279999999999973,20.269999999999982,40,0,5,5,40,0.07999999999992724,[],25,sub_21,R,20,observed,-0.009999999999990905
