png,source_complete_graph,source_segmented_csv,status,gt_start_seconds,gt_end_seconds
Sub01_A/jitu_21/trial_09_l.png,tempgraphs/sub01_a/jitu_21/trial_09_l_complete.png,tempgraphs/sub01_a/segmented_data/jitu_21/trial_09_l_segmented.csv,created: exact completed-graph display transform,19.93,23.19
Sub01_A/jitu_21/trial_09_r.png,tempgraphs/sub01_a/jitu_21/trial_09_r_complete.png,tempgraphs/sub01_a/segmented_data/jitu_21/trial_09_r_segmented.csv,created: exact completed-graph display transform,19.93,23.19
Sub01_A/jitu_21/trial_10_l.png,tempgraphs/sub01_a/jitu_21/trial_10_l_complete.png,tempgraphs/sub01_a/segmented_data/jitu_21/trial_10_l_segmented.csv,created: exact completed-graph display transform,19.49,22.14
Sub01_A/jitu_21/trial_10_r.png,tempgraphs/sub01_a/jitu_21/trial_10_r_complete.png,tempgraphs/sub01_a/segmented_data/jitu_21/trial_10_r_segmented.csv,created: exact completed-graph display transform,19.49,22.14
Sub01_H/abh_1/trial_01_l.png,tempgraphs/sub01_h/abh_1/trial_01_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_01_l_segmented.csv,created: exact completed-graph display transform,16.57,21.08
Sub01_H/abh_1/trial_01_r.png,tempgraphs/sub01_h/abh_1/trial_01_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_01_r_segmented.csv,created: exact completed-graph display transform,16.57,21.08
Sub01_H/abh_1/trial_02_l.png,tempgraphs/sub01_h/abh_1/trial_02_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_02_l_segmented.csv,created: exact completed-graph display transform,15.14,20.56
Sub01_H/abh_1/trial_02_r.png,tempgraphs/sub01_h/abh_1/trial_02_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_02_r_segmented.csv,created: exact completed-graph display transform,15.14,20.56
Sub01_H/abh_1/trial_03_l.png,tempgraphs/sub01_h/abh_1/trial_03_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_03_l_segmented.csv,created: exact completed-graph display transform,15.86,21.16
Sub01_H/abh_1/trial_03_r.png,tempgraphs/sub01_h/abh_1/trial_03_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_03_r_segmented.csv,created: exact completed-graph display transform,15.86,21.16
Sub01_H/abh_1/trial_04_l.png,tempgraphs/sub01_h/abh_1/trial_04_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_04_l_segmented.csv,created: exact completed-graph display transform,16.28,20.76
Sub01_H/abh_1/trial_04_r.png,tempgraphs/sub01_h/abh_1/trial_04_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_04_r_segmented.csv,created: exact completed-graph display transform,16.28,20.76
Sub01_H/abh_1/trial_05_l.png,tempgraphs/sub01_h/abh_1/trial_05_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_05_l_segmented.csv,created: exact completed-graph display transform,14.98,20.92
Sub01_H/abh_1/trial_05_r.png,tempgraphs/sub01_h/abh_1/trial_05_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_05_r_segmented.csv,created: exact completed-graph display transform,14.98,20.92
Sub01_H/abh_1/trial_06_l.png,tempgraphs/sub01_h/abh_1/trial_06_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_06_l_segmented.csv,created: exact completed-graph display transform,16.60,21.84
Sub01_H/abh_1/trial_06_r.png,tempgraphs/sub01_h/abh_1/trial_06_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_06_r_segmented.csv,created: exact completed-graph display transform,16.60,21.84
Sub01_H/abh_1/trial_07_l.png,tempgraphs/sub01_h/abh_1/trial_07_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_07_l_segmented.csv,created: exact completed-graph display transform,16.09,21.26
Sub01_H/abh_1/trial_07_r.png,tempgraphs/sub01_h/abh_1/trial_07_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_07_r_segmented.csv,created: exact completed-graph display transform,16.09,21.26
Sub01_H/abh_1/trial_08_l.png,tempgraphs/sub01_h/abh_1/trial_08_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_08_l_segmented.csv,created: exact completed-graph display transform,16.88,22.51
Sub01_H/abh_1/trial_08_r.png,tempgraphs/sub01_h/abh_1/trial_08_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_08_r_segmented.csv,created: exact completed-graph display transform,16.88,22.51
Sub01_H/abh_1/trial_09_l.png,tempgraphs/sub01_h/abh_1/trial_09_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_09_l_segmented.csv,created: exact completed-graph display transform,17.65,22.19
Sub01_H/abh_1/trial_09_r.png,tempgraphs/sub01_h/abh_1/trial_09_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_09_r_segmented.csv,created: exact completed-graph display transform,17.65,22.19
Sub01_H/abh_1/trial_10_l.png,tempgraphs/sub01_h/abh_1/trial_10_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_10_l_segmented.csv,created: exact completed-graph display transform,17.12,22.05
Sub01_H/abh_1/trial_10_r.png,tempgraphs/sub01_h/abh_1/trial_10_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_10_r_segmented.csv,created: exact completed-graph display transform,17.12,22.05
Sub01_H/abh_1/trial_11_l.png,tempgraphs/sub01_h/abh_1/trial_11_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_11_l_segmented.csv,created: exact completed-graph display transform,15.08,20.94
Sub01_H/abh_1/trial_11_r.png,tempgraphs/sub01_h/abh_1/trial_11_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_11_r_segmented.csv,created: exact completed-graph display transform,15.08,20.94
Sub01_H/abh_1/trial_12_l.png,tempgraphs/sub01_h/abh_1/trial_12_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_12_l_segmented.csv,created: exact completed-graph display transform,16.13,21.29
Sub01_H/abh_1/trial_12_r.png,tempgraphs/sub01_h/abh_1/trial_12_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_12_r_segmented.csv,created: exact completed-graph display transform,16.13,21.29
Sub01_H/abh_1/trial_13_l.png,tempgraphs/sub01_h/abh_1/trial_13_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_13_l_segmented.csv,created: exact completed-graph display transform,17.18,20.78
Sub01_H/abh_1/trial_13_r.png,tempgraphs/sub01_h/abh_1/trial_13_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_13_r_segmented.csv,created: exact completed-graph display transform,17.18,20.78
Sub01_H/abh_1/trial_14_l.png,tempgraphs/sub01_h/abh_1/trial_14_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_14_l_segmented.csv,created: exact completed-graph display transform,18.54,22.57
Sub01_H/abh_1/trial_14_r.png,tempgraphs/sub01_h/abh_1/trial_14_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_14_r_segmented.csv,created: exact completed-graph display transform,18.54,22.57
Sub01_H/abh_1/trial_15_l.png,tempgraphs/sub01_h/abh_1/trial_15_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_15_l_segmented.csv,created: exact completed-graph display transform,16.32,21.06
Sub01_H/abh_1/trial_15_r.png,tempgraphs/sub01_h/abh_1/trial_15_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_15_r_segmented.csv,created: exact completed-graph display transform,16.32,21.06
Sub01_H/abh_1/trial_16_l.png,tempgraphs/sub01_h/abh_1/trial_16_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_16_l_segmented.csv,created: exact completed-graph display transform,16.29,21.72
Sub01_H/abh_1/trial_16_r.png,tempgraphs/sub01_h/abh_1/trial_16_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_16_r_segmented.csv,created: exact completed-graph display transform,16.29,21.72
Sub01_H/abh_1/trial_17_l.png,tempgraphs/sub01_h/abh_1/trial_17_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_17_l_segmented.csv,created: exact completed-graph display transform,19.00,24.42
Sub01_H/abh_1/trial_17_r.png,tempgraphs/sub01_h/abh_1/trial_17_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_17_r_segmented.csv,created: exact completed-graph display transform,19.00,24.42
Sub01_H/abh_1/trial_18_l.png,tempgraphs/sub01_h/abh_1/trial_18_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_18_l_segmented.csv,created: exact completed-graph display transform,16.06,21.4
Sub01_H/abh_1/trial_18_r.png,tempgraphs/sub01_h/abh_1/trial_18_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_18_r_segmented.csv,created: exact completed-graph display transform,16.06,21.4
Sub01_H/abh_21/trial_01_l.png,tempgraphs/sub01_h/abh_21/trial_01_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_01_l_segmented.csv,created: exact completed-graph display transform,20.48,24.98
Sub01_H/abh_21/trial_01_r.png,tempgraphs/sub01_h/abh_21/trial_01_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_01_r_segmented.csv,created: exact completed-graph display transform,20.48,24.98
Sub01_H/abh_21/trial_02_l.png,tempgraphs/sub01_h/abh_21/trial_02_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_02_l_segmented.csv,created: exact completed-graph display transform,15.83,21.45
Sub01_H/abh_21/trial_02_r.png,tempgraphs/sub01_h/abh_21/trial_02_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_02_r_segmented.csv,created: exact completed-graph display transform,15.83,21.45
Sub01_H/abh_21/trial_03_l.png,tempgraphs/sub01_h/abh_21/trial_03_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_03_l_segmented.csv,created: exact completed-graph display transform,15.78,20.47
Sub01_H/abh_21/trial_03_r.png,tempgraphs/sub01_h/abh_21/trial_03_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_03_r_segmented.csv,created: exact completed-graph display transform,15.78,20.47
Sub01_H/abh_21/trial_04_l.png,tempgraphs/sub01_h/abh_21/trial_04_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_04_l_segmented.csv,created: exact completed-graph display transform,16.61,23.35
Sub01_H/abh_21/trial_04_r.png,tempgraphs/sub01_h/abh_21/trial_04_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_04_r_segmented.csv,created: exact completed-graph display transform,16.61,23.35
Sub01_H/abh_21/trial_05_l.png,tempgraphs/sub01_h/abh_21/trial_05_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_05_l_segmented.csv,created: exact completed-graph display transform,15.46,20.77
Sub01_H/abh_21/trial_05_r.png,tempgraphs/sub01_h/abh_21/trial_05_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_05_r_segmented.csv,created: exact completed-graph display transform,15.46,20.77
Sub01_H/abh_21/trial_06_l.png,tempgraphs/sub01_h/abh_21/trial_06_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_06_l_segmented.csv,created: exact completed-graph display transform,16.14,20.5
Sub01_H/abh_21/trial_06_r.png,tempgraphs/sub01_h/abh_21/trial_06_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_06_r_segmented.csv,created: exact completed-graph display transform,16.14,20.5
Sub01_H/abh_21/trial_07_l.png,tempgraphs/sub01_h/abh_21/trial_07_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_07_l_segmented.csv,created: exact completed-graph display transform,15.66,19.63
Sub01_H/abh_21/trial_07_r.png,tempgraphs/sub01_h/abh_21/trial_07_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_07_r_segmented.csv,created: exact completed-graph display transform,15.66,19.63
Sub01_H/abh_21/trial_08_l.png,tempgraphs/sub01_h/abh_21/trial_08_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_08_l_segmented.csv,created: exact completed-graph display transform,15.51,20.68
Sub01_H/abh_21/trial_08_r.png,tempgraphs/sub01_h/abh_21/trial_08_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_08_r_segmented.csv,created: exact completed-graph display transform,15.51,20.68
Sub01_H/abh_21/trial_09_l.png,tempgraphs/sub01_h/abh_21/trial_09_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_09_l_segmented.csv,created: exact completed-graph display transform,16.36,20.57
Sub01_H/abh_21/trial_09_r.png,tempgraphs/sub01_h/abh_21/trial_09_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_09_r_segmented.csv,created: exact completed-graph display transform,16.36,20.57
Sub01_H/abh_21/trial_10_l.png,tempgraphs/sub01_h/abh_21/trial_10_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_10_l_segmented.csv,created: exact completed-graph display transform,16.15,21.04
Sub01_H/abh_21/trial_10_r.png,tempgraphs/sub01_h/abh_21/trial_10_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_10_r_segmented.csv,created: exact completed-graph display transform,16.15,21.04
Sub01_H/abh_21/trial_11_l.png,tempgraphs/sub01_h/abh_21/trial_11_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_11_l_segmented.csv,created: exact completed-graph display transform,18.40,22.83
Sub01_H/abh_21/trial_11_r.png,tempgraphs/sub01_h/abh_21/trial_11_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_11_r_segmented.csv,created: exact completed-graph display transform,18.40,22.83
Sub01_H/abh_21/trial_12_l.png,tempgraphs/sub01_h/abh_21/trial_12_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_12_l_segmented.csv,created: exact completed-graph display transform,17.38,21.75
Sub01_H/abh_21/trial_12_r.png,tempgraphs/sub01_h/abh_21/trial_12_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_12_r_segmented.csv,created: exact completed-graph display transform,17.38,21.75
Sub01_H/abh_21/trial_13_l.png,tempgraphs/sub01_h/abh_21/trial_13_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_13_l_segmented.csv,created: exact completed-graph display transform,16.04,19.71
Sub01_H/abh_21/trial_13_r.png,tempgraphs/sub01_h/abh_21/trial_13_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_13_r_segmented.csv,created: exact completed-graph display transform,16.04,19.71
Sub01_H/abh_21/trial_14_l.png,tempgraphs/sub01_h/abh_21/trial_14_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_14_l_segmented.csv,created: exact completed-graph display transform,15.99,20.14
Sub01_H/abh_21/trial_14_r.png,tempgraphs/sub01_h/abh_21/trial_14_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_14_r_segmented.csv,created: exact completed-graph display transform,15.99,20.14
Sub01_H/abh_21/trial_15_l.png,tempgraphs/sub01_h/abh_21/trial_15_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_15_l_segmented.csv,created: exact completed-graph display transform,16.99,21.31
Sub01_H/abh_21/trial_15_r.png,tempgraphs/sub01_h/abh_21/trial_15_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_15_r_segmented.csv,created: exact completed-graph display transform,16.99,21.31
Sub01_H/abh_21/trial_16_l.png,tempgraphs/sub01_h/abh_21/trial_16_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_16_l_segmented.csv,created: exact completed-graph display transform,15.40,19.68
Sub01_H/abh_21/trial_16_r.png,tempgraphs/sub01_h/abh_21/trial_16_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_16_r_segmented.csv,created: exact completed-graph display transform,15.40,19.68
Sub01_H/abh_21/trial_17_l.png,tempgraphs/sub01_h/abh_21/trial_17_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_17_l_segmented.csv,created: exact completed-graph display transform,13.97,19.16
Sub01_H/abh_21/trial_17_r.png,tempgraphs/sub01_h/abh_21/trial_17_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_17_r_segmented.csv,created: exact completed-graph display transform,13.97,19.16
Sub01_H/abh_21/trial_18_l.png,tempgraphs/sub01_h/abh_21/trial_18_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_18_l_segmented.csv,created: exact completed-graph display transform,16.08,20.67
Sub01_H/abh_21/trial_18_r.png,tempgraphs/sub01_h/abh_21/trial_18_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_18_r_segmented.csv,created: exact completed-graph display transform,16.08,20.67
Sub01_H/abh_21/trial_19_l.png,tempgraphs/sub01_h/abh_21/trial_19_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_19_l_segmented.csv,created: exact completed-graph display transform,15.95,20.23
Sub01_H/abh_21/trial_19_r.png,tempgraphs/sub01_h/abh_21/trial_19_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_19_r_segmented.csv,created: exact completed-graph display transform,15.95,20.23
Sub01_H/abh_21/trial_20_l.png,tempgraphs/sub01_h/abh_21/trial_20_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_20_l_segmented.csv,created: exact completed-graph display transform,17.69,22.93
Sub01_H/abh_21/trial_20_r.png,tempgraphs/sub01_h/abh_21/trial_20_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_20_r_segmented.csv,created: exact completed-graph display transform,17.69,22.93
Sub01_H/abh_21/trial_21_l.png,tempgraphs/sub01_h/abh_21/trial_21_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_21_l_segmented.csv,created: exact completed-graph display transform,15.45,19.39
Sub01_H/abh_21/trial_21_r.png,tempgraphs/sub01_h/abh_21/trial_21_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_21_r_segmented.csv,created: exact completed-graph display transform,15.45,19.39
Sub01_H/abh_21/trial_22_l.png,tempgraphs/sub01_h/abh_21/trial_22_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_22_l_segmented.csv,created: exact completed-graph display transform,15.77,20.11
Sub01_H/abh_21/trial_22_r.png,tempgraphs/sub01_h/abh_21/trial_22_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_22_r_segmented.csv,created: exact completed-graph display transform,15.77,20.11
Sub02_A/vipin_1/trial_01_l.png,tempgraphs/sub02_a/vipin_1/trial_01_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_01_l_segmented.csv,created: exact completed-graph display transform,22.25,27.58
Sub02_A/vipin_1/trial_01_r.png,tempgraphs/sub02_a/vipin_1/trial_01_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_01_r_segmented.csv,created: exact completed-graph display transform,22.25,27.58
Sub02_A/vipin_1/trial_02_l.png,tempgraphs/sub02_a/vipin_1/trial_02_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_02_l_segmented.csv,created: exact completed-graph display transform,21.28,25.8
Sub02_A/vipin_1/trial_02_r.png,tempgraphs/sub02_a/vipin_1/trial_02_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_02_r_segmented.csv,created: exact completed-graph display transform,21.28,25.8
Sub02_A/vipin_1/trial_03_l.png,tempgraphs/sub02_a/vipin_1/trial_03_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_03_l_segmented.csv,created: exact completed-graph display transform,21.44,25.48
Sub02_A/vipin_1/trial_03_r.png,tempgraphs/sub02_a/vipin_1/trial_03_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_03_r_segmented.csv,created: exact completed-graph display transform,21.44,25.48
Sub02_A/vipin_1/trial_04_l.png,tempgraphs/sub02_a/vipin_1/trial_04_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_04_l_segmented.csv,created: exact completed-graph display transform,21.08,25.64
Sub02_A/vipin_1/trial_04_r.png,tempgraphs/sub02_a/vipin_1/trial_04_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_04_r_segmented.csv,created: exact completed-graph display transform,21.08,25.64
Sub02_A/vipin_1/trial_05_l.png,tempgraphs/sub02_a/vipin_1/trial_05_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_05_l_segmented.csv,created: exact completed-graph display transform,20.82,25.06
Sub02_A/vipin_1/trial_05_r.png,tempgraphs/sub02_a/vipin_1/trial_05_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_05_r_segmented.csv,created: exact completed-graph display transform,20.82,25.06
Sub02_A/vipin_1/trial_06_l.png,tempgraphs/sub02_a/vipin_1/trial_06_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_06_l_segmented.csv,created: exact completed-graph display transform,20.72,25.64
Sub02_A/vipin_1/trial_06_r.png,tempgraphs/sub02_a/vipin_1/trial_06_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_06_r_segmented.csv,created: exact completed-graph display transform,20.72,25.64
Sub02_A/vipin_1/trial_07_l.png,tempgraphs/sub02_a/vipin_1/trial_07_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_07_l_segmented.csv,created: exact completed-graph display transform,22.28,26.68
Sub02_A/vipin_1/trial_07_r.png,tempgraphs/sub02_a/vipin_1/trial_07_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_07_r_segmented.csv,created: exact completed-graph display transform,22.28,26.68
Sub02_A/vipin_1/trial_08_l.png,tempgraphs/sub02_a/vipin_1/trial_08_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_08_l_segmented.csv,created: exact completed-graph display transform,20.56,24.79
Sub02_A/vipin_1/trial_08_r.png,tempgraphs/sub02_a/vipin_1/trial_08_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_08_r_segmented.csv,created: exact completed-graph display transform,20.56,24.79
Sub02_A/vipin_1/trial_09_l.png,tempgraphs/sub02_a/vipin_1/trial_09_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_09_l_segmented.csv,created: exact completed-graph display transform,20.74,25.39
Sub02_A/vipin_1/trial_09_r.png,tempgraphs/sub02_a/vipin_1/trial_09_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_09_r_segmented.csv,created: exact completed-graph display transform,20.74,25.39
Sub02_A/vipin_1/trial_10_l.png,tempgraphs/sub02_a/vipin_1/trial_10_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_10_l_segmented.csv,created: exact completed-graph display transform,21.97,25.39
Sub02_A/vipin_1/trial_10_r.png,tempgraphs/sub02_a/vipin_1/trial_10_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_10_r_segmented.csv,created: exact completed-graph display transform,21.97,25.39
Sub02_A/vipin_1/trial_11_l.png,tempgraphs/sub02_a/vipin_1/trial_11_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_11_l_segmented.csv,created: exact completed-graph display transform,20.28,23.64
Sub02_A/vipin_1/trial_11_r.png,tempgraphs/sub02_a/vipin_1/trial_11_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_11_r_segmented.csv,created: exact completed-graph display transform,20.28,23.64
Sub02_A/vipin_1/trial_12_l.png,tempgraphs/sub02_a/vipin_1/trial_12_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_12_l_segmented.csv,created: exact completed-graph display transform,20.47,24.86
Sub02_A/vipin_1/trial_12_r.png,tempgraphs/sub02_a/vipin_1/trial_12_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_12_r_segmented.csv,created: exact completed-graph display transform,20.47,24.86
Sub02_A/vipin_21/trial_01_l.png,tempgraphs/sub02_a/vipin_21/trial_01_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_01_l_segmented.csv,created: exact completed-graph display transform,19.99,27.5
Sub02_A/vipin_21/trial_01_r.png,tempgraphs/sub02_a/vipin_21/trial_01_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_01_r_segmented.csv,created: exact completed-graph display transform,19.99,27.5
Sub02_A/vipin_21/trial_02_l.png,tempgraphs/sub02_a/vipin_21/trial_02_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_02_l_segmented.csv,created: exact completed-graph display transform,21.15,24.47
Sub02_A/vipin_21/trial_02_r.png,tempgraphs/sub02_a/vipin_21/trial_02_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_02_r_segmented.csv,created: exact completed-graph display transform,21.15,24.47
Sub02_A/vipin_21/trial_03_l.png,tempgraphs/sub02_a/vipin_21/trial_03_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_03_l_segmented.csv,created: exact completed-graph display transform,19.97,24.07
Sub02_A/vipin_21/trial_03_r.png,tempgraphs/sub02_a/vipin_21/trial_03_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_03_r_segmented.csv,created: exact completed-graph display transform,19.97,24.07
Sub02_A/vipin_21/trial_04_l.png,tempgraphs/sub02_a/vipin_21/trial_04_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_04_l_segmented.csv,created: exact completed-graph display transform,20.65,24.58
Sub02_A/vipin_21/trial_04_r.png,tempgraphs/sub02_a/vipin_21/trial_04_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_04_r_segmented.csv,created: exact completed-graph display transform,20.65,24.58
Sub02_A/vipin_21/trial_05_l.png,tempgraphs/sub02_a/vipin_21/trial_05_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_05_l_segmented.csv,created: exact completed-graph display transform,21.06,24.37
Sub02_A/vipin_21/trial_05_r.png,tempgraphs/sub02_a/vipin_21/trial_05_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_05_r_segmented.csv,created: exact completed-graph display transform,21.06,24.37
Sub02_A/vipin_21/trial_06_l.png,tempgraphs/sub02_a/vipin_21/trial_06_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_06_l_segmented.csv,created: exact completed-graph display transform,20.07,23.17
Sub02_A/vipin_21/trial_06_r.png,tempgraphs/sub02_a/vipin_21/trial_06_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_06_r_segmented.csv,created: exact completed-graph display transform,20.07,23.17
Sub02_A/vipin_21/trial_07_l.png,tempgraphs/sub02_a/vipin_21/trial_07_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_07_l_segmented.csv,created: exact completed-graph display transform,19.57,23.04
Sub02_A/vipin_21/trial_07_r.png,tempgraphs/sub02_a/vipin_21/trial_07_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_07_r_segmented.csv,created: exact completed-graph display transform,19.57,23.04
Sub02_A/vipin_21/trial_08_l.png,tempgraphs/sub02_a/vipin_21/trial_08_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_08_l_segmented.csv,created: exact completed-graph display transform,22.26,25.43
Sub02_A/vipin_21/trial_08_r.png,tempgraphs/sub02_a/vipin_21/trial_08_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_08_r_segmented.csv,created: exact completed-graph display transform,22.26,25.43
Sub02_A/vipin_21/trial_09_l.png,tempgraphs/sub02_a/vipin_21/trial_09_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_09_l_segmented.csv,created: exact completed-graph display transform,20.22,24.0
