alignment_method,fmg_qs_samples,fmg_qs_seconds,insole_qs_samples,insole_qs_seconds,local_trial,onset_status,png,record,side,status,subject,sync_status
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_27/trial_01_r.png,Rishabh_27,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,268,2.68,268,2.68,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_28/trial_01_l.png,Rishabh_28,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_28/trial_01_r.png,Rishabh_28,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,295,2.95,295,2.95,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_29/trial_01_l.png,Rishabh_29,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_29/trial_01_r.png,Rishabh_29,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,218,2.18,218,2.18,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_30/trial_01_l.png,Rishabh_30,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_30/trial_01_r.png,Rishabh_30,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_31/trial_01_l.png,Rishabh_31,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_31/trial_01_r.png,Rishabh_31,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_32/trial_01_l.png,Rishabh_32,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_32/trial_01_r.png,Rishabh_32,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_33/trial_01_l.png,Rishabh_33,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_33/trial_01_r.png,Rishabh_33,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_34/trial_01_l.png,Rishabh_34,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_34/trial_01_r.png,Rishabh_34,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_35/trial_01_l.png,Rishabh_35,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,254,2.54,254,2.54,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_35/trial_01_r.png,Rishabh_35,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_36/trial_01_l.png,Rishabh_36,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_36/trial_01_r.png,Rishabh_36,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,75,0.75,75,0.75,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_37/trial_01_l.png,Rishabh_37,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,299,2.99,299,2.99,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_37/trial_01_r.png,Rishabh_37,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,214,2.14,214,2.14,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_38/trial_01_l.png,Rishabh_38,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_38/trial_01_r.png,Rishabh_38,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,203,2.03,203,2.03,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_39/trial_01_l.png,Rishabh_39,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,296,2.96,296,2.96,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_39/trial_01_r.png,Rishabh_39,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_40/trial_01_l.png,Rishabh_40,L,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub06_H/Rishabh_40/trial_01_r.png,Rishabh_40,R,created,Sub06_H,single trigger matched
start trigger and nominal sample rate mapping,79,0.79,79,0.79,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_1/trial_01_r.png,rohan_1,R,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,248,2.48,248,2.48,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_2/trial_01_l.png,rohan_2,L,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,75,0.75,75,0.75,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_2/trial_01_r.png,rohan_2,R,created,Sub07_H,single trigger matched
start and end trigger phase mapping,148,1.48,131,1.31,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_3/trial_01_l.png,rohan_3,L,created,Sub07_H,trigger timing mismatch
start and end trigger phase mapping,300,3.0,599,5.99,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_3/trial_01_r.png,rohan_3,R,created,Sub07_H,trigger timing mismatch
start trigger and nominal sample rate mapping,281,2.81,281,2.81,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_4/trial_01_l.png,rohan_4,L,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,176,1.76,176,1.76,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_4/trial_01_r.png,rohan_4,R,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,77,0.77,77,0.77,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_5/trial_01_l.png,rohan_5,L,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,269,2.69,269,2.69,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_5/trial_01_r.png,rohan_5,R,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,208,2.08,208,2.08,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_6/trial_01_l.png,rohan_6,L,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,267,2.67,267,2.67,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_7/trial_01_l.png,rohan_7,L,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,75,0.75,75,0.75,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_7/trial_01_r.png,rohan_7,R,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,190,1.9,190,1.9,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_8/trial_01_l.png,rohan_8,L,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,75,0.75,75,0.75,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_8/trial_01_r.png,rohan_8,R,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,105,1.05,105,1.05,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_9/trial_01_l.png,rohan_9,L,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,300,3.0,300,3.0,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_9/trial_01_r.png,rohan_9,R,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,221,2.21,221,2.21,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_10/trial_01_l.png,rohan_10,L,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,193,1.93,193,1.93,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_10/trial_01_r.png,rohan_10,R,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,75,0.75,75,0.75,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_11/trial_01_l.png,rohan_11,L,created,Sub07_H,single trigger matched
start trigger and nominal sample rate mapping,75,0.75,75,0.75,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_11/trial_01_r.png,rohan_11,R,created,Sub07_H,single trigger matched
start and end trigger phase mapping,75,0.75,65,0.65,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_12/trial_01_l.png,rohan_12,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,66,0.66,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_12/trial_01_r.png,rohan_12,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,117,1.17,96,0.96,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_13/trial_01_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
start and end trigger phase mapping,143,1.43,119,1.19,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_13/trial_02_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
start and end trigger phase mapping,75,0.75,68,0.68,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_13/trial_03_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
start and end trigger phase mapping,75,0.75,65,0.65,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_13/trial_04_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
start and end trigger phase mapping,75,0.75,68,0.68,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_13/trial_05_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
start and end trigger phase mapping,300,3.0,213,2.13,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_13/trial_06_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
start and end trigger phase mapping,75,0.75,70,0.7,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_13/trial_07_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
start trigger and nominal sample rate mapping,151,1.51,151,1.51,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_13/trial_08_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
start and end trigger phase mapping,75,0.75,63,0.63,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_13/trial_01_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
start and end trigger phase mapping,122,1.22,103,1.03,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_13/trial_02_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
start and end trigger phase mapping,208,2.08,191,1.91,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_13/trial_03_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
start and end trigger phase mapping,264,2.64,231,2.31,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_13/trial_04_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
start and end trigger phase mapping,296,2.96,270,2.7,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_13/trial_05_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
start and end trigger phase mapping,300,3.0,217,2.17,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_13/trial_06_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
start and end trigger phase mapping,300,3.0,281,2.81,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_13/trial_07_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
start trigger and nominal sample rate mapping,300,3.0,300,3.0,8,stable QS cap (3.0 s),Sub07_H/rohan_13/trial_08_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
start and end trigger phase mapping,181,1.81,161,1.61,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_01_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,141,1.41,130,1.3,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_02_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,251,2.51,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_03_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,248,2.48,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_04_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,247,2.47,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_05_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,248,2.48,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_06_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,79,0.79,65,0.65,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_07_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,98,0.98,81,0.81,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_08_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,253,2.53,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_09_l.png,rohan_21,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,267,2.67,240,2.4,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_01_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,70,0.7,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_02_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,185,1.85,157,1.57,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_03_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,251,2.51,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_04_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,251,2.51,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_05_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,63,0.63,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_06_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,251,2.51,210,2.1,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_07_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,123,1.23,103,1.03,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_08_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,256,2.56,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_21/trial_09_r.png,rohan_21,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,246,2.46,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_01_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,248,2.48,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_02_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,249,2.49,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_03_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,129,1.29,107,1.07,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_04_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,246,2.46,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_05_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,247,2.47,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_06_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_07_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,239,2.39,197,1.97,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_08_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,247,2.47,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_09_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,88,0.88,73,0.73,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_10_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,247,2.47,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_11_l.png,rohan_30,L,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_01_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,251,2.51,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_02_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,101,1.01,85,0.85,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_03_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,211,2.11,177,1.77,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_04_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_05_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,190,1.9,159,1.59,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_06_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,63,0.63,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_07_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,243,2.43,203,2.03,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_08_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,257,2.57,215,2.15,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_09_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,252,2.52,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_10_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,251,2.51,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub07_H/rohan_30/trial_11_r.png,rohan_30,R,created,Sub07_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,257,2.57,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_01_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,228,2.28,196,1.96,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_02_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,64,0.64,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_03_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,257,2.57,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_04_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,259,2.59,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_05_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,269,2.69,231,2.31,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_06_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,64,0.64,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_07_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,259,2.59,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_08_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,92,0.92,80,0.8,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_09_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_10_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,231,2.31,197,1.97,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_11_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,297,2.97,256,2.56,12,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_12_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,260,2.6,13,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_13_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,258,2.58,14,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_14_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,265,2.65,15,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_15_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,156,1.56,136,1.36,16,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_16_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,80,0.8,69,0.69,17,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_17_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,257,2.57,18,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_18_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,288,2.88,248,2.48,19,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_19_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,257,2.57,20,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_20_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,119,1.19,103,1.03,21,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_21_l.png,sir_1,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,104,1.04,90,0.9,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_01_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,66,0.66,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_02_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,120,1.2,104,1.04,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_03_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_04_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,161,1.61,141,1.41,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_05_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,99,0.99,86,0.86,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_06_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,94,0.94,82,0.82,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_07_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,66,0.66,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_08_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,66,0.66,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_09_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,150,1.5,131,1.31,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_10_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
