normalized_sslw_percent,fmg_channel_4_mean,fmg_channel_4_standard_deviation,contributing_trace_count
0,357.0625,335.634998687,40
0.334448160535,355.933026756,334.849902512,40
0.66889632107,354.760702341,333.190347873,40
1.00334448161,354.335200669,331.911097049,40
1.33779264214,355.178177258,330.861104099,40
1.67224080268,355.489297659,330.63060889,40
2.00668896321,355.817182274,329.929843635,40
2.34113712375,355.643979933,329.269222423,40
2.67558528428,355.222408027,327.633629482,40
3.01003344482,354.920526756,324.470604214,40
3.34448160535,352.51743311,319.443759945,40
3.67892976589,343.781521739,310.573461446,40
4.01337792642,326.511120401,295.467885112,40
4.34782608696,301.461413043,277.335493844,40
4.68227424749,271.977801003,260.697125923,40
5.01672240803,246.457232441,250.057082824,40
5.35117056856,232.697157191,243.928488819,40
5.6856187291,220.536747492,234.877147593,40
6.02006688963,216.903386288,229.579984813,40
6.35451505017,216.586371237,226.05816303,40
6.6889632107,217.059866221,219.332166285,40
7.02341137124,219.343478261,214.452988819,40
7.35785953177,220.229180602,211.811468251,40
7.69230769231,222.805769231,213.089515726,40
8.02675585284,228.475250836,218.716721656,40
8.36120401338,236.61187291,225.700310233,40
8.69565217391,241.428804348,230.636490523,40
9.03010033445,244.190050167,232.749098625,40
9.36454849498,242.765259197,229.907585948,40
9.69899665552,242.905685619,230.305320024,40
10.0334448161,245.644481605,234.084690809,40
10.3678929766,256.883695652,249.439345363,40
10.7023411371,267.178846154,263.293474949,40
11.0367892977,275.205351171,271.034145568,40
11.3712374582,285.412207358,281.360173015,40
11.7056856187,294.452257525,288.750763701,40
12.0401337793,299.447826087,292.586544673,40
12.3745819398,304.775668896,296.044658642,40
12.7090301003,309.333862876,298.799767181,40
13.0434782609,313.638043478,300.707165329,40
13.3779264214,318.203051839,301.960006537,40
13.7123745819,323.236371237,302.767287727,40
14.0468227425,327.402173913,303.087455348,40
14.381270903,330.129431438,302.769410137,40
14.7157190635,330.869230769,301.7681646,40
15.0501672241,329.172073579,299.345411116,40
15.3846153846,326.358653846,295.958713485,40
15.7190635452,321.822658863,291.500074514,40
16.0535117057,313.665928094,283.52250526,40
16.3879598662,303.970317726,275.569977327,40
16.7224080268,288.185535117,267.249864051,40
17.0568561873,274.315677258,262.184072707,40
17.3913043478,264.085869565,258.693263185,40
17.7257525084,258.87458194,255.734208322,40
18.0602006689,254.327382943,253.004595122,40
18.3946488294,251.533779264,250.733441238,40
18.72909699,252.269899666,251.739552873,40
19.0635451505,254.390593645,253.965021245,40
19.397993311,255.74527592,256.344987743,40
19.7324414716,257.9590301,257.651138668,40
20.0668896321,263.685869565,259.893183746,40
20.4013377926,272.449122074,264.11876912,40
20.7357859532,279.291764214,267.531105113,40
21.0702341137,284.383695652,270.309998643,40
21.4046822742,287.121070234,272.520780428,40
21.7391304348,288.991304348,274.728062349,40
22.0735785953,293.00819398,275.920067799,40
22.4080267559,310.305016722,287.570743443,40
22.7424749164,323.860200669,297.727364396,40
23.0769230769,331.684615385,303.134901132,40
23.4113712375,336.300501672,306.803670035,40
23.745819398,340.184406355,310.300229377,40
24.0802675585,340.943979933,311.528996679,40
24.4147157191,345.905351171,315.882503613,40
24.7491638796,350.623453177,321.063719477,40
25.0836120401,349.885451505,322.924178689,40
25.4180602007,349.672491639,325.293109124,40
25.7525083612,351.530267559,327.26976773,40
26.0869565217,352.929347826,327.554922982,40
26.4214046823,352.300668896,326.313014483,40
26.7558528428,350.156563545,324.563649323,40
27.0903010033,346.700167224,322.390731859,40
27.4247491639,342.637332776,320.150620897,40
27.7591973244,337.619983278,317.055303632,40
28.0936454849,331.824832776,312.279732803,40
28.4280936455,325.527257525,306.572435713,40
28.762541806,315.097700669,299.06065082,40
29.0969899666,299.60367893,290.278487165,40
29.4314381271,284.798829431,283.441221794,40
29.7658862876,272.223745819,278.630024805,40
30.1003344482,263.756939799,272.568038148,40
30.4347826087,255.281521739,264.790780374,40
30.7692307692,248.094230769,256.782110388,40
31.1036789298,243.279013378,248.704639757,40
31.4381270903,235.920234114,237.93006596,40
31.7725752508,229.158444816,229.160999791,40
32.1070234114,224.387123746,222.689060992,40
32.4414715719,221.695234114,219.065594941,40
32.7759197324,222.801755853,218.341288668,40
33.110367893,224.794565217,218.689433685,40
33.4448160535,230.686747492,221.124223617,40
33.779264214,235.88687291,224.622252881,40
34.1137123746,237.15777592,222.563735874,40
34.4481605351,240.169021739,221.896532061,40
34.7826086957,250.943478261,230.598431267,40
35.1170568562,256.364632107,235.390504397,40
35.4515050167,263.162876254,242.463441155,40
35.7859531773,269.137458194,251.436273911,40
36.1204013378,274.402759197,257.899087926,40
36.4548494983,278.255183946,263.093282454,40
36.7892976589,285.854473244,270.666945061,40
37.1237458194,291.958737458,276.561028858,40
37.4581939799,297.696989967,282.224890716,40
37.7926421405,305.414632107,289.39875805,40
38.127090301,310.182441472,293.515385638,40
38.4615384615,316.498076923,297.911081899,40
38.7959866221,323.489297659,303.270585496,40
39.1304347826,326.876086957,306.431725844,40
39.4648829431,329.280351171,308.051681018,40
39.7993311037,329.438879599,307.974453765,40
40.1337792642,329.518352843,307.546511033,40
