normalized_sslw_percent,fmg_channel_6_mean,fmg_channel_6_standard_deviation,contributing_trace_count
0,286.175,225.513762052,40
0.334448160535,286.54180602,227.942268275,40
0.66889632107,282.599749164,228.55081,40
1.00334448161,276.901086957,231.724540169,40
1.33779264214,274.834113712,234.317089338,40
1.67224080268,276.166555184,234.628351338,40
2.00668896321,281.200919732,231.438502879,40
2.34113712375,288.27541806,226.701684058,40
2.67558528428,294.339548495,220.979626225,40
3.01003344482,299.529347826,211.475987551,40
3.34448160535,300.846697324,198.864040133,40
3.67892976589,294.643352843,183.941770047,40
4.01337792642,275.306354515,168.980091393,40
4.34782608696,248.436413043,159.409569892,40
4.68227424749,223.038168896,152.755299629,40
5.01672240803,203.119816054,149.066474411,40
5.35117056856,190.118227425,146.143859685,40
5.6856187291,180.065677258,140.779505202,40
6.02006688963,170.585200669,134.826549618,40
6.35451505017,166.988168896,126.798472446,40
6.6889632107,166.327090301,116.681050862,40
7.02341137124,166.173578595,109.587778203,40
7.35785953177,165.405769231,106.847518068,40
7.69230769231,166.030769231,105.60270079,40
8.02675585284,164.205852843,104.369553069,40
8.36120401338,160.717265886,103.95754171,40
8.69565217391,156.002173913,99.0290744193,40
9.03010033445,153.766137124,97.3147891101,40
9.36454849498,150.488795987,90.6558254401,40
9.69899665552,148.985033445,86.8520482225,40
10.0334448161,149.81312709,84.4052431333,40
10.3678929766,159.727926421,88.4272288624,40
10.7023411371,170.40041806,102.165192543,40
11.0367892977,182.582274247,118.092733726,40
11.3712374582,196.133528428,141.693431275,40
11.7056856187,207.106103679,157.725022625,40
12.0401337793,215.697031773,169.534625137,40
12.3745819398,222.104682274,176.785678689,40
12.7090301003,224.125,182.975080265,40
13.0434782609,228.465217391,189.000327112,40
13.3779264214,232.729264214,193.147365638,40
13.7123745819,236.59916388,194.747298657,40
14.0468227425,241.59673913,192.492157485,40
14.381270903,245.19673913,190.103004614,40
14.7157190635,245.573076923,187.927016065,40
15.0501672241,246.443143813,184.077177317,40
15.3846153846,246.645192308,176.739200956,40
15.7190635452,242.4,168.798747168,40
16.0535117057,231.614339465,157.843625823,40
16.3879598662,219.875167224,149.101678729,40
16.7224080268,209.2090301,141.118580734,40
17.0568561873,196.859782609,135.123718859,40
17.3913043478,188.035326087,130.408661305,40
17.7257525084,179.259908027,125.444119694,40
18.0602006689,175.608904682,122.297909644,40
18.3946488294,174.356187291,119.509519503,40
18.72909699,174.801212375,116.748998815,40
19.0635451505,174.47888796,116.745928735,40
19.397993311,175.383319398,120.054401963,40
19.7324414716,179.506521739,127.300427168,40
20.0668896321,182.701923077,135.088432947,40
20.4013377926,185.062416388,141.431115957,40
20.7357859532,185.995861204,146.274865037,40
21.0702341137,188.946404682,149.236756397,40
21.4046822742,191.016304348,150.693365782,40
21.7391304348,190.715217391,151.450400507,40
22.0735785953,191.260075251,151.72023439,40
22.4080267559,201.713712375,151.6788049,40
22.7424749164,213.207943144,156.77885932,40
23.0769230769,221.1875,162.416055511,40
23.4113712375,229.325668896,167.816709947,40
23.745819398,236.902842809,173.108110718,40
24.0802675585,241.983528428,180.88770231,40
24.4147157191,253.327466555,187.758805237,40
24.7491638796,264.322449833,194.448313286,40
25.0836120401,270.708862876,202.222265716,40
25.4180602007,273.274122074,207.987069716,40
25.7525083612,276.524665552,210.799071721,40
26.0869565217,280.227173913,213.135707296,40
26.4214046823,280.857692308,214.869064217,40
26.7558528428,279.487374582,215.222663975,40
27.0903010033,277.455267559,215.487521078,40
27.4247491639,277.186622074,213.219813257,40
27.7591973244,277.971153846,207.432323107,40
28.0936454849,274.695735786,201.023816524,40
28.4280936455,268.282274247,190.411699875,40
28.762541806,257.612458194,183.486084998,40
29.0969899666,244.345735786,178.3719506,40
29.4314381271,232.812667224,173.484038913,40
29.7658862876,222.877006689,171.425120213,40
30.1003344482,217.907274248,169.41394748,40
30.4347826087,212.143478261,165.611154684,40
30.7692307692,205.715384615,157.879499777,40
31.1036789298,198.942725753,148.690394567,40
31.4381270903,191.840719064,138.748648866,40
31.7725752508,181.587040134,129.830648219,40
32.1070234114,174.168729097,125.334957572,40
32.4414715719,169.882525084,121.062264647,40
32.7759197324,166.021153846,119.251715304,40
33.110367893,163.872408027,115.347476599,40
33.4448160535,162.923327759,108.720984934,40
33.779264214,160.697240803,104.45659466,40
34.1137123746,158.335869565,98.935588624,40
34.4481605351,158.82993311,92.6631444035,40
34.7826086957,162.786956522,89.2460961111,40
35.1170568562,164.604180602,88.5084807819,40
35.4515050167,167.384197324,88.7795023472,40
35.7859531773,174.66291806,100.010786927,40
36.1204013378,178.630643813,115.446713016,40
36.4548494983,183.446780936,130.349760536,40
36.7892976589,189.069607023,140.128386996,40
37.1237458194,190.484615385,146.604271411,40
37.4581939799,191.30367893,153.601225755,40
37.7926421405,196.727759197,160.050872661,40
38.127090301,202.18235786,165.91907652,40
38.4615384615,214.113461538,170.339044946,40
38.7959866221,222.545234114,175.176442979,40
39.1304347826,231.02173913,180.066778203,40
39.4648829431,238.835284281,186.680382652,40
39.7993311037,243.703428094,191.861869426,40
40.1337792642,247.454640468,192.921660639,40
40.4682274247,247.930476589,192.328624607,40
40.8026755853,244.810869565,189.318991921,40
41.1371237458,243.130727425,185.626760172,40
41.4715719064,240.89937291,182.873032671,40
41.8060200669,237.044397993,179.913265973,40
42.1404682274,232.362750836,176.967273289,40
42.474916388,225.880016722,176.590699987,40
42.8093645485,224.334949833,174.352065581,40
43.143812709,221.981856187,169.730092024,40
43.4782608696,219.620652174,164.583710907,40
43.8127090301,213.543896321,162.270063558,40
44.1471571906,210.306772575,162.64768743,40
44.4816053512,206.05,162.440152113,40
44.8160535117,203.252968227,159.787151999,40
45.1505016722,198.659197324,153.737382897,40
45.4849498328,190.832817726,147.955313057,40
45.8193979933,184.373411371,141.894506824,40
46.1538461538,177.351923077,137.991565525,40
46.4882943144,172.225292642,136.505416944,40
46.8227424749,172.049080268,134.510259959,40
47.1571906355,172.99916388,134.371044251,40
47.491638796,174.675167224,136.724191351,40
47.8260869565,182.350543478,139.422044959,40
48.1605351171,188.35735786,144.255537912,40
48.4949832776,197.053177258,148.782069922,40
48.8294314381,205.655392977,154.463500705,40
49.1638795987,211.325,157.877034317,40
49.4983277592,214.068729097,161.275016751,40
49.8327759197,212.77069398,163.915165399,40
50.1672240803,209.838921405,163.148281864,40
50.5016722408,210.640008361,161.598636862,40
50.8361204013,213.293979933,158.847385527,40
51.1705685619,213.864130435,157.959333685,40
51.5050167224,216.33729097,163.560644146,40
51.8394648829,220.934448161,171.203347777,40
52.1739130435,225.204891304,179.253914008,40
52.508361204,231.302173913,180.409281885,40
52.8428093645,234.648996656,178.787441227,40
53.1772575251,235.232608696,177.911179913,40
53.5117056856,237.173662207,176.659867758,40
53.8461538462,234.096153846,176.136749884,40
54.1806020067,226.372491639,176.207051662,40
54.5150501672,216.908528428,176.938450659,40
54.8494983278,212.237583612,177.008898885,40
55.1839464883,209.516722408,177.341373212,40
55.5183946488,208.173745819,176.478876113,40
55.8528428094,206.900376254,171.597345895,40
56.1872909699,205.046655518,165.118523581,40
56.5217391304,203.154347826,157.260237269,40
56.856187291,203.190133779,147.709437896,40
57.1906354515,202.431187291,138.731132242,40
57.525083612,195.96680602,132.658331637,40
57.8595317726,190.226003344,134.035429204,40
58.1939799331,187.462667224,136.752920563,40
58.5284280936,184.052842809,135.549204771,40
58.8628762542,178.345150502,134.860584991,40
59.1973244147,174.941137124,135.467489521,40
59.5317725753,175.122324415,136.848017966,40
59.8662207358,181.238670569,138.39702876,40
60.2006688963,190.702842809,140.2238649,40
60.5351170569,198.467725753,142.742736282,40
60.8695652174,209.115217391,147.061993457,40
61.2040133779,214.030309365,153.924643277,40
61.5384615385,219.823076923,163.57036486,40
61.872909699,221.835033445,172.108606012,40
62.2073578595,223.722282609,175.863994101,40
62.5418060201,226.940217391,178.246768869,40
62.8762541806,227.22909699,180.204601515,40
63.2107023411,227.092851171,179.255860445,40
