normalized_sslw_percent,fmg_channel_5_mean,fmg_channel_5_standard_deviation,contributing_trace_count
51.1705685619,165.415217391,200.735086721,40
51.5050167224,169.194481605,207.321164535,40
51.8394648829,173.212834448,213.294707185,40
52.1739130435,177.664673913,218.380197216,40
52.508361204,178.978929766,220.623167861,40
52.8428093645,183.407734114,219.896593128,40
53.1772575251,187.738963211,220.406611999,40
53.5117056856,190.180309365,221.555269426,40
53.8461538462,186.346153846,220.392633094,40
54.1806020067,180.432525084,216.763833589,40
54.5150501672,175.287625418,214.620306341,40
54.8494983278,172.003219064,213.785096999,40
55.1839464883,166.556521739,213.739414851,40
55.5183946488,159.889381271,213.00399855,40
55.8528428094,154.197031773,210.788506485,40
56.1872909699,150.015050167,205.262775525,40
56.5217391304,148.389130435,200.243721998,40
56.856187291,146.67909699,190.950962689,40
57.1906354515,145.246822742,184.233648883,40
57.525083612,143.407274247,180.404531531,40
57.8595317726,141.229013378,177.731739269,40
58.1939799331,141.414381271,176.201356621,40
58.5284280936,138.528762542,174.187643491,40
58.8628762542,131.95041806,172.477057806,40
59.1973244147,127.967809365,171.819676737,40
59.5317725753,124.612792642,173.032246255,40
59.8662207358,126.057483278,174.665889424,40
60.2006688963,134.526003344,178.465209238,40
60.5351170569,144.753177258,185.145516896,40
60.8695652174,154.24673913,191.910807346,40
61.2040133779,162.92048495,197.771027765,40
61.5384615385,170.007692308,205.203714484,40
61.872909699,174.044105351,210.264575511,40
62.2073578595,176.30777592,214.016702843,40
62.5418060201,178.449749164,215.949350303,40
62.8762541806,179.57909699,216.237311328,40
63.2107023411,180.9784699,214.981563769,40
63.5451505017,180.128219064,214.714376345,40
63.8795986622,179.604640468,215.946777306,40
64.2140468227,186.039130435,219.642986575,40
64.5484949833,192.787750836,224.981681677,40
64.8829431438,197.547198997,231.341509649,40
65.2173913043,201.176630435,236.397180687,40
65.5518394649,204.083361204,239.080239125,40
65.8862876254,205.512625418,239.581582001,40
66.220735786,202.303093645,237.138839222,40
66.5551839465,199.618520067,233.977220505,40
66.889632107,192.629598662,228.386715,40
67.2240802676,185.749916388,221.498817222,40
67.5585284281,176.753762542,214.47278167,40
67.8929765886,168.084448161,210.5335688,40
68.2274247492,159.841471572,205.45017573,40
68.5618729097,150.990050167,203.024924869,40
68.8963210702,146.300167224,199.054689847,40
69.2307692308,142.684615385,196.910417111,40
69.5652173913,140.849456522,193.623133438,40
69.8996655518,139.245819398,189.375973027,40
70.2341137124,139.326839465,184.892054086,40
70.5685618729,136.373244147,179.406768576,40
70.9030100334,136.183988294,175.43872443,40
71.237458194,138.173829431,173.355668886,40
71.5719063545,137.827759197,172.537126392,40
71.9063545151,137.585117057,174.91604024,40
72.2408026756,138.022784281,176.578381457,40
72.5752508361,138.976003344,176.895422501,40
72.9096989967,136.832399666,177.022828025,40
73.2441471572,138.689130435,179.067604962,40
73.5785953177,147.379598662,186.852329739,40
73.9130434783,156.442391304,194.315050463,40
74.2474916388,167.052508361,202.779919894,40
74.5819397993,175.137207358,209.34647345,40
74.9163879599,179.801295987,212.91926402,40
75.2508361204,180.966722408,215.167316887,40
75.5852842809,182.722575251,215.948047351,40
75.9197324415,183.265551839,217.131185153,40
76.254180602,186.897909699,219.062590141,40
76.5886287625,188.321571906,219.235466081,40
76.9230769231,189.394230769,220.535691397,40
77.2575250836,191.26291806,224.171843962,40
77.5919732441,195.400083612,228.155020316,40
77.9264214047,197.536956522,230.585066094,40
78.2608695652,197.660869565,232.051825741,40
78.5953177258,199.947324415,231.20209232,40
78.9297658863,202.102424749,229.335176743,40
79.2642140468,199.477591973,225.855175385,40
79.5986622074,193.909698997,223.932978832,40
79.9331103679,186.800376254,224.256053351,40
80.2675585284,182.903386288,224.839967439,40
80.602006689,178.2715301,226.678649429,40
80.9364548495,174.635200669,225.876285647,40
81.27090301,170.67993311,224.425155453,40
81.6053511706,168.387123746,220.150891274,40
81.9397993311,166.903010033,216.266601052,40
82.2742474916,168.243060201,212.055271441,40
82.6086956522,168.77173913,208.966641261,40
82.9431438127,167.655727425,205.117144232,40
83.2775919732,163.555225753,201.854317645,40
83.6120401338,159.098076923,197.644976091,40
83.9464882943,156.557023411,194.747914146,40
84.2809364548,156.402675585,193.633373154,40
84.6153846154,155.240384615,189.777591867,40
84.9498327759,155.834824415,189.379091698,40
85.2842809365,155.63687291,188.723263042,40
85.618729097,157.002424749,188.989940993,40
85.9531772575,160.131688963,190.890798163,40
86.2876254181,159.132692308,196.047684683,40
86.6220735786,160.82909699,202.891750348,40
86.9565217391,161.405434783,207.792446201,40
87.2909698997,160.829765886,210.863842859,40
87.6254180602,160.463503344,212.470939463,40
87.9598662207,159.596070234,211.993600945,40
88.2943143813,161.830434783,211.111815034,40
88.6287625418,162.902341137,211.787491398,40
88.9632107023,164.890384615,211.848105865,40
89.2976588629,170.202215719,214.217860776,40
89.6321070234,174.25514214,215.974028383,40
89.9665551839,177.133737458,217.840807671,40
90.3010033445,175.953344482,215.264045733,40
90.635451505,171.603428094,209.603367879,40
90.9698996656,168.155560201,205.483720248,40
91.3043478261,165.261956522,199.599680288,40
91.6387959866,160.052550167,191.076366198,40
91.9732441472,152.324038462,185.271127029,40
92.3076923077,149.659615385,187.859240777,40
92.6421404682,149.62993311,195.740762319,40
92.9765886288,151.10326087,201.901788949,40
93.3110367893,150.219147157,204.624858486,40
93.6454849498,149.532107023,205.346115721,40
93.9799331104,150.177006689,204.839872713,40
94.3143812709,151.986371237,201.825382501,40
94.6488294314,153.765050167,196.39194724,40
94.983277592,151.868729097,189.347135177,40
95.3177257525,146.473704013,179.888972753,40
95.652173913,140.633695652,173.600716529,40
95.9866220736,134.970986622,168.398960566,40
96.3210702341,135.197366221,167.631709002,40
96.6555183946,135.048411371,168.962333844,40
96.9899665552,132.837792642,168.392355763,40
97.3244147157,128.648662207,166.233263204,40
97.6588628763,124.038210702,164.247292582,40
97.9933110368,125.93645485,161.15099208,40
98.3277591973,135.032190635,167.3653318,40
98.6622073579,143.391471572,180.366486123,40
98.9966555184,155.372742475,195.499320639,40
99.3311036789,163.651797659,207.393073346,40
99.6655518395,165.525668896,217.015082576,40
100,166.9625,221.409924899,40
