normalized_sslw_percent,fmg_channel_5_mean,fmg_channel_5_standard_deviation,contributing_trace_count
0,241.8,262.708697991,40
0.334448160535,242.572073579,263.4131937,40
0.66889632107,241.775,262.2534804,40
1.00334448161,241.106270903,261.34177928,40
1.33779264214,241.313963211,261.190524945,40
1.67224080268,242.409866221,261.257241972,40
2.00668896321,243.763628763,261.101063588,40
2.34113712375,246.084615385,260.766337455,40
2.67558528428,247.411036789,260.032110571,40
3.01003344482,246.210451505,257.724017261,40
3.34448160535,241.132023411,252.537860119,40
3.67892976589,229.234155518,241.777478925,40
4.01337792642,211.233361204,226.945030699,40
4.34782608696,189.601086957,210.899556112,40
4.68227424749,167.300877926,197.662299267,40
5.01672240803,149.826254181,189.873561669,40
5.35117056856,133.000250836,184.229775954,40
5.6856187291,119.810618729,176.712428418,40
6.02006688963,106.437876254,167.730208415,40
6.35451505017,100.682065217,158.657179044,40
6.6889632107,100.82951505,151.146691975,40
7.02341137124,103.30798495,148.442912769,40
7.35785953177,107.781688963,147.687388717,40
7.69230769231,111.909615385,147.261690836,40
8.02675585284,115.299247492,146.140245537,40
8.36120401338,114.95020903,142.740957447,40
8.69565217391,111.469021739,137.87684867,40
9.03010033445,108.605769231,134.019589874,40
9.36454849498,104.480685619,130.286702049,40
9.69899665552,102.113210702,128.010167492,40
10.0334448161,100.898076923,126.603570843,40
10.3678929766,107.505769231,134.059028129,40
10.7023411371,119.75735786,150.545383275,40
11.0367892977,131.79958194,168.298519315,40
11.3712374582,146.847491639,187.53381589,40
11.7056856187,157.194314381,201.271674802,40
12.0401337793,164.293729097,210.758307719,40
12.3745819398,169.800919732,217.013397298,40
12.7090301003,176.496237458,221.655301702,40
13.0434782609,183.50326087,225.366667813,40
13.3779264214,189.290384615,228.365697941,40
13.7123745819,193.325585284,229.764552648,40
14.0468227425,195.980183946,230.108802033,40
14.381270903,196.545819398,229.426591139,40
14.7157190635,196.575334448,228.363955519,40
15.0501672241,195.326755853,226.150659886,40
15.3846153846,191.5625,223.517822365,40
15.7190635452,186.631939799,215.353476282,40
16.0535117057,178.221362876,205.492846776,40
16.3879598662,168.825083612,197.344651281,40
16.7224080268,158.552006689,189.560633517,40
17.0568561873,148.476672241,181.601566202,40
17.3913043478,136.04673913,176.384037005,40
17.7257525084,127.110994983,170.896490056,40
18.0602006689,121.660158863,166.131397934,40
18.3946488294,120.552926421,162.051294816,40
18.72909699,120.861622074,160.105047423,40
19.0635451505,122.409949833,161.489644811,40
19.397993311,125.301755853,166.241470753,40
19.7324414716,130.086789298,171.02907174,40
20.0668896321,134.608695652,176.213331928,40
20.4013377926,138.217056856,180.364320439,40
20.7357859532,141.840008361,183.405085527,40
21.0702341137,143.091471572,185.486149586,40
21.4046822742,144.372909699,186.627905727,40
21.7391304348,146.117391304,186.633298249,40
22.0735785953,148.086956522,186.539517009,40
22.4080267559,155.655852843,188.375408765,40
22.7424749164,167.788628763,195.98363599,40
23.0769230769,177.351923077,203.955009315,40
23.4113712375,185.232734114,210.715074883,40
23.745819398,193.141137124,217.753020686,40
24.0802675585,199.471028428,224.029791548,40
24.4147157191,207.486622074,230.592076369,40
24.7491638796,218.60923913,238.951851319,40
25.0836120401,224.309782609,245.163958812,40
25.4180602007,227.432065217,247.961065023,40
25.7525083612,232.165635452,250.640346199,40
26.0869565217,236.483695652,253.318906056,40
26.4214046823,236.239799331,253.959214484,40
26.7558528428,234.930936455,254.064796188,40
27.0903010033,232.606688963,252.993816256,40
27.4247491639,230.336538462,252.491191597,40
27.7591973244,227.837625418,251.278268743,40
28.0936454849,221.655100334,246.751588139,40
28.4280936455,212.819941472,239.210225532,40
28.762541806,202.596446488,231.550853495,40
29.0969899666,190.996655518,224.253422965,40
29.4314381271,181.11764214,219.292524044,40
29.7658862876,170.503511706,215.214324359,40
30.1003344482,160.815719064,213.493039553,40
30.4347826087,151.451086957,210.324816014,40
30.7692307692,140.838461538,202.040832185,40
31.1036789298,132.773411371,192.406003395,40
31.4381270903,125.764548495,180.139559699,40
31.7725752508,120.007943144,170.384620848,40
32.1070234114,116.280602007,163.42306822,40
32.4414715719,113.931187291,160.714585214,40
32.7759197324,112.695234114,157.614782873,40
33.110367893,108.265259197,152.472838147,40
33.4448160535,104.316931438,146.375550103,40
33.779264214,102.58361204,140.943125835,40
34.1137123746,103.085158863,137.205464827,40
34.4481605351,102.507274247,133.547893049,40
34.7826086957,106.754347826,133.593895016,40
35.1170568562,110.9840301,135.878757412,40
35.4515050167,117.232692308,138.839069811,40
35.7859531773,124.747157191,146.837090487,40
36.1204013378,131.859071906,158.298901704,40
36.4548494983,137.986956522,168.11776838,40
36.7892976589,142.06229097,176.836530331,40
37.1237458194,144.84611204,184.528106149,40
37.4581939799,147.857190635,190.25379635,40
37.7926421405,155.659531773,196.518814776,40
38.127090301,162.415886288,202.57677394,40
38.4615384615,170.976923077,209.121500172,40
38.7959866221,181.138795987,215.281130689,40
39.1304347826,189.866304348,221.031328213,40
39.4648829431,197.323160535,227.963024495,40
39.7993311037,200.37090301,232.304256315,40
40.1337792642,200.403219064,233.306939659,40
40.4682274247,198.71354515,232.671973249,40
40.8026755853,195.024623746,229.959587762,40
41.1371237458,191.609197324,227.553915786,40
41.4715719064,189.079807692,223.560526665,40
41.8060200669,185.344230769,221.067897641,40
42.1404682274,181.423411371,219.279063954,40
42.474916388,176.204264214,217.512808944,40
42.8093645485,172.424832776,215.783492632,40
43.143812709,168.741053512,213.093713863,40
43.4782608696,163.433152174,210.066394355,40
43.8127090301,156.024247492,204.706304041,40
44.1471571906,151.566471572,203.421963418,40
44.4816053512,148.244481605,201.901729983,40
44.8160535117,146.181647157,198.237353279,40
45.1505016722,142.249832776,191.958435389,40
45.4849498328,136.685576923,184.177294564,40
45.8193979933,130.9534699,177.490052627,40
46.1538461538,125.788461538,170.80109002,40
46.4882943144,121.077341137,167.708246595,40
46.8227424749,119.902591973,167.36579161,40
47.1571906355,121.390551839,168.725562369,40
47.491638796,126.184866221,172.370176815,40
47.8260869565,130.19076087,177.167813344,40
48.1605351171,137.874874582,182.258864429,40
48.4949832776,146.717892977,188.218548109,40
48.8294314381,154.702006689,195.103562542,40
49.1638795987,160.467892977,199.283567613,40
49.4983277592,162.825334448,201.474656767,40
49.8327759197,162.388628763,200.940024239,40
50.1672240803,160.614632107,200.012114923,40
50.5016722408,158.786036789,199.665854919,40
50.8361204013,162.905936455,199.070468033,40
