normalized_sslw_percent,fmg_channel_2_mean,fmg_channel_2_standard_deviation,contributing_trace_count
0,268.4,240.220997209,40
0.334448160535,267.489381271,240.6554764,40
0.66889632107,267.426421405,239.357912139,40
1.00334448161,267.893979933,237.85269828,40
1.33779264214,268.833528428,237.641123113,40
1.67224080268,269.515635452,237.91097688,40
2.00668896321,270.797533445,237.682177646,40
2.34113712375,274.819230769,235.20863285,40
2.67558528428,277.339799331,233.686016001,40
3.01003344482,281.536622074,227.947669787,40
3.34448160535,285.329640468,218.388315975,40
3.67892976589,283.501714047,206.983500392,40
4.01337792642,273.715133779,194.091642717,40
4.34782608696,256.360869565,181.493666783,40
4.68227424749,235.586329431,171.269284381,40
5.01672240803,216.452633779,162.872112119,40
5.35117056856,197.556521739,158.943810719,40
5.6856187291,184.638921405,153.648925002,40
6.02006688963,171.735869565,149.456728209,40
6.35451505017,165.42867893,144.905884344,40
6.6889632107,165.332107023,139.965707781,40
7.02341137124,168.472658863,137.299267315,40
7.35785953177,169.434615385,134.995287142,40
7.69230769231,172.048076923,133.093749145,40
8.02675585284,174.718979933,131.811166054,40
8.36120401338,172.90923913,130.079965014,40
8.69565217391,168.322826087,127.970490986,40
9.03010033445,163.059531773,125.189268882,40
9.36454849498,156.692474916,120.952273627,40
9.69899665552,153.989548495,118.291419833,40
10.0334448161,151.740217391,117.467137881,40
10.3678929766,156.399247492,123.313914567,40
10.7023411371,165.085284281,138.440795671,40
11.0367892977,175.127842809,154.75383507,40
11.3712374582,188.120234114,171.141931153,40
11.7056856187,197.605100334,182.949620533,40
12.0401337793,204.029389632,191.023596193,40
12.3745819398,209.7159699,196.822316917,40
12.7090301003,215.114214047,199.891519161,40
13.0434782609,221.648913043,204.155389128,40
13.3779264214,225.898745819,206.763840644,40
13.7123745819,229.477926421,207.315173056,40
14.0468227425,232.498913043,207.041834138,40
14.381270903,234.423160535,206.077252618,40
14.7157190635,235.115719064,204.607089475,40
15.0501672241,237.127508361,200.666995512,40
15.3846153846,240.403846154,195.262270713,40
15.7190635452,237.448662207,189.696689447,40
16.0535117057,231.732316054,182.163651301,40
16.3879598662,224.171906355,175.882416563,40
16.7224080268,215.089130435,167.365109779,40
17.0568561873,204.2965301,160.415379842,40
17.3913043478,194.986413043,157.144667861,40
17.7257525084,186.906103679,155.19957316,40
18.0602006689,181.193311037,153.822658372,40
18.3946488294,176.827257525,149.220979196,40
18.72909699,173.437040134,147.664666471,40
19.0635451505,174.958026756,149.389343862,40
19.397993311,176.649456522,153.089715183,40
19.7324414716,178.371488294,158.280379372,40
20.0668896321,182.855518395,163.304021717,40
20.4013377926,185.185702341,167.276480143,40
20.7357859532,186.653010033,169.480534067,40
21.0702341137,188.127508361,171.280012137,40
21.4046822742,189.178511706,172.150999445,40
21.7391304348,188.991304348,172.903675283,40
22.0735785953,190.293938127,173.295983602,40
22.4080267559,198.555602007,175.795879735,40
22.7424749164,208.827341137,182.845172003,40
23.0769230769,217.839423077,189.980559167,40
23.4113712375,225.586287625,196.050898815,40
23.745819398,231.757608696,201.143028064,40
24.0802675585,237.6090301,205.903359667,40
24.4147157191,246.358068562,212.213993989,40
24.7491638796,254.77826087,218.011932557,40
25.0836120401,260.936789298,222.409685117,40
25.4180602007,264.896446488,224.867034839,40
25.7525083612,268.639548495,226.668983895,40
26.0869565217,272.348913043,228.133566051,40
26.4214046823,272.732525084,228.831526037,40
26.7558528428,270.822115385,229.321179879,40
27.0903010033,268.480183946,228.942324823,40
27.4247491639,268.629598662,226.747171876,40
27.7591973244,269.839799331,221.685311673,40
28.0936454849,269.876588629,215.341043286,40
28.4280936455,266.887876254,207.372154012,40
