normalized_sslw_percent,fmg_channel_8_mean,fmg_channel_8_standard_deviation,contributing_trace_count
0,273.275,257.541378957,40
0.334448160535,273.979264214,258.152545851,40
0.66889632107,273.257107023,257.380644812,40
1.00334448161,272.754431438,256.828765819,40
1.33779264214,273.19264214,256.868106741,40
1.67224080268,274.189548495,257.05347559,40
2.00668896321,274.715468227,257.157975636,40
2.34113712375,275.320986622,257.275406945,40
2.67558528428,275.423745819,256.6436706,40
3.01003344482,273.788712375,254.03043185,40
3.34448160535,267.944397993,247.773423523,40
3.67892976589,257.634071906,238.036993202,40
4.01337792642,241.18770903,224.02388192,40
4.34782608696,221.144021739,209.097360028,40
4.68227424749,199.548913043,196.229259694,40
5.01672240803,179.57972408,186.351669769,40
5.35117056856,166.610117057,179.686644836,40
5.6856187291,157.461705686,172.550593922,40
6.02006688963,149.803720736,164.361866912,40
6.35451505017,145.932023411,156.562017009,40
6.6889632107,144.024331104,150.4162832,40
7.02341137124,143.86576087,145.987311862,40
7.35785953177,144.003344482,142.967717454,40
7.69230769231,144.217307692,141.086409051,40
8.02675585284,144.329138796,138.870649739,40
8.36120401338,143.018812709,136.778349446,40
8.69565217391,140.85923913,134.082599372,40
9.03010033445,139.709113712,131.845509168,40
9.36454849498,135.900961538,126.23451545,40
9.69899665552,133.993311037,124.102525249,40
10.0334448161,132.75,124.022166967,40
10.3678929766,140.231772575,131.24787547,40
10.7023411371,150.385033445,146.553468669,40
11.0367892977,163.319983278,163.86966955,40
11.3712374582,176.935117057,181.258706876,40
11.7056856187,188.297826087,193.92345758,40
12.0401337793,196.892265886,203.646603764,40
12.3745819398,203.612040134,210.850656227,40
12.7090301003,209.54673913,215.644525714,40
13.0434782609,214.975,220.079126277,40
13.3779264214,219.402675585,223.110646289,40
13.7123745819,222.27909699,224.017476474,40
14.0468227425,224.262792642,224.441545254,40
14.381270903,224.948913043,224.542035771,40
14.7157190635,225.315551839,223.817198951,40
15.0501672241,223.893143813,221.491154821,40
15.3846153846,220.740384615,217.3313615,40
15.7190635452,215.868812709,211.267930165,40
16.0535117057,208.854891304,203.2607471,40
16.3879598662,199.088210702,194.27904363,40
16.7224080268,187.923913043,185.669242626,40
17.0568561873,177.889799331,177.913221225,40
17.3913043478,169.444021739,171.39152624,40
17.7257525084,162.991889632,166.300126601,40
18.0602006689,158.446488294,161.608723503,40
18.3946488294,155.461329431,157.028122279,40
18.72909699,157.405769231,155.92579587,40
19.0635451505,159.315426421,157.332389096,40
19.397993311,162.265468227,161.589272849,40
19.7324414716,166.097408027,166.241820627,40
20.0668896321,169.345401338,171.094729808,40
20.4013377926,172.687332776,174.989515862,40
20.7357859532,174.905392977,177.673293917,40
21.0702341137,176.595317726,179.595258231,40
21.4046822742,178.001672241,181.203798554,40
21.7391304348,178.628804348,182.289255886,40
22.0735785953,179.344147157,183.061055514,40
22.4080267559,186.692809365,185.073454873,40
22.7424749164,198.788252508,192.64270213,40
23.0769230769,207.648076923,199.967537963,40
23.4113712375,216.097366221,207.311606642,40
23.745819398,223.788168896,213.809393712,40
24.0802675585,229.522282609,219.818466338,40
24.4147157191,239.369356187,227.30889165,40
24.7491638796,249.322366221,234.622653662,40
25.0836120401,254.869565217,240.363871318,40
25.4180602007,259.168561873,244.29613656,40
25.7525083612,263.481605351,246.691153958,40
26.0869565217,266.232608696,248.815241,40
26.4214046823,266.8840301,250.015616656,40
26.7558528428,265.641346154,250.086207417,40
27.0903010033,263.854682274,249.370054945,40
27.4247491639,261.635200669,248.673511146,40
27.7591973244,257.523244147,246.131069225,40
28.0936454849,251.853010033,242.231103052,40
28.4280936455,244.292976589,235.008516383,40
28.762541806,234.914130435,227.204124114,40
29.0969899666,224.301505017,220.185110086,40
29.4314381271,214.262876254,215.043370004,40
29.7658862876,204.978428094,211.99141403,40
30.1003344482,197.533110368,208.195039541,40
30.4347826087,189.45326087,203.89992817,40
30.7692307692,179.930769231,195.412120868,40
31.1036789298,172.676337793,186.836731337,40
31.4381270903,163.838461538,175.951604133,40
31.7725752508,157.633862876,167.229695688,40
32.1070234114,151.389381271,159.704635695,40
32.4414715719,146.80735786,154.111641672,40
32.7759197324,143.922742475,149.831700855,40
33.110367893,140.686036789,144.830208813,40
33.4448160535,139.797909699,140.586663513,40
33.779264214,138.482608696,136.100344255,40
34.1137123746,137.59243311,131.541594198,40
34.4481605351,136.135117057,127.521080304,40
34.7826086957,139.993478261,126.98204871,40
35.1170568562,143.614966555,128.779291536,40
35.4515050167,148.962207358,133.301115732,40
35.7859531773,156.005852843,142.112144421,40
36.1204013378,163.037959866,154.334435698,40
36.4548494983,167.93770903,164.805830368,40
36.7892976589,173.615928094,173.381705325,40
37.1237458194,176.989339465,179.174900375,40
37.4581939799,180.850167224,185.228282721,40
37.7926421405,188.071237458,191.517425914,40
38.127090301,194.576170569,197.772958901,40
38.4615384615,203.521153846,204.585494844,40
38.7959866221,212.025167224,209.807230365,40
39.1304347826,220.414130435,216.211996232,40
39.4648829431,226.624832776,222.747009588,40
39.7993311037,229.415384615,226.595986054,40
40.1337792642,230.958695652,227.960391983,40
40.4682274247,229.886078595,227.275520301,40
40.8026755853,227.565426421,225.283367159,40
41.1371237458,224.631187291,222.543078409,40
41.4715719064,220.310033445,219.872641845,40
41.8060200669,216.323578595,216.644079386,40
42.1404682274,213.05041806,214.584142459,40
42.474916388,207.830016722,212.673255488,40
42.8093645485,205.117976589,211.674935784,40
43.143812709,202.09916388,208.259788477,40
43.4782608696,198.815217391,205.006193253,40
43.8127090301,194.504431438,201.378368063,40
44.1471571906,189.291053512,198.177687321,40
44.4816053512,185.169816054,196.457258133,40
44.8160535117,182.141931438,192.641683442,40
45.1505016722,177.415050167,186.113852604,40
45.4849498328,171.661956522,179.362566096,40
45.8193979933,166.080685619,172.800575588,40
46.1538461538,161.003846154,167.630365192,40
46.4882943144,157.919356187,165.075828054,40
46.8227424749,157.476003344,164.34920517,40
47.1571906355,159.344481605,165.7347501,40
47.491638796,160.404849498,168.133690237,40
47.8260869565,164.793478261,172.207372956,40
48.1605351171,170.328093645,176.763242175,40
48.4949832776,179.730016722,183.23703107,40
48.8294314381,186.960911371,189.894465867,40
49.1638795987,191.288879599,193.984621309,40
49.4983277592,192.98361204,196.12470947,40
49.8327759197,192.520610368,196.641929879,40
50.1672240803,191.259531773,195.627616386,40
50.5016722408,189.884782609,194.527071069,40
50.8361204013,192.080518395,194.015104193,40
51.1705685619,195.444314381,196.144916861,40
51.5050167224,201.406730769,202.906310623,40
51.8394648829,206.382525084,208.882890985,40
52.1739130435,208.392391304,213.830347381,40
52.508361204,211.213043478,214.912678697,40
52.8428093645,215.049665552,215.403627486,40
53.1772575251,217.621989967,216.388184746,40
53.5117056856,217.47562709,216.168524758,40
