normalized_sslw_percent,fmg_channel_7_mean,fmg_channel_7_standard_deviation,contributing_trace_count
0,325.65,317.883138905,40
0.334448160535,326.410117057,318.678939068,40
0.66889632107,325.911120401,317.858288732,40
1.00334448161,326.032274247,317.069578119,40
1.33779264214,327.436538462,316.678556573,40
1.67224080268,328.933528428,316.808035772,40
2.00668896321,330.540593645,316.659064766,40
2.34113712375,331.351923077,316.596471699,40
2.67558528428,331.737207358,315.883302268,40
3.01003344482,331.374038462,314.176108535,40
3.34448160535,328.381521739,310.547411781,40
3.67892976589,318.530183946,301.285897636,40
4.01337792642,295.80367893,280.718078221,40
4.34782608696,262.45326087,254.98287831,40
4.68227424749,233.051546823,241.421291542,40
5.01672240803,202.625710702,235.261502683,40
5.35117056856,175.013963211,233.697722521,40
5.6856187291,162.383319398,227.131177864,40
6.02006688963,156.200501672,215.107785433,40
6.35451505017,152.278804348,201.649509716,40
6.6889632107,150.862625418,192.220726517,40
7.02341137124,153.337165552,185.228653514,40
7.35785953177,154.093143813,178.437380576,40
7.69230769231,152.559615385,173.521951775,40
8.02675585284,152.017265886,169.133508222,40
8.36120401338,150.556772575,163.603779924,40
8.69565217391,146.116847826,157.359447644,40
9.03010033445,144.260869565,153.055370716,40
9.36454849498,139.933653846,145.586648764,40
9.69899665552,139.836371237,144.449142183,40
10.0334448161,142.923494983,147.300038759,40
10.3678929766,155.341137124,165.070894769,40
10.7023411371,170.860451505,191.109442332,40
11.0367892977,185.253929766,214.635772001,40
11.3712374582,202.25083612,234.232546474,40
11.7056856187,215.789297659,248.614997361,40
12.0401337793,226.170234114,257.926402745,40
12.3745819398,235.643812709,264.17566425,40
12.7090301003,243.637959866,268.556621544,40
13.0434782609,251.520652174,273.628590826,40
13.3779264214,258.006187291,276.929291608,40
13.7123745819,262.872909699,278.869615337,40
14.0468227425,266.155100334,279.706769022,40
14.381270903,268.615802676,278.912221327,40
14.7157190635,268.757107023,276.261025313,40
15.0501672241,267.496906355,274.173854024,40
15.3846153846,267.068269231,270.839239814,40
15.7190635452,260.256270903,262.744345184,40
16.0535117057,247.206103679,249.971369851,40
16.3879598662,234.624707358,240.900197577,40
16.7224080268,219.989548495,231.271377989,40
17.0568561873,200.968687291,222.316416098,40
