time_seconds,FMG_channel_1,FMG_channel_2,FMG_channel_3,FMG_channel_4,FMG_channel_5,FMG_channel_6,FMG_channel_7,FMG_channel_8,CoP,vGRF,provisional_phase,label_status,signal_missing
0.00,57,185,46,98,258,136,206,197,9.0700000000000003,1343,QS,provisional_assumed_short_to_long,0
0.01,54.000000000014325,185,46.999999999995225,97.000000000004775,258,136,206.99999999999523,197.99999999999523,9.0700000000000003,1341.9999999999973,QS,provisional_assumed_short_to_long,0
0.02,53.000000000003865,185,47,97,258,136,207,198,9.0699999999999648,1339,QS,provisional_assumed_short_to_long,0
0.03,53.999999999997044,185,47,97,258,136,206.00000000000296,198.99999999999704,9.049999999999919,1339.0000000000027,QS,provisional_assumed_short_to_long,0
0.04,54,185,47,97,258,136,206,199,9.019999999999964,1340.0000000000109,QS,provisional_assumed_short_to_long,0
0.05,52.000000000002274,185,47,95.000000000002274,258,136,206,199,9.0099999999999536,1343.0000000000136,QS,provisional_assumed_short_to_long,0
0.06,53.999999999999545,184.00000000000023,47,95.999999999999773,258,136,206.99999999999977,199,9,1345.9999999999836,QS,provisional_assumed_short_to_long,0
0.07,52.000000000010004,184,47,96.999999999994998,258,136,207,199,9.0000000000000639,1342.9999999999873,QS,provisional_assumed_short_to_long,0
0.08,51.000000000004093,184,47,95.000000000008185,258,136,206.00000000000409,199,9.0099999999999998,1340.9999999999563,QS,provisional_assumed_short_to_long,0
0.09,50.000000000003183,184,47,95,258,135.00000000000318,206,199,9.0100000000002449,1334.9999999999263,QS,provisional_assumed_short_to_long,0
0.10,50,184,47,95,258,135.99999999999773,206.99999999999773,199,9.0400000000006351,1325.9999999999727,QS,provisional_assumed_short_to_long,0
0.11,50,183.00000000000136,47,95,258,136,207,199,9.1099999999999035,1323.0000000000041,QS,provisional_assumed_short_to_long,0
0.12,50,183.99999999999955,47,95,258,136,207,198.00000000000045,9.1199999999999939,1323,QS,provisional_assumed_short_to_long,0
