png,source_complete_graph,source_segmented_csv,status,sslw_start_seconds,sslw_end_seconds
Sub08_H/sir_21/trial_10_l.png,tempgraphs/Sub08_H/sir_21/trial_10_l_complete.png,tempgraphs/segmented_data/Sub08_H/sir_21/trial_10_l_segmented.csv,created: exact completed-graph display transform,9.50,15.84
Sub08_H/sir_21/trial_10_r.png,tempgraphs/Sub08_H/sir_21/trial_10_r_complete.png,tempgraphs/segmented_data/Sub08_H/sir_21/trial_10_r_segmented.csv,created: exact completed-graph display transform,9.50,15.84
Sub08_H/sir_21/trial_11_l.png,tempgraphs/Sub08_H/sir_21/trial_11_l_complete.png,tempgraphs/segmented_data/Sub08_H/sir_21/trial_11_l_segmented.csv,created: exact completed-graph display transform,10.90,15.78
Sub08_H/sir_21/trial_11_r.png,tempgraphs/Sub08_H/sir_21/trial_11_r_complete.png,tempgraphs/segmented_data/Sub08_H/sir_21/trial_11_r_segmented.csv,created: exact completed-graph display transform,10.90,15.78
Sub08_H/sir_21/trial_12_l.png,tempgraphs/Sub08_H/sir_21/trial_12_l_complete.png,tempgraphs/segmented_data/Sub08_H/sir_21/trial_12_l_segmented.csv,created: exact completed-graph display transform,10.99,16.37
Sub08_H/sir_21/trial_12_r.png,tempgraphs/Sub08_H/sir_21/trial_12_r_complete.png,tempgraphs/segmented_data/Sub08_H/sir_21/trial_12_r_segmented.csv,created: exact completed-graph display transform,10.99,16.37
Sub08_H/sir_21/trial_13_l.png,tempgraphs/Sub08_H/sir_21/trial_13_l_complete.png,tempgraphs/segmented_data/Sub08_H/sir_21/trial_13_l_segmented.csv,created: exact completed-graph display transform,11.48,15.94
Sub08_H/sir_21/trial_13_r.png,tempgraphs/Sub08_H/sir_21/trial_13_r_complete.png,tempgraphs/segmented_data/Sub08_H/sir_21/trial_13_r_segmented.csv,created: exact completed-graph display transform,11.48,15.94
Sub08_H/sir_21/trial_14_l.png,tempgraphs/Sub08_H/sir_21/trial_14_l_complete.png,tempgraphs/segmented_data/Sub08_H/sir_21/trial_14_l_segmented.csv,created: exact completed-graph display transform,6.97,15.92
Sub08_H/sir_21/trial_14_r.png,tempgraphs/Sub08_H/sir_21/trial_14_r_complete.png,tempgraphs/segmented_data/Sub08_H/sir_21/trial_14_r_segmented.csv,created: exact completed-graph display transform,6.97,15.92
Sub08_H/sir_21/trial_15_l.png,tempgraphs/Sub08_H/sir_21/trial_15_l_complete.png,tempgraphs/segmented_data/Sub08_H/sir_21/trial_15_l_segmented.csv,created: exact completed-graph display transform,9.09,15.79
Sub08_H/sir_21/trial_15_r.png,tempgraphs/Sub08_H/sir_21/trial_15_r_complete.png,tempgraphs/segmented_data/Sub08_H/sir_21/trial_15_r_segmented.csv,created: exact completed-graph display transform,9.09,15.79
Sub08_H/sir_21/trial_16_l.png,tempgraphs/Sub08_H/sir_21/trial_16_l_complete.png,tempgraphs/segmented_data/Sub08_H/sir_21/trial_16_l_segmented.csv,created: exact completed-graph display transform,7.65,16.6
Sub08_H/sir_21/trial_16_r.png,tempgraphs/Sub08_H/sir_21/trial_16_r_complete.png,tempgraphs/segmented_data/Sub08_H/sir_21/trial_16_r_segmented.csv,created: exact completed-graph display transform,7.65,16.6
Sub08_H/sir_21/trial_17_l.png,tempgraphs/Sub08_H/sir_21/trial_17_l_complete.png,tempgraphs/segmented_data/Sub08_H/sir_21/trial_17_l_segmented.csv,created: exact completed-graph display transform,10.41,16.19
