png,source_complete_graph,source_segmented_csv,status,sslw_start_seconds,sslw_end_seconds
Sub01_H/abh_1/trial_03_l.png,tempgraphs/sub01_h/abh_1/trial_03_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_03_l_segmented.csv,created: exact completed-graph display transform,5.82,15.86
Sub01_H/abh_1/trial_03_r.png,tempgraphs/sub01_h/abh_1/trial_03_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_03_r_segmented.csv,created: exact completed-graph display transform,5.82,15.86
Sub01_H/abh_1/trial_04_l.png,tempgraphs/sub01_h/abh_1/trial_04_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_04_l_segmented.csv,created: exact completed-graph display transform,10.87,16.28
Sub01_H/abh_1/trial_04_r.png,tempgraphs/sub01_h/abh_1/trial_04_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_04_r_segmented.csv,created: exact completed-graph display transform,10.87,16.28
Sub01_H/abh_1/trial_05_l.png,tempgraphs/sub01_h/abh_1/trial_05_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_05_l_segmented.csv,created: exact completed-graph display transform,6.06,14.98
Sub01_H/abh_1/trial_05_r.png,tempgraphs/sub01_h/abh_1/trial_05_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_05_r_segmented.csv,created: exact completed-graph display transform,6.06,14.98
Sub01_H/abh_1/trial_06_l.png,tempgraphs/sub01_h/abh_1/trial_06_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_06_l_segmented.csv,created: exact completed-graph display transform,12.24,16.6
Sub01_H/abh_1/trial_06_r.png,tempgraphs/sub01_h/abh_1/trial_06_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_06_r_segmented.csv,created: exact completed-graph display transform,12.24,16.6
Sub01_H/abh_1/trial_07_l.png,tempgraphs/sub01_h/abh_1/trial_07_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_07_l_segmented.csv,created: exact completed-graph display transform,11.68,16.09
Sub01_H/abh_1/trial_07_r.png,tempgraphs/sub01_h/abh_1/trial_07_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_07_r_segmented.csv,created: exact completed-graph display transform,11.68,16.09
Sub01_H/abh_1/trial_08_l.png,tempgraphs/sub01_h/abh_1/trial_08_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_08_l_segmented.csv,created: exact completed-graph display transform,6.74,16.88
Sub01_H/abh_1/trial_08_r.png,tempgraphs/sub01_h/abh_1/trial_08_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_08_r_segmented.csv,created: exact completed-graph display transform,6.74,16.88
Sub01_H/abh_1/trial_09_l.png,tempgraphs/sub01_h/abh_1/trial_09_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_09_l_segmented.csv,created: exact completed-graph display transform,7.13,17.65
Sub01_H/abh_1/trial_09_r.png,tempgraphs/sub01_h/abh_1/trial_09_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_09_r_segmented.csv,created: exact completed-graph display transform,7.13,17.65
Sub01_H/abh_1/trial_10_l.png,tempgraphs/sub01_h/abh_1/trial_10_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_10_l_segmented.csv,created: exact completed-graph display transform,5.90,17.12
Sub01_H/abh_1/trial_10_r.png,tempgraphs/sub01_h/abh_1/trial_10_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_10_r_segmented.csv,created: exact completed-graph display transform,5.90,17.12
Sub01_H/abh_1/trial_11_l.png,tempgraphs/sub01_h/abh_1/trial_11_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_11_l_segmented.csv,created: exact completed-graph display transform,11.31,15.08
Sub01_H/abh_1/trial_11_r.png,tempgraphs/sub01_h/abh_1/trial_11_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_11_r_segmented.csv,created: exact completed-graph display transform,11.31,15.08
Sub01_H/abh_1/trial_12_l.png,tempgraphs/sub01_h/abh_1/trial_12_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_12_l_segmented.csv,created: exact completed-graph display transform,8.07,16.13
Sub01_H/abh_1/trial_12_r.png,tempgraphs/sub01_h/abh_1/trial_12_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_12_r_segmented.csv,created: exact completed-graph display transform,8.07,16.13
Sub01_H/abh_1/trial_13_l.png,tempgraphs/sub01_h/abh_1/trial_13_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_13_l_segmented.csv,created: exact completed-graph display transform,10.78,17.18
Sub01_H/abh_1/trial_13_r.png,tempgraphs/sub01_h/abh_1/trial_13_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_13_r_segmented.csv,created: exact completed-graph display transform,10.78,17.18
Sub01_H/abh_1/trial_14_l.png,tempgraphs/sub01_h/abh_1/trial_14_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_14_l_segmented.csv,created: exact completed-graph display transform,15.36,18.54
Sub01_H/abh_1/trial_14_r.png,tempgraphs/sub01_h/abh_1/trial_14_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_14_r_segmented.csv,created: exact completed-graph display transform,15.36,18.54
Sub01_H/abh_1/trial_15_l.png,tempgraphs/sub01_h/abh_1/trial_15_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_15_l_segmented.csv,created: exact completed-graph display transform,12.21,16.32
Sub01_H/abh_1/trial_15_r.png,tempgraphs/sub01_h/abh_1/trial_15_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_15_r_segmented.csv,created: exact completed-graph display transform,12.21,16.32
Sub01_H/abh_1/trial_16_l.png,tempgraphs/sub01_h/abh_1/trial_16_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_16_l_segmented.csv,created: exact completed-graph display transform,6.58,16.29
Sub01_H/abh_1/trial_16_r.png,tempgraphs/sub01_h/abh_1/trial_16_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_16_r_segmented.csv,created: exact completed-graph display transform,6.58,16.29
Sub01_H/abh_1/trial_17_l.png,tempgraphs/sub01_h/abh_1/trial_17_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_17_l_segmented.csv,created: exact completed-graph display transform,6.36,19.0
Sub01_H/abh_1/trial_17_r.png,tempgraphs/sub01_h/abh_1/trial_17_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_17_r_segmented.csv,created: exact completed-graph display transform,6.36,19.0
Sub01_H/abh_1/trial_18_l.png,tempgraphs/sub01_h/abh_1/trial_18_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_18_l_segmented.csv,created: exact completed-graph display transform,10.16,16.06
Sub01_H/abh_1/trial_18_r.png,tempgraphs/sub01_h/abh_1/trial_18_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_18_r_segmented.csv,created: exact completed-graph display transform,10.16,16.06
Sub01_H/abh_21/trial_01_l.png,tempgraphs/sub01_h/abh_21/trial_01_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_01_l_segmented.csv,created: exact completed-graph display transform,14.54,20.48
Sub01_H/abh_21/trial_01_r.png,tempgraphs/sub01_h/abh_21/trial_01_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_01_r_segmented.csv,created: exact completed-graph display transform,14.54,20.48
Sub01_H/abh_21/trial_02_l.png,tempgraphs/sub01_h/abh_21/trial_02_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_02_l_segmented.csv,created: exact completed-graph display transform,10.15,15.83
Sub01_H/abh_21/trial_02_r.png,tempgraphs/sub01_h/abh_21/trial_02_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_02_r_segmented.csv,created: exact completed-graph display transform,10.15,15.83
Sub01_H/abh_21/trial_03_l.png,tempgraphs/sub01_h/abh_21/trial_03_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_03_l_segmented.csv,created: exact completed-graph display transform,11.00,15.78
Sub01_H/abh_21/trial_03_r.png,tempgraphs/sub01_h/abh_21/trial_03_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_03_r_segmented.csv,created: exact completed-graph display transform,11.00,15.78
Sub01_H/abh_21/trial_04_l.png,tempgraphs/sub01_h/abh_21/trial_04_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_04_l_segmented.csv,created: exact completed-graph display transform,11.04,16.61
Sub01_H/abh_21/trial_04_r.png,tempgraphs/sub01_h/abh_21/trial_04_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_04_r_segmented.csv,created: exact completed-graph display transform,11.04,16.61
Sub01_H/abh_21/trial_05_l.png,tempgraphs/sub01_h/abh_21/trial_05_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_05_l_segmented.csv,created: exact completed-graph display transform,12.73,15.46
Sub01_H/abh_21/trial_05_r.png,tempgraphs/sub01_h/abh_21/trial_05_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_05_r_segmented.csv,created: exact completed-graph display transform,12.73,15.46
Sub01_H/abh_21/trial_06_l.png,tempgraphs/sub01_h/abh_21/trial_06_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_06_l_segmented.csv,created: exact completed-graph display transform,11.08,16.14
Sub01_H/abh_21/trial_06_r.png,tempgraphs/sub01_h/abh_21/trial_06_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_06_r_segmented.csv,created: exact completed-graph display transform,11.08,16.14
Sub01_H/abh_21/trial_07_l.png,tempgraphs/sub01_h/abh_21/trial_07_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_07_l_segmented.csv,created: exact completed-graph display transform,5.97,15.66
Sub01_H/abh_21/trial_07_r.png,tempgraphs/sub01_h/abh_21/trial_07_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_07_r_segmented.csv,created: exact completed-graph display transform,5.97,15.66
Sub01_H/abh_21/trial_08_l.png,tempgraphs/sub01_h/abh_21/trial_08_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_08_l_segmented.csv,created: exact completed-graph display transform,10.06,15.51
Sub01_H/abh_21/trial_08_r.png,tempgraphs/sub01_h/abh_21/trial_08_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_08_r_segmented.csv,created: exact completed-graph display transform,10.06,15.51
Sub01_H/abh_21/trial_09_l.png,tempgraphs/sub01_h/abh_21/trial_09_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_09_l_segmented.csv,created: exact completed-graph display transform,11.75,16.36
Sub01_H/abh_21/trial_09_r.png,tempgraphs/sub01_h/abh_21/trial_09_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_09_r_segmented.csv,created: exact completed-graph display transform,11.75,16.36
Sub01_H/abh_21/trial_10_l.png,tempgraphs/sub01_h/abh_21/trial_10_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_10_l_segmented.csv,created: exact completed-graph display transform,10.78,16.15
Sub01_H/abh_21/trial_10_r.png,tempgraphs/sub01_h/abh_21/trial_10_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_10_r_segmented.csv,created: exact completed-graph display transform,10.78,16.15
Sub01_H/abh_21/trial_11_l.png,tempgraphs/sub01_h/abh_21/trial_11_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_11_l_segmented.csv,created: exact completed-graph display transform,12.59,18.4
Sub01_H/abh_21/trial_11_r.png,tempgraphs/sub01_h/abh_21/trial_11_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_11_r_segmented.csv,created: exact completed-graph display transform,12.59,18.4
Sub01_H/abh_21/trial_12_l.png,tempgraphs/sub01_h/abh_21/trial_12_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_12_l_segmented.csv,created: exact completed-graph display transform,11.96,17.38
Sub01_H/abh_21/trial_12_r.png,tempgraphs/sub01_h/abh_21/trial_12_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_12_r_segmented.csv,created: exact completed-graph display transform,11.96,17.38
Sub01_H/abh_21/trial_13_l.png,tempgraphs/sub01_h/abh_21/trial_13_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_13_l_segmented.csv,created: exact completed-graph display transform,8.65,16.04
Sub01_H/abh_21/trial_13_r.png,tempgraphs/sub01_h/abh_21/trial_13_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_13_r_segmented.csv,created: exact completed-graph display transform,8.65,16.04
Sub01_H/abh_21/trial_14_l.png,tempgraphs/sub01_h/abh_21/trial_14_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_14_l_segmented.csv,created: exact completed-graph display transform,10.52,15.99
Sub01_H/abh_21/trial_14_r.png,tempgraphs/sub01_h/abh_21/trial_14_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_14_r_segmented.csv,created: exact completed-graph display transform,10.52,15.99
Sub01_H/abh_21/trial_15_l.png,tempgraphs/sub01_h/abh_21/trial_15_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_15_l_segmented.csv,created: exact completed-graph display transform,6.77,16.99
Sub01_H/abh_21/trial_15_r.png,tempgraphs/sub01_h/abh_21/trial_15_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_15_r_segmented.csv,created: exact completed-graph display transform,6.77,16.99
Sub01_H/abh_21/trial_16_l.png,tempgraphs/sub01_h/abh_21/trial_16_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_16_l_segmented.csv,created: exact completed-graph display transform,8.80,15.4
Sub01_H/abh_21/trial_16_r.png,tempgraphs/sub01_h/abh_21/trial_16_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_16_r_segmented.csv,created: exact completed-graph display transform,8.80,15.4
Sub01_H/abh_21/trial_17_l.png,tempgraphs/sub01_h/abh_21/trial_17_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_17_l_segmented.csv,created: exact completed-graph display transform,6.43,13.97
Sub01_H/abh_21/trial_17_r.png,tempgraphs/sub01_h/abh_21/trial_17_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_17_r_segmented.csv,created: exact completed-graph display transform,6.43,13.97
Sub01_H/abh_21/trial_18_l.png,tempgraphs/sub01_h/abh_21/trial_18_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_18_l_segmented.csv,created: exact completed-graph display transform,10.48,16.08
Sub01_H/abh_21/trial_18_r.png,tempgraphs/sub01_h/abh_21/trial_18_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_18_r_segmented.csv,created: exact completed-graph display transform,10.48,16.08
Sub01_H/abh_21/trial_19_l.png,tempgraphs/sub01_h/abh_21/trial_19_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_19_l_segmented.csv,created: exact completed-graph display transform,8.96,15.95
Sub01_H/abh_21/trial_19_r.png,tempgraphs/sub01_h/abh_21/trial_19_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_19_r_segmented.csv,created: exact completed-graph display transform,8.96,15.95
Sub01_H/abh_21/trial_20_l.png,tempgraphs/sub01_h/abh_21/trial_20_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_20_l_segmented.csv,created: exact completed-graph display transform,10.12,17.69
Sub01_H/abh_21/trial_20_r.png,tempgraphs/sub01_h/abh_21/trial_20_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_20_r_segmented.csv,created: exact completed-graph display transform,10.12,17.69
Sub01_H/abh_21/trial_21_l.png,tempgraphs/sub01_h/abh_21/trial_21_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_21_l_segmented.csv,created: exact completed-graph display transform,10.69,15.45
Sub01_H/abh_21/trial_21_r.png,tempgraphs/sub01_h/abh_21/trial_21_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_21_r_segmented.csv,created: exact completed-graph display transform,10.69,15.45
Sub01_H/abh_21/trial_22_l.png,tempgraphs/sub01_h/abh_21/trial_22_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_22_l_segmented.csv,created: exact completed-graph display transform,10.33,15.77
Sub01_H/abh_21/trial_22_r.png,tempgraphs/sub01_h/abh_21/trial_22_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_22_r_segmented.csv,created: exact completed-graph display transform,10.33,15.77
Sub02_A/vipin_1/trial_01_l.png,tempgraphs/sub02_a/vipin_1/trial_01_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_01_l_segmented.csv,created: exact completed-graph display transform,8.59,22.25
Sub02_A/vipin_1/trial_01_r.png,tempgraphs/sub02_a/vipin_1/trial_01_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_01_r_segmented.csv,created: exact completed-graph display transform,8.59,22.25
Sub02_A/vipin_1/trial_02_l.png,tempgraphs/sub02_a/vipin_1/trial_02_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_02_l_segmented.csv,created: exact completed-graph display transform,11.09,21.28
Sub02_A/vipin_1/trial_02_r.png,tempgraphs/sub02_a/vipin_1/trial_02_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_02_r_segmented.csv,created: exact completed-graph display transform,11.09,21.28
Sub02_A/vipin_1/trial_03_l.png,tempgraphs/sub02_a/vipin_1/trial_03_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_03_l_segmented.csv,created: exact completed-graph display transform,7.68,21.44
Sub02_A/vipin_1/trial_03_r.png,tempgraphs/sub02_a/vipin_1/trial_03_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_03_r_segmented.csv,created: exact completed-graph display transform,7.68,21.44
Sub02_A/vipin_1/trial_04_l.png,tempgraphs/sub02_a/vipin_1/trial_04_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_04_l_segmented.csv,created: exact completed-graph display transform,9.23,21.08
Sub02_A/vipin_1/trial_04_r.png,tempgraphs/sub02_a/vipin_1/trial_04_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_04_r_segmented.csv,created: exact completed-graph display transform,9.23,21.08
Sub02_A/vipin_1/trial_05_l.png,tempgraphs/sub02_a/vipin_1/trial_05_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_05_l_segmented.csv,created: exact completed-graph display transform,10.83,20.82
Sub02_A/vipin_1/trial_05_r.png,tempgraphs/sub02_a/vipin_1/trial_05_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_05_r_segmented.csv,created: exact completed-graph display transform,10.83,20.82
Sub02_A/vipin_1/trial_06_l.png,tempgraphs/sub02_a/vipin_1/trial_06_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_06_l_segmented.csv,created: exact completed-graph display transform,11.58,20.72
Sub02_A/vipin_1/trial_06_r.png,tempgraphs/sub02_a/vipin_1/trial_06_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_06_r_segmented.csv,created: exact completed-graph display transform,11.58,20.72
Sub02_A/vipin_1/trial_07_l.png,tempgraphs/sub02_a/vipin_1/trial_07_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_07_l_segmented.csv,created: exact completed-graph display transform,8.32,22.28
Sub02_A/vipin_1/trial_07_r.png,tempgraphs/sub02_a/vipin_1/trial_07_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_07_r_segmented.csv,created: exact completed-graph display transform,8.32,22.28
Sub02_A/vipin_1/trial_08_l.png,tempgraphs/sub02_a/vipin_1/trial_08_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_08_l_segmented.csv,created: exact completed-graph display transform,6.43,20.56
Sub02_A/vipin_1/trial_08_r.png,tempgraphs/sub02_a/vipin_1/trial_08_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_08_r_segmented.csv,created: exact completed-graph display transform,6.43,20.56
Sub02_A/vipin_1/trial_09_l.png,tempgraphs/sub02_a/vipin_1/trial_09_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_09_l_segmented.csv,created: exact completed-graph display transform,7.36,20.74
Sub02_A/vipin_1/trial_09_r.png,tempgraphs/sub02_a/vipin_1/trial_09_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_09_r_segmented.csv,created: exact completed-graph display transform,7.36,20.74
Sub02_A/vipin_1/trial_10_l.png,tempgraphs/sub02_a/vipin_1/trial_10_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_10_l_segmented.csv,created: exact completed-graph display transform,11.74,21.97
Sub02_A/vipin_1/trial_10_r.png,tempgraphs/sub02_a/vipin_1/trial_10_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_10_r_segmented.csv,created: exact completed-graph display transform,11.74,21.97
Sub02_A/vipin_1/trial_11_l.png,tempgraphs/sub02_a/vipin_1/trial_11_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_11_l_segmented.csv,created: exact completed-graph display transform,11.73,20.28
Sub02_A/vipin_1/trial_11_r.png,tempgraphs/sub02_a/vipin_1/trial_11_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_11_r_segmented.csv,created: exact completed-graph display transform,11.73,20.28
Sub02_A/vipin_1/trial_12_l.png,tempgraphs/sub02_a/vipin_1/trial_12_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_12_l_segmented.csv,created: exact completed-graph display transform,6.41,20.47
Sub02_A/vipin_1/trial_12_r.png,tempgraphs/sub02_a/vipin_1/trial_12_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_12_r_segmented.csv,created: exact completed-graph display transform,6.41,20.47
Sub02_A/vipin_21/trial_01_l.png,tempgraphs/sub02_a/vipin_21/trial_01_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_01_l_segmented.csv,created: exact completed-graph display transform,12.91,19.99
Sub02_A/vipin_21/trial_01_r.png,tempgraphs/sub02_a/vipin_21/trial_01_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_01_r_segmented.csv,created: exact completed-graph display transform,12.91,19.99
Sub02_A/vipin_21/trial_02_l.png,tempgraphs/sub02_a/vipin_21/trial_02_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_02_l_segmented.csv,created: exact completed-graph display transform,15.77,21.15
Sub02_A/vipin_21/trial_02_r.png,tempgraphs/sub02_a/vipin_21/trial_02_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_02_r_segmented.csv,created: exact completed-graph display transform,15.77,21.15
Sub02_A/vipin_21/trial_03_l.png,tempgraphs/sub02_a/vipin_21/trial_03_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_03_l_segmented.csv,created: exact completed-graph display transform,11.08,19.97
Sub02_A/vipin_21/trial_03_r.png,tempgraphs/sub02_a/vipin_21/trial_03_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_03_r_segmented.csv,created: exact completed-graph display transform,11.08,19.97
Sub02_A/vipin_21/trial_04_l.png,tempgraphs/sub02_a/vipin_21/trial_04_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_04_l_segmented.csv,created: exact completed-graph display transform,7.31,20.65
Sub02_A/vipin_21/trial_04_r.png,tempgraphs/sub02_a/vipin_21/trial_04_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_04_r_segmented.csv,created: exact completed-graph display transform,7.31,20.65
Sub02_A/vipin_21/trial_05_l.png,tempgraphs/sub02_a/vipin_21/trial_05_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_05_l_segmented.csv,created: exact completed-graph display transform,10.22,21.06
Sub02_A/vipin_21/trial_05_r.png,tempgraphs/sub02_a/vipin_21/trial_05_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_05_r_segmented.csv,created: exact completed-graph display transform,10.22,21.06
Sub02_A/vipin_21/trial_06_l.png,tempgraphs/sub02_a/vipin_21/trial_06_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_06_l_segmented.csv,created: exact completed-graph display transform,7.11,20.07
Sub02_A/vipin_21/trial_06_r.png,tempgraphs/sub02_a/vipin_21/trial_06_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_06_r_segmented.csv,created: exact completed-graph display transform,7.11,20.07
Sub02_A/vipin_21/trial_07_l.png,tempgraphs/sub02_a/vipin_21/trial_07_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_07_l_segmented.csv,created: exact completed-graph display transform,14.13,19.57
Sub02_A/vipin_21/trial_07_r.png,tempgraphs/sub02_a/vipin_21/trial_07_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_07_r_segmented.csv,created: exact completed-graph display transform,14.13,19.57
Sub02_A/vipin_21/trial_08_l.png,tempgraphs/sub02_a/vipin_21/trial_08_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_08_l_segmented.csv,created: exact completed-graph display transform,10.40,22.26
Sub02_A/vipin_21/trial_08_r.png,tempgraphs/sub02_a/vipin_21/trial_08_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_08_r_segmented.csv,created: exact completed-graph display transform,10.40,22.26
Sub02_A/vipin_21/trial_09_l.png,tempgraphs/sub02_a/vipin_21/trial_09_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_09_l_segmented.csv,created: exact completed-graph display transform,12.55,20.22
Sub02_A/vipin_21/trial_09_r.png,tempgraphs/sub02_a/vipin_21/trial_09_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_09_r_segmented.csv,created: exact completed-graph display transform,12.55,20.22
Sub02_A/vipin_21/trial_10_l.png,tempgraphs/sub02_a/vipin_21/trial_10_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_10_l_segmented.csv,created: exact completed-graph display transform,9.73,20.94
Sub02_A/vipin_21/trial_10_r.png,tempgraphs/sub02_a/vipin_21/trial_10_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_10_r_segmented.csv,created: exact completed-graph display transform,9.73,20.94
Sub02_H/Alif_1/trial_01_l.png,tempgraphs/sub02_h/Alif_1/trial_01_l_complete.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_01_l_segmented.csv,created: exact completed-graph display transform,12.60,16.5
Sub02_H/Alif_1/trial_01_r.png,tempgraphs/sub02_h/Alif_1/trial_01_r_complete.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_01_r_segmented.csv,created: exact completed-graph display transform,12.60,16.5
Sub02_H/Alif_1/trial_02_l.png,tempgraphs/sub02_h/Alif_1/trial_02_l_complete.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_02_l_segmented.csv,created: exact completed-graph display transform,9.92,16.32
Sub02_H/Alif_1/trial_02_r.png,tempgraphs/sub02_h/Alif_1/trial_02_r_complete.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_02_r_segmented.csv,created: exact completed-graph display transform,9.92,16.32
Sub02_H/Alif_1/trial_03_l.png,tempgraphs/sub02_h/Alif_1/trial_03_l_complete.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_03_l_segmented.csv,created: exact completed-graph display transform,13.07,16.96
