time_seconds,FMG_channel_1,FMG_channel_2,FMG_channel_3,FMG_channel_4,FMG_channel_5,FMG_channel_6,FMG_channel_7,FMG_channel_8,CoP,vGRF,provisional_phase,label_status,signal_missing,FMG_channel_1_imputed,FMG_channel_2_imputed,FMG_channel_3_imputed,FMG_channel_4_imputed,FMG_channel_5_imputed,FMG_channel_6_imputed,FMG_channel_7_imputed,FMG_channel_8_imputed,CoP_imputed,vGRF_imputed
0.00,55,98,39,50,294,146,245,222,10.51,1303,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.01,56.999999999979082,98,39,50,294,146,245,222,10.51,1301.4999999999986,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.02,56.500000000004775,98,39,50,294,146,245,222.49999999999523,10.509999999999964,1299.9999999999909,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.03,56.00000000000432,98,39,50,294,146,245,222.99999999999568,10.489999999999945,1294.9999999999891,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.04,56.999999999992269,98,39,49.000000000007731,293.00000000000773,146,245,223.99999999999227,10.470000000000155,1291.0000000000309,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.05,57,98,39,49.999999999993179,293,146,245,224,10.470000000000001,1289.0000000000136,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.06,57.499999999997044,98,39,50,293.49999999999704,146,245,224.49999999999704,10.460000000000059,1286.0000000000177,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.07,57.999999999997499,98,39,50,293.9999999999975,146,245,224.9999999999975,10.460000000000001,1287.99999999999,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.08,58.999999999995907,98,38.000000000004093,48.000000000008185,293.00000000000409,146.99999999999591,245,225,10.430000000000122,1286.0000000000082,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.09,59,98,38.999999999996817,49.999999999993634,293.99999999999682,146.00000000000318,245,225,10.444999999999952,1285.5000000000016,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.10,58.000000000002274,98.999999999997726,38.000000000002274,50,294,146,245,225,10.459999999999967,1285.0000000000011,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.11,58,99,38.999999999998636,49.000000000001364,293.00000000000136,146,245,225,10.460000000000001,1285.9999999999986,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.12,58,99,38.000000000000455,49,293,146,245,224.00000000000045,10.469999999999995,1286,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.13,58,98.000000000010914,38,48.000000000010914,292.00000000001091,146,245,226.99999999996726,10.499999999999995,1286,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.14,57.000000000010004,98,38,48.999999999989996,292.99999999999,146,245,227,10.49,1286.0000000000041,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.15,57,98,38.999999999990905,49,293,146,244.00000000000909,227,10.49,1288.9999999999898,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.16,57,98,39,49,293,146,243.00000000000819,227,10.49,1291.9999999999754,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.17,53.000000000029097,98,39,49,292.00000000000728,145.00000000000728,242.00000000000728,227,10.470000000000146,1292,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.18,48.000000000031832,98,38.000000000006366,49,292,145.99999999999363,242.99999999999363,227,10.470000000000001,1291.0000000000064,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.19,45.000000000016371,98,38.999999999994543,49,286.00000000003274,146.99999999999454,242.00000000000546,227,10.470000000000001,1291,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.20,45.999999999995453,98,38.000000000004547,49,285.00000000000455,147,242,226.00000000000455,10.479999999999954,1290.0000000000045,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.21,46,97.000000000003638,38,48.000000000003638,284.00000000000364,146.00000000000364,242.99999999999636,226,10.48,1290,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.22,47.999999999994543,97.999999999997272,38,48.999999999997272,284.99999999999727,146,243,226.99999999999727,10.489999999999974,1290.4999999999986,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.23,52.999999999990912,98,38.999999999998181,49,284.00000000000182,146.99999999999818,243.99999999999818,227.99999999999818,10.499999999999982,1290.9999999999991,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.24,54.999999999998181,98,38.000000000000909,48.000000000000909,284,146.00000000000091,243.00000000000091,226.00000000000182,10.490000000000009,1293.9999999999973,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.25,55,98,39,50,284,147,243,225,10.5,1295,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.26,53.000000000020918,98,39,50,284,147,242.00000000001046,226.99999999997908,10.52,1293.9999999999991,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.27,47.000000000057284,98,39,50,283.00000000000955,146.00000000000955,242,226.00000000000955,10.52,1292.9999999999964,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.28,46.00000000000864,98,38.00000000000864,50,281.00000000001728,146,242,226,10.520000000000026,1290.9999999999891,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.29,43.000000000023199,98,38,48.000000000015469,281,145.00000000000773,241.00000000000773,224.00000000001546,10.529999999999921,1287.0000000000309,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.30,43,98,38.999999999993179,48.999999999993179,279.00000000001364,145,241,224,10.510000000000137,1292.9999999999591,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.31,43,97.000000000005912,39,49,276.00000000001774,145.99999999999409,239.00000000001182,224,10.490000000000119,1298.9999999999645,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.32,42.000000000005002,97,39,49,274.00000000001,144.00000000001,238.000000000005,224,10.49999999999995,1298.000000000005,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.33,42.999999999995907,97,39,49,273.00000000000409,144,237.00000000000409,224,10.5,1297.0000000000041,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.34,43,97,39,49,272.00000000000318,142.00000000000637,237,224.99999999999682,10.490000000000032,1294.0000000000095,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.35,43,97,38.000000000002274,49,271.00000000000227,141.00000000000227,236.00000000000227,225,10.499999999999977,1292.0000000000045,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.36,42.000000000001364,96.000000000001364,38.999999999998636,48.000000000001364,271.99999999999864,141.99999999999864,236.99999999999864,224.00000000000136,10.5,1290.0000000000027,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.37,42,96,39,48,271.00000000000045,140.00000000000091,236.00000000000045,219.00000000000227,10.504999999999997,1297.4999999999966,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.38,42.999999999989086,96,39,48,270.00000000001091,137.00000000003274,236,219.99999999998909,10.51,1305,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.39,43,96,39,47.000000000010004,270,136.00000000001,236,222.99999999996999,10.510000000000014,1305.0000000000027,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.40,43,96,39,47.999999999990905,269.00000000000909,135.00000000000909,236,221.00000000001819,10.519999999999976,1306.9999999999977,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.41,43,96,39,48.999999999991815,269,134.00000000000819,236,221.99999999999181,10.510000000000081,1306.0000000000082,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.42,43,96,39,48.000000000007276,269,134,236,222,10.51,1306,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.43,43,96,38.000000000006366,48,269,134.99999999999363,236,222,10.519999999999936,1308.9999999999809,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.44,43,96,38.999999999994543,48,269,134.00000000000546,236,222.99999999999454,10.52,1310.9999999999891,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.45,43,96,39,48,269,134.99999999999545,236,222.00000000000455,10.515000000000022,1309.0000000000091,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.46,42.000000000003638,96,39,48,269,134.00000000000364,236,223.99999999999272,10.510000000000018,1307.0000000000073,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.47,42.999999999997272,96,39,48,269,134,236,222.00000000000546,10.500000000000027,1309.9999999999918,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
