channel_index,donors,end_seconds,method,missing_samples,model_holdout_normalized_rmse,record,start_seconds,temporal_holdout_normalized_rmse,training_source,trial,validation_points,warning
0,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
1,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
2,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
3,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
4,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
5,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
6,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
7,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
8,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
9,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
10,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
11,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
12,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
13,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
14,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
15,,21.51,cross_sensor_ridge_within_recording,1,0.1460323842182054,Alif_1,21.51,0.3379931459565872,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
16,,21.51,cross_sensor_ridge_within_recording,1,0.09188922014555471,Alif_1,21.51,0.3530231402553659,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
