baseline,gain,offset,record,side,signal,trial
76.0,0.6730769230769446,200,Alif_1,L,Channel 1,1
116.49999999999972,1.0,170,Alif_1,L,Channel 2,1
49.00000000000023,1.0,145,Alif_1,L,Channel 3,1
146.0,1.0,120,Alif_1,L,Channel 4,1
131.99999999999955,0.9574468085106566,100,Alif_1,L,Channel 5,1
47.0,1.0,80,Alif_1,L,Channel 6,1
32.0,1.0,60,Alif_1,L,Channel 7,1
208.0,0.14423076923076922,40,Alif_1,L,Channel 8,1
11.619999999999795,2.5,400,Alif_1,L,CoP,1
587.0800000000014,0.08,380,Alif_1,L,vGRF,1
0.0,1.0,200,Alif_1,R,Channel 1,1
47.0,1.0,170,Alif_1,R,Channel 2,1
34.999999999997726,1.0,145,Alif_1,R,Channel 3,1
40.0,1.0,120,Alif_1,R,Channel 4,1
258.0,1.0,100,Alif_1,R,Channel 5,1
54.0,1.0,80,Alif_1,R,Channel 6,1
58.0,1.0,60,Alif_1,R,Channel 7,1
45.0,1.0,40,Alif_1,R,Channel 8,1
11.929999999999945,2.5,400,Alif_1,R,CoP,1
332.00000000000205,0.06766917293233113,380,Alif_1,R,vGRF,1
74.0,0.7734806629834254,200,Alif_1,L,Channel 1,2
98.0,1.0,170,Alif_1,L,Channel 2,2
48.0,1.0,145,Alif_1,L,Channel 3,2
156.9999999999984,1.0,120,Alif_1,L,Channel 4,2
130.0,1.0,100,Alif_1,L,Channel 5,2
45.999999999997954,1.0,80,Alif_1,L,Channel 6,2
31.000000000002277,1.0,60,Alif_1,L,Channel 7,2
183.00000000000364,0.16393442622950494,40,Alif_1,L,Channel 8,2
11.870000000000127,2.5,400,Alif_1,L,CoP,2
606.9299999999795,0.08,380,Alif_1,L,vGRF,2
0.0,1.0,200,Alif_1,R,Channel 1,2
90.0,1.0,170,Alif_1,R,Channel 2,2
35.500000000001194,1.0,145,Alif_1,R,Channel 3,2
42.0,1.0,120,Alif_1,R,Channel 4,2
290.0,0.9677419354838932,100,Alif_1,R,Channel 5,2
76.0,1.0,80,Alif_1,R,Channel 6,2
135.00000000000114,0.5681818181818108,60,Alif_1,R,Channel 7,2
57.9999999999959,1.0,40,Alif_1,R,Channel 8,2
9.9,2.5,400,Alif_1,R,CoP,2
321.00000000000193,0.07075471698114004,380,Alif_1,R,vGRF,2
85.00000000000477,0.8333333333333587,200,Alif_1,L,Channel 1,3
128.99999999999864,1.0,170,Alif_1,L,Channel 2,3
60.999999999996135,1.0,145,Alif_1,L,Channel 3,3
139.99999999999955,1.0,120,Alif_1,L,Channel 4,3
155.99999999999545,0.7692307692307991,100,Alif_1,L,Channel 5,3
48.0,1.0,80,Alif_1,L,Channel 6,3
36.0,1.0,60,Alif_1,L,Channel 7,3
222.0,0.13513513513513514,40,Alif_1,L,Channel 8,3
12.23,2.5,400,Alif_1,L,CoP,3
602.0599999999998,0.08,380,Alif_1,L,vGRF,3
0.0,0.965517241379402,200,Alif_1,R,Channel 1,3
55.0,1.0,170,Alif_1,R,Channel 2,3
33.00000000000523,1.0,145,Alif_1,R,Channel 3,3
40.99999999999045,1.0,120,Alif_1,R,Channel 4,3
265.0,1.0,100,Alif_1,R,Channel 5,3
50.0,1.0,80,Alif_1,R,Channel 6,3
63.00000000000409,1.0,60,Alif_1,R,Channel 7,3
43.0,1.0,40,Alif_1,R,Channel 8,3
11.549999999999933,2.5,400,Alif_1,R,CoP,3
274.0,0.06484149855907802,380,Alif_1,R,vGRF,3
81.0,0.7954545454545454,200,Alif_1,L,Channel 1,4
111.0,1.0,170,Alif_1,L,Channel 2,4
55.0,1.0,145,Alif_1,L,Channel 3,4
152.0,1.0,120,Alif_1,L,Channel 4,4
138.0,0.8910891089109068,100,Alif_1,L,Channel 5,4
46.000000000001364,1.0,80,Alif_1,L,Channel 6,4
32.0,1.0,60,Alif_1,L,Channel 7,4
219.00000000000682,0.13698630136985876,40,Alif_1,L,Channel 8,4
11.37999999999996,2.5,400,Alif_1,L,CoP,4
636.115,0.08,380,Alif_1,L,vGRF,4
0.0,1.0,200,Alif_1,R,Channel 1,4
76.0,1.0,170,Alif_1,R,Channel 2,4
35.99999999999636,1.0,145,Alif_1,R,Channel 3,4
42.0,1.0,120,Alif_1,R,Channel 4,4
285.0,1.0,100,Alif_1,R,Channel 5,4
75.0,1.0,80,Alif_1,R,Channel 6,4
136.0,0.5555555555555841,60,Alif_1,R,Channel 7,4
49.0,1.0,40,Alif_1,R,Channel 8,4
10.399999999999986,2.5,400,Alif_1,R,CoP,4
390.0,0.08,380,Alif_1,R,vGRF,4
104.0,0.8588957055214724,200,Alif_1,L,Channel 1,5
131.00000000000455,1.0,170,Alif_1,L,Channel 2,5
54.999999999999545,1.0,145,Alif_1,L,Channel 3,5
168.0,0.8593750000003042,120,Alif_1,L,Channel 4,5
166.0,0.703125,100,Alif_1,L,Channel 5,5
47.0,1.0,80,Alif_1,L,Channel 6,5
32.0,1.0,60,Alif_1,L,Channel 7,5
238.00000000000182,0.13157894736843107,40,Alif_1,L,Channel 8,5
12.85999999999999,2.5,400,Alif_1,L,CoP,5
686.0,0.08,380,Alif_1,L,vGRF,5
0.0,0.740740740740771,200,Alif_1,R,Channel 1,5
49.0,1.0,170,Alif_1,R,Channel 2,5
35.999999999997726,1.0,145,Alif_1,R,Channel 3,5
41.0,1.0,120,Alif_1,R,Channel 4,5
260.0,1.0,100,Alif_1,R,Channel 5,5
55.0,1.0,80,Alif_1,R,Channel 6,5
63.00000000001181,1.0,60,Alif_1,R,Channel 7,5
42.00000000000273,1.0,40,Alif_1,R,Channel 8,5
12.97,2.5,400,Alif_1,R,CoP,5
279.0,0.06224066390041549,380,Alif_1,R,vGRF,5
46.0,0.6481481481481631,200,Alif_1,L,Channel 1,6
74.99999999999818,1.0,170,Alif_1,L,Channel 2,6
48.99999999999591,1.0,145,Alif_1,L,Channel 3,6
117.0,1.0,120,Alif_1,L,Channel 4,6
96.99999999999682,1.0,100,Alif_1,L,Channel 5,6
47.0,1.0,80,Alif_1,L,Channel 6,6
31.0,1.0,60,Alif_1,L,Channel 7,6
154.0000000000009,0.19480519480519365,40,Alif_1,L,Channel 8,6
12.450000000000017,2.5,400,Alif_1,L,CoP,6
646.01,0.08,380,Alif_1,L,vGRF,6
0.0,1.0,200,Alif_1,R,Channel 1,6
79.99999999999955,1.0,170,Alif_1,R,Channel 2,6
36.0,1.0,145,Alif_1,R,Channel 3,6
43.0,1.0,120,Alif_1,R,Channel 4,6
300.99999999999955,0.9000000000000071,100,Alif_1,R,Channel 5,6
81.0,1.0,80,Alif_1,R,Channel 6,6
144.00000000000273,0.4999999999999886,60,Alif_1,R,Channel 7,6
58.00000000000454,1.0,40,Alif_1,R,Channel 8,6
9.89,2.5,400,Alif_1,R,CoP,6
269.5000000000007,0.06360424028268664,380,Alif_1,R,vGRF,6
81.00000000000273,0.6965174129353329,200,Alif_1,L,Channel 1,7
120.0,1.0,170,Alif_1,L,Channel 2,7
46.0,1.0,145,Alif_1,L,Channel 3,7
131.0,1.0,120,Alif_1,L,Channel 4,7
147.0000000000016,0.833333333333321,100,Alif_1,L,Channel 5,7
48.0,1.0,80,Alif_1,L,Channel 6,7
33.0,1.0,60,Alif_1,L,Channel 7,7
215.0,0.13953488372093023,40,Alif_1,L,Channel 8,7
11.880000000000019,2.5,400,Alif_1,L,CoP,7
637.05,0.08,380,Alif_1,L,vGRF,7
0.0,0.875,200,Alif_1,R,Channel 1,7
51.0,1.0,170,Alif_1,R,Channel 2,7
34.99999999998545,1.0,145,Alif_1,R,Channel 3,7
40.99999999999818,1.0,120,Alif_1,R,Channel 4,7
269.0000000000032,1.0,100,Alif_1,R,Channel 5,7
54.0,1.0,80,Alif_1,R,Channel 6,7
60.0,1.0,60,Alif_1,R,Channel 7,7
44.0,1.0,40,Alif_1,R,Channel 8,7
10.87,2.5,400,Alif_1,R,CoP,7
215.0,0.05776636713735585,380,Alif_1,R,vGRF,7
45.0,0.6635071090047393,200,Alif_1,L,Channel 1,8
67.00000000000682,1.0,170,Alif_1,L,Channel 2,8
47.999999999993186,1.0,145,Alif_1,L,Channel 3,8
104.0,1.0,120,Alif_1,L,Channel 4,8
82.00000000000068,1.0,100,Alif_1,L,Channel 5,8
47.0,1.0,80,Alif_1,L,Channel 6,8
27.999999999987267,1.0,60,Alif_1,L,Channel 7,8
140.00000000000637,0.21428571428570453,40,Alif_1,L,Channel 8,8
11.830000000000082,2.5,400,Alif_1,L,CoP,8
659.1200000000011,0.08,380,Alif_1,L,vGRF,8
0.0,1.0,200,Alif_1,R,Channel 1,8
60.0,1.0,170,Alif_1,R,Channel 2,8
33.999999999997726,1.0,145,Alif_1,R,Channel 3,8
39.0,1.0,120,Alif_1,R,Channel 4,8
270.0,1.0,100,Alif_1,R,Channel 5,8
54.0,1.0,80,Alif_1,R,Channel 6,8
63.99999999999818,1.0,60,Alif_1,R,Channel 7,8
46.0,1.0,40,Alif_1,R,Channel 8,8
9.334999999999981,2.5,400,Alif_1,R,CoP,8
339.00000000000045,0.0742574257425763,380,Alif_1,R,vGRF,8
81.00000000000136,0.6334841628959784,200,Alif_1,L,Channel 1,9
138.00000000000273,1.0,170,Alif_1,L,Channel 2,9
57.0,1.0,145,Alif_1,L,Channel 3,9
159.00000000000364,1.0,120,Alif_1,L,Channel 4,9
154.0,0.8035714285714317,100,Alif_1,L,Channel 5,9
48.0,1.0,80,Alif_1,L,Channel 6,9
32.0,1.0,60,Alif_1,L,Channel 7,9
228.00000000000182,0.13157894736842,40,Alif_1,L,Channel 8,9
12.639999999999992,2.5,400,Alif_1,L,CoP,9
701.4400000000004,0.08,380,Alif_1,L,vGRF,9
0.0,0.8695652173913235,200,Alif_1,R,Channel 1,9
56.0,1.0,170,Alif_1,R,Channel 2,9
32.00000000000318,1.0,145,Alif_1,R,Channel 3,9
39.99999999998819,1.0,120,Alif_1,R,Channel 4,9
274.0,1.0,100,Alif_1,R,Channel 5,9
65.0,1.0,80,Alif_1,R,Channel 6,9
87.0,1.0,60,Alif_1,R,Channel 7,9
47.0,1.0,40,Alif_1,R,Channel 8,9
11.359999999999836,2.5,400,Alif_1,R,CoP,9
