time_seconds,FMG_channel_1,FMG_channel_2,FMG_channel_3,FMG_channel_4,FMG_channel_5,FMG_channel_6,FMG_channel_7,FMG_channel_8,CoP,vGRF,provisional_phase,label_status,signal_missing
0.00,0,260,195,52,250,244,188,155,9.3399999999999999,1424,QS,provisional_assumed_short_to_long,0
0.01,0,259.00000000000091,195.00000000000091,51.000000000000909,249,245,189.00000000000091,158.00000000000091,9.3599999999999994,1425,QS,provisional_assumed_short_to_long,0
0.02,0,260,196.00000000000182,52,249,245,190.00000000000182,159.00000000000182,9.3599999999999905,1424.9999999999991,QS,provisional_assumed_short_to_long,0
0.03,0,260.00000000000546,197,52,249,245,191.00000000000273,160.00000000000273,9.3549999999999862,1424.4999999999986,QS,provisional_assumed_short_to_long,0
0.04,0,261.99999999999636,197,51.999999999996362,249.00000000000364,245,192.00000000000364,160.99999999999636,9.3499999999999996,1424.0000000000036,QS,provisional_assumed_short_to_long,0
0.05,0,261.00000000000114,197,51.000000000001137,249.99999999999886,245,192.99999999999886,160.00000000000114,9.3499999999999996,1424.9999999999989,QS,provisional_assumed_short_to_long,0
0.06,0,261,198.99999999999955,51.999999999999773,249.00000000000023,245,193.99999999999977,160.99999999999977,9.3499999999999996,1425,QS,provisional_assumed_short_to_long,0
0.07,0,262,198.00000000000136,52,250.99999999999932,246,199.00000000000273,162,9.3599999999999994,1423.0000000000034,QS,provisional_assumed_short_to_long,0
0.08,0,262,199.99999999999841,52,250.00000000000159,246.00000000000159,203.00000000000637,162.00000000000159,9.3599999999999994,1428,QS,provisional_assumed_short_to_long,0
0.09,0,262,199.00000000000125,52,250.99999999999875,247,207.00000000000125,163,9.359999999999987,1427.9999999999964,QS,provisional_assumed_short_to_long,0
0.10,0,262,199.50000000000028,52,250.49999999999972,247,207.50000000000028,163,9.3549999999999827,1426.4999999999948,QS,provisional_assumed_short_to_long,0
0.11,0,262,199.99999999999932,52,250.00000000000068,247,207.99999999999932,163,9.3500000000000423,1424.9999999999957,QS,provisional_assumed_short_to_long,0
0.12,0,262,199.00000000000045,52,250,247,208.99999999999955,164.99999999999909,9.3599999999999941,1424.0000000000005,QS,provisional_assumed_short_to_long,0
0.13,0,262.50000000000023,199,52,250,246.49999999999977,208.49999999999977,165,9.3900000000000095,1412.9999999999982,QS,provisional_assumed_short_to_long,0
0.14,0,263,199.00000000000136,52,250,245.99999999999864,207.99999999999864,165,9.4100000000000001,1409.0000000000014,QS,provisional_assumed_short_to_long,0
0.15,0,263,199.99999999999773,52,250,244.99999999999773,206.99999999999545,165,9.4100000000000001,1409.9999999999977,QS,provisional_assumed_short_to_long,0
0.16,0,263,199,52,250,244,204.99999999999363,165,9.4100000000000001,1409,QS,provisional_assumed_short_to_long,0
0.17,0,263,199,52,250,244,203.00000000000318,165,9.4100000000000001,1409,QS,provisional_assumed_short_to_long,0
0.18,0,262.00000000000068,199,51.000000000000682,251.99999999999864,243.00000000000068,202.00000000000068,165,9.4100000000000001,1409,QS,provisional_assumed_short_to_long,0
0.19,0,262,199.99999999999932,52,250,241.99999999999977,199.99999999999977,163.99999999999977,9.4099999999999948,1410.9999999999998,QS,provisional_assumed_short_to_long,0
0.20,0,262,197.00000000000227,52,250.00000000000114,241,198.99999999999773,163,9.3899999999998869,1410.0000000000068,QS,provisional_assumed_short_to_long,0
