time_seconds,FMG_channel_1,FMG_channel_2,FMG_channel_3,FMG_channel_4,FMG_channel_5,FMG_channel_6,FMG_channel_7,FMG_channel_8,CoP,vGRF,provisional_phase,label_status,signal_missing
0.00,111,160,53,153,138,140,147,281,15.699999999999999,2794.9200000000001,QS,provisional_assumed_short_to_long,0
0.01,108.00000000000091,160.99999999999909,52,152,138.00000000000182,139.00000000000182,141.99999999999727,280,15.699999999999999,2796.9200000000028,QS,provisional_assumed_short_to_long,0
0.02,109,160,52.000000000001819,152,140,141,138.99999999999454,280,15.700000000000017,2799.9200000000037,QS,provisional_assumed_short_to_long,0
0.03,108.99999999999181,159.99999999999454,53,152,139.99999999999454,140.99999999999181,136.00000000001637,280,15.710000000000001,2801.9200000000001,QS,provisional_assumed_short_to_long,0
0.04,106.00000000001091,158.00000000000364,52.999999999996362,151.99999999999636,138.00000000000364,138.00000000000364,141.99999999998909,280,15.710000000000001,2801.9200000000001,QS,provisional_assumed_short_to_long,0
0.05,108.99999999999659,158.99999999999886,52.000000000001137,151.00000000000114,138.99999999999886,138.99999999999886,139.00000000000341,280,15.710000000000001,2801.9200000000001,QS,provisional_assumed_short_to_long,0
0.06,107.00000000000045,159,52,151,137.00000000000045,138.00000000000023,138.00000000000023,279.00000000000023,15.700000000000001,2799.9200000000005,QS,provisional_assumed_short_to_long,0
0.07,106.99999999999932,158.00000000000068,52.999999999999318,151,137,136.00000000000068,131.00000000000273,278,15.699999999999992,2802.929999999993,QS,provisional_assumed_short_to_long,0
0.08,106,159,52,151,136.99999999999682,136.99999999999841,134.99999999999204,277.99999999999841,15.689999999999984,2792.9299999999853,QS,provisional_assumed_short_to_long,0
0.09,106,159,52,150.99999999999875,135,136,130.000000000005,276.99999999999875,15.68,2783.9299999999976,QS,provisional_assumed_short_to_long,0
0.10,106,159,52,150.49999999999972,135,136,132.00000000000114,276.49999999999972,15.68,2782.9300000000021,QS,provisional_assumed_short_to_long,0
0.11,106,159,52,150.00000000000068,135,136,133.99999999999727,276.00000000000068,15.68,2783.9299999999985,QS,provisional_assumed_short_to_long,0
0.12,105.00000000000045,158.00000000000045,52,150,135.99999999999955,136,135.99999999999909,276.99999999999955,15.68,2784.9349999999995,QS,provisional_assumed_short_to_long,0
0.13,105,158,52,150,137.00000000000045,135.49999999999977,134.99999999999955,276.49999999999977,15.68,2785.9399999999982,QS,provisional_assumed_short_to_long,0
0.14,105.00000000000273,158,52,150,137.99999999999727,135,134,276.00000000000136,15.68,2781.9400000000055,QS,provisional_assumed_short_to_long,0
0.15,107,158,52.000000000002274,150,136,134.99999999999773,134.00000000000455,277,15.68,2785.9400000000069,QS,provisional_assumed_short_to_long,0
0.16,106.99999999999682,158.00000000000318,53,150,136,134,135.99999999999363,277,15.68,2788.9399999999928,QS,provisional_assumed_short_to_long,0
0.17,106.00000000000159,158.99999999999841,53,150,136,134,134.00000000000318,277,15.68,2789.9399999999987,QS,provisional_assumed_short_to_long,0
0.18,105.00000000000068,158.00000000000068,52.000000000000682,150,136,135.99999999999864,136.99999999999795,277,15.68,2790.9399999999991,QS,provisional_assumed_short_to_long,0
0.19,104.99999999999977,159.00000000000023,52.000000000000227,150.00000000000023,136.99999999999977,135.99999999999955,139.99999999999932,277.00000000000045,15.68,2791.9399999999996,QS,provisional_assumed_short_to_long,0
0.20,104.00000000000114,159.99999999999773,53,151,136.00000000000114,134.00000000000114,137,279.00000000000114,15.68000000000001,2790.9400000000001,QS,provisional_assumed_short_to_long,0
0.21,105.00000000000205,158.00000000000205,52.999999999997954,151,136.99999999999795,135.00000000000409,137.00000000000205,280,15.689999999999978,2790.9300000000103,QS,provisional_assumed_short_to_long,0
0.22,105.99999999999409,159.00000000000296,52,151,136,136.99999999998226,138.00000000000296,279.99999999999704,15.680000000000026,2795.9499999999862,QS,provisional_assumed_short_to_long,0
0.23,104.00000000000387,160,52.000000000003865,151,136,131.00000000002706,139,279.00000000000387,15.689999999999982,2798.9499999999944,QS,provisional_assumed_short_to_long,0
0.24,104.99999999999909,160,52.999999999999091,151,136,137.99999999999363,139,279.99999999999909,15.69,2799.4499999999994,QS,provisional_assumed_short_to_long,0
