time_seconds,FMG_channel_1,FMG_channel_2,FMG_channel_3,FMG_channel_4,FMG_channel_5,FMG_channel_6,FMG_channel_7,FMG_channel_8,CoP,vGRF,provisional_phase,label_status,signal_missing
0.00,0,277,221,50,285,260,197,187,8.75,1535,QS,provisional_assumed_short_to_long,0
0.01,0,277,221.99999999999909,49,284.00000000000182,260,197,188,8.7599999999999998,1537,QS,provisional_assumed_short_to_long,0
0.02,0,277,221.00000000000387,49,285.99999999999227,260,197,188,8.7599999999999998,1537,QS,provisional_assumed_short_to_long,0
0.03,0,277,221,49.999999999997044,286,260,197,187.00000000000296,8.7599999999999998,1537,QS,provisional_assumed_short_to_long,0
0.04,0,277,220.00000000000205,49.000000000002046,286.99999999999795,260,197,187.99999999999795,8.7699999999999783,1537,QS,provisional_assumed_short_to_long,0
0.05,0,277,220.99999999999886,49.999999999998863,287.99999999999886,260,197,188,8.7600000000000104,1536.0000000000011,QS,provisional_assumed_short_to_long,0
0.06,0,277,220.00000000000023,49.000000000000227,287.00000000000023,260,196.00000000000023,188,8.7400000000000055,1532.0000000000009,QS,provisional_assumed_short_to_long,0
0.07,0,277,220.99999999999932,49.000000000000682,287,260,197.00000000000068,186.00000000000136,8.779999999999978,1551.9999999999911,QS,provisional_assumed_short_to_long,0
0.08,0,277,220.00000000000409,49.999999999995907,287,260,197.99999999999591,187.99999999999181,8.7500000000001226,1539.0000000000532,QS,provisional_assumed_short_to_long,0
0.09,0,277.99999999999682,220.99999999999682,50,287,260,198.99999999999682,188.99999999999682,8.7599999999999678,1536.0000000000095,QS,provisional_assumed_short_to_long,0
0.10,0,278,220.00000000000227,49.000000000002274,287.99999999999773,260,199,188.00000000000227,8.7699999999999765,1542.9999999999841,QS,provisional_assumed_short_to_long,0
0.11,0,278,220.99999999999864,49.999999999998636,288,260,198.00000000000136,192.99999999999318,8.7799999999999851,1549.9999999999905,QS,provisional_assumed_short_to_long,0
0.12,0,278,222.99999999999909,49.000000000000455,288,260,198.99999999999955,192.00000000000045,8.7799999999999994,1550,QS,provisional_assumed_short_to_long,0
0.13,0,278.99999999999955,221.99999999999909,49.999999999999545,290.00000000000045,260,200,192.00000000000273,8.779999999999994,1549.9999999999986,QS,provisional_assumed_short_to_long,0
0.14,0,278.00000000000432,220.00000000000864,49.00000000000432,290.99999999999568,260,200,197.99999999997408,8.7699999999999996,1547,QS,provisional_assumed_short_to_long,0
0.15,0,279.99999999999318,221.99999999999318,49.999999999996589,294.99999999998636,260.99999999999659,200,195.00000000001023,8.7699999999999996,1547,QS,provisional_assumed_short_to_long,0
0.16,0,280,222.9999999999975,50,295.9999999999975,261,201.999999999995,195.9999999999975,8.7699999999999996,1547,QS,provisional_assumed_short_to_long,0
0.17,0,280,222.00000000000159,50,296,261,202,197.99999999999682,8.7749999999999915,1546.5000000000007,QS,provisional_assumed_short_to_long,0
0.18,0,281.99999999999864,222,50,296.99999999999932,261,201.00000000000068,198,8.7799999999999958,1546.0000000000005,QS,provisional_assumed_short_to_long,0
0.19,0,282.00000000000023,224,50,298.99999999999977,261,201.00000000000045,198.00000000000023,8.7800000000000047,1547.0000000000007,QS,provisional_assumed_short_to_long,0
0.20,0,282.99999999999545,224,50,298.00000000000455,261,202.99999999999091,198.99999999999545,8.8000000000000114,1549.9999999999977,QS,provisional_assumed_short_to_long,0
0.21,0,283,222.00000000000728,50,298,261.99999999999636,203,199.99999999999636,8.809999999999965,1548.0000000000073,QS,provisional_assumed_short_to_long,0
0.22,0,283.99999999999727,222.99999999999727,50,299.99999999999454,262,204.99999999999454,198.00000000000546,8.7900000000000542,1545.0000000000082,QS,provisional_assumed_short_to_long,0
0.23,0,284.99999999999818,223,50,299.00000000000182,262,205.99999999999818,200.99999999999454,8.7899999999999991,1543.0000000000036,QS,provisional_assumed_short_to_long,0
0.24,0,285,223.99999999999909,50,299,262,207.99999999999818,198.00000000000273,8.7949999999999946,1542.0000000000009,QS,provisional_assumed_short_to_long,0
0.25,0,285,224,50,300,262,208,201,8.8000000000000007,1541,QS,provisional_assumed_short_to_long,0
0.26,0,286,223.99999999999909,50,299.00000000000091,262,209,199.99999999999909,8.8000000000000007,1539.9999999999982,QS,provisional_assumed_short_to_long,0
0.27,0,286,223.00000000000387,50,299.99999999999613,262,209,199.00000000000387,8.8000000000000007,1538.0000000000077,QS,provisional_assumed_short_to_long,0
0.28,0,286,223,50,299.00000000000296,262,208.00000000000296,199.99999999999704,8.8099999999999703,1538.999999999997,QS,provisional_assumed_short_to_long,0
0.29,0,286,223.99999999999795,50,300.99999999999591,262,208,202.99999999999386,8.8499999999999179,1526.0000000000266,QS,provisional_assumed_short_to_long,0
0.30,0,286.99999999999886,224,50,300.00000000000114,262,207.00000000000114,199.00000000000455,8.8699999999999761,1521.0000000000057,QS,provisional_assumed_short_to_long,0
0.31,0,287,224.99999999999977,50,300.99999999999977,262,197.00000000000227,199.99999999999977,8.8699999999999992,1520.0000000000002,QS,provisional_assumed_short_to_long,0
0.32,0,288,226,50,301.99999999999932,263,209,201,8.8699999999999992,1518.999999999998,QS,provisional_assumed_short_to_long,0
0.33,0,288,226,50,301.00000000000409,263,209,201,8.8699999999999992,1516.0000000000123,QS,provisional_assumed_short_to_long,0
0.34,0,288,225.00000000000318,50,301.99999999999682,263,209,200.00000000000318,8.8899999999999366,1516.9999999999968,QS,provisional_assumed_short_to_long,0
0.35,0,288,225,50,301.00000000000227,263,208.00000000000227,200,8.8900000000000006,1517,QS,provisional_assumed_short_to_long,0
0.36,0,288,225.99999999999864,50,302.99999999999727,263.99999999999864,208.99999999999864,200,8.880000000000015,1516.0000000000014,QS,provisional_assumed_short_to_long,0
0.37,0,288,226,50,302.00000000000045,263.00000000000045,209,199.00000000000045,8.8600000000000083,1514.0000000000009,QS,provisional_assumed_short_to_long,0
0.38,0,288,226.99999999999864,50,300.99999999999955,264,208,199.99999999999955,8.8599999999999817,1516.0000000000018,QS,provisional_assumed_short_to_long,0
0.39,0,288,224.00000000001296,50,300.00000000000432,264,208,199.00000000000432,8.8200000000000589,1519.9999999999941,QS,provisional_assumed_short_to_long,0
0.40,0,288,225.99999999999318,50,299.00000000000341,263.00000000000341,209.99999999999318,199,8.7800000000001361,1523.9999999999864,QS,provisional_assumed_short_to_long,0
0.41,0,288,225.0000000000025,50,300.999999999995,263.9999999999975,209.0000000000025,199,8.7700000000000244,1522.000000000005,QS,provisional_assumed_short_to_long,0
0.42,0,288,225.99999999999841,50,300.00000000000159,263.00000000000159,209,199,8.7799999999999834,1519.0000000000048,QS,provisional_assumed_short_to_long,0
0.43,0,288,224.00000000000136,50,300,263,209,201.99999999999795,8.760000000000014,1518.0000000000007,QS,provisional_assumed_short_to_long,0
0.44,0,288,225.99999999999932,50,299.00000000000023,263,209.00000000000023,200.00000000000045,8.7599999999999998,1516.9999999999998,QS,provisional_assumed_short_to_long,0
0.45,0,288,223.00000000001364,50,299.99999999999545,263,209.99999999999545,201.99999999999091,8.7599999999999998,1516.0000000000016,QS,provisional_assumed_short_to_long,0
0.46,0,288,225.99999999998909,50,301.99999999999272,263,210,202,8.7599999999999998,1515.0000000000036,QS,provisional_assumed_short_to_long,0
0.47,0,288,224.00000000000546,50,301.00000000000273,263,210.99999999999727,202.99999999999727,8.7899999999999174,1511.0000000000109,QS,provisional_assumed_short_to_long,0
0.48,0,288.99999999999818,224.99999999999818,50,301,263,211,203,8.8499999999998913,1515.9999999999909,QS,provisional_assumed_short_to_long,0
0.49,0,288.00000000000091,225,50,301.99999999999909,263.99999999999909,211,202.00000000000091,8.8499999999999996,1516.9999999999991,QS,provisional_assumed_short_to_long,0
0.50,0,288,225,50,303,264,212,203,8.8399999999999999,1518,QS,provisional_assumed_short_to_long,0
0.51,0,287.99999999999909,226.00000000000091,50,301.00000000000091,263,210.00000000000091,202.00000000000091,8.839999999999991,1518.0000000000018,QS,provisional_assumed_short_to_long,0
0.52,0,287.00000000000387,226.99999999999613,50,301.99999999999613,263,210.99999999999613,202.99999999999613,8.8300000000000392,1519.9999999999923,QS,provisional_assumed_short_to_long,0
0.53,0,285.00000000000591,226.00000000000296,50,302.99999999999704,263,212.99999999999409,202.00000000000296,8.8300000000000001,1520,QS,provisional_assumed_short_to_long,0
