clock_offset_to_master,epoch,master,matched_edges,matched_reference_indices,matched_source_indices,max_residual_seconds,median_residual_seconds,record,side,source_end,source_rows,source_start,source_trigger_count,status
0.0,0,F,24,,,0.0,0.0,vipin_1,F,667.49,43284,221.22,24,aligned
-15.310000000000002,0,F,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.010000000000047748,5.684341886080802e-14,vipin_1,L,645.77,37362,181.61,24,aligned
-1.4300000000000068,0,F,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.010000000000047748,5.684341886080802e-14,vipin_1,R,662.88,39292,212.98,24,aligned
0.0,0,F,20,,,0.0,0.0,vipin_21,F,1515.83,31443,1177.97,20,aligned
-15.309999999999945,0,F,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.009999999999990905,0.0,vipin_21,L,1497.36,27398,6.0,20,aligned
-1.4300000000000637,0,F,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.009999999999990905,2.2737367544323206e-13,vipin_21,R,1517.27,29532,9.0,20,aligned
