baseline,gain,offset,record,side,signal,trial
185.0,1.0,200,vipin_1,L,Channel 1,1
46.0,0.8292682926829387,170,vipin_1,L,Channel 2,1
190.00000000000023,0.9782608695652164,145,vipin_1,L,Channel 3,1
65.0,1.0,120,vipin_1,L,Channel 4,1
0.0,1.0,100,vipin_1,L,Channel 5,1
259.9999999999991,0.3225806451613062,80,vipin_1,L,Channel 6,1
147.99999999999943,0.37313432835822835,60,vipin_1,L,Channel 7,1
131.0,0.2803738317757028,40,vipin_1,L,Channel 8,1
14.109999999999987,2.5,400,vipin_1,L,CoP,1
1316.7,0.04971237838222107,380,vipin_1,L,vGRF,1
464.00000000000114,0.512820512820515,200,vipin_1,R,Channel 1,1
165.0,0.44155844155844154,170,vipin_1,R,Channel 2,1
259.0,0.8369098712446358,145,vipin_1,R,Channel 3,1
538.9999999999982,0.5392156862745202,120,vipin_1,R,Channel 4,1
49.0,0.693641618497114,100,vipin_1,R,Channel 5,1
229.99999999999875,0.5833333333333774,80,vipin_1,R,Channel 6,1
370.0,0.3816793893129771,60,vipin_1,R,Channel 7,1
135.99999999999795,0.6521739130437288,40,vipin_1,R,Channel 8,1
0.0,1.3471901462663587,400,vipin_1,R,CoP,1
0.0,0.07922535211267606,380,vipin_1,R,vGRF,1
173.99999999999636,1.0,200,vipin_1,L,Channel 1,2
59.00000000000091,0.9604519774011349,170,vipin_1,L,Channel 2,2
204.0,0.8881578947368421,145,vipin_1,L,Channel 3,2
74.00000000000023,1.0,120,vipin_1,L,Channel 4,2
0.0,1.0,100,vipin_1,L,Channel 5,2
262.99999999999045,0.32258064516130924,80,vipin_1,L,Channel 6,2
142.0,0.40000000000000796,60,vipin_1,L,Channel 7,2
122.00000000000091,0.29999999999999727,40,vipin_1,L,Channel 8,2
13.979999999999961,2.5,400,vipin_1,L,CoP,2
1286.4899999999968,0.04830517831511609,380,vipin_1,L,vGRF,2
508.00000000000045,0.6060606060606079,200,vipin_1,R,Channel 1,2
232.00000000001023,0.541401273885368,170,vipin_1,R,Channel 2,2
296.00000000000045,0.9750000000000022,145,vipin_1,R,Channel 3,2
552.0000000000005,0.4435483870967807,120,vipin_1,R,Channel 4,2
65.0,0.718562874251497,100,vipin_1,R,Channel 5,2
308.00000000000045,0.38251366120220265,80,vipin_1,R,Channel 6,2
448.00000000000045,0.2717391304347905,60,vipin_1,R,Channel 7,2
169.0,0.4687500000000364,40,vipin_1,R,Channel 8,2
0.0,1.851851851851852,400,vipin_1,R,CoP,2
0.0,0.08,380,vipin_1,R,vGRF,2
199.99999999999636,1.0,200,vipin_1,L,Channel 1,3
74.0,1.0,170,vipin_1,L,Channel 2,3
248.0,0.6923076923076923,145,vipin_1,L,Channel 3,3
104.0,1.0,120,vipin_1,L,Channel 4,3
0.0,1.0,100,vipin_1,L,Channel 5,3
303.0,0.2723735408560311,80,vipin_1,L,Channel 6,3
137.0,0.4424778761061947,60,vipin_1,L,Channel 7,3
197.99999999999318,0.17241379310345537,40,vipin_1,L,Channel 8,3
14.55000000000001,2.5,400,vipin_1,L,CoP,3
1141.4600000001683,0.05998286203941387,380,vipin_1,L,vGRF,3
581.0,0.5846153846153846,200,vipin_1,R,Channel 1,3
297.9999999999998,0.6719367588932849,170,vipin_1,R,Channel 2,3
337.0,1.0,145,vipin_1,R,Channel 3,3
604.9999999999968,0.4230769230769421,120,vipin_1,R,Channel 4,3
120.0,0.8727272727272778,100,vipin_1,R,Channel 5,3
393.0,0.2536231884057971,80,vipin_1,R,Channel 6,3
506.0,0.19379844961240686,60,vipin_1,R,Channel 7,3
201.0,0.26548672566371684,40,vipin_1,R,Channel 8,3
4.034465513273122,1.594857487803213,400,vipin_1,R,CoP,3
137.9999999999991,0.08,380,vipin_1,R,vGRF,3
190.0,1.0,200,vipin_1,L,Channel 1,4
50.00000000000069,0.8854166666667288,170,vipin_1,L,Channel 2,4
217.99999999999886,0.8132530120482192,145,vipin_1,L,Channel 3,4
78.99999999999864,1.0,120,vipin_1,L,Channel 4,4
0.0,1.0,100,vipin_1,L,Channel 5,4
286.9999999999975,0.2916666666666697,80,vipin_1,L,Channel 6,4
175.0,0.33112582781456956,60,vipin_1,L,Channel 7,4
159.00000000000273,0.2222222222222183,40,vipin_1,L,Channel 8,4
14.595000000000002,2.5,400,vipin_1,L,CoP,4
1395.4400000000014,0.04324190758586796,380,vipin_1,L,vGRF,4
469.0,0.5128205128205153,200,vipin_1,R,Channel 1,4
211.00000000000207,0.5044510385756708,170,vipin_1,R,Channel 2,4
273.0,0.8666666666666667,145,vipin_1,R,Channel 3,4
534.0,0.4845814977973568,120,vipin_1,R,Channel 4,4
53.0,0.6896551724138057,100,vipin_1,R,Channel 5,4
307.0,0.40462427745665325,80,vipin_1,R,Channel 6,4
418.0,0.3472222222222266,60,vipin_1,R,Channel 7,4
140.0000000000017,0.5555555555555941,40,vipin_1,R,Channel 8,4
0.0,1.851851851851852,400,vipin_1,R,CoP,4
0.0,0.08,380,vipin_1,R,vGRF,4
186.0000000000116,1.0,200,vipin_1,L,Channel 1,5
58.999999999989654,0.9042553191489223,170,vipin_1,L,Channel 2,5
227.0,0.7758620689655172,145,vipin_1,L,Channel 3,5
84.99999999999886,1.0,120,vipin_1,L,Channel 4,5
0.0,1.0,100,vipin_1,L,Channel 5,5
291.0000000000025,0.2868852459016364,80,vipin_1,L,Channel 6,5
127.0,0.49019607843137253,60,vipin_1,L,Channel 7,5
155.0,0.23076923076923078,40,vipin_1,L,Channel 8,5
14.340000000000027,2.5,400,vipin_1,L,CoP,5
1113.52,0.06289421193553311,380,vipin_1,L,vGRF,5
549.9999999999977,0.7116104868913956,200,vipin_1,R,Channel 1,5
274.99999999999045,0.6137184115523254,170,vipin_1,R,Channel 2,5
323.0000000000073,1.0,145,vipin_1,R,Channel 3,5
595.9999999999977,0.5092592592592646,120,vipin_1,R,Channel 4,5
85.99999999999912,0.769230769230784,100,vipin_1,R,Channel 5,5
389.0,0.27131782945736865,80,vipin_1,R,Channel 6,5
491.00000000000364,0.21459227467810846,60,vipin_1,R,Channel 7,5
176.0,0.39473684210526316,40,vipin_1,R,Channel 8,5
3.19,1.53576129881527,400,vipin_1,R,CoP,5
57.0,0.08,380,vipin_1,R,vGRF,5
202.00000000000114,1.0,200,vipin_1,L,Channel 1,6
100.99999999999977,1.0,170,vipin_1,L,Channel 2,6
216.99999999999682,0.818181818181834,145,vipin_1,L,Channel 3,6
99.0,1.0,120,vipin_1,L,Channel 4,6
0.0,1.0,100,vipin_1,L,Channel 5,6
292.0,0.28571428571428603,80,vipin_1,L,Channel 6,6
166.0,0.3496503496503501,60,vipin_1,L,Channel 7,6
175.00000000000045,0.19736842105263191,40,vipin_1,L,Channel 8,6
14.009999999999991,2.5,400,vipin_1,L,CoP,6
1244.6,0.05120177889609061,380,vipin_1,L,vGRF,6
462.0,0.5,200,vipin_1,R,Channel 1,6
202.0,0.48710601719197866,170,vipin_1,R,Channel 2,6
273.0,0.851528384279476,145,vipin_1,R,Channel 3,6
524.0000000000036,0.46610169491524706,120,vipin_1,R,Channel 4,6
52.0,0.69164265129683,100,vipin_1,R,Channel 5,6
304.0,0.40000000000000163,80,vipin_1,R,Channel 6,6
413.0,0.3597122302158365,60,vipin_1,R,Channel 7,6
123.0,1.0,40,vipin_1,R,Channel 8,6
0.0,1.851851851851852,400,vipin_1,R,CoP,6
0.0,0.08,380,vipin_1,R,vGRF,6
192.0000000000102,1.0,200,vipin_1,L,Channel 1,7
96.00000000000148,1.0,170,vipin_1,L,Channel 2,7
229.50000000000057,0.7648725212464695,145,vipin_1,L,Channel 3,7
90.00000000000205,1.0,120,vipin_1,L,Channel 4,7
0.0,1.0,100,vipin_1,L,Channel 5,7
296.0,0.2811244979919692,80,vipin_1,L,Channel 6,7
140.0000000000009,0.43103448275861733,60,vipin_1,L,Channel 7,7
156.0,0.22727272727273648,40,vipin_1,L,Channel 8,7
14.159999999999993,2.5,400,vipin_1,L,CoP,7
1172.6,0.05798926370204381,380,vipin_1,L,vGRF,7
468.0,0.5109489051094891,200,vipin_1,R,Channel 1,7
216.00000000000136,0.5074626865671662,170,vipin_1,R,Channel 2,7
284.0,0.8944954128440367,145,vipin_1,R,Channel 3,7
541.0,0.45081967213116275,120,vipin_1,R,Channel 4,7
53.0,0.6857142857142857,100,vipin_1,R,Channel 5,7
321.0,0.30434782608695726,80,vipin_1,R,Channel 6,7
424.99999999999955,0.22727272727272937,60,vipin_1,R,Channel 7,7
125.0,0.5555555555555857,40,vipin_1,R,Channel 8,7
0.0,1.3471901462663587,400,vipin_1,R,CoP,7
0.0,0.08,380,vipin_1,R,vGRF,7
175.0,1.0,200,vipin_1,L,Channel 1,8
100.99999999999955,1.0,170,vipin_1,L,Channel 2,8
188.99999999999727,0.9854014598540343,145,vipin_1,L,Channel 3,8
43.0,1.0,120,vipin_1,L,Channel 4,8
0.0,1.0,100,vipin_1,L,Channel 5,8
273.99999999999795,0.3083700440528666,80,vipin_1,L,Channel 6,8
124.0,0.4950495049505125,60,vipin_1,L,Channel 7,8
93.0,0.42253521126760984,40,vipin_1,L,Channel 8,8
13.650000000000006,2.5,400,vipin_1,L,CoP,8
1213.549999999998,0.05359631257370099,380,vipin_1,L,vGRF,8
536.9999999999995,0.6050955414012748,200,vipin_1,R,Channel 1,8
237.0,0.5396825396825397,170,vipin_1,R,Channel 2,8
311.99999999999864,1.0,145,vipin_1,R,Channel 3,8
580.9999999999995,0.4214559386973213,120,vipin_1,R,Channel 4,8
94.99999999999727,0.754716981132069,100,vipin_1,R,Channel 5,8
318.0,0.33653846153846156,80,vipin_1,R,Channel 6,8
452.0,0.24752475247524752,60,vipin_1,R,Channel 7,8
188.0000000000025,0.3658536585365964,40,vipin_1,R,Channel 8,8
0.0,1.851851851851852,400,vipin_1,R,CoP,8
0.0,0.08,380,vipin_1,R,vGRF,8
211.99999999999864,1.0,200,vipin_1,L,Channel 1,9
101.00000000000318,1.0,170,vipin_1,L,Channel 2,9
242.0,0.7142857142857277,145,vipin_1,L,Channel 3,9
91.0,1.0,120,vipin_1,L,Channel 4,9
11.0,1.0,100,vipin_1,L,Channel 5,9
304.9999999999977,0.27343750000000244,80,vipin_1,L,Channel 6,9
131.99999999999818,0.45871559633029485,60,vipin_1,L,Channel 7,9
144.9999999999941,0.24590163934429282,40,vipin_1,L,Channel 8,9
15.05,2.5,400,vipin_1,L,CoP,9
1345.4199999999769,0.04610541014055863,380,vipin_1,L,vGRF,9
578.0,0.4947916666666725,200,vipin_1,R,Channel 1,9
294.0,0.6563706563706564,170,vipin_1,R,Channel 2,9
331.0,1.0,145,vipin_1,R,Channel 3,9
601.0,0.3571428571428782,120,vipin_1,R,Channel 4,9
71.000000000005,0.7317073170731954,100,vipin_1,R,Channel 5,9
396.0,0.23026315789473994,80,vipin_1,R,Channel 6,9
510.0,0.15873015873016103,60,vipin_1,R,Channel 7,9
191.00000000000318,0.24999999999999625,40,vipin_1,R,Channel 8,9
3.97,1.590186278964107,400,vipin_1,R,CoP,9
150.0,0.08,380,vipin_1,R,vGRF,9
208.0,1.0,200,vipin_1,L,Channel 1,10
123.00000000000455,1.0,170,vipin_1,L,Channel 2,10
226.0,0.7803468208092565,145,vipin_1,L,Channel 3,10
96.99999999999682,1.0,120,vipin_1,L,Channel 4,10
0.0,1.0,100,vipin_1,L,Channel 5,10
297.00000000000455,0.28112449799196276,80,vipin_1,L,Channel 6,10
160.00000000000455,0.3649635036496276,60,vipin_1,L,Channel 7,10
157.00000000000273,0.22388059701492852,40,vipin_1,L,Channel 8,10
14.019999999999994,2.5,400,vipin_1,L,CoP,10
1282.64,0.049182861880473654,380,vipin_1,L,vGRF,10
486.99999999999545,0.5426356589147191,200,vipin_1,R,Channel 1,10
221.0,0.513595166163142,170,vipin_1,R,Channel 2,10
287.4999999999983,0.892448512585813,145,vipin_1,R,Channel 3,10
540.9999999999964,0.4330708661417412,120,vipin_1,R,Channel 4,10
59.0,0.6857142857142857,100,vipin_1,R,Channel 5,10
320.0,0.30434782608695654,80,vipin_1,R,Channel 6,10
437.0,0.228310502283105,60,vipin_1,R,Channel 7,10
125.0,0.8333333333333334,40,vipin_1,R,Channel 8,10
0.0,1.851851851851852,400,vipin_1,R,CoP,10
0.0,0.08,380,vipin_1,R,vGRF,10
181.99999999999773,1.0,200,vipin_1,L,Channel 1,11
49.0,0.9340659340659386,170,vipin_1,L,Channel 2,11
223.0,0.7941176470588235,145,vipin_1,L,Channel 3,11
80.00000000000273,1.0,120,vipin_1,L,Channel 4,11
0.0,1.0,100,vipin_1,L,Channel 5,11
287.99999999999864,0.29166666666666835,80,vipin_1,L,Channel 6,11
206.99999999999272,0.27624309392268526,60,vipin_1,L,Channel 7,11
169.00000000000273,0.202702702702707,40,vipin_1,L,Channel 8,11
14.180000000000119,2.5,400,vipin_1,L,CoP,11
1207.570000000049,0.054967490655523046,380,vipin_1,L,vGRF,11
467.99999999999955,0.5054151624548728,200,vipin_1,R,Channel 1,11
189.99999999997817,0.46831955922862195,170,vipin_1,R,Channel 2,11
264.9999999999968,0.8024691358024586,145,vipin_1,R,Channel 3,11
532.0,0.4954954954955082,120,vipin_1,R,Channel 4,11
50.0,0.6629834254143945,100,vipin_1,R,Channel 5,11
301.99999999999955,0.3301886792452837,80,vipin_1,R,Channel 6,11
401.99999999999955,0.2617801047120506,60,vipin_1,R,Channel 7,11
98.00000000000682,0.9036144578313512,40,vipin_1,R,Channel 8,11
0.0,1.3471901462663587,400,vipin_1,R,CoP,11
