normalized_gi_percent,fmg_channel_5_mean,fmg_channel_5_standard_deviation,contributing_trace_count
0,147.3875,170.614715349,40
0.334448160535,147.403219064,170.581333036,40
0.66889632107,147.422700669,170.549299144,40
1.00334448161,147.461580268,170.526500063,40
1.33779264214,147.525459866,170.514539592,40
1.67224080268,147.643394649,170.524557263,40
2.00668896321,147.795986622,170.55506973,40
2.34113712375,147.932943144,170.57200663,40
2.67558528428,148.016220736,170.551301516,40
3.01003344482,148.140802676,170.609130604,40
3.34448160535,148.290468227,170.699045534,40
3.67892976589,148.319983278,170.720581658,40
4.01337792642,148.276170569,170.711854284,40
4.34782608696,148.305434783,170.692610686,40
4.68227424749,148.3659699,170.683890958,40
5.01672240803,148.444481605,170.702271248,40
5.35117056856,148.500501672,170.705453692,40
5.6856187291,148.622575251,170.708879689,40
6.02006688963,148.793060201,170.706053624,40
6.35451505017,148.972909699,170.726612945,40
6.6889632107,149.130267559,170.735144445,40
7.02341137124,149.279598662,170.765819131,40
7.35785953177,149.35819398,170.793871511,40
7.69230769231,149.413461538,170.747559858,40
8.02675585284,149.516220736,170.711464383,40
8.36120401338,149.583026756,170.671995395,40
8.69565217391,149.673913043,170.640742071,40
9.03010033445,149.766889632,170.609468861,40
9.36454849498,149.850919732,170.569986927,40
9.69899665552,149.987207358,170.573537546,40
10.0334448161,150.189882943,170.552964197,40
10.3678929766,150.372993311,170.494725503,40
10.7023411371,150.534615385,170.442143017,40
11.0367892977,150.651212375,170.3716042,40
11.3712374582,150.795526756,170.330868504,40
11.7056856187,150.938001672,170.290345521,40
12.0401337793,151.064757525,170.204295084,40
12.3745819398,151.207148829,170.114107172,40
12.7090301003,151.252633779,169.908443006,40
13.0434782609,151.216304348,169.661125744,40
13.3779264214,151.185367893,169.454413978,40
13.7123745819,151.239130435,169.344653252,40
14.0468227425,151.242474916,169.218975123,40
14.381270903,151.251086957,169.102817464,40
14.7157190635,151.258695652,168.976578237,40
15.0501672241,151.264966555,168.875792059,40
15.3846153846,151.319230769,168.807773411,40
15.7190635452,151.417140468,168.798761543,40
16.0535117057,151.399414716,168.714073824,40
16.3879598662,151.335493311,168.560329324,40
16.7224080268,151.303553512,168.427241678,40
17.0568561873,151.340091973,168.333963841,40
17.3913043478,151.446195652,168.316403246,40
17.7257525084,151.660911371,168.380029253,40
18.0602006689,151.815802676,168.372740061,40
18.3946488294,151.909949833,168.426704517,40
18.72909699,151.984280936,168.499299355,40
19.0635451505,151.978929766,168.470067459,40
19.397993311,151.941304348,168.372249348,40
19.7324414716,151.867809365,168.188317539,40
20.0668896321,151.8340301,168.057858891,40
20.4013377926,151.761078595,167.908931824,40
20.7357859532,151.665091973,167.767736001,40
21.0702341137,151.574623746,167.64281692,40
21.4046822742,151.478553512,167.51700463,40
21.7391304348,151.37173913,167.383369363,40
22.0735785953,151.276672241,167.249098735,40
22.4080267559,151.108528428,167.042420461,40
22.7424749164,150.874749164,166.799973879,40
23.0769230769,150.65,166.539913788,40
23.4113712375,150.463043478,166.298241042,40
23.745819398,150.218478261,166.050903534,40
24.0802675585,149.926421405,165.771922109,40
24.4147157191,149.735033445,165.548534688,40
24.7491638796,149.594732441,165.391310908,40
25.0836120401,149.45,165.243530524,40
25.4180602007,149.314130435,165.107676356,40
25.7525083612,149.146070234,164.930184455,40
26.0869565217,148.969565217,164.729321773,40
26.4214046823,148.757190635,164.538674937,40
26.7558528428,148.535284281,164.367027571,40
27.0903010033,148.227257525,164.201901435,40
27.4247491639,147.882943144,164.011639851,40
27.7591973244,147.601505017,163.830356523,40
28.0936454849,147.314214047,163.680578324,40
28.4280936455,147.014715719,163.539010159,40
28.762541806,146.691555184,163.432199746,40
29.0969899666,146.390133779,163.390978391,40
29.4314381271,145.993436455,163.294595303,40
29.7658862876,145.699122074,163.284775245,40
30.1003344482,145.52520903,163.341510137,40
30.4347826087,145.378804348,163.429171767,40
30.7692307692,145.225961538,163.540783549,40
31.1036789298,145.114255853,163.632776787,40
31.4381270903,145.019272575,163.726776818,40
31.7725752508,144.951797659,163.827110943,40
32.1070234114,144.757107023,163.894906822,40
32.4414715719,144.44590301,163.936578727,40
32.7759197324,144.133862876,163.977386985,40
33.110367893,143.787792642,164.004107703,40
33.4448160535,143.354013378,164.008966755,40
33.779264214,142.926170569,164.033587644,40
34.1137123746,142.531438127,164.048875781,40
34.4481605351,142.12048495,164.13581137,40
34.7826086957,141.67173913,164.248075879,40
35.1170568562,141.062123746,164.362279834,40
35.4515050167,140.404347826,164.424167936,40
35.7859531773,139.826170569,164.485563364,40
36.1204013378,139.370234114,164.590867823,40
36.4548494983,138.657608696,164.727957922,40
36.7892976589,137.708653846,164.902678997,40
37.1237458194,137.248160535,165.071430635,40
37.4581939799,136.966011706,165.195436862,40
37.7926421405,137.016137124,165.249485578,40
38.127090301,137.09958194,165.155719136,40
38.4615384615,137.1,165.144702731,40
38.7959866221,137.086120401,165.184899981,40
39.1304347826,137.129347826,165.202673397,40
39.4648829431,137.189464883,165.220600788,40
39.7993311037,137.288210702,165.301999946,40
40.1337792642,137.441889632,165.415911643,40
40.4682274247,137.667851171,165.576229465,40
40.8026755853,137.882107023,165.676146745,40
41.1371237458,138.196697324,165.791865777,40
41.4715719064,138.498620401,165.955340382,40
41.8060200669,138.784908027,166.171861818,40
42.1404682274,139.106229097,166.401473421,40
42.474916388,139.460535117,166.652606053,40
42.8093645485,139.631647157,166.856438311,40
43.143812709,139.783277592,167.050031238,40
43.4782608696,139.948913043,167.351935203,40
43.8127090301,140.13812709,167.669649509,40
44.1471571906,140.360535117,167.965673257,40
44.4816053512,140.509949833,168.258976231,40
44.8160535117,140.596822742,168.608544459,40
45.1505016722,140.75326087,168.961476042,40
45.4849498328,141.002090301,169.311658259,40
45.8193979933,141.339548495,169.678986411,40
46.1538461538,141.734615385,170.064353422,40
46.4882943144,142.145735786,170.481016475,40
46.8227424749,142.546906355,170.903925535,40
47.1571906355,142.972742475,171.341630104,40
47.491638796,143.397742475,171.791749802,40
47.8260869565,143.790217391,172.259215224,40
48.1605351171,144.185618729,172.732232228,40
48.4949832776,144.593561873,173.279646077,40
48.8294314381,145.030267559,173.856782592,40
49.1638795987,145.438754181,174.374180463,40
49.4983277592,145.801295987,174.794648689,40
49.8327759197,146.292098662,175.242763006,40
50.1672240803,146.739255853,175.73900707,40
50.5016722408,147.172198997,176.284423837,40
50.8361204013,147.615677258,176.84498669,40
51.1705685619,147.956479933,177.360751059,40
51.5050167224,148.169648829,177.871759723,40
51.8394648829,148.432650502,178.437619387,40
52.1739130435,148.959782609,179.156560301,40
52.508361204,149.633152174,179.934506545,40
52.8428093645,150.27909699,180.682378289,40
53.1772575251,150.635869565,181.294119404,40
53.5117056856,150.896989967,181.818731978,40
53.8461538462,151.363461538,182.33581168,40
54.1806020067,151.896906355,182.88826616,40
54.5150501672,152.635117057,183.444868582,40
54.8494983278,153.348327759,184.05064656,40
55.1839464883,153.93729097,184.653763925,40
55.5183946488,154.519565217,185.271612776,40
55.8528428094,155.169899666,185.971867632,40
56.1872909699,155.824414716,186.710606375,40
56.5217391304,156.572826087,187.479238646,40
56.856187291,157.300083612,188.260030111,40
57.1906354515,157.999707358,189.080815157,40
57.525083612,158.723913043,189.900508977,40
57.8595317726,159.501881271,190.670130109,40
58.1939799331,160.234280936,191.453058039,40
58.5284280936,160.921279264,192.292260283,40
58.8628762542,161.552132107,193.09888432,40
59.1973244147,162.151714047,193.789054158,40
59.5317725753,162.881981605,194.548301329,40
59.8662207358,163.678177258,195.378257162,40
60.2006688963,164.505309365,196.355085547,40
60.5351170569,165.241471572,197.182110749,40
60.8695652174,165.948913043,197.963901802,40
61.2040133779,166.71638796,198.780556447,40
61.5384615385,167.544230769,199.655234934,40
61.872909699,168.386956522,200.552893741,40
62.2073578595,169.115259197,201.375356049,40
62.5418060201,169.802090301,202.176815836,40
62.8762541806,170.460994983,202.894570797,40
63.2107023411,171.077591973,203.539094729,40
63.5451505017,171.69076087,204.118299315,40
63.8795986622,172.340050167,204.737369499,40
64.2140468227,172.901923077,205.332076427,40
