normalized_gi_percent,fmg_channel_2_mean,fmg_channel_2_standard_deviation,contributing_trace_count
37.4581939799,199.451254181,150.434192327,40
37.7926421405,199.340928094,150.468511152,40
38.127090301,199.096279264,150.494067253,40
38.4615384615,198.854807692,150.527605512,40
38.7959866221,198.778051839,150.605713625,40
39.1304347826,198.710326087,150.736731194,40
39.4648829431,198.789172241,150.756214332,40
39.7993311037,198.884071906,150.775214892,40
40.1337792642,198.728804348,150.851175166,40
40.4682274247,198.766095318,150.887600219,40
40.8026755853,198.909448161,150.899868398,40
41.1371237458,198.831772575,151.098107289,40
41.4715719064,198.868520067,151.329210834,40
41.8060200669,199.030434783,151.580815084,40
42.1404682274,198.954807692,151.963859654,40
42.474916388,198.739757525,152.506511155,40
42.8093645485,198.761162207,152.999371547,40
43.143812709,198.929264214,153.378572174,40
43.4782608696,199.090217391,153.717316408,40
43.8127090301,199.203762542,154.125424235,40
44.1471571906,199.269983278,154.503764915,40
44.4816053512,199.455685619,154.698909404,40
44.8160535117,199.647157191,154.894590759,40
45.1505016722,199.76722408,155.194001681,40
45.4849498328,199.927926421,155.550072508,40
45.8193979933,200.162625418,156.014502919,40
46.1538461538,200.482692308,156.525952049,40
46.4882943144,200.77416388,157.059679283,40
46.8227424749,200.960200669,157.552479982,40
47.1571906355,201.18645485,158.020507188,40
47.491638796,201.493561873,158.449181138,40
47.8260869565,201.785869565,158.895235839,40
48.1605351171,202.085535117,159.327242049,40
48.4949832776,202.331688963,159.769039004,40
48.8294314381,202.54590301,160.201254961,40
49.1638795987,202.804013378,160.595773656,40
49.4983277592,203.055434783,160.975563388,40
49.8327759197,203.370819398,161.465539424,40
50.1672240803,203.788210702,161.943148586,40
50.5016722408,204.278595318,162.395672702,40
50.8361204013,204.595819398,162.940253976,40
51.1705685619,204.906479933,163.539226591,40
51.5050167224,205.316638796,164.050872235,40
51.8394648829,205.749456522,164.624207872,40
52.1739130435,206.019565217,165.299547637,40
52.508361204,206.379807692,165.946924067,40
52.8428093645,206.822993311,166.554168385,40
53.1772575251,207.329013378,167.1033549,40
53.5117056856,207.81270903,167.681423843,40
53.8461538462,208.051923077,168.256360288,40
54.1806020067,208.208235786,168.828761772,40
54.5150501672,208.65326087,169.279246739,40
54.8494983278,209.120944816,169.757149147,40
55.1839464883,209.622993311,170.188951106,40
55.5183946488,210.050041806,170.67189791,40
55.8528428094,210.49264214,171.293154298,40
56.1872909699,210.772993311,172.166490222,40
56.5217391304,211.170652174,173.104507041,40
56.856187291,211.625501672,173.879387401,40
57.1906354515,211.91638796,174.681769653,40
57.525083612,212.180936455,175.42252188,40
57.8595317726,212.594356187,176.137271751,40
58.1939799331,212.863294314,177.018604669,40
58.5284280936,213.064673913,177.981138296,40
58.8628762542,213.331187291,178.897126971,40
59.1973244147,213.747700669,179.878576949,40
59.5317725753,214.229180602,180.779970561,40
59.8662207358,214.666346154,181.693575471,40
60.2006688963,214.955685619,182.696119968,40
60.5351170569,215.368394649,183.713739672,40
60.8695652174,215.792391304,184.747860796,40
61.2040133779,216.292892977,185.645217597,40
61.5384615385,216.726923077,186.475410399,40
61.872909699,217.012458194,187.469133317,40
62.2073578595,217.089966555,188.60221887,40
62.5418060201,217.334280936,189.448988199,40
62.8762541806,217.807441472,190.06373801,40
63.2107023411,218.270568562,190.542479338,40
63.5451505017,218.740133779,190.931370932,40
63.8795986622,219.226128763,191.273428691,40
64.2140468227,219.708528428,191.708058582,40
64.5484949833,220.198453177,192.165866662,40
64.8829431438,220.760869565,192.55422415,40
65.2173913043,221.238586957,192.948753045,40
65.5518394649,221.729682274,193.327221376,40
65.8862876254,222.209573579,193.630441403,40
66.220735786,222.640301003,193.938928158,40
66.5551839465,223.07173913,194.224725742,40
66.889632107,223.55819398,194.439789662,40
67.2240802676,223.98319398,194.614011961,40
67.5585284281,224.273578595,194.839317665,40
67.8929765886,224.590468227,195.139798741,40
68.2274247492,225.088795987,195.380330447,40
68.5618729097,225.637207358,195.673249007,40
68.8963210702,225.944899666,196.041325902,40
69.2307692308,226.313461538,196.309320276,40
69.5652173913,226.889130435,196.462614218,40
69.8996655518,227.502257525,196.640825319,40
70.2341137124,228.131187291,196.868931486,40
70.5685618729,228.827006689,197.036327252,40
70.9030100334,229.641220736,197.090579841,40
71.237458194,230.389799331,197.280994001,40
71.5719063545,230.950668896,197.577636828,40
71.9063545151,231.360785953,197.928901978,40
72.2408026756,231.855351171,198.221564955,40
72.5752508361,232.532943144,198.39693568,40
72.9096989967,233.227675585,198.626606127,40
73.2441471572,233.817140468,198.956747688,40
73.5785953177,234.37173913,199.306039544,40
73.9130434783,235.05326087,199.609545491,40
74.2474916388,235.691889632,199.813057771,40
74.5819397993,236.287374582,200.023551055,40
74.9163879599,236.660367893,200.365955525,40
75.2508361204,236.929598662,200.713441417,40
75.5852842809,237.220401338,201.037991091,40
75.9197324415,237.557190635,201.330970834,40
76.254180602,237.976839465,201.669395489,40
76.5886287625,238.37416388,202.146361865,40
76.9230769231,238.340384615,202.804428111,40
77.2575250836,238.079013378,203.479987427,40
77.5919732441,237.947575251,204.025589127,40
77.9264214047,237.995735786,204.53753013,40
78.2608695652,238.332608696,205.000415775,40
78.5953177258,238.541471572,205.488508249,40
78.9297658863,238.652173913,205.923737676,40
79.2642140468,238.85,206.259912857,40
79.5986622074,239.252926421,206.566890498,40
79.9331103679,239.677968227,206.981285355,40
80.2675585284,240.013210702,207.425969315,40
80.602006689,240.281647157,207.81487319,40
80.9364548495,240.624331104,208.086150317,40
81.27090301,240.976797659,208.358435819,40
81.6053511706,241.337249164,208.692488241,40
81.9397993311,241.77006689,209.142946782,40
82.2742474916,242.306145485,209.67164965,40
82.6086956522,242.745652174,210.230768324,40
82.9431438127,243.360911371,210.784671042,40
83.2775919732,243.957525084,211.294135882,40
83.6120401338,244.450752508,211.713302998,40
83.9464882943,245.109280936,212.098973138,40
84.2809364548,245.804180602,212.530906953,40
84.6153846154,246.426923077,212.977359375,40
84.9498327759,246.947491639,213.466359749,40
85.2842809365,247.379431438,213.918044604,40
85.618729097,247.936789298,214.309600926,40
85.9531772575,248.692056856,214.678463552,40
86.2876254181,249.470401338,215.067270953,40
86.6220735786,250.255852843,215.524231239,40
86.9565217391,251.048913043,216.03903522,40
87.2909698997,251.766638796,216.491490088,40
87.6254180602,252.438879599,216.938278509,40
87.9598662207,253.081688963,217.410026308,40
88.2943143813,253.656939799,217.873572418,40
88.6287625418,254.22951505,218.279666096,40
88.9632107023,254.946153846,218.671606426,40
89.2976588629,255.762374582,219.079567576,40
89.6321070234,256.59506689,219.484864443,40
89.9665551839,257.372324415,219.899907167,40
90.3010033445,258.12048495,220.316465819,40
90.635451505,258.798411371,220.862452709,40
90.9698996656,259.36680602,221.420394298,40
91.3043478261,259.927173913,221.879188586,40
91.6387959866,260.728428094,222.298978961,40
91.9732441472,261.765635452,222.782447921,40
92.3076923077,262.792307692,223.309591661,40
92.6421404682,263.711454849,223.956184305,40
92.9765886288,264.534448161,224.560414615,40
93.3110367893,265.303511706,225.183289727,40
93.6454849498,266.107692308,225.831668964,40
93.9799331104,266.832107023,226.282504937,40
94.3143812709,267.507023411,226.680779157,40
94.6488294314,268.281688963,227.128905731,40
94.983277592,269.051755853,227.615770693,40
95.3177257525,269.684448161,227.97778293,40
95.652173913,270.215217391,228.245949399,40
95.9866220736,270.689715719,228.485793158,40
96.3210702341,271.173244147,228.741783611,40
96.6555183946,271.712583612,228.964594127,40
96.9899665552,272.315301003,229.062532041,40
97.3244147157,272.92930602,229.09484916,40
97.6588628763,273.522240803,229.052816839,40
97.9933110368,274.130978261,228.948536416,40
98.3277591973,274.806939799,228.7698651,40
98.6622073579,275.445401338,228.642898754,40
98.9966555184,276.031856187,228.480270201,40
99.3311036789,276.629013378,228.147710055,40
99.6655518395,277.297240803,227.694725295,40
100,277.9625,227.235186192,40
