normalized_gi_percent,fmg_channel_1_mean,fmg_channel_1_standard_deviation,contributing_trace_count
0,339.425,195.558960099,40
0.334448160535,339.509949833,195.592545693,40
0.66889632107,339.592391304,195.631194408,40
1.00334448161,339.685869565,195.657858432,40
1.33779264214,339.772826087,195.627722296,40
1.67224080268,339.861789298,195.567057593,40
2.00668896321,340.009113712,195.587159468,40
2.34113712375,340.131270903,195.617206026,40
2.67558528428,340.189715719,195.685962924,40
3.01003344482,340.292976589,195.725061231,40
3.34448160535,340.41229097,195.762491818,40
3.67892976589,340.529598662,195.762854762,40
4.01337792642,340.712458194,195.694522989,40
4.34782608696,340.917391304,195.56049828,40
4.68227424749,341.067474916,195.488393274,40
5.01672240803,341.168311037,195.473676325,40
5.35117056856,341.280267559,195.457906269,40
5.6856187291,341.342307692,195.480230441,40
6.02006688963,341.447073579,195.452591383,40
6.35451505017,341.582859532,195.387801079,40
6.6889632107,341.702508361,195.331788582,40
7.02341137124,341.874247492,195.331998847,40
7.35785953177,342.02458194,195.331783996,40
7.69230769231,342.226923077,195.173305593,40
8.02675585284,342.378093645,195.023431116,40
8.36120401338,342.443227425,195.001430686,40
8.69565217391,342.536956522,195.038011794,40
9.03010033445,342.678428094,195.024719387,40
9.36454849498,342.847408027,195.033986176,40
9.69899665552,343.022658863,194.982558737,40
10.0334448161,343.206856187,194.894229532,40
10.3678929766,343.267725753,194.906850894,40
10.7023411371,343.331939799,195.01701635,40
11.0367892977,343.486998328,195.069169237,40
11.3712374582,343.826797659,195.124581286,40
11.7056856187,344.157441472,195.179597955,40
12.0401337793,344.328929766,195.07449459,40
12.3745819398,344.450167224,195.011212485,40
12.7090301003,344.531270903,195.046668099,40
13.0434782609,344.641847826,195.137059703,40
13.3779264214,344.781479933,195.19604769,40
13.7123745819,344.805852843,195.204106864,40
14.0468227425,344.794816054,195.208968134,40
14.381270903,344.792391304,195.200705568,40
14.7157190635,344.888377926,195.084953333,40
15.0501672241,344.963879599,195.006203202,40
15.3846153846,344.969230769,194.860406567,40
15.7190635452,344.92951505,194.640264515,40
16.0535117057,344.861538462,194.491815419,40
16.3879598662,344.781688963,194.303445699,40
16.7224080268,344.718269231,194.15425211,40
17.0568561873,344.688294314,193.932001892,40
17.3913043478,344.70923913,193.71867621,40
17.7257525084,344.765217391,193.626829511,40
18.0602006689,344.853344482,193.510735506,40
18.3946488294,344.981187291,193.365514029,40
18.72909699,344.908026756,193.136724122,40
19.0635451505,344.650585284,192.873091662,40
19.397993311,344.429264214,192.579809251,40
19.7324414716,344.110953177,192.222242196,40
20.0668896321,343.864882943,191.889738035,40
20.4013377926,343.549958194,191.528556804,40
20.7357859532,343.159280936,191.052766235,40
21.0702341137,342.886162207,190.642018389,40
21.4046822742,342.627675585,190.279435757,40
21.7391304348,342.392391304,189.882559836,40
22.0735785953,342.118227425,189.524497407,40
22.4080267559,341.893478261,189.173314664,40
22.7424749164,341.525334448,188.862623357,40
23.0769230769,341.053846154,188.600206598,40
23.4113712375,340.63235786,188.251637516,40
23.745819398,340.3840301,187.827132125,40
24.0802675585,340.061538462,187.242725639,40
24.4147157191,339.663795987,186.645542975,40
24.7491638796,339.07006689,186.057323326,40
25.0836120401,338.476839465,185.464040598,40
25.4180602007,337.894147157,184.911034862,40
25.7525083612,337.357107023,184.262655568,40
26.0869565217,336.777173913,183.563611456,40
26.4214046823,336.352341137,182.893903495,40
26.7558528428,335.940050167,182.285724484,40
27.0903010033,335.406270903,181.702267121,40
27.4247491639,334.748996656,181.203897014,40
27.7591973244,333.82867893,180.804736458,40
28.0936454849,333.0125,180.357277621,40
28.4280936455,332.307441472,179.897897186,40
28.762541806,331.519690635,179.427332579,40
29.0969899666,330.788545151,178.928893405,40
29.4314381271,330.17993311,178.533818931,40
29.7658862876,329.564673913,178.208356009,40
30.1003344482,328.885117057,178.014271491,40
