normalized_gi_percent,fmg_channel_3_mean,fmg_channel_3_standard_deviation,contributing_trace_count
0,241.125,196.985080336,40
0.334448160535,241.159740803,197.034562827,40
0.66889632107,241.181856187,197.062136105,40
1.00334448161,241.21333612,197.034455995,40
1.33779264214,241.307316054,197.039998744,40
1.67224080268,241.408277592,197.053493986,40
2.00668896321,241.438377926,197.124394554,40
2.34113712375,241.443896321,197.180314638,40
2.67558528428,241.448160535,197.221080073,40
3.01003344482,241.440886288,197.264809999,40
3.34448160535,241.443812709,197.302377851,40
3.67892976589,241.444899666,197.275928902,40
4.01337792642,241.444230769,197.267951852,40
4.34782608696,241.44673913,197.28151299,40
4.68227424749,241.497157191,197.277893448,40
5.01672240803,241.594230769,197.283552909,40
5.35117056856,241.677090301,197.296547546,40
5.6856187291,241.743478261,197.329808972,40
6.02006688963,241.780100334,197.378511353,40
6.35451505017,241.819063545,197.451934337,40
6.6889632107,241.861538462,197.518318224,40
7.02341137124,241.878762542,197.570751626,40
7.35785953177,241.897909699,197.597267887,40
7.69230769231,241.963461538,197.60847069,40
8.02675585284,242.005602007,197.588832771,40
8.36120401338,241.980518395,197.520488603,40
8.69565217391,241.970652174,197.530112894,40
9.03010033445,242.017307692,197.614273336,40
9.36454849498,242.110953177,197.71710471,40
9.69899665552,242.238210702,197.791848321,40
10.0334448161,242.350668896,197.841904425,40
10.3678929766,242.381020067,197.807951631,40
10.7023411371,242.357608696,197.770184897,40
11.0367892977,242.381354515,197.778600594,40
11.3712374582,242.480936455,197.835147269,40
11.7056856187,242.492809365,197.816340125,40
12.0401337793,242.476630435,197.738658284,40
12.3745819398,242.531856187,197.760637533,40
12.7090301003,242.631479933,197.825757964,40
13.0434782609,242.708695652,197.835896663,40
13.3779264214,242.738419732,197.769316356,40
13.7123745819,242.719481605,197.696415796,40
14.0468227425,242.640928094,197.633332211,40
14.381270903,242.572742475,197.616664488,40
14.7157190635,242.576128763,197.607364771,40
15.0501672241,242.635033445,197.550805656,40
15.3846153846,242.688461538,197.493081071,40
15.7190635452,242.738963211,197.499066152,40
16.0535117057,242.730016722,197.491525499,40
16.3879598662,242.696780936,197.449456455,40
16.7224080268,242.709280936,197.402594824,40
17.0568561873,242.688837793,197.397713106,40
17.3913043478,242.7,197.3814917,40
17.7257525084,242.688085284,197.315214848,40
18.0602006689,242.642391304,197.237154856,40
18.3946488294,242.583946488,197.190048925,40
18.72909699,242.544565217,197.176428619,40
19.0635451505,242.516053512,197.126464693,40
19.397993311,242.478929766,197.056266222,40
19.7324414716,242.434448161,196.933996049,40
20.0668896321,242.382316054,196.808439455,40
20.4013377926,242.359615385,196.698060977,40
20.7357859532,242.294899666,196.588911918,40
21.0702341137,242.22909699,196.538674238,40
21.4046822742,242.181061873,196.532773698,40
21.7391304348,242.127717391,196.546980763,40
22.0735785953,242.048035117,196.4723362,40
22.4080267559,241.882148829,196.222771265,40
22.7424749164,241.737750836,196.012931426,40
23.0769230769,241.630769231,195.879643339,40
23.4113712375,241.464464883,195.794997833,40
23.745819398,241.329180602,195.753259994,40
24.0802675585,241.153177258,195.643466087,40
24.4147157191,240.953010033,195.447658576,40
24.7491638796,240.741638796,195.289718723,40
25.0836120401,240.561036789,195.157260938,40
25.4180602007,240.394565217,194.971124036,40
25.7525083612,240.247575251,194.79272652,40
26.0869565217,240.084782609,194.610399163,40
26.4214046823,239.886454849,194.449560405,40
26.7558528428,239.724665552,194.316090788,40
27.0903010033,239.603595318,194.204910697,40
27.4247491639,239.454264214,194.102263967,40
27.7591973244,239.254347826,194.014417208,40
28.0936454849,238.950794314,193.852872877,40
28.4280936455,238.654598662,193.65802546,40
28.762541806,238.497366221,193.517719166,40
29.0969899666,238.351337793,193.505933658,40
29.4314381271,238.280727425,193.618915222,40
29.7658862876,238.224832776,193.703229333,40
30.1003344482,238.075794314,193.654609317,40
30.4347826087,238.069565217,193.630142096,40
30.7692307692,238.064423077,193.608772997,40
31.1036789298,237.858779264,193.533308141,40
31.4381270903,237.703177258,193.49359024,40
31.7725752508,237.632441472,193.453546105,40
32.1070234114,237.609113712,193.444623259,40
32.4414715719,237.627257525,193.470757937,40
32.7759197324,237.598411371,193.515165847,40
33.110367893,237.570108696,193.526601835,40
33.4448160535,237.609949833,193.515156154,40
33.779264214,237.483737458,193.436788499,40
34.1137123746,237.305183946,193.357063847,40
34.4481605351,237.175376254,193.309052723,40
34.7826086957,236.979347826,193.223578098,40
35.1170568562,236.730811037,193.130206385,40
35.4515050167,236.523244147,193.042640393,40
35.7859531773,236.329765886,192.984913508,40
36.1204013378,236.183361204,193.046402904,40
36.4548494983,236.02173913,193.087680279,40
36.7892976589,235.912458194,193.079387894,40
37.1237458194,235.900585284,193.088720748,40
37.4581939799,235.905852843,193.043650102,40
37.7926421405,235.822700669,192.968730215,40
