time_seconds,FMG_channel_1,FMG_channel_2,FMG_channel_3,FMG_channel_4,FMG_channel_5,FMG_channel_6,FMG_channel_7,FMG_channel_8,CoP,vGRF,provisional_phase,label_status,signal_missing
0.00,50,138,51,145,149,124,92,256,15.83,2620.1700000000001,QS,provisional_assumed_short_to_long,0
0.01,50,137.99999999999909,50.000000000000909,143.99999999999909,147,122.99999999999454,89.999999999999091,255.00000000000091,15.83,2619.1700000000219,QS,provisional_assumed_short_to_long,0
0.02,50,137.00000000000182,51,142.99999999999636,146.99999999999818,117.00000000000546,89,255.99999999999818,15.83,2620.1699999999792,QS,provisional_assumed_short_to_long,0
0.03,50,137.99999999999727,50.999999999997272,140.99999999999454,145.99999999999727,119.99999999999454,88.999999999997272,255,15.820000000000201,2622.1699999999601,QS,provisional_assumed_short_to_long,0
0.04,50,136.99999999999636,50.000000000003638,139,145.00000000000364,118,87.999999999989086,255.00000000000364,15.829999999999808,2622.1700000000001,QS,provisional_assumed_short_to_long,0
0.05,49.999999999995453,136.00000000001364,50.999999999995453,138.99999999999545,145.99999999999091,118,85.000000000009095,256.00000000000455,15.83,2621.6700000000092,QS,provisional_assumed_short_to_long,0
0.06,49.000000000005457,138.99999999999454,50.000000000005457,137.99999999999454,144,117.99999999998909,86.999999999994543,256.99999999998909,15.83,2621.1700000000087,QS,provisional_assumed_short_to_long,0
0.07,50,138.00000000001273,51,136.99999999999363,143.99999999997453,115.99999999999363,86,255,15.83,2623.1699999999673,QS,provisional_assumed_short_to_long,0
0.08,50,139.99999999999272,50.999999999992724,135.99999999999272,140,115,85.999999999992724,255,15.83,2623.1599999999999,QS,provisional_assumed_short_to_long,0
0.09,50,138.99999999999181,50.000000000008185,134.99999999998363,140,114.99999999999181,85.000000000016371,255,15.820000000000146,2609.1600000002036,QS,provisional_assumed_short_to_long,0
0.10,50,137.99999999998181,51,133,140,114.00000000000909,86.999999999990905,255.00000000000909,15.800000000000274,2595.1800000001904,QS,provisional_assumed_short_to_long,0
0.11,50,136.00000000003001,51,133,139.99999999999,114.99999999997999,86.000000000010004,256.00000000002001,15.790000000000127,2595.1999999999994,QS,provisional_assumed_short_to_long,0
0.12,50,138.99999999996726,51,133,139.00000000001091,113.00000000001091,87.000000000010914,258,15.789999999999999,2596.2049999999881,QS,provisional_assumed_short_to_long,0
0.13,49.999999999988177,136,50.999999999988177,133,139.99999999998818,114.00000000001182,87.999999999976353,258.00000000001182,15.789999999999999,2597.2099999999891,QS,provisional_assumed_short_to_long,0
0.14,49.000000000012733,136,50.000000000012733,133,139,114.99999999998727,85.999999999987267,259.00000000001273,15.780000000000099,2597.21,QS,provisional_assumed_short_to_long,0
0.15,50,136,51,133,138.99999999997272,113.99999999998636,85.000000000013642,259.99999999998636,15.779999999999999,2597.21,QS,provisional_assumed_short_to_long,0
0.16,50,135.99999999998545,50.999999999985448,133,136.99999999998545,113.00000000001455,85.999999999985448,259,15.779999999999999,2598.1999999999916,QS,provisional_assumed_short_to_long,0
0.17,50,135.00000000001546,50.000000000015461,133,136.00000000001546,114.00000000001546,85,259.00000000003092,15.779999999999999,2597.2100000000073,QS,provisional_assumed_short_to_long,0
0.18,50,136,50.999999999983629,133.00000000001637,136.99999999996726,115,85.000000000016371,261,15.775000000000031,2596.7150000000029,QS,provisional_assumed_short_to_long,0
0.19,50,136.00000000001728,50.00000000001728,134,135,115.00000000001728,86.000000000034561,261.00000000001728,15.770000000000026,2596.2200000000025,QS,provisional_assumed_short_to_long,0
0.20,50,136.99999999998181,51,134,135,115.99999999998181,87.99999999998181,262,15.77,2598.2199999999907,QS,provisional_assumed_short_to_long,0
