time_seconds,FMG_channel_1,FMG_channel_2,FMG_channel_3,FMG_channel_4,FMG_channel_5,FMG_channel_6,FMG_channel_7,FMG_channel_8,CoP,vGRF,provisional_phase,label_status,signal_missing
0.00,50,145,51,146,151,125,76,256,16.059999999999999,2712.9499999999998,QS,provisional_assumed_short_to_long,0
0.01,50,146,50.999999999999091,145,150,124,77.999999999999091,255.00000000000091,16.059999999999999,2712.9549999999999,QS,provisional_assumed_short_to_long,0
0.02,50,146,50,145,149.99999999999454,123.99999999999818,76.999999999998181,255.99999999999636,16.059999999999981,2712.96,QS,provisional_assumed_short_to_long,0
0.03,50,145.99999999999181,50.000000000002728,144.99999999999727,146.99999999999727,122.99999999999454,76.000000000008185,254.00000000000546,16.050000000000001,2712.9699999999998,QS,provisional_assumed_short_to_long,0
0.04,50,143.00000000000728,50.999999999996362,144,146,120.99999999999272,79.000000000003638,255.99999999999272,16.049999999999965,2712.9700000000034,QS,provisional_assumed_short_to_long,0
0.05,50,145.00000000000455,50.000000000004547,143.99999999999545,145.99999999999091,118.99999999997726,79.999999999990905,254.00000000000455,16.039999999999999,2713.9799999999955,QS,provisional_assumed_short_to_long,0
0.06,50,146,50.999999999994543,143,144,113.99999999998909,78.000000000005457,255.00000000000546,16.039999999999999,2712.9900000000171,QS,provisional_assumed_short_to_long,0
0.07,50,146,50,143,144,112.00000000000637,79.000000000006366,256,16.030000000000165,2710.9900000000325,QS,provisional_assumed_short_to_long,0
0.08,50,146,50,142.99999999999272,144,112.99999999999272,79.999999999978172,255.99999999999272,16.030000000000001,2712.4899999999766,QS,provisional_assumed_short_to_long,0
0.09,50,145.99999999999181,50,141.99999999999181,143.99999999999181,111.99999999999181,77,254.99999999999181,16.030000000000001,2713.989999999978,QS,provisional_assumed_short_to_long,0
0.10,50,145.00000000000909,50,141,143.00000000000909,111,77.00000000001819,254.00000000000909,16.030000000000001,2720.0099999999179,QS,provisional_assumed_short_to_long,0
0.11,49.999999999989996,146,50,141,143.99999999999,111.00000000001,78.999999999979991,255,16.030000000000001,2722.0099999999748,QS,provisional_assumed_short_to_long,0
0.12,49.000000000010914,146,50,141,142.99999999998909,111.99999999997817,76.999999999978172,255.00000000001091,16.030000000000001,2721.010000000012,QS,provisional_assumed_short_to_long,0
0.13,50,146,50,141,142,110.00000000001182,75.00000000003547,256,16.030000000000001,2722.0199999999891,QS,provisional_assumed_short_to_long,0
0.14,50,145.99999999997453,50,141,142.00000000001273,111,77.999999999961801,256,16.030000000000001,2724.01999999998,QS,provisional_assumed_short_to_long,0
0.15,50,143.99999999998636,50,141,142.99999999998636,110.99999999997272,75.000000000013642,256.00000000001364,16.030000000000001,2723.5200000000045,QS,provisional_assumed_short_to_long,0
0.16,50,143.00000000004366,50,141,142.00000000001455,109.00000000001455,75.999999999985448,257,16.030000000000001,2723.0200000000041,QS,provisional_assumed_short_to_long,0
0.17,50,145.99999999996908,50,141,143,109.99999999998454,75.000000000015461,257,16.030000000000001,2722.0200000000073,QS,provisional_assumed_short_to_long,0
0.18,50,144,50,141,143,109.00000000003274,76,257,16.039999999999935,2724.0099999999875,QS,provisional_assumed_short_to_long,0
0.19,50,144.00000000001728,50,141,142.99999999998272,111,76.000000000051841,257.00000000001728,16.039999999999999,2726.0099999999893,QS,provisional_assumed_short_to_long,0
0.20,50.00000000001819,145,50,141,141.99999999998181,111,78.99999999992724,258,16.039999999999999,2725.0000000000045,QS,provisional_assumed_short_to_long,0
0.21,51.000000000019099,145.0000000000191,50.000000000019099,141,141,111,75.000000000019099,257.9999999999045,16.04499999999998,2724.9900000000002,QS,provisional_assumed_short_to_long,0
0.22,51.999999999979991,145.99999999997999,50.999999999979991,141,141.00000000002001,111,76.000000000020009,253,16.049999999999986,2724.98,QS,provisional_assumed_short_to_long,0
0.23,51.000000000020918,145.00000000004184,50.000000000020918,141,142.00000000002092,111.00000000002092,76.999999999979082,253,16.059999999999981,2725.969999999998,QS,provisional_assumed_short_to_long,0
0.24,52,146.99999999997817,50.999999999978172,141.00000000002183,143.00000000002183,111.99999999997817,75.999999999956344,253,16.06999999999999,2726.9599999999991,QS,provisional_assumed_short_to_long,0
0.25,52,146,50,142,144,111,74,253,16.079999999999998,2726.9400000000001,QS,provisional_assumed_short_to_long,0
0.26,51.999999999999091,145.00000000000273,50.000000000000909,142,143.00000000000091,112.99999999999818,75.000000000002728,254,16.080000000000016,2724.9299999999998,QS,provisional_assumed_short_to_long,0
0.27,51.000000000001819,147.99999999999818,50.999999999998181,142.00000000000182,144,111,78,254.00000000000182,16.100000000000012,2724.9099999999999,QS,provisional_assumed_short_to_long,0
0.28,52,147.00000000000273,50,143,144,111,77.999999999994543,255.00000000000273,16.105000000000015,2724.9049999999997,QS,provisional_assumed_short_to_long,0
0.29,52,148,50.000000000003638,143,144,111,76.000000000003638,256,16.109999999999999,2724.9000000000183,QS,provisional_assumed_short_to_long,0
0.30,51.999999999995453,148.00000000000455,50.999999999995453,143,144.00000000000455,111,77,256,16.110000000000046,2729.8899999999908,QS,provisional_assumed_short_to_long,0
0.31,51.000000000005457,148.99999999998363,50.000000000005457,143,145,111.00000000000546,77.000000000010914,256,16.119999999999827,2727.8900000000344,QS,provisional_assumed_short_to_long,0
0.32,52,146.00000000001273,50.999999999993634,143,145,112.00000000000637,79.000000000006366,255.99999999999363,16.120000000000001,2728.8799999999837,QS,provisional_assumed_short_to_long,0
0.33,52,147.99999999999272,50,143,145,113,79.999999999970896,255,16.120000000000001,2728.8800000000001,QS,provisional_assumed_short_to_long,0
0.34,52,147,50.000000000008185,142.99999999999181,144.99999999999181,112.99999999999181,76,255,16.124999999999929,2729.3799999999928,QS,provisional_assumed_short_to_long,0
0.35,52,146.99999999999091,50.999999999990905,142,144.00000000000909,112,76.000000000009095,255,16.129999999999932,2729.8799999999933,QS,provisional_assumed_short_to_long,0
0.36,52,146.00000000001,50,142,145,112,76.999999999989996,254.99999999997999,16.129999999999999,2730.8799999999874,QS,provisional_assumed_short_to_long,0
0.37,52,147.00000000001091,50,142,144.99999999998909,111.99999999998909,76.000000000010914,253.00000000001091,16.129999999999999,2731.8799999999883,QS,provisional_assumed_short_to_long,0
0.38,51.999999999988177,147.99999999997635,50,141.99999999998818,144,111.00000000001182,76.999999999988177,254.00000000001182,16.129999999999999,2732.8799999999892,QS,provisional_assumed_short_to_long,0
0.39,51.000000000006366,146.00000000001273,50.000000000006366,141,144,112.00000000000637,76.000000000012733,255,16.129999999999999,2734.8799999999801,QS,provisional_assumed_short_to_long,0
0.40,51.500000000006821,147.00000000001364,50.500000000006821,141,144,112.50000000000682,77.000000000013642,255,16.120000000000093,2732.8800000000183,QS,provisional_assumed_short_to_long,0
0.41,52,148.00000000001455,50.999999999985448,141,144.00000000001455,113,77.999999999985448,255,16.120000000000001,2733.379999999996,QS,provisional_assumed_short_to_long,0
0.42,52,149,50,141,145,113.00000000003092,76.999999999984539,255,16.120000000000001,2733.8799999999965,QS,provisional_assumed_short_to_long,0
