time_seconds,FMG_channel_1,FMG_channel_2,FMG_channel_3,FMG_channel_4,FMG_channel_5,FMG_channel_6,FMG_channel_7,FMG_channel_8,CoP,vGRF,provisional_phase,label_status,signal_missing,FMG_channel_1_imputed,FMG_channel_2_imputed,FMG_channel_3_imputed,FMG_channel_4_imputed,FMG_channel_5_imputed,FMG_channel_6_imputed,FMG_channel_7_imputed,FMG_channel_8_imputed,CoP_imputed,vGRF_imputed
0.00,34,30,47,56,50,52,31,36,12.91,1431.71,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.01,35,31,47.999999999999091,56,50,51.999999999999091,30.000000000000909,36,12.849999999999991,1428.8200000000063,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.02,35,31,47,56,49.999999999998181,51,31,36,12.839999999999991,1435.8500000000035,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.03,35,30.999999999994543,47.000000000002728,56,49,50.999999999991815,31,36.000000000002728,12.835000000000043,1437.8699999999826,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.04,35,29.000000000010914,48,56,49,48,31,37,12.830000000000096,1439.8899999999614,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.05,35,31.999999999990905,48,55.999999999995453,48.999999999995453,48,31,36.999999999995453,12.880000000000047,1426.730000000073,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.06,35,30.000000000005457,47.999999999994543,55.000000000005457,48.000000000010914,47.999999999994543,31,36,12.889999999999828,1442.7899999997223,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.07,35,31,47,55.999999999993634,49.999999999987267,47,31,36,12.899999999999809,1442.8000000000193,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.08,35,31,47,55.000000000015461,48.000000000030923,47,31,36,12.870000000000463,1445.8199999999533,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.09,35,31.999999999985448,47.999999999985448,55,48.999999999985448,47.999999999985448,31,36.999999999985448,13.120000000000285,1444.310000000045,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.10,35,31.000000000013642,48,55,49,48,31,37,13.155000000000317,1449.80000000005,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.11,35,31.999999999987267,47.000000000012733,55,49,48,31,37,13.1899999999996,1455.2900000002201,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.12,35,32,47,55,49,48,31,36.000000000011823,13.150000000000473,1477.2999999997396,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.13,35,30.000000000021828,47.999999999989086,55,49,48,31,36,12.899999999999292,1424.499999999942,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.14,35,30.999999999989996,47.000000000010004,55,48.000000000010004,48,31,35.000000000010004,12.8400000000006,1419.590000000049,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.15,35,31.999999999990905,47.999999999990905,55.999999999990905,48.999999999990905,48,31,35.999999999990905,12.820000000000409,1426.6499999998573,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
0.16,35,32,48,56,49,48,31,36,12.850000000000096,1416.1849999999667,QS,model_assisted_not_ground_truth,0,0,0,0,0,0,0,0,0,0,0
