channel_index,donors,end_seconds,method,missing_samples,model_holdout_normalized_rmse,record,start_seconds,temporal_holdout_normalized_rmse,training_source,trial,validation_points,warning
0,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
1,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
2,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
3,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
4,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
5,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
6,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
7,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
8,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
9,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
10,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
11,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
12,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
13,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
14,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
15,,21.07,cross_sensor_ridge_within_recording,1,0.12525600003903684,abh_1,21.07,0.36928771055538917,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
16,,0.0,cross_sensor_ridge_within_recording,1,0.1223069379804622,abh_1,0.0,0.3669573233187168,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
16,,21.07,cross_sensor_ridge_within_recording,2,0.1223069379804622,abh_1,21.06,0.3669573233187168,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
17,,0.0,cross_sensor_ridge_within_recording,1,0.1223069379804622,abh_1,0.0,0.3669573233187168,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
17,,21.07,cross_sensor_ridge_within_recording,2,0.1223069379804622,abh_1,21.06,0.3669573233187168,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
18,,21.07,cross_sensor_ridge_within_recording,1,0.15553041004573107,abh_1,21.07,0.39488932503754065,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
19,,21.07,cross_sensor_ridge_within_recording,1,0.15553041004573107,abh_1,21.07,0.39488932503754065,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
16,,20.55,cross_sensor_ridge_within_recording,1,0.06928785348268394,abh_1,20.55,0.3370158321619505,within_recording,2,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
17,,20.55,cross_sensor_ridge_within_recording,1,0.06928785348268394,abh_1,20.55,0.3370158321619505,within_recording,2,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
18,,20.55,cross_sensor_ridge_within_recording,1,0.10126981554853971,abh_1,20.55,0.3726382312574894,within_recording,2,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
19,,20.55,cross_sensor_ridge_within_recording,1,0.10126981554853971,abh_1,20.55,0.3726382312574894,within_recording,2,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
0,,21.150000000000002,cross_sensor_ridge_within_recording,1,0.1156214737491446,abh_1,21.150000000000002,0.32522675818587865,within_recording,3,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
1,,21.150000000000002,cross_sensor_ridge_within_recording,1,0.1156214737491446,abh_1,21.150000000000002,0.32522675818587865,within_recording,3,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
