baseline,gain,offset,record,side,signal,trial
65.0,0.5343511450381739,200,abh_1,L,Channel 1,1
101.0,1.0,170,abh_1,L,Channel 2,1
49.0,1.0,145,abh_1,L,Channel 3,1
111.0,1.0,120,abh_1,L,Channel 4,1
146.0,0.8571428571428571,100,abh_1,L,Channel 5,1
46.0,1.0,80,abh_1,L,Channel 6,1
29.0,1.0,60,abh_1,L,Channel 7,1
165.99999999999886,0.1807228915662663,40,abh_1,L,Channel 8,1
14.86,2.5,400,abh_1,L,CoP,1
2377.4000000000447,0.0721119176962723,380,abh_1,L,vGRF,1
0.0,0.4294478527607362,200,abh_1,R,Channel 1,1
79.0,0.5379746835443274,170,abh_1,R,Channel 2,1
38.999999999999545,0.6914893617021278,145,abh_1,R,Channel 3,1
47.999999999998636,0.9282700421940917,120,abh_1,R,Channel 4,1
254.0,0.9574468085106528,100,abh_1,R,Channel 5,1
72.99999999999841,0.6235011990407892,80,abh_1,R,Channel 6,1
198.0,0.4237288135593236,60,abh_1,R,Channel 7,1
166.99999999999977,0.23076923076923936,40,abh_1,R,Channel 8,1
10.38,2.5,400,abh_1,R,CoP,1
1314.0000000000064,0.058670143415917086,380,abh_1,R,vGRF,1
70.00000000000114,0.6222222222222253,200,abh_1,L,Channel 1,2
99.00000000000273,1.0,170,abh_1,L,Channel 2,2
46.0,1.0,145,abh_1,L,Channel 3,2
122.0,1.0,120,abh_1,L,Channel 4,2
136.00000000000432,0.967741935483826,100,abh_1,L,Channel 5,2
48.0,1.0,80,abh_1,L,Channel 6,2
28.0,1.0,60,abh_1,L,Channel 7,2
185.0,0.16216216216216217,40,abh_1,L,Channel 8,2
15.06,2.5,400,abh_1,L,CoP,2
2446.620000000013,0.08,380,abh_1,L,vGRF,2
52.00000000000318,0.5323193916349874,200,abh_1,R,Channel 1,2
96.0,0.6137184115523576,170,abh_1,R,Channel 2,2
38.0,0.6939501779359453,145,abh_1,R,Channel 3,2
50.0,0.9691629955947136,120,abh_1,R,Channel 4,2
290.0,0.6818181818182507,100,abh_1,R,Channel 5,2
129.0,0.7103825136612116,80,abh_1,R,Channel 6,2
222.00000000000432,0.364963503649633,60,abh_1,R,Channel 7,2
209.0,0.1744186046511628,40,abh_1,R,Channel 8,2
10.859999999999992,2.5,400,abh_1,R,CoP,2
1218.0000000000014,0.052816901408450787,380,abh_1,R,vGRF,2
120.99999999999227,0.6698564593301212,200,abh_1,L,Channel 1,3
139.0,1.0,170,abh_1,L,Channel 2,3
51.0,1.0,145,abh_1,L,Channel 3,3
150.99999999999773,1.0,120,abh_1,L,Channel 4,3
223.0,0.4864864864864865,100,abh_1,L,Channel 5,3
130.99999999999864,0.7608695652174026,80,abh_1,L,Channel 6,3
31.0,1.0,60,abh_1,L,Channel 7,3
218.9999999999991,0.1369863013698636,40,abh_1,L,Channel 8,3
15.079999999999847,2.5,400,abh_1,L,CoP,3
2527.580000000125,0.07474710562601565,380,abh_1,L,vGRF,3
48.0,0.48951048951049,200,abh_1,R,Channel 1,3
98.0,0.6296296296296303,170,abh_1,R,Channel 2,3
38.99999999999818,0.7442748091603176,145,abh_1,R,Channel 3,3
47.0,1.0,120,abh_1,R,Channel 4,3
294.00000000000364,0.656934306569346,100,abh_1,R,Channel 5,3
