png,source_complete_graph,source_segmented_csv,status,sssw_start_seconds,sssw_end_seconds
Sub01_H/abh_1/trial_03_l.png,tempgraphs/sub01_h/abh_1/trial_03_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_03_l_segmented.csv,created: exact completed-graph display transform,2.58,4.63
Sub01_H/abh_1/trial_03_r.png,tempgraphs/sub01_h/abh_1/trial_03_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_03_r_segmented.csv,created: exact completed-graph display transform,2.58,4.63
Sub01_H/abh_1/trial_04_l.png,tempgraphs/sub01_h/abh_1/trial_04_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_04_l_segmented.csv,created: exact completed-graph display transform,3.94,9.87
Sub01_H/abh_1/trial_04_r.png,tempgraphs/sub01_h/abh_1/trial_04_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_04_r_segmented.csv,created: exact completed-graph display transform,3.94,9.87
Sub01_H/abh_1/trial_05_l.png,tempgraphs/sub01_h/abh_1/trial_05_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_05_l_segmented.csv,created: exact completed-graph display transform,2.27,4.83
Sub01_H/abh_1/trial_05_r.png,tempgraphs/sub01_h/abh_1/trial_05_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_05_r_segmented.csv,created: exact completed-graph display transform,2.27,4.83
Sub01_H/abh_1/trial_06_l.png,tempgraphs/sub01_h/abh_1/trial_06_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_06_l_segmented.csv,created: exact completed-graph display transform,3.89,11.0
Sub01_H/abh_1/trial_06_r.png,tempgraphs/sub01_h/abh_1/trial_06_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_06_r_segmented.csv,created: exact completed-graph display transform,3.89,11.0
Sub01_H/abh_1/trial_07_l.png,tempgraphs/sub01_h/abh_1/trial_07_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_07_l_segmented.csv,created: exact completed-graph display transform,3.06,10.48
Sub01_H/abh_1/trial_07_r.png,tempgraphs/sub01_h/abh_1/trial_07_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_07_r_segmented.csv,created: exact completed-graph display transform,3.06,10.48
Sub01_H/abh_1/trial_08_l.png,tempgraphs/sub01_h/abh_1/trial_08_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_08_l_segmented.csv,created: exact completed-graph display transform,3.64,5.85
Sub01_H/abh_1/trial_08_r.png,tempgraphs/sub01_h/abh_1/trial_08_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_08_r_segmented.csv,created: exact completed-graph display transform,3.64,5.85
Sub01_H/abh_1/trial_09_l.png,tempgraphs/sub01_h/abh_1/trial_09_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_09_l_segmented.csv,created: exact completed-graph display transform,3.97,5.96
Sub01_H/abh_1/trial_09_r.png,tempgraphs/sub01_h/abh_1/trial_09_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_09_r_segmented.csv,created: exact completed-graph display transform,3.97,5.96
Sub01_H/abh_1/trial_10_l.png,tempgraphs/sub01_h/abh_1/trial_10_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_10_l_segmented.csv,created: exact completed-graph display transform,2.93,4.82
Sub01_H/abh_1/trial_10_r.png,tempgraphs/sub01_h/abh_1/trial_10_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_10_r_segmented.csv,created: exact completed-graph display transform,2.93,4.82
Sub01_H/abh_1/trial_11_l.png,tempgraphs/sub01_h/abh_1/trial_11_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_11_l_segmented.csv,created: exact completed-graph display transform,2.62,9.87
Sub01_H/abh_1/trial_11_r.png,tempgraphs/sub01_h/abh_1/trial_11_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_11_r_segmented.csv,created: exact completed-graph display transform,2.62,9.87
Sub01_H/abh_1/trial_12_l.png,tempgraphs/sub01_h/abh_1/trial_12_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_12_l_segmented.csv,created: exact completed-graph display transform,3.33,7.47
Sub01_H/abh_1/trial_12_r.png,tempgraphs/sub01_h/abh_1/trial_12_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_12_r_segmented.csv,created: exact completed-graph display transform,3.33,7.47
Sub01_H/abh_1/trial_13_l.png,tempgraphs/sub01_h/abh_1/trial_13_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_13_l_segmented.csv,created: exact completed-graph display transform,4.24,9.68
Sub01_H/abh_1/trial_13_r.png,tempgraphs/sub01_h/abh_1/trial_13_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_13_r_segmented.csv,created: exact completed-graph display transform,4.24,9.68
Sub01_H/abh_1/trial_14_l.png,tempgraphs/sub01_h/abh_1/trial_14_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_14_l_segmented.csv,created: exact completed-graph display transform,2.97,14.13
Sub01_H/abh_1/trial_14_r.png,tempgraphs/sub01_h/abh_1/trial_14_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_14_r_segmented.csv,created: exact completed-graph display transform,2.97,14.13
Sub01_H/abh_1/trial_15_l.png,tempgraphs/sub01_h/abh_1/trial_15_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_15_l_segmented.csv,created: exact completed-graph display transform,4.31,11.07
Sub01_H/abh_1/trial_15_r.png,tempgraphs/sub01_h/abh_1/trial_15_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_15_r_segmented.csv,created: exact completed-graph display transform,4.31,11.07
Sub01_H/abh_1/trial_16_l.png,tempgraphs/sub01_h/abh_1/trial_16_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_16_l_segmented.csv,created: exact completed-graph display transform,3.52,5.45
Sub01_H/abh_1/trial_16_r.png,tempgraphs/sub01_h/abh_1/trial_16_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_16_r_segmented.csv,created: exact completed-graph display transform,3.52,5.45
Sub01_H/abh_1/trial_17_l.png,tempgraphs/sub01_h/abh_1/trial_17_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_17_l_segmented.csv,created: exact completed-graph display transform,3.19,5.24
Sub01_H/abh_1/trial_17_r.png,tempgraphs/sub01_h/abh_1/trial_17_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_17_r_segmented.csv,created: exact completed-graph display transform,3.19,5.24
Sub01_H/abh_1/trial_18_l.png,tempgraphs/sub01_h/abh_1/trial_18_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_18_l_segmented.csv,created: exact completed-graph display transform,3.00,8.69
Sub01_H/abh_1/trial_18_r.png,tempgraphs/sub01_h/abh_1/trial_18_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_18_r_segmented.csv,created: exact completed-graph display transform,3.00,8.69
Sub01_H/abh_21/trial_01_l.png,tempgraphs/sub01_h/abh_21/trial_01_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_01_l_segmented.csv,created: exact completed-graph display transform,7.55,13.41
Sub01_H/abh_21/trial_01_r.png,tempgraphs/sub01_h/abh_21/trial_01_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_01_r_segmented.csv,created: exact completed-graph display transform,7.55,13.41
Sub01_H/abh_21/trial_02_l.png,tempgraphs/sub01_h/abh_21/trial_02_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_02_l_segmented.csv,created: exact completed-graph display transform,2.99,9.17
Sub01_H/abh_21/trial_02_r.png,tempgraphs/sub01_h/abh_21/trial_02_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_02_r_segmented.csv,created: exact completed-graph display transform,2.99,9.17
Sub01_H/abh_21/trial_03_l.png,tempgraphs/sub01_h/abh_21/trial_03_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_03_l_segmented.csv,created: exact completed-graph display transform,2.53,9.49
Sub01_H/abh_21/trial_03_r.png,tempgraphs/sub01_h/abh_21/trial_03_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_03_r_segmented.csv,created: exact completed-graph display transform,2.53,9.49
Sub01_H/abh_21/trial_04_l.png,tempgraphs/sub01_h/abh_21/trial_04_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_04_l_segmented.csv,created: exact completed-graph display transform,4.07,10.15
Sub01_H/abh_21/trial_04_r.png,tempgraphs/sub01_h/abh_21/trial_04_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_04_r_segmented.csv,created: exact completed-graph display transform,4.07,10.15
Sub01_H/abh_21/trial_05_l.png,tempgraphs/sub01_h/abh_21/trial_05_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_05_l_segmented.csv,created: exact completed-graph display transform,2.95,11.16
Sub01_H/abh_21/trial_05_r.png,tempgraphs/sub01_h/abh_21/trial_05_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_05_r_segmented.csv,created: exact completed-graph display transform,2.95,11.16
Sub01_H/abh_21/trial_06_l.png,tempgraphs/sub01_h/abh_21/trial_06_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_06_l_segmented.csv,created: exact completed-graph display transform,3.32,9.57
Sub01_H/abh_21/trial_06_r.png,tempgraphs/sub01_h/abh_21/trial_06_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_06_r_segmented.csv,created: exact completed-graph display transform,3.32,9.57
Sub01_H/abh_21/trial_07_l.png,tempgraphs/sub01_h/abh_21/trial_07_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_07_l_segmented.csv,created: exact completed-graph display transform,2.75,4.9
Sub01_H/abh_21/trial_07_r.png,tempgraphs/sub01_h/abh_21/trial_07_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_07_r_segmented.csv,created: exact completed-graph display transform,2.75,4.9
Sub01_H/abh_21/trial_08_l.png,tempgraphs/sub01_h/abh_21/trial_08_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_08_l_segmented.csv,created: exact completed-graph display transform,3.20,9.12
Sub01_H/abh_21/trial_08_r.png,tempgraphs/sub01_h/abh_21/trial_08_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_08_r_segmented.csv,created: exact completed-graph display transform,3.20,9.12
Sub01_H/abh_21/trial_09_l.png,tempgraphs/sub01_h/abh_21/trial_09_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_09_l_segmented.csv,created: exact completed-graph display transform,3.60,10.59
Sub01_H/abh_21/trial_09_r.png,tempgraphs/sub01_h/abh_21/trial_09_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_09_r_segmented.csv,created: exact completed-graph display transform,3.60,10.59
Sub01_H/abh_21/trial_10_l.png,tempgraphs/sub01_h/abh_21/trial_10_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_10_l_segmented.csv,created: exact completed-graph display transform,3.76,9.78
Sub01_H/abh_21/trial_10_r.png,tempgraphs/sub01_h/abh_21/trial_10_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_10_r_segmented.csv,created: exact completed-graph display transform,3.76,9.78
Sub01_H/abh_21/trial_11_l.png,tempgraphs/sub01_h/abh_21/trial_11_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_11_l_segmented.csv,created: exact completed-graph display transform,5.32,11.4
Sub01_H/abh_21/trial_11_r.png,tempgraphs/sub01_h/abh_21/trial_11_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_11_r_segmented.csv,created: exact completed-graph display transform,5.32,11.4
Sub01_H/abh_21/trial_12_l.png,tempgraphs/sub01_h/abh_21/trial_12_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_12_l_segmented.csv,created: exact completed-graph display transform,3.63,11.0
Sub01_H/abh_21/trial_12_r.png,tempgraphs/sub01_h/abh_21/trial_12_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_12_r_segmented.csv,created: exact completed-graph display transform,3.63,11.0
Sub01_H/abh_21/trial_13_l.png,tempgraphs/sub01_h/abh_21/trial_13_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_13_l_segmented.csv,created: exact completed-graph display transform,3.07,7.42
Sub01_H/abh_21/trial_13_r.png,tempgraphs/sub01_h/abh_21/trial_13_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_13_r_segmented.csv,created: exact completed-graph display transform,3.07,7.42
Sub01_H/abh_21/trial_14_l.png,tempgraphs/sub01_h/abh_21/trial_14_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_14_l_segmented.csv,created: exact completed-graph display transform,3.65,9.5
Sub01_H/abh_21/trial_14_r.png,tempgraphs/sub01_h/abh_21/trial_14_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_14_r_segmented.csv,created: exact completed-graph display transform,3.65,9.5
Sub01_H/abh_21/trial_15_l.png,tempgraphs/sub01_h/abh_21/trial_15_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_15_l_segmented.csv,created: exact completed-graph display transform,3.42,5.6
Sub01_H/abh_21/trial_15_r.png,tempgraphs/sub01_h/abh_21/trial_15_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_15_r_segmented.csv,created: exact completed-graph display transform,3.42,5.6
Sub01_H/abh_21/trial_16_l.png,tempgraphs/sub01_h/abh_21/trial_16_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_16_l_segmented.csv,created: exact completed-graph display transform,2.67,7.91
Sub01_H/abh_21/trial_16_r.png,tempgraphs/sub01_h/abh_21/trial_16_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_16_r_segmented.csv,created: exact completed-graph display transform,2.67,7.91
Sub01_H/abh_21/trial_17_l.png,tempgraphs/sub01_h/abh_21/trial_17_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_17_l_segmented.csv,created: exact completed-graph display transform,2.35,5.28
Sub01_H/abh_21/trial_17_r.png,tempgraphs/sub01_h/abh_21/trial_17_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_17_r_segmented.csv,created: exact completed-graph display transform,2.35,5.28
Sub01_H/abh_21/trial_18_l.png,tempgraphs/sub01_h/abh_21/trial_18_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_18_l_segmented.csv,created: exact completed-graph display transform,2.75,9.48
Sub01_H/abh_21/trial_18_r.png,tempgraphs/sub01_h/abh_21/trial_18_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_18_r_segmented.csv,created: exact completed-graph display transform,2.75,9.48
Sub01_H/abh_21/trial_19_l.png,tempgraphs/sub01_h/abh_21/trial_19_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_19_l_segmented.csv,created: exact completed-graph display transform,3.02,7.73
Sub01_H/abh_21/trial_19_r.png,tempgraphs/sub01_h/abh_21/trial_19_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_19_r_segmented.csv,created: exact completed-graph display transform,3.02,7.73
Sub01_H/abh_21/trial_20_l.png,tempgraphs/sub01_h/abh_21/trial_20_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_20_l_segmented.csv,created: exact completed-graph display transform,5.61,9.28
Sub01_H/abh_21/trial_20_r.png,tempgraphs/sub01_h/abh_21/trial_20_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_20_r_segmented.csv,created: exact completed-graph display transform,5.61,9.28
Sub01_H/abh_21/trial_21_l.png,tempgraphs/sub01_h/abh_21/trial_21_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_21_l_segmented.csv,created: exact completed-graph display transform,2.65,9.41
Sub01_H/abh_21/trial_21_r.png,tempgraphs/sub01_h/abh_21/trial_21_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_21_r_segmented.csv,created: exact completed-graph display transform,2.65,9.41
Sub01_H/abh_21/trial_22_l.png,tempgraphs/sub01_h/abh_21/trial_22_l_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_22_l_segmented.csv,created: exact completed-graph display transform,3.25,9.13
Sub01_H/abh_21/trial_22_r.png,tempgraphs/sub01_h/abh_21/trial_22_r_complete.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_22_r_segmented.csv,created: exact completed-graph display transform,3.25,9.13
Sub02_A/vipin_1/trial_01_l.png,tempgraphs/sub02_a/vipin_1/trial_01_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_01_l_segmented.csv,created: exact completed-graph display transform,4.20,6.98
Sub02_A/vipin_1/trial_01_r.png,tempgraphs/sub02_a/vipin_1/trial_01_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_01_r_segmented.csv,created: exact completed-graph display transform,4.20,6.98
Sub02_A/vipin_1/trial_02_l.png,tempgraphs/sub02_a/vipin_1/trial_02_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_02_l_segmented.csv,created: exact completed-graph display transform,3.08,9.4
Sub02_A/vipin_1/trial_02_r.png,tempgraphs/sub02_a/vipin_1/trial_02_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_02_r_segmented.csv,created: exact completed-graph display transform,3.08,9.4
Sub02_A/vipin_1/trial_03_l.png,tempgraphs/sub02_a/vipin_1/trial_03_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_03_l_segmented.csv,created: exact completed-graph display transform,2.83,6.03
Sub02_A/vipin_1/trial_03_r.png,tempgraphs/sub02_a/vipin_1/trial_03_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_03_r_segmented.csv,created: exact completed-graph display transform,2.83,6.03
Sub02_A/vipin_1/trial_04_l.png,tempgraphs/sub02_a/vipin_1/trial_04_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_04_l_segmented.csv,created: exact completed-graph display transform,3.18,7.37
Sub02_A/vipin_1/trial_04_r.png,tempgraphs/sub02_a/vipin_1/trial_04_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_04_r_segmented.csv,created: exact completed-graph display transform,3.18,7.37
Sub02_A/vipin_1/trial_05_l.png,tempgraphs/sub02_a/vipin_1/trial_05_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_05_l_segmented.csv,created: exact completed-graph display transform,3.19,10.06
Sub02_A/vipin_1/trial_05_r.png,tempgraphs/sub02_a/vipin_1/trial_05_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_05_r_segmented.csv,created: exact completed-graph display transform,3.19,10.06
Sub02_A/vipin_1/trial_06_l.png,tempgraphs/sub02_a/vipin_1/trial_06_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_06_l_segmented.csv,created: exact completed-graph display transform,3.69,9.9
Sub02_A/vipin_1/trial_06_r.png,tempgraphs/sub02_a/vipin_1/trial_06_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_06_r_segmented.csv,created: exact completed-graph display transform,3.69,9.9
Sub02_A/vipin_1/trial_07_l.png,tempgraphs/sub02_a/vipin_1/trial_07_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_07_l_segmented.csv,created: exact completed-graph display transform,3.55,6.66
Sub02_A/vipin_1/trial_07_r.png,tempgraphs/sub02_a/vipin_1/trial_07_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_07_r_segmented.csv,created: exact completed-graph display transform,3.55,6.66
Sub02_A/vipin_1/trial_08_l.png,tempgraphs/sub02_a/vipin_1/trial_08_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_08_l_segmented.csv,created: exact completed-graph display transform,2.71,4.75
Sub02_A/vipin_1/trial_08_r.png,tempgraphs/sub02_a/vipin_1/trial_08_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_08_r_segmented.csv,created: exact completed-graph display transform,2.71,4.75
Sub02_A/vipin_1/trial_09_l.png,tempgraphs/sub02_a/vipin_1/trial_09_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_09_l_segmented.csv,created: exact completed-graph display transform,2.33,5.61
Sub02_A/vipin_1/trial_09_r.png,tempgraphs/sub02_a/vipin_1/trial_09_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_09_r_segmented.csv,created: exact completed-graph display transform,2.33,5.61
Sub02_A/vipin_1/trial_10_l.png,tempgraphs/sub02_a/vipin_1/trial_10_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_10_l_segmented.csv,created: exact completed-graph display transform,3.67,10.0
Sub02_A/vipin_1/trial_10_r.png,tempgraphs/sub02_a/vipin_1/trial_10_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_10_r_segmented.csv,created: exact completed-graph display transform,3.67,10.0
Sub02_A/vipin_1/trial_11_l.png,tempgraphs/sub02_a/vipin_1/trial_11_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_11_l_segmented.csv,created: exact completed-graph display transform,2.74,11.08
Sub02_A/vipin_1/trial_11_r.png,tempgraphs/sub02_a/vipin_1/trial_11_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_11_r_segmented.csv,created: exact completed-graph display transform,2.74,11.08
Sub02_A/vipin_1/trial_12_l.png,tempgraphs/sub02_a/vipin_1/trial_12_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_12_l_segmented.csv,created: exact completed-graph display transform,2.50,4.99
Sub02_A/vipin_1/trial_12_r.png,tempgraphs/sub02_a/vipin_1/trial_12_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_12_r_segmented.csv,created: exact completed-graph display transform,2.50,4.99
Sub02_A/vipin_21/trial_01_l.png,tempgraphs/sub02_a/vipin_21/trial_01_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_01_l_segmented.csv,created: exact completed-graph display transform,3.14,11.29
Sub02_A/vipin_21/trial_01_r.png,tempgraphs/sub02_a/vipin_21/trial_01_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_01_r_segmented.csv,created: exact completed-graph display transform,3.14,11.29
Sub02_A/vipin_21/trial_02_l.png,tempgraphs/sub02_a/vipin_21/trial_02_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_02_l_segmented.csv,created: exact completed-graph display transform,2.93,15.09
Sub02_A/vipin_21/trial_02_r.png,tempgraphs/sub02_a/vipin_21/trial_02_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_02_r_segmented.csv,created: exact completed-graph display transform,2.93,15.09
Sub02_A/vipin_21/trial_03_l.png,tempgraphs/sub02_a/vipin_21/trial_03_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_03_l_segmented.csv,created: exact completed-graph display transform,3.05,9.38
Sub02_A/vipin_21/trial_03_r.png,tempgraphs/sub02_a/vipin_21/trial_03_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_03_r_segmented.csv,created: exact completed-graph display transform,3.05,9.38
Sub02_A/vipin_21/trial_04_l.png,tempgraphs/sub02_a/vipin_21/trial_04_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_04_l_segmented.csv,created: exact completed-graph display transform,2.92,5.58
Sub02_A/vipin_21/trial_04_r.png,tempgraphs/sub02_a/vipin_21/trial_04_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_04_r_segmented.csv,created: exact completed-graph display transform,2.92,5.58
Sub02_A/vipin_21/trial_05_l.png,tempgraphs/sub02_a/vipin_21/trial_05_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_05_l_segmented.csv,created: exact completed-graph display transform,2.97,9.56
Sub02_A/vipin_21/trial_05_r.png,tempgraphs/sub02_a/vipin_21/trial_05_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_05_r_segmented.csv,created: exact completed-graph display transform,2.97,9.56
Sub02_A/vipin_21/trial_06_l.png,tempgraphs/sub02_a/vipin_21/trial_06_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_06_l_segmented.csv,created: exact completed-graph display transform,2.31,5.51
Sub02_A/vipin_21/trial_06_r.png,tempgraphs/sub02_a/vipin_21/trial_06_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_06_r_segmented.csv,created: exact completed-graph display transform,2.31,5.51
Sub02_A/vipin_21/trial_07_l.png,tempgraphs/sub02_a/vipin_21/trial_07_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_07_l_segmented.csv,created: exact completed-graph display transform,2.70,12.42
Sub02_A/vipin_21/trial_07_r.png,tempgraphs/sub02_a/vipin_21/trial_07_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_07_r_segmented.csv,created: exact completed-graph display transform,2.70,12.42
Sub02_A/vipin_21/trial_08_l.png,tempgraphs/sub02_a/vipin_21/trial_08_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_08_l_segmented.csv,created: exact completed-graph display transform,3.43,8.43
Sub02_A/vipin_21/trial_08_r.png,tempgraphs/sub02_a/vipin_21/trial_08_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_08_r_segmented.csv,created: exact completed-graph display transform,3.43,8.43
Sub02_A/vipin_21/trial_09_l.png,tempgraphs/sub02_a/vipin_21/trial_09_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_09_l_segmented.csv,created: exact completed-graph display transform,2.82,10.84
Sub02_A/vipin_21/trial_09_r.png,tempgraphs/sub02_a/vipin_21/trial_09_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_09_r_segmented.csv,created: exact completed-graph display transform,2.82,10.84
Sub02_A/vipin_21/trial_10_l.png,tempgraphs/sub02_a/vipin_21/trial_10_l_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_10_l_segmented.csv,created: exact completed-graph display transform,2.93,7.92
Sub02_A/vipin_21/trial_10_r.png,tempgraphs/sub02_a/vipin_21/trial_10_r_complete.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_10_r_segmented.csv,created: exact completed-graph display transform,2.93,7.92
Sub02_H/Alif_1/trial_01_l.png,tempgraphs/sub02_h/Alif_1/trial_01_l_complete.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_01_l_segmented.csv,created: exact completed-graph display transform,3.35,11.01
Sub02_H/Alif_1/trial_01_r.png,tempgraphs/sub02_h/Alif_1/trial_01_r_complete.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_01_r_segmented.csv,created: exact completed-graph display transform,3.35,11.01
Sub02_H/Alif_1/trial_02_l.png,tempgraphs/sub02_h/Alif_1/trial_02_l_complete.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_02_l_segmented.csv,created: exact completed-graph display transform,3.04,9.06
Sub02_H/Alif_1/trial_02_r.png,tempgraphs/sub02_h/Alif_1/trial_02_r_complete.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_02_r_segmented.csv,created: exact completed-graph display transform,3.04,9.06
Sub02_H/Alif_1/trial_03_l.png,tempgraphs/sub02_h/Alif_1/trial_03_l_complete.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_03_l_segmented.csv,created: exact completed-graph display transform,3.69,11.45
