png,source_segmented_csv,source_complete_graph,status,gi_samples,gi_seconds
Sub01_H/abh_1/trial_12_l.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_12_l_segmented.csv,tempgraphs/sub01_h/abh_1/trial_12_l_complete.png,created,58,0.58
Sub01_H/abh_1/trial_12_r.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_12_r_segmented.csv,tempgraphs/sub01_h/abh_1/trial_12_r_complete.png,created,58,0.58
Sub01_H/abh_1/trial_13_l.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_13_l_segmented.csv,tempgraphs/sub01_h/abh_1/trial_13_l_complete.png,created,82,0.82
Sub01_H/abh_1/trial_13_r.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_13_r_segmented.csv,tempgraphs/sub01_h/abh_1/trial_13_r_complete.png,created,82,0.82
Sub01_H/abh_1/trial_14_l.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_14_l_segmented.csv,tempgraphs/sub01_h/abh_1/trial_14_l_complete.png,created,62,0.62
Sub01_H/abh_1/trial_14_r.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_14_r_segmented.csv,tempgraphs/sub01_h/abh_1/trial_14_r_complete.png,created,62,0.62
Sub01_H/abh_1/trial_15_l.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_15_l_segmented.csv,tempgraphs/sub01_h/abh_1/trial_15_l_complete.png,created,59,0.59
Sub01_H/abh_1/trial_15_r.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_15_r_segmented.csv,tempgraphs/sub01_h/abh_1/trial_15_r_complete.png,created,59,0.59
Sub01_H/abh_1/trial_16_l.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_16_l_segmented.csv,tempgraphs/sub01_h/abh_1/trial_16_l_complete.png,created,40,0.4
Sub01_H/abh_1/trial_16_r.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_16_r_segmented.csv,tempgraphs/sub01_h/abh_1/trial_16_r_complete.png,created,40,0.4
Sub01_H/abh_1/trial_17_l.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_17_l_segmented.csv,tempgraphs/sub01_h/abh_1/trial_17_l_complete.png,created,59,0.59
Sub01_H/abh_1/trial_17_r.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_17_r_segmented.csv,tempgraphs/sub01_h/abh_1/trial_17_r_complete.png,created,59,0.59
Sub01_H/abh_1/trial_18_l.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_18_l_segmented.csv,tempgraphs/sub01_h/abh_1/trial_18_l_complete.png,created,35,0.35
Sub01_H/abh_1/trial_18_r.png,tempgraphs/sub01_h/segmented_data/abh_1/trial_18_r_segmented.csv,tempgraphs/sub01_h/abh_1/trial_18_r_complete.png,created,35,0.35
Sub01_H/abh_21/trial_01_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_01_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_01_l_complete.png,created,44,0.44
Sub01_H/abh_21/trial_01_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_01_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_01_r_complete.png,created,44,0.44
Sub01_H/abh_21/trial_02_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_02_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_02_l_complete.png,created,60,0.6
Sub01_H/abh_21/trial_02_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_02_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_02_r_complete.png,created,60,0.6
Sub01_H/abh_21/trial_03_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_03_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_03_l_complete.png,created,40,0.4
Sub01_H/abh_21/trial_03_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_03_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_03_r_complete.png,created,40,0.4
Sub01_H/abh_21/trial_04_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_04_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_04_l_complete.png,created,108,1.08
Sub01_H/abh_21/trial_04_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_04_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_04_r_complete.png,created,108,1.08
Sub01_H/abh_21/trial_05_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_05_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_05_l_complete.png,created,37,0.37
Sub01_H/abh_21/trial_05_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_05_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_05_r_complete.png,created,37,0.37
Sub01_H/abh_21/trial_06_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_06_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_06_l_complete.png,created,36,0.36
Sub01_H/abh_21/trial_06_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_06_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_06_r_complete.png,created,36,0.36
Sub01_H/abh_21/trial_07_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_07_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_07_l_complete.png,created,42,0.42
Sub01_H/abh_21/trial_07_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_07_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_07_r_complete.png,created,42,0.42
Sub01_H/abh_21/trial_08_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_08_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_08_l_complete.png,created,49,0.49
Sub01_H/abh_21/trial_08_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_08_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_08_r_complete.png,created,49,0.49
Sub01_H/abh_21/trial_09_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_09_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_09_l_complete.png,created,70,0.7
Sub01_H/abh_21/trial_09_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_09_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_09_r_complete.png,created,70,0.7
Sub01_H/abh_21/trial_10_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_10_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_10_l_complete.png,created,77,0.77
Sub01_H/abh_21/trial_10_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_10_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_10_r_complete.png,created,77,0.77
Sub01_H/abh_21/trial_11_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_11_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_11_l_complete.png,created,58,0.58
Sub01_H/abh_21/trial_11_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_11_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_11_r_complete.png,created,58,0.58
Sub01_H/abh_21/trial_12_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_12_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_12_l_complete.png,created,53,0.53
Sub01_H/abh_21/trial_12_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_12_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_12_r_complete.png,created,53,0.53
Sub01_H/abh_21/trial_13_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_13_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_13_l_complete.png,created,36,0.36
Sub01_H/abh_21/trial_13_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_13_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_13_r_complete.png,created,36,0.36
Sub01_H/abh_21/trial_14_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_14_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_14_l_complete.png,created,120,1.2
Sub01_H/abh_21/trial_14_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_14_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_14_r_complete.png,created,120,1.2
Sub01_H/abh_21/trial_15_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_15_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_15_l_complete.png,created,42,0.42
Sub01_H/abh_21/trial_15_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_15_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_15_r_complete.png,created,42,0.42
Sub01_H/abh_21/trial_16_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_16_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_16_l_complete.png,created,29,0.29
Sub01_H/abh_21/trial_16_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_16_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_16_r_complete.png,created,29,0.29
Sub01_H/abh_21/trial_17_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_17_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_17_l_complete.png,created,56,0.56
Sub01_H/abh_21/trial_17_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_17_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_17_r_complete.png,created,56,0.56
Sub01_H/abh_21/trial_18_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_18_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_18_l_complete.png,created,36,0.36
Sub01_H/abh_21/trial_18_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_18_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_18_r_complete.png,created,36,0.36
Sub01_H/abh_21/trial_19_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_19_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_19_l_complete.png,created,87,0.87
Sub01_H/abh_21/trial_19_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_19_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_19_r_complete.png,created,87,0.87
Sub01_H/abh_21/trial_20_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_20_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_20_l_complete.png,created,40,0.4
Sub01_H/abh_21/trial_20_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_20_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_20_r_complete.png,created,40,0.4
Sub01_H/abh_21/trial_21_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_21_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_21_l_complete.png,created,49,0.49
Sub01_H/abh_21/trial_21_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_21_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_21_r_complete.png,created,49,0.49
Sub01_H/abh_21/trial_22_l.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_22_l_segmented.csv,tempgraphs/sub01_h/abh_21/trial_22_l_complete.png,created,64,0.64
Sub01_H/abh_21/trial_22_r.png,tempgraphs/sub01_h/segmented_data/abh_21/trial_22_r_segmented.csv,tempgraphs/sub01_h/abh_21/trial_22_r_complete.png,created,64,0.64
Sub02_A/vipin_1/trial_01_l.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_01_l_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_01_l_complete.png,created,90,0.9
Sub02_A/vipin_1/trial_01_r.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_01_r_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_01_r_complete.png,created,90,0.9
Sub02_A/vipin_1/trial_02_l.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_02_l_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_02_l_complete.png,created,80,0.8
Sub02_A/vipin_1/trial_02_r.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_02_r_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_02_r_complete.png,created,80,0.8
Sub02_A/vipin_1/trial_03_l.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_03_l_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_03_l_complete.png,created,88,0.88
Sub02_A/vipin_1/trial_03_r.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_03_r_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_03_r_complete.png,created,88,0.88
Sub02_A/vipin_1/trial_04_l.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_04_l_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_04_l_complete.png,created,108,1.08
Sub02_A/vipin_1/trial_04_r.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_04_r_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_04_r_complete.png,created,108,1.08
Sub02_A/vipin_1/trial_05_l.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_05_l_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_05_l_complete.png,created,74,0.74
Sub02_A/vipin_1/trial_05_r.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_05_r_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_05_r_complete.png,created,74,0.74
Sub02_A/vipin_1/trial_06_l.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_06_l_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_06_l_complete.png,created,163,1.63
Sub02_A/vipin_1/trial_06_r.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_06_r_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_06_r_complete.png,created,163,1.63
Sub02_A/vipin_1/trial_07_l.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_07_l_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_07_l_complete.png,created,115,1.15
Sub02_A/vipin_1/trial_07_r.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_07_r_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_07_r_complete.png,created,115,1.15
Sub02_A/vipin_1/trial_08_l.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_08_l_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_08_l_complete.png,created,69,0.69
Sub02_A/vipin_1/trial_08_r.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_08_r_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_08_r_complete.png,created,69,0.69
Sub02_A/vipin_1/trial_09_l.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_09_l_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_09_l_complete.png,created,84,0.84
Sub02_A/vipin_1/trial_09_r.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_09_r_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_09_r_complete.png,created,84,0.84
Sub02_A/vipin_1/trial_10_l.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_10_l_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_10_l_complete.png,created,90,0.9
Sub02_A/vipin_1/trial_10_r.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_10_r_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_10_r_complete.png,created,90,0.9
Sub02_A/vipin_1/trial_11_l.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_11_l_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_11_l_complete.png,created,100,1.0
Sub02_A/vipin_1/trial_11_r.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_11_r_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_11_r_complete.png,created,100,1.0
Sub02_A/vipin_1/trial_12_l.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_12_l_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_12_l_complete.png,created,55,0.55
Sub02_A/vipin_1/trial_12_r.png,tempgraphs/sub02_a/segmented_data/vipin_1/trial_12_r_segmented.csv,tempgraphs/sub02_a/vipin_1/trial_12_r_complete.png,created,55,0.55
Sub02_A/vipin_21/trial_01_l.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_01_l_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_01_l_complete.png,created,82,0.82
Sub02_A/vipin_21/trial_01_r.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_01_r_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_01_r_complete.png,created,82,0.82
Sub02_A/vipin_21/trial_02_l.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_02_l_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_02_l_complete.png,created,123,1.23
Sub02_A/vipin_21/trial_02_r.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_02_r_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_02_r_complete.png,created,123,1.23
Sub02_A/vipin_21/trial_03_l.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_03_l_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_03_l_complete.png,created,167,1.67
Sub02_A/vipin_21/trial_03_r.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_03_r_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_03_r_complete.png,created,167,1.67
Sub02_A/vipin_21/trial_04_l.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_04_l_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_04_l_complete.png,created,168,1.68
Sub02_A/vipin_21/trial_04_r.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_04_r_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_04_r_complete.png,created,168,1.68
Sub02_A/vipin_21/trial_05_l.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_05_l_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_05_l_complete.png,created,78,0.78
Sub02_A/vipin_21/trial_05_r.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_05_r_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_05_r_complete.png,created,78,0.78
Sub02_A/vipin_21/trial_06_l.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_06_l_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_06_l_complete.png,created,105,1.05
Sub02_A/vipin_21/trial_06_r.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_06_r_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_06_r_complete.png,created,105,1.05
Sub02_A/vipin_21/trial_07_l.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_07_l_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_07_l_complete.png,created,143,1.43
Sub02_A/vipin_21/trial_07_r.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_07_r_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_07_r_complete.png,created,143,1.43
Sub02_A/vipin_21/trial_08_l.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_08_l_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_08_l_complete.png,created,125,1.25
Sub02_A/vipin_21/trial_08_r.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_08_r_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_08_r_complete.png,created,125,1.25
Sub02_A/vipin_21/trial_09_l.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_09_l_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_09_l_complete.png,created,116,1.16
Sub02_A/vipin_21/trial_09_r.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_09_r_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_09_r_complete.png,created,116,1.16
Sub02_A/vipin_21/trial_10_l.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_10_l_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_10_l_complete.png,created,92,0.92
Sub02_A/vipin_21/trial_10_r.png,tempgraphs/sub02_a/segmented_data/vipin_21/trial_10_r_segmented.csv,tempgraphs/sub02_a/vipin_21/trial_10_r_complete.png,created,92,0.92
Sub02_H/Alif_1/trial_01_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_01_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_01_l_complete.png,created,54,0.54
Sub02_H/Alif_1/trial_01_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_01_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_01_r_complete.png,created,54,0.54
Sub02_H/Alif_1/trial_02_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_02_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_02_l_complete.png,created,38,0.38
Sub02_H/Alif_1/trial_02_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_02_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_02_r_complete.png,created,38,0.38
Sub02_H/Alif_1/trial_03_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_03_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_03_l_complete.png,created,46,0.46
Sub02_H/Alif_1/trial_03_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_03_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_03_r_complete.png,created,46,0.46
Sub02_H/Alif_1/trial_04_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_04_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_04_l_complete.png,created,41,0.41
Sub02_H/Alif_1/trial_04_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_04_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_04_r_complete.png,created,41,0.41
Sub02_H/Alif_1/trial_05_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_05_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_05_l_complete.png,created,42,0.42
Sub02_H/Alif_1/trial_05_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_05_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_05_r_complete.png,created,42,0.42
Sub02_H/Alif_1/trial_06_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_06_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_06_l_complete.png,created,32,0.32
Sub02_H/Alif_1/trial_06_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_06_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_06_r_complete.png,created,32,0.32
Sub02_H/Alif_1/trial_07_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_07_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_07_l_complete.png,created,120,1.2
Sub02_H/Alif_1/trial_07_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_07_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_07_r_complete.png,created,120,1.2
Sub02_H/Alif_1/trial_08_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_08_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_08_l_complete.png,created,42,0.42
Sub02_H/Alif_1/trial_08_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_08_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_08_r_complete.png,created,42,0.42
Sub02_H/Alif_1/trial_09_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_09_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_09_l_complete.png,created,38,0.38
Sub02_H/Alif_1/trial_09_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_09_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_09_r_complete.png,created,38,0.38
Sub02_H/Alif_1/trial_10_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_10_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_10_l_complete.png,created,128,1.28
Sub02_H/Alif_1/trial_10_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_10_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_10_r_complete.png,created,128,1.28
Sub02_H/Alif_1/trial_11_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_11_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_11_l_complete.png,created,41,0.41
Sub02_H/Alif_1/trial_11_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_11_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_11_r_complete.png,created,41,0.41
Sub02_H/Alif_1/trial_12_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_12_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_12_l_complete.png,created,75,0.75
Sub02_H/Alif_1/trial_12_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_12_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_12_r_complete.png,created,75,0.75
Sub02_H/Alif_1/trial_13_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_13_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_13_l_complete.png,created,35,0.35
Sub02_H/Alif_1/trial_13_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_13_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_13_r_complete.png,created,35,0.35
Sub02_H/Alif_1/trial_14_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_14_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_14_l_complete.png,created,43,0.43
Sub02_H/Alif_1/trial_14_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_14_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_14_r_complete.png,created,43,0.43
Sub02_H/Alif_1/trial_15_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_15_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_15_l_complete.png,created,61,0.61
Sub02_H/Alif_1/trial_15_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_15_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_15_r_complete.png,created,61,0.61
Sub02_H/Alif_1/trial_16_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_16_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_16_l_complete.png,created,43,0.43
Sub02_H/Alif_1/trial_16_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_16_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_16_r_complete.png,created,43,0.43
Sub02_H/Alif_1/trial_17_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_17_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_17_l_complete.png,created,46,0.46
Sub02_H/Alif_1/trial_17_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_17_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_17_r_complete.png,created,46,0.46
Sub02_H/Alif_1/trial_18_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_18_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_18_l_complete.png,created,72,0.72
Sub02_H/Alif_1/trial_18_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_18_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_18_r_complete.png,created,72,0.72
Sub02_H/Alif_1/trial_19_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_19_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_19_l_complete.png,created,45,0.45
Sub02_H/Alif_1/trial_19_r.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_19_r_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_19_r_complete.png,created,45,0.45
Sub02_H/Alif_1/trial_20_l.png,tempgraphs/sub02_h/segmented_data/Alif_1/trial_20_l_segmented.csv,tempgraphs/sub02_h/Alif_1/trial_20_l_complete.png,created,88,0.88
