baseline,gain,offset,record,side,signal,trial
138.0,0.639269406392694,200,ashu_1,L,Channel 1,1
26.000000000000227,0.9770114942528868,170,ashu_1,L,Channel 2,1
46.0,1.0,145,ashu_1,L,Channel 3,1
146.99999999999852,0.2650602409641096,120,ashu_1,L,Channel 4,1
139.0,1.0,100,ashu_1,L,Channel 5,1
204.99999999999875,0.4794520547945532,80,ashu_1,L,Channel 6,1
150.99999999999557,0.42735042735044354,60,ashu_1,L,Channel 7,1
222.00000000000045,0.15706806282722682,40,ashu_1,L,Channel 8,1
15.37,2.5,400,ashu_1,L,CoP,1
1563.8600000000033,0.07669888019635139,380,ashu_1,L,vGRF,1
0.0,0.4416403785488959,200,ashu_1,R,Channel 1,1
42.0,0.6273062730627357,170,ashu_1,R,Channel 2,1
45.0,0.776892430278888,145,ashu_1,R,Channel 3,1
104.0,1.0,120,ashu_1,R,Channel 4,1
253.0,0.7964601769911605,100,ashu_1,R,Channel 5,1
66.0,0.8637873754152834,80,ashu_1,R,Channel 6,1
218.0,0.28901734104046245,60,ashu_1,R,Channel 7,1
160.0,0.24793388429752938,40,ashu_1,R,Channel 8,1
8.479999999999997,2.5,400,ashu_1,R,CoP,1
170.7500000000005,0.08,380,ashu_1,R,vGRF,1
130.0,0.639269406392694,200,ashu_1,L,Channel 1,2
21.0,0.9189189189189488,170,ashu_1,L,Channel 2,2
37.0,1.0,145,ashu_1,L,Channel 3,2
65.0,0.24096385542234752,120,ashu_1,L,Channel 4,2
122.99999999999659,1.0,100,ashu_1,L,Channel 5,2
205.0,0.4861111111111111,80,ashu_1,L,Channel 6,2
123.0,0.561797752809,60,ashu_1,L,Channel 7,2
159.0,0.2238805970149325,40,ashu_1,L,Channel 8,2
15.49,2.5,400,ashu_1,L,CoP,2
1687.840000000004,0.08,380,ashu_1,L,vGRF,2
65.00000000000296,0.5737704918032872,200,ashu_1,R,Channel 1,2
101.0,0.7798165137616547,170,ashu_1,R,Channel 2,2
88.0,0.9466019417475728,145,ashu_1,R,Channel 3,2
92.99999999999841,1.0,120,ashu_1,R,Channel 4,2
260.0,0.8653846153846154,100,ashu_1,R,Channel 5,2
110.0,1.0,80,ashu_1,R,Channel 6,2
243.9999999999984,0.2512562814070383,60,ashu_1,R,Channel 7,2
201.99999999999977,0.18181818181818327,40,ashu_1,R,Channel 8,2
9.820000000000137,2.5,400,ashu_1,R,CoP,2
268.4999999999825,0.08,380,ashu_1,R,vGRF,2
144.0,0.6278026905829778,200,ashu_1,L,Channel 1,3
35.00000000000318,0.9550561797753114,170,ashu_1,L,Channel 2,3
47.0,1.0,145,ashu_1,L,Channel 3,3
92.00000000000045,0.2133958000925316,120,ashu_1,L,Channel 4,3
142.00000000000114,0.9207509687459832,100,ashu_1,L,Channel 5,3
190.0000000000008,0.555555555555552,80,ashu_1,L,Channel 6,3
146.99999999999955,0.38921085342308986,60,ashu_1,L,Channel 7,3
127.99999999999886,0.2637090405137102,40,ashu_1,L,Channel 8,3
15.77,2.5,400,ashu_1,L,CoP,3
1670.7399999999618,0.08,380,ashu_1,L,vGRF,3
