normalized_slt_percent,fmg_channel_2_mean,fmg_channel_2_standard_deviation,contributing_trace_count
0,273.4125,238.674252054,40
0.334448160535,273.498453177,238.742301615,40
0.66889632107,273.552591973,238.81998115,40
1.00334448161,273.569565217,238.983298671,40
1.33779264214,273.591722408,239.04120286,40
1.67224080268,273.576337793,238.970763268,40
2.00668896321,273.558361204,238.887461586,40
2.34113712375,273.493729097,238.716506279,40
2.67558528428,273.312040134,238.572949533,40
3.01003344482,273.13235786,238.352168792,40
3.34448160535,273.002968227,238.070448175,40
3.67892976589,272.893143813,237.876347342,40
4.01337792642,272.823118729,237.674600308,40
4.34782608696,272.647826087,237.412480303,40
4.68227424749,272.462207358,237.125387282,40
5.01672240803,272.311120401,236.781424328,40
5.35117056856,272.139046823,236.300137171,40
5.6856187291,272.098411371,235.881283263,40
6.02006688963,272.080685619,235.526647361,40
6.35451505017,272.034866221,235.173687557,40
6.6889632107,272.038879599,234.851102313,40
7.02341137124,272.099331104,234.628101211,40
7.35785953177,272.204347826,234.422825764,40
7.69230769231,272.338461538,234.155180932,40
8.02675585284,272.487458194,234.104065352,40
8.36120401338,272.670234114,234.067550513,40
8.69565217391,272.854347826,234.030914126,40
9.03010033445,273.009364548,234.043036667,40
9.36454849498,273.310200669,234.037311953,40
9.69899665552,273.654347826,234.07603773,40
10.0334448161,273.967558528,234.170043507,40
10.3678929766,274.254013378,234.383569201,40
10.7023411371,274.428093645,234.645622381,40
11.0367892977,274.615551839,234.822819365,40
11.3712374582,274.827926421,235.012437505,40
11.7056856187,275.064464883,235.137835469,40
12.0401337793,275.323662207,235.23016237,40
12.3745819398,275.484949833,235.380841302,40
12.7090301003,275.612541806,235.627582949,40
13.0434782609,275.798913043,235.806296,40
13.3779264214,275.961371237,235.931184763,40
13.7123745819,276.076421405,236.049650284,40
14.0468227425,276.292809365,236.123519163,40
14.381270903,276.476254181,236.250451324,40
14.7157190635,276.503595318,236.301504371,40
15.0501672241,276.609866221,236.336499061,40
15.3846153846,276.773076923,236.40648457,40
15.7190635452,276.896404682,236.407147476,40
16.0535117057,277.00493311,236.327627902,40
16.3879598662,277.145652174,236.265426356,40
16.7224080268,277.317725753,236.203668041,40
17.0568561873,277.503929766,236.032163865,40
17.3913043478,277.867391304,235.661604767,40
17.7257525084,278.450250836,235.196160118,40
18.0602006689,278.925919732,234.835264705,40
18.3946488294,279.429765886,234.434361999,40
18.72909699,279.862541806,234.122561941,40
19.0635451505,280.4090301,233.827252801,40
19.397993311,281.143729097,233.37391728,40
19.7324414716,281.72090301,232.924166845,40
20.0668896321,282.215259197,232.459093736,40
20.4013377926,282.640259197,231.996881502,40
20.7357859532,283.067307692,231.553311702,40
21.0702341137,283.613586957,230.990755263,40
21.4046822742,284.19958194,230.366016282,40
21.7391304348,284.85,229.592270094,40
22.0735785953,285.55777592,228.677162639,40
22.4080267559,286.572240803,227.394248698,40
22.7424749164,287.613043478,226.011429585,40
23.0769230769,288.740384615,224.456891486,40
23.4113712375,289.841137124,222.853221137,40
23.745819398,291.25326087,220.948901015,40
24.0802675585,292.289548495,219.202860388,40
24.4147157191,293.174247492,217.394183995,40
24.7491638796,294.682859532,214.859788106,40
25.0836120401,296.48319398,212.068670297,40
25.4180602007,297.919565217,209.712015978,40
25.7525083612,298.951421405,207.471243778,40
26.0869565217,299.394565217,205.592884272,40
26.4214046823,300.067976589,203.499988511,40
26.7558528428,300.648411371,201.298819865,40
27.0903010033,301.116722408,198.723747825,40
27.4247491639,301.285785953,195.903917525,40
27.7591973244,300.937207358,193.031845043,40
28.0936454849,300.258277592,190.360548452,40
28.4280936455,299.765008361,187.570001915,40
28.762541806,299.294397993,184.573219301,40
29.0969899666,298.083152174,181.921330296,40
29.4314381271,296.357190635,179.661049874,40
29.7658862876,294.493143813,177.136227863,40
30.1003344482,292.337123746,174.189681035,40
30.4347826087,289.280434783,171.419307583,40
30.7692307692,285.663461538,169.229491855,40
31.1036789298,282.583570234,167.143730949,40
31.4381270903,279.055351171,164.795936686,40
31.7725752508,275.581897993,162.743451574,40
32.1070234114,272.077173913,160.495900778,40
32.4414715719,268.550167224,158.140297094,40
32.7759197324,264.931354515,155.278525161,40
33.110367893,261.072826087,152.603902519,40
33.4448160535,256.815133779,149.984437669,40
33.779264214,252.772115385,147.301049189,40
34.1137123746,249.187834448,144.781876691,40
34.4481605351,245.599498328,142.215574124,40
34.7826086957,241.866304348,139.708778727,40
35.1170568562,237.976086957,137.06790597,40
35.4515050167,233.906187291,134.499446463,40
35.7859531773,229.553135452,132.264710419,40
36.1204013378,225.166847826,130.106421474,40
36.4548494983,220.875459866,127.840272655,40
36.7892976589,216.972867893,125.394781591,40
37.1237458194,212.745526756,122.735905005,40
37.4581939799,208.125668896,120.242320643,40
37.7926421405,203.57132107,118.07419293,40
38.127090301,199.662207358,115.797001568,40
38.4615384615,195.798076923,113.774056807,40
38.7959866221,192.154180602,112.044081438,40
39.1304347826,188.62173913,110.373540962,40
39.4648829431,184.491137124,108.897121605,40
39.7993311037,180.359113712,107.748289049,40
40.1337792642,176.519899666,106.732696787,40
40.4682274247,173.148494983,106.115046769,40
40.8026755853,170.142056856,105.825417939,40
41.1371237458,166.847658863,105.515462661,40
41.4715719064,163.231270903,104.798928987,40
41.8060200669,159.889130435,103.91401538,40
42.1404682274,157.134280936,103.757024253,40
42.474916388,154.255183946,103.735055836,40
42.8093645485,151.560033445,103.596248414,40
43.143812709,149.092056856,103.422386751,40
43.4782608696,146.860869565,103.203905089,40
43.8127090301,144.708361204,103.030555676,40
44.1471571906,142.326505017,102.845983646,40
44.4816053512,140.175668896,103.028772741,40
44.8160535117,138.142558528,103.210126272,40
45.1505016722,135.982692308,103.075217993,40
45.4849498328,133.727424749,102.89510044,40
45.8193979933,131.428929766,102.744442273,40
46.1538461538,129.207692308,102.593007594,40
46.4882943144,127.336622074,102.601923558,40
46.8227424749,125.378177258,102.818417406,40
47.1571906355,123.602341137,103.096937178,40
47.491638796,122.047826087,103.468431462,40
47.8260869565,120.605434783,103.909050491,40
48.1605351171,119.698411371,104.170925121,40
48.4949832776,119.049289298,104.255947388,40
48.8294314381,118.487040134,104.444178464,40
49.1638795987,117.976086957,104.595949871,40
49.4983277592,117.475752508,104.799663907,40
49.8327759197,116.812374582,105.072057971,40
50.1672240803,116.457107023,105.237241887,40
50.5016722408,116.465301003,105.338022955,40
50.8361204013,116.643561873,105.569808356,40
51.1705685619,116.835618729,106.002058596,40
51.5050167224,117.11701505,106.414821749,40
51.8394648829,117.376923077,106.929839177,40
52.1739130435,117.773369565,107.44696024,40
52.508361204,118.522491639,107.714449916,40
52.8428093645,119.522993311,108.066501934,40
53.1772575251,120.622491639,108.590482801,40
53.5117056856,121.957274247,109.165488194,40
53.8461538462,123.336538462,109.720897514,40
54.1806020067,124.486789298,110.187717001,40
54.5150501672,125.516722408,110.93795331,40
54.8494983278,126.407608696,111.891062023,40
55.1839464883,127.644397993,112.835882555,40
55.5183946488,129.212123746,113.881627259,40
55.8528428094,131.159698997,115.042432325,40
56.1872909699,133.133026756,115.866465274,40
56.5217391304,134.658695652,116.568449248,40
56.856187291,135.766973244,117.377044665,40
57.1906354515,136.895568562,118.225475247,40
57.525083612,138.269230769,118.982638211,40
57.8595317726,139.811078595,119.725009617,40
58.1939799331,141.268060201,120.435178985,40
58.5284280936,142.660994983,121.133742465,40
58.8628762542,144.089966555,121.895123164,40
59.1973244147,145.397157191,122.638013295,40
59.5317725753,146.753428094,123.404068747,40
59.8662207358,148.1590301,124.210979808,40
60.2006688963,149.575,124.872004522,40
60.5351170569,150.995234114,125.704613546,40
60.8695652174,152.529347826,126.804691779,40
61.2040133779,154.341931438,127.679537052,40
61.5384615385,155.953846154,128.465056147,40
61.872909699,157.201254181,129.259111837,40
62.2073578595,158.631438127,130.068961797,40
62.5418060201,160.075376254,130.878281727,40
62.8762541806,161.588210702,131.650682319,40
63.2107023411,163.050585284,132.49318414,40
63.5451505017,164.253762542,133.241674395,40
63.8795986622,165.394147157,133.883787256,40
64.2140468227,166.523913043,134.527346919,40
64.5484949833,167.592976589,135.09088235,40
64.8829431438,168.710827759,135.543918657,40
65.2173913043,169.770652174,136.052221219,40
65.5518394649,170.607399666,136.435942053,40
65.8862876254,171.447742475,136.81754527,40
66.220735786,172.103595318,137.360537397,40
66.5551839465,172.777090301,137.897651561,40
66.889632107,173.687374582,138.32917454,40
67.2240802676,174.398662207,138.638473181,40
67.5585284281,174.88812709,138.754649014,40
67.8929765886,175.330936455,138.807403511,40
68.2274247492,175.704264214,138.94513377,40
68.5618729097,176.032190635,139.242386734,40
68.8963210702,176.327842809,139.566271283,40
69.2307692308,176.701923077,139.891877032,40
69.5652173913,177.205434783,140.176010742,40
69.8996655518,177.535618729,140.411717843,40
70.2341137124,177.896989967,140.829418176,40
70.5685618729,178.240050167,141.058344287,40
70.9030100334,178.480518395,141.019126518,40
71.237458194,178.556438127,140.948693192,40
71.5719063545,178.421822742,140.658138929,40
71.9063545151,178.403344482,140.308264094,40
72.2408026756,178.617391304,140.055085527,40
72.5752508361,178.801672241,139.891711642,40
72.9096989967,178.732148829,139.633720497,40
73.2441471572,178.5659699,139.327424902,40
73.5785953177,178.225877926,138.892566291,40
73.9130434783,177.748913043,138.308670807,40
74.2474916388,177.227006689,137.741271385,40
74.5819397993,176.47826087,136.833243859,40
74.9163879599,175.792140468,135.922229105,40
75.2508361204,174.951755853,135.097718427,40
75.5852842809,174.194648829,134.241704797,40
75.9197324415,173.529682274,133.292777058,40
76.254180602,172.598745819,132.157703861,40
76.5886287625,171.580602007,131.019786571,40
76.9230769231,170.384615385,129.745442624,40
77.2575250836,169.162207358,128.512168807,40
77.5919732441,167.92583612,127.259083668,40
77.9264214047,166.340301003,125.791441304,40
78.2608695652,164.763043478,124.283322031,40
78.5953177258,163.52909699,122.935248286,40
78.9297658863,162.76187291,121.848962517,40
79.2642140468,162.244481605,120.864872353,40
79.5986622074,161.745568562,119.891894186,40
79.9331103679,161.069816054,118.486041323,40
80.2675585284,160.518478261,117.272134511,40
80.602006689,160.366889632,116.761665927,40
80.9364548495,160.378762542,116.42777635,40
81.27090301,160.615217391,116.205023721,40
81.6053511706,160.880058528,115.851800812,40
81.9397993311,161.758361204,115.948558204,40
82.2742474916,162.740635451,116.200636341,40
82.6086956522,163.67173913,116.477907862,40
82.9431438127,165.143645485,117.441512986,40
83.2775919732,166.837458194,118.631953798,40
83.6120401338,168.819147157,120.237056856,40
83.9464882943,171.025250836,122.103755021,40
84.2809364548,173.283277592,124.136902472,40
84.6153846154,175.880769231,126.85714832,40
84.9498327759,178.531772575,129.696293716,40
85.2842809365,181.445652174,132.573517781,40
85.618729097,184.784531773,135.609783897,40
85.9531772575,187.985117057,138.688101599,40
86.2876254181,191.073327759,141.853520696,40
86.6220735786,194.476505017,145.488197607,40
86.9565217391,198.216304348,149.435634426,40
87.2909698997,201.839381271,153.287910486,40
87.6254180602,205.391220736,157.236545639,40
87.9598662207,208.595986622,161.041639183,40
88.2943143813,211.878093645,164.859035392,40
88.6287625418,215.402675585,169.027883057,40
88.9632107023,218.700794314,172.878180843,40
89.2976588629,221.63645485,176.311716351,40
89.6321070234,224.348118729,179.50117004,40
89.9665551839,226.920735786,182.609567911,40
90.3010033445,229.907274248,185.749348733,40
90.635451505,232.768227425,188.840313772,40
90.9698996656,235.36229097,191.889464041,40
91.3043478261,237.685869565,194.8492817,40
91.6387959866,239.879013378,197.78433494,40
91.9732441472,242.081939799,200.906469413,40
92.3076923077,244.378846154,203.98807352,40
92.6421404682,246.806856187,206.958781765,40
92.9765886288,249.046989967,209.881338678,40
93.3110367893,251.020735786,212.628486469,40
93.6454849498,252.936538462,215.218947481,40
93.9799331104,254.801839465,217.692047437,40
94.3143812709,256.455518395,220.340809261,40
94.6488294314,258.090301003,222.936710263,40
94.983277592,259.774749164,225.242802761,40
95.3177257525,261.271237458,227.257405597,40
95.652173913,262.585869565,228.859793341,40
95.9866220736,263.819565217,230.350276731,40
