normalized_slt_percent,fmg_channel_7_mean,fmg_channel_7_standard_deviation,contributing_trace_count
0,330.525,316.232903688,40
0.334448160535,330.838963211,316.442833287,40
0.66889632107,331.10409699,316.635837574,40
1.00334448161,331.267307692,316.763279807,40
1.33779264214,331.442056856,316.825296702,40
1.67224080268,331.604682274,316.831962314,40
2.00668896321,331.715050167,316.836582334,40
2.34113712375,331.76638796,316.808023266,40
2.67558528428,331.75,316.681337467,40
3.01003344482,331.724498328,316.459759132,40
3.34448160535,331.737541806,316.155445757,40
3.67892976589,331.702090301,315.926462953,40
4.01337792642,331.550668896,315.773499048,40
4.34782608696,331.433695652,315.506272798,40
4.68227424749,331.440133779,315.08699023,40
5.01672240803,331.448327759,314.644663681,40
5.35117056856,331.424749164,314.215373751,40
5.6856187291,331.370819398,313.777203478,40
6.02006688963,331.307943144,313.432948493,40
6.35451505017,331.361538462,313.120672442,40
6.6889632107,331.531688963,312.778408007,40
7.02341137124,331.602006689,312.498907174,40
7.35785953177,331.557525084,312.296036939,40
7.69230769231,331.521153846,312.142173118,40
8.02675585284,331.650668896,311.983967112,40
8.36120401338,331.881020067,311.89838785,40
8.69565217391,332.091304348,311.899292402,40
9.03010033445,332.301254181,311.877528249,40
9.36454849498,332.497073579,311.907457126,40
9.69899665552,332.706688963,312.011770953,40
10.0334448161,332.899916388,312.107700086,40
10.3678929766,333.130100334,312.236305868,40
10.7023411371,333.411705686,312.447989224,40
11.0367892977,333.724331104,312.651735599,40
11.3712374582,333.980267559,312.792807499,40
11.7056856187,334.134866221,312.960885958,40
12.0401337793,334.314632107,313.20307658,40
12.3745819398,334.585367893,313.477262296,40
12.7090301003,334.890844482,313.731043499,40
13.0434782609,335.085326087,313.932393432,40
13.3779264214,335.213754181,314.072955821,40
13.7123745819,335.347658863,314.301469344,40
14.0468227425,335.545317726,314.595696446,40
14.381270903,335.713879599,314.771451043,40
14.7157190635,335.846989967,314.844444744,40
15.0501672241,336.02132107,314.885473849,40
15.3846153846,336.196153846,314.988936102,40
15.7190635452,336.30819398,315.07370354,40
16.0535117057,336.339464883,315.110398281,40
16.3879598662,336.475250836,315.172972601,40
16.7224080268,336.597408027,315.219665289,40
17.0568561873,336.602508361,315.270138785,40
17.3913043478,336.659782609,315.3247105,40
17.7257525084,336.789966555,315.320116857,40
18.0602006689,336.902006689,315.233501535,40
18.3946488294,336.976839465,315.0824863,40
18.72909699,337.045317726,314.917602165,40
19.0635451505,337.294983278,314.659275816,40
19.397993311,337.790635452,314.353643881,40
19.7324414716,338.274498328,314.138071069,40
20.0668896321,338.602884615,313.988616543,40
20.4013377926,338.888377926,313.853406461,40
20.7357859532,339.12458194,313.695436409,40
21.0702341137,339.349498328,313.548894288,40
21.4046822742,339.456396321,313.436806018,40
21.7391304348,339.619021739,313.245931514,40
22.0735785953,339.96166388,312.997835223,40
22.4080267559,340.133068562,312.792211825,40
22.7424749164,340.12583612,312.646739065,40
23.0769230769,340.332692308,312.50386584,40
23.4113712375,340.606103679,312.406109093,40
23.745819398,340.808528428,312.33821676,40
24.0802675585,341.023913043,312.128194,40
24.4147157191,341.095401338,311.832543013,40
24.7491638796,341.058528428,311.602889362,40
25.0836120401,340.999498328,311.353581222,40
25.4180602007,340.74506689,310.928090552,40
25.7525083612,340.348578595,310.342127045,40
26.0869565217,339.673913043,309.599212533,40
26.4214046823,338.796822742,308.696662445,40
26.7558528428,337.525334448,307.470716283,40
27.0903010033,335.9659699,305.98522711,40
27.4247491639,334.129180602,304.23431959,40
27.7591973244,332.070568562,302.132770972,40
28.0936454849,329.670150502,299.672827857,40
28.4280936455,326.550501672,296.88851303,40
28.762541806,323.129849498,294.004927141,40
29.0969899666,319.459113712,290.674261782,40
29.4314381271,315.344314381,286.871339816,40
29.7658862876,310.700250836,282.61933087,40
30.1003344482,305.471655518,277.901874853,40
30.4347826087,299.432065217,272.490268127,40
30.7692307692,293.123076923,266.841509262,40
31.1036789298,286.966847826,261.276161772,40
31.4381270903,280.249331104,255.150520581,40
31.7725752508,273.559448161,249.041420923,40
32.1070234114,266.71187291,242.69596192,40
32.4414715719,259.523578595,235.906188001,40
32.7759197324,252.452842809,229.310074203,40
33.110367893,245.826923077,223.216823083,40
33.4448160535,239.626128763,217.331623741,40
33.779264214,233.929347826,211.713772351,40
34.1137123746,228.74506689,206.749812117,40
34.4481605351,223.177884615,201.442476779,40
34.7826086957,217.383152174,196.015214371,40
35.1170568562,211.119732441,190.122040949,40
35.4515050167,204.829180602,184.377169653,40
35.7859531773,198.504807692,178.372633613,40
36.1204013378,192.249331104,172.498543613,40
36.4548494983,186.781772575,167.830168253,40
36.7892976589,181.986371237,164.153926759,40
37.1237458194,176.776254181,160.384785706,40
37.4581939799,171.843311037,157.20084458,40
37.7926421405,166.554598662,154.533513263,40
38.127090301,160.55861204,152.046745769,40
38.4615384615,154.676923077,149.811912847,40
38.7959866221,148.398244147,147.393224969,40
39.1304347826,141.90326087,145.118439174,40
39.4648829431,136.409113712,143.962839987,40
39.7993311037,131.765468227,142.937813835,40
40.1337792642,127.256521739,142.18946147,40
40.4682274247,122.531438127,141.707019276,40
40.8026755853,118.163043478,141.569396286,40
41.1371237458,113.427759197,141.130596569,40
41.4715719064,108.994732441,140.522801373,40
41.8060200669,105.246822742,139.896075737,40
42.1404682274,102.008068562,139.313050976,40
42.474916388,98.5806020067,138.82792088,40
42.8093645485,95.5216137124,138.672106041,40
43.143812709,93.1102006689,138.486122403,40
43.4782608696,91.2163043478,138.286989086,40
43.8127090301,89.6305183946,138.084396507,40
44.1471571906,88.5464046823,137.926757285,40
44.4816053512,87.7633779264,137.876517546,40
44.8160535117,86.9643812709,137.840467669,40
45.1505016722,86.1139214047,137.837720189,40
45.4849498328,85.3849498328,137.835332843,40
45.8193979933,84.891555184,137.867852144,40
46.1538461538,84.2923076923,137.9254024,40
46.4882943144,83.9218227425,138.016253977,40
46.8227424749,83.6417642141,138.121210756,40
47.1571906355,83.4572742475,138.238197831,40
47.491638796,83.7212374582,138.421125792,40
47.8260869565,84.1065217391,138.614950949,40
48.1605351171,84.1344481605,138.690166553,40
48.4949832776,84.7323578595,138.722196345,40
48.8294314381,85.4972408027,138.814029196,40
49.1638795987,85.9883779264,138.86264323,40
49.4983277592,86.5865384615,138.959429253,40
49.8327759197,87.4503344482,139.014520981,40
50.1672240803,88.6330267559,139.103743512,40
50.5016722408,89.8821070234,139.213519223,40
50.8361204013,91.1963210702,139.412365653,40
51.1705685619,92.4879598662,139.68884513,40
51.5050167224,93.9340301003,139.8472231,40
51.8394648829,95.7278428094,140.053850194,40
52.1739130435,97.0576086957,140.385150534,40
52.508361204,98.4945652174,140.764840749,40
52.8428093645,100.467307692,141.148005616,40
53.1772575251,102.381354515,141.43288788,40
53.5117056856,104.439130435,141.75611545,40
53.8461538462,106.446153846,142.105381349,40
54.1806020067,108.150961538,142.432351667,40
54.5150501672,109.907023411,142.854263295,40
54.8494983278,111.526295987,143.276774619,40
55.1839464883,113.308361204,143.677848177,40
55.5183946488,115.552842809,144.130667989,40
55.8528428094,117.649916388,144.580835454,40
56.1872909699,119.385200669,145.005635487,40
56.5217391304,120.72173913,145.405651466,40
56.856187291,122.169732441,145.814305016,40
57.1906354515,123.409698997,146.266766982,40
57.525083612,124.435451505,146.608950732,40
57.8595317726,125.98235786,147.003502048,40
58.1939799331,127.719230769,147.575328538,40
58.5284280936,129.260451505,148.042272496,40
58.8628762542,130.787207358,148.601667138,40
59.1973244147,132.342056856,149.269105513,40
59.5317725753,133.799080268,149.78715648,40
59.8662207358,135.05735786,150.197477002,40
60.2006688963,136.472742475,150.703864831,40
60.5351170569,137.937792642,151.26586578,40
60.8695652174,139.145652174,151.61212841,40
61.2040133779,140.270359532,151.874123368,40
61.5384615385,141.659615385,152.225382662,40
61.872909699,143.020652174,152.784691779,40
62.2073578595,144.129765886,153.359070279,40
62.5418060201,145.406647157,153.953452878,40
62.8762541806,146.856020067,154.566224195,40
63.2107023411,148.322324415,155.190323964,40
63.5451505017,149.399749164,155.635869505,40
63.8795986622,150.645150502,156.078839489,40
64.2140468227,152.312959866,156.806738767,40
64.5484949833,153.597742475,157.432060916,40
64.8829431438,154.599916388,157.886672479,40
65.2173913043,155.832608696,158.428029718,40
65.5518394649,157.134448161,158.952118889,40
65.8862876254,158.473244147,159.528089065,40
66.220735786,159.696822742,160.194122358,40
66.5551839465,160.804138796,160.868777194,40
66.889632107,162.160451505,161.622076696,40
67.2240802676,163.743269231,162.480089528,40
67.5585284281,165.382692308,163.389228737,40
67.8929765886,166.791638796,164.045514548,40
68.2274247492,167.628511706,164.479118259,40
68.5618729097,168.414632107,164.902198523,40
68.8963210702,169.40083612,165.395927173,40
69.2307692308,170.408653846,165.811130857,40
69.5652173913,171.260869565,166.203197713,40
69.8996655518,171.966471572,166.595479784,40
70.2341137124,172.742892977,166.8754226,40
70.5685618729,173.679180602,167.169597625,40
70.9030100334,174.75409699,167.659668437,40
71.237458194,175.450250836,167.885924172,40
71.5719063545,175.775250836,167.804172554,40
71.9063545151,175.659113712,167.424140823,40
72.2408026756,175.566304348,166.947241243,40
72.5752508361,175.577090301,166.497715705,40
72.9096989967,175.704431438,165.913961077,40
73.2441471572,175.819816054,165.192748557,40
73.5785953177,175.844816054,164.510869457,40
73.9130434783,175.609782609,163.752576709,40
74.2474916388,175.17909699,162.824326739,40
74.5819397993,174.632107023,161.72242935,40
74.9163879599,174.074832776,160.677470336,40
75.2508361204,173.254849498,159.270647718,40
75.5852842809,172.418896321,157.814499293,40
75.9197324415,171.660451505,156.548571229,40
76.254180602,170.632190635,155.286033386,40
76.5886287625,169.309949833,153.813983734,40
76.9230769231,168.201923077,152.332461746,40
77.2575250836,167.179682274,151.083308518,40
77.5919732441,166.33729097,150.187522929,40
77.9264214047,165.475919732,149.214806217,40
78.2608695652,164.401086957,148.140648213,40
78.5953177258,163.606772575,147.273808687,40
78.9297658863,163.219439799,146.784697729,40
79.2642140468,162.859113712,146.297622083,40
79.5986622074,162.611831104,145.877379901,40
79.9331103679,162.576337793,145.429756713,40
80.2675585284,162.754013378,145.056282792,40
80.602006689,163.694063545,145.385484312,40
80.9364548495,165.68812709,146.436219907,40
81.27090301,167.996237458,147.872849635,40
81.6053511706,170.141764214,149.369516144,40
81.9397993311,173.534866221,152.067998053,40
82.2742474916,177.674916388,156.031460089,40
82.6086956522,181.666304348,159.622596421,40
82.9431438127,185.324832776,162.849752262,40
83.2775919732,189.02993311,165.917626433,40
83.6120401338,192.498578595,168.995937031,40
83.9464882943,196.328762542,172.566979291,40
84.2809364548,201.117725753,176.71908934,40
84.6153846154,206.646153846,182.102486587,40
84.9498327759,211.851755853,187.57803286,40
85.2842809365,217.306939799,193.318711922,40
85.618729097,222.410785953,198.707916999,40
85.9531772575,227.418227425,204.000948696,40
86.2876254181,232.668561873,209.458681163,40
86.6220735786,237.712959866,215.098741501,40
86.9565217391,242.709782609,220.709140513,40
87.2909698997,247.141137124,225.76542314,40
87.6254180602,251.564548495,230.891561937,40
87.9598662207,256.020401338,235.964183372,40
88.2943143813,260.314799331,240.49036834,40
88.6287625418,264.387625418,244.809660274,40
88.9632107023,267.995359532,248.810002733,40
89.2976588629,271.650501672,252.812734139,40
89.6321070234,274.892683947,256.32423033,40
89.9665551839,277.914882943,259.579124368,40
90.3010033445,281.091304348,262.804059394,40
90.635451505,283.963001672,265.942262265,40
90.9698996656,286.603135452,269.009284678,40
91.3043478261,289.091847826,271.982364336,40
91.6387959866,291.394356187,274.76286174,40
91.9732441472,293.743060201,277.686684412,40
92.3076923077,296.017307692,280.636535813,40
92.6421404682,298.030267559,283.586533569,40
92.9765886288,299.868938127,286.416722211,40
93.3110367893,301.689715719,289.137771122,40
93.6454849498,303.448620401,291.657725626,40
93.9799331104,305.114381271,294.168543986,40
94.3143812709,306.867391304,296.606816054,40
94.6488294314,308.607023411,299.008536678,40
94.983277592,310.17132107,301.06231912,40
95.3177257525,311.648662207,302.93332248,40
95.652173913,313.120652174,304.586139692,40
95.9866220736,314.613377926,306.180505832,40
96.3210702341,316.097658863,307.738406853,40
96.6555183946,317.360535117,309.155234458,40
96.9899665552,318.478177258,310.506408987,40
97.3244147157,319.547324415,311.689575912,40
97.6588628763,320.557859532,312.701274076,40
97.9933110368,321.494732441,313.669618789,40
98.3277591973,322.304849498,314.56680577,40
98.6622073579,322.996153846,315.307882538,40
98.9966555184,323.637876254,315.929461727,40
99.3311036789,324.2340301,316.474178451,40
99.6655518395,324.720401338,316.880582483,40
100,325.175,317.248868201,40
