normalized_slt_percent,fmg_channel_1_mean,fmg_channel_1_standard_deviation,contributing_trace_count
0,410.0125,270.323035633,40
0.334448160535,410.019272575,270.66477718,40
0.66889632107,410.01764214,270.969693423,40
1.00334448161,409.787207358,271.319581064,40
1.33779264214,409.444983278,271.697083116,40
1.67224080268,409.211036789,271.933552714,40
2.00668896321,408.88298495,272.211252846,40
2.34113712375,408.538921405,272.514177705,40
2.67558528428,408.493770903,272.631546786,40
3.01003344482,408.496864548,272.6534699,40
3.34448160535,408.623996656,272.385000425,40
3.67892976589,408.766137124,272.106346225,40
4.01337792642,408.886789298,271.94364249,40
4.34782608696,409.061956522,271.703268223,40
4.68227424749,409.15041806,271.471193913,40
5.01672240803,409.028595318,271.316016605,40
5.35117056856,408.933946488,271.13361674,40
5.6856187291,408.936287625,270.857056192,40
6.02006688963,408.922742475,270.645749902,40
6.35451505017,408.841053512,270.722159858,40
6.6889632107,408.765384615,270.721779238,40
7.02341137124,408.863628763,270.532493073,40
7.35785953177,409.014966555,270.333898839,40
7.69230769231,409.163461538,270.157426266,40
8.02675585284,409.194648829,270.085742606,40
8.36120401338,409.239464883,270.109592037,40
8.69565217391,409.363043478,270.268849476,40
9.03010033445,409.437792642,270.362101242,40
9.36454849498,409.506772575,270.385042144,40
9.69899665552,409.589882943,270.417880573,40
10.0334448161,409.639381271,270.530175183,40
10.3678929766,409.733026756,270.72184867,40
10.7023411371,410.038043478,270.71283073,40
11.0367892977,410.318729097,270.748014365,40
11.3712374582,410.242140468,271.129697069,40
11.7056856187,410.126086957,271.384053241,40
12.0401337793,410.297575251,271.464387261,40
12.3745819398,410.563628763,271.589296073,40
12.7090301003,410.782859532,271.721784714,40
13.0434782609,410.976086957,271.846814481,40
13.3779264214,411.019147157,271.997262569,40
13.7123745819,410.89632107,272.212899196,40
14.0468227425,411.000250836,272.346051019,40
14.381270903,411.22132107,272.414700942,40
14.7157190635,411.377173913,272.463624644,40
15.0501672241,411.405267559,272.607290879,40
15.3846153846,411.397115385,272.707027701,40
15.7190635452,411.313168896,272.816648061,40
16.0535117057,411.235493311,272.946561867,40
16.3879598662,411.210409699,273.031393049,40
16.7224080268,411.164088629,273.104861779,40
17.0568561873,411.221028428,273.111343794,40
17.3913043478,411.145652174,273.245247651,40
17.7257525084,411.15409699,273.315581026,40
18.0602006689,411.447408027,273.052530549,40
18.3946488294,411.70777592,272.796237899,40
18.72909699,411.94590301,272.631914541,40
19.0635451505,412.358695652,272.307071807,40
19.397993311,412.855183946,271.944280027,40
19.7324414716,413.221864548,271.76254948,40
20.0668896321,413.408570234,271.709242538,40
20.4013377926,413.922157191,271.260717071,40
20.7357859532,414.672324415,270.540985028,40
21.0702341137,415.219397993,269.905592819,40
21.4046822742,415.627466555,269.221865919,40
21.7391304348,415.920108696,268.592298804,40
22.0735785953,416.30020903,267.931711833,40
22.4080267559,416.874874582,267.038588035,40
22.7424749164,417.330602007,266.221156909,40
23.0769230769,417.868269231,265.511258507,40
23.4113712375,418.452675585,264.727655522,40
23.745819398,419.042349498,263.940582515,40
24.0802675585,419.483444816,263.205140227,40
24.4147157191,420.064464883,262.291206624,40
24.7491638796,420.675083612,261.259828034,40
25.0836120401,421.296237458,259.978306476,40
25.4180602007,421.763377926,258.613560089,40
25.7525083612,422.000334448,257.347398517,40
26.0869565217,421.57826087,255.738236993,40
26.4214046823,421.024916388,254.04696204,40
26.7558528428,420.170234114,252.302574167,40
27.0903010033,419.455602007,249.883810129,40
27.4247491639,418.368060201,247.399161681,40
27.7591973244,416.701254181,245.126235027,40
28.0936454849,414.671153846,242.921017195,40
28.4280936455,412.337458194,240.39086565,40
28.762541806,409.74632107,237.574268873,40
29.0969899666,406.8340301,234.625574764,40
29.4314381271,403.659448161,231.690776907,40
29.7658862876,400.256270903,228.503845003,40
30.1003344482,395.939632107,224.577907348,40
30.4347826087,391.154891304,220.396188907,40
30.7692307692,386.205769231,215.896022248,40
31.1036789298,381.575125418,211.460096592,40
31.4381270903,376.684197324,206.693095831,40
31.7725752508,371.632692308,201.583091659,40
32.1070234114,365.893729097,196.395813113,40
32.4414715719,359.459448161,191.10600134,40
32.7759197324,352.922658863,185.692086327,40
33.110367893,346.153093645,180.248062012,40
33.4448160535,339.123202341,175.01013002,40
33.779264214,332.659322742,170.144516754,40
34.1137123746,326.520568562,165.637551775,40
34.4481605351,319.968561873,160.428924191,40
34.7826086957,313.595652174,155.576818108,40
35.1170568562,307.059155518,150.543586947,40
35.4515050167,300.468729097,145.29184932,40
35.7859531773,294.305267559,140.031676537,40
36.1204013378,288.466931438,134.57995117,40
36.4548494983,283.948160535,130.39470429,40
36.7892976589,279.238586957,127.147537002,40
37.1237458194,274.101839465,123.781239295,40
37.4581939799,268.869397993,120.530214071,40
37.7926421405,264.001839465,117.466917234,40
38.127090301,259.277675585,115.226932801,40
38.4615384615,254.482692308,114.129548507,40
38.7959866221,250.421655518,113.817808588,40
39.1304347826,246.686956522,113.817585377,40
39.4648829431,243.014966555,114.250843057,40
39.7993311037,239.681438127,114.982030484,40
40.1337792642,236.374916388,115.796831638,40
40.4682274247,233.230351171,116.832334642,40
40.8026755853,230.571989967,117.410042005,40
41.1371237458,227.772408027,117.849065477,40
41.4715719064,224.708277592,118.193619375,40
41.8060200669,221.912123746,118.337617402,40
42.1404682274,220.029389632,118.405394378,40
42.474916388,218.380518395,118.671748924,40
42.8093645485,217.15430602,119.159197492,40
43.143812709,216.318896321,119.659345131,40
43.4782608696,215.780978261,120.13189884,40
43.8127090301,215.199498328,120.485854133,40
44.1471571906,214.485117057,120.814877787,40
44.4816053512,213.906020067,121.047901049,40
44.8160535117,213.537541806,121.204983474,40
45.1505016722,213.37027592,121.270982401,40
45.4849498328,213.024414716,121.422221439,40
45.8193979933,212.545317726,121.598426413,40
46.1538461538,211.932692308,121.692258081,40
46.4882943144,211.475668896,121.789252517,40
46.8227424749,211.58340301,121.948066145,40
47.1571906355,211.662040134,122.141824754,40
47.491638796,211.394314381,122.386650515,40
47.8260869565,211.475,122.657401437,40
48.1605351171,211.915133779,122.761416227,40
48.4949832776,212.509489967,122.888151226,40
48.8294314381,213.135451505,123.14960995,40
49.1638795987,213.665551839,123.206294278,40
49.4983277592,214.464882943,123.273846852,40
49.8327759197,215.521488294,123.361623892,40
50.1672240803,216.898620401,123.540259887,40
50.5016722408,218.07888796,123.648573141,40
50.8361204013,219.181145485,123.803465332,40
51.1705685619,220.398536789,123.998057775,40
51.5050167224,221.620401338,124.296226292,40
51.8394648829,223.42027592,124.529636977,40
52.1739130435,226,124.747680784,40
52.508361204,228.328051839,124.962911247,40
52.8428093645,230.503762542,125.326955523,40
53.1772575251,232.372240803,125.693673726,40
53.5117056856,234.437876254,126.097096423,40
53.8461538462,236.684615385,126.608534257,40
54.1806020067,238.541429766,127.228654249,40
54.5150501672,240.755100334,127.854808676,40
54.8494983278,243.093018395,128.330839476,40
55.1839464883,245,128.635118441,40
55.5183946488,246.41722408,129.045848032,40
55.8528428094,247.961287625,129.670158168,40
56.1872909699,249.642892977,130.187567462,40
56.5217391304,251.036956522,130.613042158,40
56.856187291,252.512458194,131.015573204,40
57.1906354515,254.010785953,131.498276055,40
57.525083612,255.409615385,132.099574632,40
57.8595317726,256.848620401,132.589795978,40
58.1939799331,258.29548495,133.023510906,40
58.5284280936,259.706479933,133.516226979,40
58.8628762542,261.01145485,134.137041103,40
59.1973244147,262.426003344,134.743653752,40
59.5317725753,263.896237458,135.261436954,40
59.8662207358,265.347909699,135.81918225,40
60.2006688963,266.968394649,136.526599435,40
60.5351170569,268.517056856,137.203697831,40
60.8695652174,270.115217391,137.812474486,40
61.2040133779,271.784782609,138.541946216,40
61.5384615385,273.353846154,139.258883477,40
61.872909699,274.940301003,139.900755895,40
62.2073578595,276.69958194,140.646843664,40
62.5418060201,278.240802676,141.3331042,40
62.8762541806,279.806521739,141.990897381,40
63.2107023411,281.29180602,142.600798317,40
63.5451505017,282.482943144,143.074862944,40
63.8795986622,283.780351171,143.608659337,40
64.2140468227,284.800501672,144.163704652,40
64.5484949833,285.925501672,144.72271928,40
64.8829431438,287.044356187,145.401625866,40
65.2173913043,288.145652174,146.015000573,40
65.5518394649,289.527717391,146.521876941,40
65.8862876254,290.79916388,147.159503142,40
66.220735786,291.805183946,147.923881667,40
66.5551839465,292.66576087,148.526841222,40
66.889632107,293.641053512,149.080880444,40
67.2240802676,294.796362876,149.713104546,40
67.5585284281,296.02951505,150.408953437,40
67.8929765886,297.175919732,151.014564493,40
68.2274247492,298.091889632,151.516129112,40
68.5618729097,298.72909699,151.886379344,40
68.8963210702,299.150919732,152.176507913,40
69.2307692308,299.709615385,152.66406684,40
69.5652173913,300.424456522,153.193111755,40
69.8996655518,301.01722408,153.657048598,40
70.2341137124,301.566262542,154.029690967,40
70.5685618729,302.023745819,154.373869227,40
70.9030100334,302.15409699,154.799616868,40
71.237458194,302.211622074,155.153019759,40
71.5719063545,302.295568562,155.516536927,40
71.9063545151,302.327508361,155.643574406,40
72.2408026756,302.3590301,155.510510511,40
72.5752508361,302.306103679,155.212180655,40
72.9096989967,302.107943144,154.838051788,40
73.2441471572,301.884197324,154.375388461,40
73.5785953177,301.64632107,153.878478026,40
73.9130434783,301.152173913,153.103994026,40
74.2474916388,300.374414716,152.313172686,40
74.5819397993,299.293979933,151.592702249,40
74.9163879599,298.096404682,150.640168971,40
75.2508361204,297.030183946,149.331213734,40
75.5852842809,295.989297659,148.027941299,40
75.9197324415,294.727926421,146.649569848,40
76.254180602,293.350919732,145.174790035,40
76.5886287625,291.793227425,143.597315955,40
76.9230769231,289.753846154,141.736616308,40
77.2575250836,287.766304348,139.954902635,40
77.5919732441,286.132274247,138.217883663,40
77.9264214047,284.564715719,136.543114073,40
78.2608695652,282.819565217,134.851700577,40
78.5953177258,281.396822742,133.150771451,40
78.9297658863,280.336747492,131.794342754,40
79.2642140468,279.357274248,130.595757198,40
79.5986622074,278.304055184,129.561909239,40
79.9331103679,277.262792642,128.140241483,40
80.2675585284,276.571906355,126.537903773,40
80.602006689,276.671488294,125.910244419,40
80.9364548495,277.038963211,125.730238496,40
81.27090301,278.477591973,126.152843121,40
81.6053511706,280.799958194,127.429084616,40
81.9397993311,283.368896321,129.401400121,40
82.2742474916,286.026923077,131.571089604,40
82.6086956522,288.731521739,133.587381712,40
82.9431438127,291.720317726,136.186614256,40
83.2775919732,295.13854515,138.684709085,40
83.6120401338,298.515217391,141.348171095,40
83.9464882943,302.157441472,144.216271736,40
84.2809364548,306.677759197,148.243307831,40
84.6153846154,311.478846154,153.631272519,40
84.9498327759,316.008779264,158.41330782,40
85.2842809365,321.248829431,163.24535071,40
85.618729097,326.556438127,167.835619966,40
85.9531772575,332.131103679,172.616970258,40
86.2876254181,337.383277592,178.057419541,40
86.6220735786,342.155434783,183.454047833,40
86.9565217391,347.075,188.516816173,40
87.2909698997,351.520401338,193.10023719,40
87.6254180602,355.469816054,197.501439042,40
87.9598662207,359.00041806,201.489034378,40
88.2943143813,362.880183946,205.482965236,40
88.6287625418,366.82132107,209.599192957,40
88.9632107023,370.314673913,212.7290618,40
89.2976588629,373.737959866,215.55660429,40
89.6321070234,376.779891304,218.314260737,40
89.9665551839,379.505685619,220.963409615,40
90.3010033445,382.108695652,223.664207214,40
90.635451505,384.489757525,226.358544593,40
90.9698996656,386.921279264,229.09722121,40
91.3043478261,388.796195652,231.900743706,40
91.6387959866,390.395777592,234.580709177,40
91.9732441472,391.804347826,237.185874203,40
92.3076923077,392.957692308,239.747322578,40
92.6421404682,393.879013378,242.509923753,40
92.9765886288,394.781396321,245.059375744,40
93.3110367893,395.742809365,247.435130919,40
93.6454849498,396.400961538,249.789995018,40
93.9799331104,396.726588629,252.34361959,40
94.3143812709,397.227006689,254.558412498,40
94.6488294314,397.858946488,256.524824942,40
94.983277592,398.496906355,258.303876349,40
95.3177257525,399.08687291,260.084074041,40
95.652173913,399.59673913,261.670286336,40
95.9866220736,400.222909699,263.011574672,40
96.3210702341,401.025167224,264.236598433,40
96.6555183946,401.629264214,265.548297652,40
96.9899665552,402.122157191,266.783162317,40
97.3244147157,402.516973244,267.782423674,40
97.6588628763,403.065635452,268.570507835,40
97.9933110368,403.752508361,269.268247445,40
98.3277591973,403.959448161,270.204339857,40
98.6622073579,403.900585284,271.182434678,40
98.9966555184,404.023745819,271.830578635,40
99.3311036789,404.147742475,272.307166118,40
99.6655518395,404.199707358,272.713514879,40
100,404.2125,273.130620938,40
