normalized_slt_percent,fmg_channel_4_mean,fmg_channel_4_standard_deviation,contributing_trace_count
0,366.3625,333.651389693,40
0.334448160535,366.266638796,333.568002502,40
0.66889632107,366.192725753,333.499839526,40
1.00334448161,366.197449833,333.472795369,40
1.33779264214,366.140802676,333.40969293,40
1.67224080268,366.005016722,333.310694947,40
2.00668896321,365.893143813,333.096425062,40
2.34113712375,365.820150502,332.786023504,40
2.67558528428,365.651421405,332.601315834,40
3.01003344482,365.450752508,332.438828172,40
3.34448160535,365.238670569,332.195267112,40
3.67892976589,364.995568562,331.944816878,40
4.01337792642,364.723202341,331.675530843,40
4.34782608696,364.494565217,331.400462021,40
4.68227424749,364.314799331,331.087295064,40
5.01672240803,364.126923077,330.781361729,40
5.35117056856,363.934866221,330.494803381,40
5.6856187291,363.765133779,330.166098029,40
6.02006688963,363.612792642,329.873612647,40
6.35451505017,363.40819398,329.578340528,40
6.6889632107,363.279013378,329.320307376,40
7.02341137124,363.230518395,329.155438634,40
7.35785953177,363.133277592,328.99626678,40
7.69230769231,363.075,328.816392035,40
8.02675585284,363.20451505,328.641581075,40
8.36120401338,363.4159699,328.501674295,40
8.69565217391,363.586956522,328.441039528,40
9.03010033445,363.707023411,328.402506117,40
9.36454849498,363.808361204,328.407346983,40
9.69899665552,363.960451505,328.469595568,40
10.0334448161,364.057190635,328.512341595,40
10.3678929766,364.099247492,328.553159215,40
10.7023411371,364.148578595,328.645068397,40
11.0367892977,364.260702341,328.681726391,40
11.3712374582,364.311956522,328.665618993,40
11.7056856187,364.381605351,328.791931322,40
12.0401337793,364.484113712,328.894676277,40
12.3745819398,364.604849498,328.898652466,40
12.7090301003,364.727466555,328.955095247,40
13.0434782609,364.774456522,329.034630523,40
13.3779264214,364.82111204,329.033418401,40
13.7123745819,364.976672241,328.987102566,40
14.0468227425,365.132190635,328.929213716,40
14.381270903,365.239214047,328.932921293,40
14.7157190635,365.36187291,328.971630687,40
15.0501672241,365.45083612,329.02395378,40
15.3846153846,365.3625,329.049487731,40
15.7190635452,365.304891304,328.974334361,40
16.0535117057,365.228302676,328.92053021,40
16.3879598662,365.11764214,328.891466074,40
16.7224080268,365.129013378,328.783886463,40
17.0568561873,365.240468227,328.653360505,40
17.3913043478,365.380434783,328.560758027,40
17.7257525084,365.331521739,328.455548056,40
18.0602006689,365.22541806,328.365166063,40
18.3946488294,365.152926421,328.275497209,40
18.72909699,365.105852843,328.113674049,40
19.0635451505,365.148076923,327.928760667,40
19.397993311,365.28770903,327.814284977,40
19.7324414716,365.425459866,327.721260576,40
20.0668896321,365.634531773,327.703398699,40
20.4013377926,365.83319398,327.635205081,40
20.7357859532,366.010033445,327.578313369,40
21.0702341137,366.095025084,327.484935465,40
21.4046822742,366.086371237,327.289801633,40
21.7391304348,366.0625,327.040424421,40
22.0735785953,366.065050167,326.762264411,40
22.4080267559,365.882483278,326.453809949,40
22.7424749164,365.634448161,326.1664951,40
23.0769230769,365.328846154,325.731043415,40
23.4113712375,365.006020067,325.31072737,40
23.745819398,364.582525084,324.829995083,40
24.0802675585,364.133946488,324.245488106,40
24.4147157191,363.695150502,323.641334151,40
24.7491638796,363.022073579,322.95873362,40
25.0836120401,362.098160535,322.10707845,40
25.4180602007,361.220401338,321.051623709,40
25.7525083612,360.342391304,319.971994646,40
26.0869565217,359.301086957,318.808438935,40
