normalized_slt_percent,fmg_channel_8_mean,fmg_channel_8_standard_deviation,contributing_trace_count
0,276.9625,255.816520858,40
0.334448160535,277.268687291,255.915788419,40
0.66889632107,277.535953177,256.028075524,40
1.00334448161,277.587959866,256.240210119,40
1.33779264214,277.643478261,256.400135614,40
1.67224080268,277.667976589,256.475780526,40
2.00668896321,277.680769231,256.477483732,40
2.34113712375,277.693729097,256.404090696,40
2.67558528428,277.567558528,256.320548272,40
3.01003344482,277.380769231,256.230976007,40
3.34448160535,277.210493311,256.033960297,40
3.67892976589,277.089882943,255.83257189,40
4.01337792642,276.915175585,255.740250576,40
4.34782608696,276.672826087,255.601906473,40
4.68227424749,276.478762542,255.350327413,40
5.01672240803,276.302842809,255.057272673,40
5.35117056856,276.103846154,254.769690481,40
5.6856187291,275.865384615,254.573116527,40
6.02006688963,275.645401338,254.351032162,40
6.35451505017,275.496571906,254.056856236,40
6.6889632107,275.329849498,253.828803847,40
7.02341137124,275.084197324,253.686917088,40
7.35785953177,275.006939799,253.582712498,40
7.69230769231,274.994230769,253.530402917,40
8.02675585284,275.051588629,253.442998386,40
8.36120401338,275.108695652,253.350358632,40
8.69565217391,275.176086957,253.366983545,40
9.03010033445,275.325668896,253.403774306,40
9.36454849498,275.423076923,253.483563405,40
9.69899665552,275.510284281,253.532941706,40
10.0334448161,275.676421405,253.551418323,40
10.3678929766,275.861538462,253.640229301,40
10.7023411371,276.055518395,253.788130304,40
11.0367892977,276.1590301,254.033615654,40
11.3712374582,276.234280936,254.233600198,40
11.7056856187,276.60861204,254.19999038,40
12.0401337793,276.983444816,254.21931155,40
12.3745819398,277.119397993,254.452682093,40
12.7090301003,277.189799331,254.624359627,40
13.0434782609,277.338043478,254.822865891,40
13.3779264214,277.593478261,254.985815861,40
13.7123745819,277.798494983,255.047404405,40
14.0468227425,277.82826087,255.175309933,40
14.381270903,277.878344482,255.368613739,40
14.7157190635,277.956438127,255.508314842,40
15.0501672241,278.059113712,255.604006375,40
15.3846153846,278.177884615,255.644954291,40
15.7190635452,278.202717391,255.717684766,40
16.0535117057,278.156730769,255.870885398,40
16.3879598662,278.168770903,255.906944154,40
16.7224080268,278.181897993,255.917097223,40
17.0568561873,278.149623746,255.950067437,40
17.3913043478,278.041304348,255.931512199,40
17.7257525084,278.005351171,255.880783176,40
18.0602006689,278.061956522,255.891936016,40
18.3946488294,278.106354515,255.836224265,40
18.72909699,277.982441472,255.715911611,40
19.0635451505,277.813963211,255.635177946,40
19.397993311,277.796404682,255.54596393,40
19.7324414716,277.816638796,255.462628687,40
20.0668896321,277.904556856,255.361665654,40
20.4013377926,277.889214047,255.177682179,40
20.7357859532,278.083528428,254.9144432,40
21.0702341137,278.299665552,254.674981222,40
21.4046822742,278.058486622,254.492426491,40
21.7391304348,277.808152174,254.14605416,40
22.0735785953,277.747533445,253.692813705,40
22.4080267559,277.555560201,253.256892663,40
22.7424749164,277.227173913,252.636596528,40
23.0769230769,276.620192308,251.959103441,40
23.4113712375,276.000250836,251.333945969,40
23.745819398,275.450292642,250.403425577,40
24.0802675585,274.733026756,249.371231744,40
24.4147157191,273.949414716,248.263017083,40
24.7491638796,273.213210702,247.239029223,40
25.0836120401,272.339214047,246.286666821,40
25.4180602007,271.505852843,245.31197214,40
25.7525083612,270.534866221,244.210410324,40
26.0869565217,269.130434783,242.653909609,40
26.4214046823,267.596906355,240.986718885,40
26.7558528428,266.176003344,239.351822758,40
27.0903010033,264.605351171,237.430829132,40
27.4247491639,262.547909699,235.344012563,40
27.7591973244,260.268645485,233.142689129,40
28.0936454849,258.021404682,230.896411039,40
28.4280936455,255.666764214,228.621979726,40
28.762541806,253.303762542,226.50484421,40
29.0969899666,250.636747492,224.03541303,40
29.4314381271,247.484364548,221.026349372,40
29.7658862876,244.132190635,217.76235241,40
30.1003344482,240.960618729,214.581000767,40
30.4347826087,237.446195652,211.079282816,40
