time_seconds,FMG_channel_1,FMG_channel_2,FMG_channel_3,FMG_channel_4,FMG_channel_5,FMG_channel_6,FMG_channel_7,FMG_channel_8,CoP,vGRF,provisional_phase,label_status,signal_missing
0.00,101,217,111,103,302,168,208,262,10.19,1383,QS,provisional_assumed_short_to_long,0
0.01,99.000000000000909,217,110,100.99999999999909,302.00000000000091,167,209,262,10.18,1383,QS,provisional_assumed_short_to_long,0
0.02,99.999999999998181,217,110,100.00000000000909,302.99999999999818,167,208.99999999999818,262,10.18,1382.9999999999991,QS,provisional_assumed_short_to_long,0
0.03,99,217,110,104.99999999999181,302,167,208,262,10.18,1382.4999999999986,QS,provisional_assumed_short_to_long,0
0.04,99,217,109.99999999999272,101.99999999998909,302,167,208,262,10.18,1382,QS,provisional_assumed_short_to_long,0
0.05,99,216.99999999999545,107.99999999999545,99.000000000009095,302,167,207.99999999999545,261.99999999999545,10.18,1382,QS,provisional_assumed_short_to_long,0
0.06,99,216,107.00000000000546,100.99999999999454,301.99999999999454,167,207,261,10.189999999999827,1381.0000000000173,QS,provisional_assumed_short_to_long,0
0.07,99,216,107.99999999999363,99.999999999987267,300.99999999999363,167,207,261,10.199999999999836,1375.0000000000982,QS,provisional_assumed_short_to_long,0
0.08,99.000000000007276,216,107,98.000000000021828,300,167,207,261,10.219999999999692,1374.0000000000155,QS,provisional_assumed_short_to_long,0
0.09,99.999999999991815,216,107.00000000001637,100.99999999999181,300,167,207,261,10.220000000000001,1373.5000000000073,QS,provisional_assumed_short_to_long,0
0.10,99.000000000013642,216,108.99999999997272,100.00000000001364,300,167,207,261,10.220000000000001,1373.0000000000068,QS,provisional_assumed_short_to_long,0
0.11,99,216,108.00000000001273,100,299.00000000001273,167,206.00000000001273,261,10.220000000000001,1373,QS,provisional_assumed_short_to_long,0
0.12,98.000000000011823,216,108.99999999998818,100,299,166.00000000001182,206,261,10.220000000000001,1372.0000000000118,QS,provisional_assumed_short_to_long,0
0.13,98,215.00000000001091,103.00000000006548,100,299,166.99999999998909,204.00000000002183,261,10.220000000000001,1372,QS,provisional_assumed_short_to_long,0
0.14,98,214.00000000001,102.00000000001,100,298.00000000001,166.00000000001,204,260.00000000001,10.2100000000001,1372,QS,provisional_assumed_short_to_long,0
0.15,98,212.00000000001819,103.99999999998181,98.00000000001819,298,166,204,258.00000000001819,10.170000000000364,1373.9999999999818,QS,provisional_assumed_short_to_long,0
0.16,98,212,103.00000000000819,98,298,166,204,257.00000000000819,10.17,1374,QS,provisional_assumed_short_to_long,0
0.17,98,212,103,99.999999999985448,298,166,204,257,10.17,1374,QS,provisional_assumed_short_to_long,0
0.18,97.000000000006366,212,104.99999999998727,101.99999999998727,298,166,204,257,10.17,1373.0000000000064,QS,provisional_assumed_short_to_long,0
0.19,97,212,105,100.00000000001091,298,166,204.99999999999454,257.99999999999454,10.17,1370.0000000000164,QS,provisional_assumed_short_to_long,0
