time_seconds,FMG_channel_1,FMG_channel_2,FMG_channel_3,FMG_channel_4,FMG_channel_5,FMG_channel_6,FMG_channel_7,FMG_channel_8,CoP,vGRF,provisional_phase,label_status,signal_missing
0.00,58,100,52,91,109,122,35,189,14.57,2749.0900000000001,QS,provisional_assumed_short_to_long,0
0.01,57.999999999999091,97.999999999998181,52,92,109.99999999999818,121,35.000000000000909,188.00000000000091,14.57,2749.0900000000001,QS,provisional_assumed_short_to_long,0
0.02,57,96.000000000005457,52.000000000001819,91.999999999998181,108.00000000000182,121.00000000000546,36,189,14.57,2749.090000000002,QS,provisional_assumed_short_to_long,0
0.03,57.000000000002728,98.999999999997272,52.999999999997272,91.000000000005457,108.99999999999727,123.99999999999727,36,189,14.57,2750.0899999999801,QS,provisional_assumed_short_to_long,0
0.04,57.999999999996362,97.999999999992724,52,93,108,122.99999999999636,36,189.00000000000364,14.57,2747.0900000000001,QS,provisional_assumed_short_to_long,0
0.05,57,96,52,93,108.00000000001364,122,35.999999999995453,189.99999999999545,14.57,2747.0900000000001,QS,provisional_assumed_short_to_long,0
0.06,57.000000000005457,95.999999999994543,52,92.999999999994543,110.99999999999454,122.00000000002183,35.000000000005457,189.00000000000546,14.58,2746.0900000000056,QS,provisional_assumed_short_to_long,0
0.07,58,95,52.000000000006366,92,110,125.99999999997453,36,190,14.58,2747.0899999999838,QS,provisional_assumed_short_to_long,0
0.08,58,95,52.999999999992724,92,110,122,35.999999999992724,190,14.58,2749.5899999999615,QS,provisional_assumed_short_to_long,0
0.09,58,94.999999999991815,52,92.000000000008185,110,122,35.000000000008185,190,14.58,2752.0899999999638,QS,provisional_assumed_short_to_long,0
0.10,58.000000000009095,94.00000000001819,52.000000000009095,93,110.00000000000909,122,36,190,14.580000000000091,2749.0900000000092,QS,provisional_assumed_short_to_long,0
0.11,58.999999999979991,95.999999999979991,52.999999999989996,93,110.99999999997999,122.00000000001,36,190,14.589999999999872,2750.0899999999874,QS,provisional_assumed_short_to_long,0
0.12,57,94.000000000010914,52,92.999999999989086,109.00000000003274,123.00000000002183,36,190.00000000001091,14.590000000000108,2749.0700000000329,QS,provisional_assumed_short_to_long,0
0.13,57,94.999999999989086,52,92.000000000010914,111.99999999996726,124.99999999997817,36,190.99999999998909,14.599999999999891,2752.0699999999674,QS,provisional_assumed_short_to_long,0
0.14,57,93.000000000020009,52,91.000000000010004,109.00000000003001,123.00000000002001,35.000000000010004,190.00000000001,14.6,2751.5700000000052,QS,provisional_assumed_short_to_long,0
0.15,57.999999999990905,93,52.999999999990905,91.999999999990905,110.99999999998181,123,35.999999999990905,190,14.6,2751.0700000000047,QS,provisional_assumed_short_to_long,0
0.16,58,93,53,92,111.99999999999181,123,36,190,14.599999999999854,2754.0800000000145,QS,provisional_assumed_short_to_long,0
0.17,58,93.999999999992724,52.000000000007276,86.000000000043656,112,126.9999999999709,35.000000000007276,190,14.590000000000073,2755.0899999999929,QS,provisional_assumed_short_to_long,0
0.18,58.999999999993634,93.000000000006366,52,86.999999999993634,112.99999999999363,123.00000000002547,35.999999999993634,190,14.6,2753.0900000000001,QS,provisional_assumed_short_to_long,0
0.19,59,94.999999999989086,52.999999999994543,92.999999999967258,113,125.99999999998363,36,190,14.6,2753.0900000000001,QS,provisional_assumed_short_to_long,0
0.20,59,94.000000000004547,52.000000000004547,90.000000000013642,114.99999999999091,126,36,190.99999999999545,14.6,2751.5850000000069,QS,provisional_assumed_short_to_long,0
0.21,58.000000000003638,93.000000000003638,52,92.999999999989086,115.99999999999636,122.00000000001455,36,189.00000000000728,14.6,2750.0800000000054,QS,provisional_assumed_short_to_long,0
0.22,58,92.000000000002728,52,93.999999999997272,115.00000000000273,122.99999999999727,35.000000000002728,189.99999999999727,14.6,2756.0899999998469,QS,provisional_assumed_short_to_long,0
0.23,58.999999999998181,93.999999999996362,52,93.000000000001819,115,122.00000000000182,35.999999999998181,190.99999999999818,14.6,2758.0899999999965,QS,provisional_assumed_short_to_long,0
0.24,58.000000000000909,93.000000000000909,52.999999999999091,93,114.00000000000091,121.00000000000091,36,191,14.609999999999763,2758.0900000000001,QS,provisional_assumed_short_to_long,0
0.25,60,92,52,93,114,124,35,191,14.609999999999999,2754.0799999999999,QS,provisional_assumed_short_to_long,0
0.26,60,93,52.000000000000909,93.000000000000909,114,123.00000000000182,36,191,14.619999999999781,2757.0799999999344,QS,provisional_assumed_short_to_long,0
0.27,60,92.999999999998181,52.999999999999091,94,113.99999999999909,124.99999999999636,36,191,14.619999999999999,2758.079999999979,QS,provisional_assumed_short_to_long,0
0.28,60,91.999999999997272,52.499999999998636,94,113.49999999999864,122.99999999999454,36,191,14.619999999999999,2759.0799999999799,QS,provisional_assumed_short_to_long,0
0.29,60,91,52.000000000003638,93.999999999992724,113.00000000000364,121.00000000000728,36,190.99999999999636,14.619999999999999,2762.0799999999927,QS,provisional_assumed_short_to_long,0
0.30,60,91.000000000009095,53,92.000000000009095,114,122.99999999999545,35.999999999995453,189.99999999999545,14.619999999999999,2760.0800000000363,QS,provisional_assumed_short_to_long,0
0.31,60.000000000005457,92.999999999994543,53,93.999999999989086,114,122.00000000001091,35.000000000005457,189.00000000000546,14.630000000000001,2762.079999999989,QS,provisional_assumed_short_to_long,0
0.32,61,91.999999999993634,52.999999999993634,92.000000000006366,113.99999999999363,123.9999999999809,35.999999999993634,189.9999999999809,14.630000000000001,2760.0800000000327,QS,provisional_assumed_short_to_long,0
0.33,61,91.000000000014552,52,93,113.00000000001455,121,35.000000000007276,187.00000000000728,14.630000000000182,2761.0799999999958,QS,provisional_assumed_short_to_long,0
0.34,60.999999999991815,92.999999999991815,52.000000000008185,93,114.99999999999181,121,36,188.00000000001637,14.655000000000205,2760.5049999999951,QS,provisional_assumed_short_to_long,0
0.35,60,91.999999999990905,52.999999999995453,93,114,121.00000000000455,36,190,14.68000000000009,2759.9299999999998,QS,provisional_assumed_short_to_long,0
0.36,60,90.999999999989996,52.499999999994998,93,114,121.500000000005,36,190,14.689999999999872,2759.9200000000001,QS,provisional_assumed_short_to_long,0
0.37,60,90.000000000021828,52,93,114,122.00000000002183,36,190,14.69,2761.9200000000001,QS,provisional_assumed_short_to_long,0
0.38,60,91.999999999978172,52,93,114,123.99999999997817,36,190,14.69,2761.9099999999999,QS,provisional_assumed_short_to_long,0
0.39,60.999999999989996,91.000000000010004,52,93.999999999989996,113.00000000001,124,35.000000000010004,190,14.69,2759.9099999999999,QS,provisional_assumed_short_to_long,0
