normalized_sssw_percent,display_fmg_channel_1_mean,display_fmg_channel_2_mean,display_fmg_channel_3_mean,display_fmg_channel_4_mean,display_fmg_channel_5_mean,display_fmg_channel_6_mean,display_fmg_channel_7_mean,display_fmg_channel_8_mean,display_cop_mean,display_vgrf_mean,display_fmg_channel_1_standard_deviation,display_fmg_channel_2_standard_deviation,display_fmg_channel_3_standard_deviation,display_fmg_channel_4_standard_deviation,display_fmg_channel_5_standard_deviation,display_fmg_channel_6_standard_deviation,display_fmg_channel_7_standard_deviation,display_fmg_channel_8_standard_deviation,display_cop_standard_deviation,display_vgrf_standard_deviation,fmg_channel_1_contributing_trace_count,fmg_channel_2_contributing_trace_count,fmg_channel_3_contributing_trace_count,fmg_channel_4_contributing_trace_count,fmg_channel_5_contributing_trace_count,fmg_channel_6_contributing_trace_count,fmg_channel_7_contributing_trace_count,fmg_channel_8_contributing_trace_count,cop_contributing_trace_count,vgrf_contributing_trace_count
18.0602006689,153.523874929,141.84148237,119.309296306,96.2763551477,82.0007933706,79.2547035967,47.4072008148,32.5503853405,397.125216862,380.528942159,64.8338895882,70.5719697623,55.7705999155,38.8534739445,44.4921745972,43.6480968021,21.573447158,13.0784047775,5.21373891563,16.5934280299,40,40,40,40,40,40,40,40,40,40
18.3946488294,155.067362107,143.705309322,121.181251151,97.2312188936,83.7681457444,80.4445642823,47.9198143574,32.8921956422,397.194016128,380.371067276,63.9282210292,70.6013731438,55.745733522,38.0075899635,44.8375953937,42.5323182594,21.5580942091,13.2259596968,5.25610691577,16.5749107499,40,40,40,40,40,40,40,40,40,40
18.72909699,156.143399546,144.954554528,122.92380834,98.2552458536,84.913229015,80.3741004978,48.2345778195,33.1473704829,397.258704823,380.152772794,62.989115324,70.5125933521,56.4856045381,37.1701060677,44.626240283,41.1207288747,21.4413475832,13.2357186091,5.29203706088,16.4903522162,40,40,40,40,40,40,40,40,40,40
19.0635451505,157.221656003,146.350677905,124.563984429,99.3388761341,85.7948474172,80.4682555011,48.6743403079,33.3306018287,397.351174137,379.927780694,61.8633550674,69.3537101239,56.2924982737,36.2154168418,43.624830227,39.7569988695,21.2038811022,13.2106222546,5.38770643277,16.6687829955,40,40,40,40,40,40,40,40,40,40
19.397993311,157.557247701,147.539223307,125.68422255,99.9374070712,86.5791460256,80.6807392963,48.9971758393,33.4769618871,397.552297373,379.711560176,60.9335100527,69.1677747776,56.1131625292,35.4477237749,43.0150474286,39.0943693662,21.1295981665,13.083486862,5.75464819606,17.3259239083,40,40,40,40,40,40,40,40,40,40
19.7324414716,157.71311038,148.473361755,126.48438084,100.588738135,86.7805733842,81.189504454,49.3133863006,33.6990733723,397.838476256,379.382494088,60.2974337392,68.6003989296,55.6298407422,34.8436276682,41.8305541548,39.0229109291,21.029857564,13.0127749983,6.10105943097,17.7440980557,40,40,40,40,40,40,40,40,40,40
20.0668896321,157.671673755,149.068075712,127.08050231,101.111503776,87.6109162005,81.6436392309,49.6503621671,33.9061493217,398.369570597,379.250451535,59.8211543038,67.7819442538,55.1261722711,34.2343037342,41.0529167896,38.9444738878,20.9107921073,12.9100957345,7.04662944186,17.9483378093,40,40,40,40,40,40,40,40,40,40
20.4013377926,157.548339311,149.598349197,127.658801436,101.573625448,88.4193741017,82.7591246686,49.9609965619,34.0368169794,398.68304452,379.040111509,59.4027767152,67.4131303219,54.5878660216,33.7242578424,40.557731588,39.5314878644,20.8151350637,12.802063337,7.78800326584,17.7165052367,40,40,40,40,40,40,40,40,40,40
20.7357859532,158.588401803,150.179349251,128.279912181,101.862995267,89.1981199133,83.1661863846,50.112951981,34.1086362738,398.697225295,379.073710616,59.4381220587,66.911685922,53.5011508786,33.1233784928,39.942055527,39.8053091148,20.6444942071,12.6774668394,7.80584034349,17.4245668917,40,40,40,40,40,40,40,40,40,40
21.0702341137,159.256491026,151.032918758,128.438875427,102.166849926,89.2860809157,84.4400351331,50.2343210434,34.0135856814,398.630881746,379.055648484,59.1968863335,66.8395788867,52.2447678477,32.3123137051,39.1858335396,42.1065599827,20.3259712896,12.4980265453,7.98749943649,16.7756405449,40,40,40,40,40,40,40,40,40,40
21.4046822742,160.570837724,152.07142226,128.790690069,102.704123164,89.8791514382,84.3599778096,50.6706907353,34.1620887647,398.093414493,379.218565015,58.1009162652,64.9769286796,50.9756412991,31.5773141988,39.5722965804,41.7817182722,19.8841489352,12.4338737116,6.33871708178,16.3280141007,40,40,40,40,40,40,40,40,40,40
21.7391304348,161.823633106,152.373129428,129.358347766,103.38072198,90.3522571032,84.6603571189,50.7988173381,34.3497819327,398.490374225,379.087306661,57.3962139912,62.7149623187,50.5144336324,31.0761051501,38.773559274,41.2565583518,19.5414500302,12.1589519423,6.71506199773,16.0311187343,40,40,40,40,40,40,40,40,40,40
22.0735785953,161.919482781,153.176562924,130.271052374,103.822794513,91.3626406235,85.9572101689,51.2561924586,34.5956647241,398.605932141,379.413202498,58.8742784184,62.4584944196,50.5756982026,31.237504677,39.8045612522,42.6967834976,19.674700726,12.5332544306,6.86176998914,16.2624108159,40,40,40,40,40,40,40,40,40,40
22.4080267559,163.538315836,153.601430192,131.109649974,103.836882224,92.4018937201,86.4910284641,51.5575478821,34.7368432571,398.874120318,379.339008752,61.2739869026,63.626604339,51.5348986429,32.3324690403,42.1779250893,44.4568376407,20.2484714383,13.168385396,7.56370098354,16.2402540122,40,40,40,40,40,40,40,40,40,40
22.7424749164,164.454487661,154.384898662,131.998852776,104.006703947,93.6994617445,87.8345317597,51.8091537147,35.1742631587,399.258594473,379.715927723,62.8116450134,65.2554689571,53.0046809862,33.2400012368,44.8768260104,45.1346848347,20.9016279293,13.7815569337,8.21755409556,16.4329211154,40,40,40,40,40,40,40,40,40,40
23.0769230769,166.760045017,155.922103548,133.23190113,104.923553098,94.8212161905,89.0381282914,52.5284537626,35.6104378262,399.411027005,379.49326654,62.4219183233,65.7351434627,54.8371807051,32.7510690952,47.1484349069,45.8572947473,21.0247576101,14.3099285495,8.5105277397,16.5411576461,40,40,40,40,40,40,40,40,40,40
23.4113712375,168.135446681,157.045805489,134.44960165,105.708802343,95.9688041579,90.1029858097,53.0629480573,35.9839075143,399.734578451,379.336306976,62.2091420269,65.9037386445,57.3700156163,32.2857892378,48.5629018786,45.7764909559,21.0907476801,14.8199453373,8.85300144341,16.6888549406,40,40,40,40,40,40,40,40,40,40
23.745819398,170.457475811,158.355632038,136.155763106,106.679891569,97.2797205713,90.4568564518,53.7604324309,36.4922166013,400.524727953,379.278997493,61.3273258248,65.862490858,57.9977858096,31.4037708547,50.1065216178,45.7226704703,21.069375141,15.0955972106,10.0641964332,16.9624108023,40,40,40,40,40,40,40,40,40,40
24.0802675585,172.830182896,160.484707178,137.954474345,107.889986223,98.7427233101,92.2104975214,54.3032195655,37.1115368912,400.972078564,379.316795001,60.4274842428,65.0545261231,58.1018950631,30.0836062159,50.9230628098,45.8271684356,21.0377844972,15.226650158,11.0978988218,18.0755289743,40,40,40,40,40,40,40,40,40,40
24.4147157191,174.713876465,163.158423668,139.940817498,108.957955304,100.351282443,93.1630332026,55.017052352,37.4532912206,401.011003453,379.726872714,59.8960702343,63.7553707372,57.2428422704,28.8103852079,50.7689463694,45.6928680094,20.8761963614,15.2314284486,11.1197582388,18.8040953619,40,40,40,40,40,40,40,40,40,40
24.7491638796,175.466913915,165.657335096,141.426471484,109.662560274,101.56490756,94.60566212,55.4692267118,37.76469106,400.929895362,380.199855586,59.2036389451,62.4762898314,56.1003057577,27.6636989251,50.3396451451,46.2726553935,20.754830651,15.1339840097,11.1163474973,19.5358417798,40,40,40,40,40,40,40,40,40,40
25.0836120401,176.464816698,167.839616379,142.537857784,110.456234569,102.491405328,95.5189315304,55.9876205409,37.9885393368,400.974354521,380.465625952,58.4835102324,61.4075252581,54.8513721455,26.114610261,49.846676232,47.7034018936,20.5545926749,14.9920444324,11.1729877647,19.7481710925,40,40,40,40,40,40,40,40,40,40
25.4180602007,177.019868512,169.936650981,142.988870543,111.273670112,103.097300899,95.403484829,56.280902784,38.0502719085,400.536560658,380.514931779,57.2557693485,61.0256198445,53.7783748144,24.4055510748,49.283390935,48.0629175366,20.1312553242,14.8641796909,10.2189841549,19.944509299,40,40,40,40,40,40,40,40,40,40
25.7525083612,177.762454784,170.907391188,143.457177827,111.988824983,103.166549751,94.7701995619,56.3043146048,38.1402217731,400.119706595,380.404131783,55.7751355309,60.5392245522,53.2673287651,22.7043979088,48.7987714585,48.3286107858,19.7670147771,14.7344758326,10.0997567472,19.7319021076,40,40,40,40,40,40,40,40,40,40
26.0869565217,178.624089742,172.04024458,143.8908697,112.401052733,102.993263986,94.9412220054,56.3881006497,38.1462527799,400.041449317,380.382570506,55.0779502888,60.7872521937,52.716425558,21.3657596252,48.3360147311,48.9555696809,19.4867789899,14.5933150946,10.1205987097,19.2163443365,40,40,40,40,40,40,40,40,40,40
26.4214046823,177.50329463,172.715525227,143.851136665,112.547415948,102.713621452,94.5791865272,56.2843182073,37.9800242967,400.050095731,380.117522752,54.9431675271,61.3046967816,51.9842528185,20.5050768103,47.8078551526,51.7555647682,19.3003381799,14.4151620562,10.1707066709,18.6176914031,40,40,40,40,40,40,40,40,40,40
26.7558528428,177.092939388,172.564903172,143.248052904,112.388480991,102.146427333,93.3281372573,56.1560204228,37.7602182955,399.868864521,379.616060045,54.3826063279,60.558228442,50.9547310648,20.3328187482,47.3191261333,51.2298271319,18.8469175998,14.2952257716,8.96637807803,18.3095409136,40,40,40,40,40,40,40,40,40,40
