normalized_sssw_percent,fmg_channel_1_mean,fmg_channel_1_standard_deviation,contributing_trace_count
0,406.4,274.856853653,40
0.334448160535,406.452926421,274.716028766,40
0.66889632107,407.568561873,272.863570306,40
1.00334448161,408.361705686,270.58777159,40
1.33779264214,409.306981605,267.922211871,40
1.67224080268,410.035284281,265.062290369,40
2.00668896321,410.34937291,261.979820731,40
2.34113712375,410.511287625,258.788644883,40
2.67558528428,408.985744147,255.375437124,40
3.01003344482,405.885451505,252.230941625,40
3.34448160535,400.683946488,248.926953894,40
3.67892976589,395.548704013,244.683852102,40
4.01337792642,391.223829431,240.20139017,40
4.34782608696,386.454347826,235.816737562,40
4.68227424749,381.39632107,231.990951096,40
5.01672240803,376.975668896,230.120638307,40
5.35117056856,370.775585284,228.08628732,40
5.6856187291,363.703135451,225.095581654,40
6.02006688963,355.307190635,221.767694458,40
6.35451505017,346.715384615,217.878330037,40
6.6889632107,339.734698997,213.113783377,40
7.02341137124,331.417056856,209.07145477,40
7.35785953177,323.367391304,204.688945415,40
7.69230769231,315.319230769,199.55018392,40
8.02675585284,307.177090301,196.301865274,40
8.36120401338,301.095526756,193.722970054,40
8.69565217391,293.955978261,190.592921825,40
9.03010033445,287.653219064,186.775014312,40
9.36454849498,281.409615385,180.85425381,40
9.69899665552,273.711747492,173.88342779,40
10.0334448161,265.134824415,163.713395259,40
10.3678929766,255.984657191,154.146437273,40
10.7023411371,245.276379599,142.782380781,40
11.0367892977,237.940510033,133.915678585,40
11.3712374582,232.265050167,126.060005421,40
11.7056856187,227.29485786,118.433947838,40
12.0401337793,225.0409699,116.62025431,40
12.3745819398,224.240802676,117.88617946,40
12.7090301003,223.458862876,119.075778681,40
13.0434782609,222.32173913,121.260120034,40
13.3779264214,221.211204013,123.38841143,40
13.7123745819,222.314381271,125.641784853,40
14.0468227425,224.709364548,127.765677734,40
14.381270903,228.201086957,130.061424231,40
14.7157190635,230.620735786,130.803806487,40
15.0501672241,233.33235786,130.303680792,40
15.3846153846,234.186538462,130.673885929,40
15.7190635452,234.002341137,129.852780682,40
16.0535117057,238.748913043,133.458160301,40
16.3879598662,243.792851171,139.102085165,40
16.7224080268,249.867767559,147.622793999,40
17.0568561873,254.618185619,153.078282733,40
17.3913043478,261.816304348,159.228065349,40
17.7257525084,267.943687291,163.435654017,40
18.0602006689,274.549247492,169.81506377,40
18.3946488294,279.066011706,173.867699032,40
18.72909699,282.199832776,176.485070826,40
19.0635451505,285.507107023,179.127598504,40
19.397993311,287.192767559,180.894606942,40
