normalized_sssw_percent,fmg_channel_2_mean,fmg_channel_2_standard_deviation,contributing_trace_count
0,279.675,225.939857872,40
0.334448160535,281.55923913,224.223447556,40
0.66889632107,284.282190635,220.779969353,40
1.00334448161,285.293645485,217.458469725,40
1.33779264214,287.428093645,212.464755217,40
1.67224080268,288.88854515,208.125624513,40
2.00668896321,288.794774247,205.203949069,40
2.34113712375,286.831103679,202.899205981,40
2.67558528428,283.626672241,201.040381611,40
3.01003344482,281.100334448,198.353026526,40
3.34448160535,278.396780936,196.467707627,40
3.67892976589,275.494105351,194.413095157,40
4.01337792642,272.926337793,192.06510097,40
4.34782608696,271.576086957,188.836494222,40
4.68227424749,270.886956522,185.392251419,40
5.01672240803,272.118060201,183.011377791,40
5.35117056856,273.065133779,182.083741702,40
5.6856187291,270.412165552,179.523851308,40
6.02006688963,265.560451505,177.351438099,40
6.35451505017,259.27132107,175.509059832,40
6.6889632107,254.528135452,172.274632232,40
7.02341137124,250.138377926,169.092855133,40
7.35785953177,243.990342809,166.877734936,40
7.69230769231,237.625961538,163.776796215,40
8.02675585284,232.135827759,160.284096154,40
8.36120401338,225.794565217,157.347930781,40
8.69565217391,219.148369565,154.723753152,40
9.03010033445,213.549623746,151.058000417,40
9.36454849498,206.8215301,145.370009348,40
9.69899665552,199.470359532,140.090196788,40
10.0334448161,189.765886288,134.043009253,40
10.3678929766,182.824958194,127.930012224,40
10.7023411371,173.3840301,120.738456641,40
11.0367892977,163.521906355,113.710975785,40
11.3712374582,157.090091973,108.957243218,40
11.7056856187,151.403135451,105.753427902,40
12.0401337793,145.256187291,103.451382298,40
12.3745819398,140.372240803,102.401639182,40
12.7090301003,137.348829431,102.194522455,40
13.0434782609,135.22826087,103.990542208,40
13.3779264214,133.489715719,105.687474823,40
13.7123745819,132.795317726,106.92816162,40
14.0468227425,132.926421405,109.627473201,40
14.381270903,132.188795987,111.611142385,40
14.7157190635,131.967474916,113.160516015,40
15.0501672241,131.231688963,112.72935014,40
15.3846153846,130.144230769,113.228877738,40
15.7190635452,129.717391304,113.396445197,40
16.0535117057,131.373871237,115.908198279,40
16.3879598662,134.169105351,119.466939678,40
16.7224080268,138.637332776,124.629800943,40
17.0568561873,143.287374582,131.280179169,40
17.3913043478,148.514673913,138.126509639,40
17.7257525084,153.201714047,142.143430267,40
18.0602006689,156.521906355,146.312650938,40
18.3946488294,160.135200669,150.737082739,40
18.72909699,162.75819398,154.265599675,40
19.0635451505,165.766304348,157.270935371,40
19.397993311,167.793436455,158.791556085,40
19.7324414716,169.500250836,159.509987457,40
20.0668896321,170.710284281,159.562990093,40
20.4013377926,171.47132107,158.731505015,40
20.7357859532,172.285827759,157.479897117,40
21.0702341137,173.159866221,155.108061687,40
21.4046822742,175.217725753,154.214886667,40
21.7391304348,176.375,154.12116109,40
22.0735785953,177.822993311,154.702634009,40
22.4080267559,178.581354515,156.762396696,40
22.7424749164,179.881981605,159.834468596,40
23.0769230769,182.726923077,163.060610532,40
23.4113712375,185.370317726,167.003241119,40
23.745819398,188.190677258,170.292176217,40
24.0802675585,192.019565217,172.437738211,40
24.4147157191,196.849080268,174.800989889,40
24.7491638796,201.205434783,176.197631999,40
25.0836120401,204.91229097,177.207289557,40
25.4180602007,208.124665552,177.473140587,40
25.7525083612,209.935033445,178.38009728,40
26.0869565217,211.629891304,178.812533808,40
26.4214046823,212.534991639,178.725746876,40
26.7558528428,212.290802676,177.336451183,40
27.0903010033,211.044481605,177.145557963,40
27.4247491639,210.469230769,177.344265634,40
27.7591973244,211.089297659,177.836278282,40
28.0936454849,211.181647157,179.223387821,40
28.4280936455,210.316429766,180.803886916,40
28.762541806,209.628511706,181.810955603,40
29.0969899666,208.932107023,183.363104525,40
29.4314381271,208.938210702,184.189095908,40
29.7658862876,209.837792642,184.825353781,40
30.1003344482,211.283235786,185.413050803,40
30.4347826087,212.673913043,185.367106005,40
30.7692307692,213.153846154,183.617844236,40
31.1036789298,212.529264214,182.255441511,40
31.4381270903,211.550250836,180.193223146,40
31.7725752508,212.012959866,177.956430481,40
32.1070234114,210.607441472,173.903892669,40
32.4414715719,205.197909699,171.464802511,40
32.7759197324,201.762541806,168.7279351,40
33.110367893,199.727090301,166.743925552,40
33.4448160535,199.286538462,164.557144013,40
33.779264214,197.643979933,163.304027921,40
34.1137123746,195.573411371,161.910597317,40
34.4481605351,193.038210702,161.516792219,40
34.7826086957,192.025,161.984708048,40
35.1170568562,192.761956522,162.643196614,40
35.4515050167,194.865050167,162.946155934,40
35.7859531773,197.790719064,164.107565323,40
36.1204013378,202.267056856,165.552129633,40
36.4548494983,207.332525084,168.535761306,40
36.7892976589,211.720108696,172.70149275,40
37.1237458194,214.981187291,176.146203011,40
37.4581939799,219.281688963,179.199934603,40
37.7926421405,224.010117057,182.59459765,40
38.127090301,227.50409699,185.906860836,40
38.4615384615,230.678846154,188.680226053,40
38.7959866221,233.631020067,191.17804013,40
39.1304347826,235.948913043,193.949521546,40
39.4648829431,238.242558528,197.76573676,40
39.7993311037,240.476588629,200.602662058,40
40.1337792642,241.934071906,203.745112253,40
40.4682274247,242.317809365,206.27131964,40
40.8026755853,242.84180602,208.088884436,40
41.1371237458,244.310242475,209.582828126,40
41.4715719064,245.859782609,210.287068772,40
41.8060200669,247.631020067,211.09673355,40
42.1404682274,249.975668896,212.090309985,40
42.474916388,251.959698997,213.876049728,40
42.8093645485,253.42951505,214.762655136,40
43.143812709,254.44506689,215.149869944,40
43.4782608696,255.307065217,214.058054871,40
43.8127090301,254.817474916,212.604155098,40
44.1471571906,254.439214047,209.374658518,40
44.4816053512,251.690259197,206.764852866,40
44.8160535117,247.859489967,203.978923539,40
45.1505016722,243.475167224,200.589177286,40
45.4849498328,238.266722408,196.970696545,40
45.8193979933,234.967725753,193.7667101,40
46.1538461538,229.5,191.539559774,40
46.4882943144,223.548913043,190.693394813,40
46.8227424749,221.678177258,190.04411284,40
47.1571906355,221.579389632,190.417399891,40
47.491638796,221.919314381,192.562479956,40
47.8260869565,221.488043478,196.021659447,40
48.1605351171,221.757232441,199.479492454,40
48.4949832776,221.839841137,202.536556146,40
48.8294314381,221.991471572,204.717596442,40
49.1638795987,222.902759197,205.149162289,40
49.4983277592,222.744397993,205.899640174,40
49.8327759197,222.19222408,205.000220032,40
50.1672240803,221.135994983,203.721915369,40
50.5016722408,219.50840301,202.990615653,40
50.8361204013,219.894941472,202.912119251,40
51.1705685619,220.90493311,202.712478782,40
51.5050167224,221.784322742,203.583715624,40
51.8394648829,223.24264214,205.598007193,40
52.1739130435,225.384782609,207.822501686,40
52.508361204,227.386329431,208.828549885,40
52.8428093645,228.756981605,209.445955627,40
53.1772575251,230.589088629,210.112215117,40
53.5117056856,232.688503344,210.718322358,40
53.8461538462,235.204807692,211.360577374,40
54.1806020067,237.187123746,212.171865976,40
54.5150501672,239.234991639,213.482090422,40
54.8494983278,241.035618729,214.152182149,40
55.1839464883,243.215175585,213.791667534,40
55.5183946488,246.160117057,212.681531741,40
55.8528428094,249.571488294,211.313113631,40
56.1872909699,253.103219064,208.823567239,40
56.5217391304,255.881521739,207.008576982,40
56.856187291,256.998996656,205.199831562,40
57.1906354515,260.965551839,203.71306472,40
57.525083612,262.36638796,202.881834135,40
57.8595317726,261.666304348,201.577953731,40
58.1939799331,259.860200669,199.878163681,40
58.5284280936,258.230769231,197.262975824,40
58.8628762542,254.601170569,194.515770785,40
59.1973244147,251.475459866,191.62937799,40
59.5317725753,249.67951505,189.077430277,40
59.8662207358,248.034782609,187.270954647,40
60.2006688963,247.081020067,186.717442645,40
60.5351170569,247.728428094,186.069580535,40
60.8695652174,248.424456522,185.419161633,40
61.2040133779,247.814172241,186.239805036,40
61.5384615385,245.846153846,186.104267873,40
61.872909699,244.080183946,185.062283912,40
62.2073578595,242.184531773,184.622474002,40
62.5418060201,240.609071906,184.430494384,40
62.8762541806,238.586789298,183.934777551,40
63.2107023411,236.166346154,182.850671696,40
63.5451505017,233.864673913,181.374875944,40
63.8795986622,232.93770903,179.885143488,40
64.2140468227,232.677508361,178.952429457,40
64.5484949833,233.255936455,177.229274978,40
64.8829431438,233.207943144,177.653991922,40
65.2173913043,231.947282609,176.889592011,40
65.5518394649,229.270944816,174.550127608,40
65.8862876254,224.218520067,171.925514227,40
66.220735786,218.87173913,169.343280212,40
66.5551839465,214.160326087,166.765863996,40
66.889632107,207.301755853,164.541148287,40
67.2240802676,200.674414716,162.442315665,40
67.5585284281,195.243478261,160.093317306,40
67.8929765886,190.328135452,157.770078381,40
68.2274247492,185.681897993,153.822380165,40
68.5618729097,179.275501672,149.582882841,40
68.8963210702,172.280852843,145.206608304,40
69.2307692308,165.505769231,140.408069577,40
69.5652173913,157.44076087,135.912455229,40
69.8996655518,152.392725753,133.131595406,40
70.2341137124,147.506396321,131.186372456,40
70.5685618729,144.677884615,130.222413296,40
70.9030100334,144.021446488,130.881928917,40
71.237458194,144.447073579,133.548174072,40
71.5719063545,145.618394649,136.648707621,40
71.9063545151,148.252173913,140.120254625,40
72.2408026756,151.163210702,143.359028943,40
72.5752508361,154.42583612,145.943932026,40
72.9096989967,156.148369565,148.284308847,40
73.2441471572,157.657859532,149.531882715,40
73.5785953177,159.239464883,149.408653333,40
73.9130434783,159.316304348,148.388209049,40
74.2474916388,159.363712375,147.759623141,40
74.5819397993,159.041889632,146.43742042,40
74.9163879599,158.775585284,143.914644454,40
75.2508361204,157.026630435,140.776559017,40
75.5852842809,156.165259197,138.176610463,40
75.9197324415,155.417474916,135.928060797,40
76.254180602,158.631354515,135.261527607,40
76.5886287625,162.666053512,137.502838588,40
76.9230769231,166.398076923,141.124194263,40
77.2575250836,170.881103679,146.744833587,40
77.5919732441,173.520986622,151.864379284,40
77.9264214047,174.41145485,154.860183113,40
78.2608695652,176.24673913,157.369372763,40
78.5953177258,178.87006689,160.548556916,40
78.9297658863,179.907608696,163.327679461,40
79.2642140468,181.704682274,166.030643195,40
79.5986622074,182.162332776,167.308965303,40
79.9331103679,183.070150502,168.771747243,40
80.2675585284,183.519230769,169.319603179,40
80.602006689,182.845777592,169.82084172,40
80.9364548495,182.575668896,169.482698358,40
81.27090301,182.946822742,168.773847896,40
81.6053511706,185.190635452,167.873113816,40
81.9397993311,188.283444816,166.941915497,40
82.2742474916,190.494356187,165.958834863,40
82.6086956522,192.454347826,164.607683396,40
82.9431438127,192.802299331,161.714251553,40
83.2775919732,191.401170569,159.483872728,40
83.6120401338,190.399247492,156.819165971,40
83.9464882943,188.527508361,155.176487834,40
84.2809364548,186.572240803,154.487763672,40
84.6153846154,185.657692308,153.669017206,40
84.9498327759,186.09916388,152.774552826,40
85.2842809365,185.222115385,151.568026826,40
85.618729097,185.658695652,149.326170174,40
85.9531772575,186.615050167,146.04223043,40
86.2876254181,184.559071906,142.53140229,40
86.6220735786,181.747658863,139.039993706,40
86.9565217391,180.524456522,135.951620804,40
87.2909698997,177.823829431,132.012664891,40
87.6254180602,174.242474916,128.386720068,40
87.9598662207,170.051923077,125.168477609,40
88.2943143813,167.474414716,123.21356067,40
88.6287625418,164.774916388,121.88837915,40
88.9632107023,163.319314381,122.123874852,40
89.2976588629,161.891555184,122.140993251,40
89.6321070234,162.218394649,123.619039182,40
89.9665551839,163.419356187,127.295387761,40
90.3010033445,166.134071906,133.365846125,40
90.635451505,167.919816054,138.478387546,40
90.9698996656,169.787207358,142.230790568,40
91.3043478261,172.468478261,145.208612559,40
91.6387959866,176.580518395,147.829013054,40
91.9732441472,180.62006689,150.380570625,40
92.3076923077,184.271153846,153.327666679,40
92.6421404682,188.496279264,156.680676442,40
