normalized_sssw_percent,fmg_channel_3_mean,fmg_channel_3_standard_deviation,contributing_trace_count
0,308.45,266.674891019,40
0.334448160535,308.570192308,266.750098257,40
0.66889632107,307.863628763,265.933905283,40
1.00334448161,306.424414716,264.340911823,40
1.33779264214,304.374289298,261.97536029,40
1.67224080268,301.943645485,259.226845791,40
2.00668896321,299.088712375,256.137931725,40
2.34113712375,295.986371237,252.932047507,40
2.67558528428,292.888628763,250.113553408,40
3.01003344482,290.136831104,247.747417301,40
3.34448160535,287.392683946,245.596785187,40
3.67892976589,284.406312709,243.810689709,40
4.01337792642,282.327257525,242.280547728,40
4.34782608696,280.09673913,240.931747435,40
4.68227424749,278.450167224,239.737428648,40
5.01672240803,277.153010033,239.075264094,40
5.35117056856,276.205434783,239.31991589,40
5.6856187291,273.872073579,237.675162912,40
6.02006688963,270.398996656,234.886930913,40
6.35451505017,266.932692308,231.94424907,40
6.6889632107,263.48382107,228.821286802,40
7.02341137124,259.127591973,224.864942469,40
7.35785953177,254.887750836,221.483362305,40
7.69230769231,250.836538462,218.166150643,40
8.02675585284,247.816095318,215.36647738,40
8.36120401338,244.254556856,212.457971669,40
8.69565217391,239.391304348,208.350062762,40
9.03010033445,234.161371237,204.109772644,40
9.36454849498,228.533946488,198.913486584,40
9.69899665552,222.850459866,192.829356445,40
10.0334448161,217.197115385,186.173391139,40
10.3678929766,213.381145485,180.441633983,40
10.7023411371,208.666764214,174.311204122,40
11.0367892977,203.827006689,168.447673373,40
11.3712374582,199.371780936,163.198726777,40
11.7056856187,195.168561873,159.366468963,40
12.0401337793,190.648829431,155.815447977,40
12.3745819398,188.313085284,154.424563012,40
12.7090301003,185.949331104,153.096624278,40
13.0434782609,184.408695652,152.450165957,40
13.3779264214,183.361789298,152.388943282,40
13.7123745819,183.073285953,152.658746128,40
14.0468227425,183.34506689,153.736686431,40
14.381270903,183.378637124,154.471625629,40
14.7157190635,183.199916388,154.765539409,40
15.0501672241,182.83014214,154.646697028,40
15.3846153846,183.153846154,155.135050919,40
15.7190635452,183.613043478,155.484082327,40
16.0535117057,184.563294314,156.03605427,40
16.3879598662,187.198829431,158.575347972,40
16.7224080268,191.036914716,162.787984296,40
17.0568561873,195.030560201,167.493008885,40
17.3913043478,199.609782609,173.29185678,40
17.7257525084,203.451421405,176.779065633,40
18.0602006689,207.022157191,180.129651343,40
18.3946488294,210.303051839,183.579374776,40
18.72909699,213.358946488,187.300871727,40
19.0635451505,216.289214047,190.108712733,40
19.397993311,218.385242475,192.399054827,40
19.7324414716,219.934949833,193.838321839,40
20.0668896321,221.022240803,194.479268315,40
20.4013377926,222.028595318,194.801760657,40
20.7357859532,223.114130435,194.697801994,40
21.0702341137,223.347575251,193.504728323,40
21.4046822742,224.007190635,192.850030571,40
21.7391304348,224.963043478,192.901889554,40
22.0735785953,226.471404682,193.910180891,40
22.4080267559,227.840175585,195.468255639,40
22.7424749164,229.20514214,197.27966552,40
23.0769230769,231.215384615,200.01366906,40
23.4113712375,233.399331104,203.691000168,40
23.745819398,236.244188963,206.345943717,40
24.0802675585,239.626254181,209.654030988,40
24.4147157191,243.202257525,212.206991703,40
24.7491638796,245.93235786,213.836801093,40
25.0836120401,248.086287625,215.15258213,40
25.4180602007,249.054640468,215.572430684,40
25.7525083612,249.920401338,216.112002908,40
26.0869565217,250.791304348,216.903157145,40
26.4214046823,250.895819398,217.014680758,40
26.7558528428,250.018227425,215.870643597,40
27.0903010033,248.934782609,215.405849777,40
27.4247491639,249.61764214,216.211096538,40
27.7591973244,250.622826087,217.127606362,40
28.0936454849,251.235367893,218.542935402,40
28.4280936455,250.830811037,218.964178865,40
28.762541806,250.617307692,219.332880832,40
29.0969899666,250.335535117,220.025177499,40
29.4314381271,250.358068562,220.601725157,40
29.7658862876,250.881563545,221.257916989,40
30.1003344482,251.308277592,221.920773302,40
30.4347826087,251.863043478,222.000012677,40
30.7692307692,252.098076923,221.190146176,40
31.1036789298,251.590384615,220.433518788,40
31.4381270903,251.236287625,219.917634084,40
31.7725752508,250.764297659,218.858173816,40
32.1070234114,249.024080268,216.503198536,40
32.4414715719,245.903344482,213.394554721,40
32.7759197324,244.327090301,211.905177779,40
33.110367893,243.591555184,210.926499864,40
33.4448160535,241.932943144,209.743496577,40
33.779264214,239.567809365,208.05746158,40
34.1137123746,237.523620401,206.636793623,40
34.4481605351,234.963043478,205.357528733,40
34.7826086957,234.233695652,205.430106615,40
35.1170568562,236.244523411,206.283284723,40
35.4515050167,237.551546823,206.361310155,40
35.7859531773,239.396488294,206.946098848,40
36.1204013378,240.549331104,207.540078013,40
36.4548494983,242.916095318,209.343672827,40
36.7892976589,244.603971572,210.680574495,40
37.1237458194,247.873369565,213.12859756,40
37.4581939799,250.753971572,215.91890611,40
37.7926421405,254.338294314,219.214971497,40
38.127090301,256.887458194,221.692667343,40
38.4615384615,259.956730769,224.623439198,40
38.7959866221,262.366847826,226.629990131,40
39.1304347826,265.468478261,229.21287447,40
39.4648829431,268.635618729,232.062621919,40
39.7993311037,271.992140468,235.343528719,40
40.1337792642,274.318770903,237.910249389,40
40.4682274247,276.236622074,239.99923202,40
40.8026755853,277.883110368,241.872693916,40
41.1371237458,279.286496656,243.864429764,40
41.4715719064,279.511036789,244.707375094,40
41.8060200669,280.445610368,245.869967436,40
42.1404682274,282.275334448,247.21977845,40
42.474916388,284.11659699,249.116516947,40
42.8093645485,285.663377926,250.627152299,40
43.143812709,286.155016722,251.060438808,40
43.4782608696,285.77826087,250.855336148,40
43.8127090301,284.641638796,249.895641091,40
44.1471571906,282.532023411,248.142683809,40
44.4816053512,279.325710702,245.011129902,40
44.8160535117,276.059573579,241.853757577,40
45.1505016722,272.398494983,239.092218143,40
45.4849498328,268.628219064,235.891539854,40
45.8193979933,266.469230769,233.531401411,40
46.1538461538,262.269230769,230.852156735,40
46.4882943144,259.390384615,229.476920575,40
46.8227424749,258.722826087,229.155907449,40
47.1571906355,259.598913043,229.260286382,40
47.491638796,261.572575251,230.473970512,40
