normalized_sssw_percent,fmg_channel_4_mean,fmg_channel_4_standard_deviation,contributing_trace_count
0,362.725,330.154432614,40
0.334448160535,362.537750836,329.615739954,40
0.66889632107,361.983946488,328.481796556,40
1.00334448161,360.832859532,326.779043397,40
1.33779264214,359.84180602,324.793324674,40
1.67224080268,359.213461538,322.910680787,40
2.00668896321,358.957608696,321.030182092,40
2.34113712375,358.442725753,319.30881607,40
2.67558528428,357.168812709,317.619894941,40
3.01003344482,354.702717391,315.26949205,40
3.34448160535,351.27993311,312.436562551,40
3.67892976589,348.364966555,309.677891911,40
4.01337792642,345.677341137,307.391964412,40
4.34782608696,342.577717391,305.023828514,40
4.68227424749,338.917558528,302.59484322,40
5.01672240803,334.6340301,299.936253593,40
5.35117056856,328.697324415,296.186058115,40
5.6856187291,321.467683946,291.86180339,40
6.02006688963,313.37993311,286.910017786,40
6.35451505017,304.602006689,281.64940872,40
6.6889632107,295.021571906,275.772456092,40
7.02341137124,286.316137124,270.705977287,40
7.35785953177,277.349874582,265.999903251,40
7.69230769231,267.216346154,260.325881583,40
8.02675585284,258.021655518,255.004959391,40
8.36120401338,248.622157191,250.136808019,40
8.69565217391,240.904347826,245.434796318,40
9.03010033445,233.945150502,240.438128772,40
9.36454849498,225.699080268,234.133696143,40
9.69899665552,217.512332776,226.933407825,40
10.0334448161,209.079807692,218.998082069,40
10.3678929766,201.955894649,210.014190046,40
10.7023411371,195.54937291,201.533597753,40
11.0367892977,187.999749164,192.125055828,40
11.3712374582,181.792265886,184.919035673,40
11.7056856187,176.659657191,178.020146999,40
12.0401337793,172.206270903,172.985459662,40
12.3745819398,168.395777592,169.895734074,40
12.7090301003,166.253762542,169.910791921,40
13.0434782609,167.070652174,172.512825662,40
13.3779264214,167.801839465,174.706812742,40
13.7123745819,170.406521739,178.33781273,40
14.0468227425,174.737374582,183.843252949,40
14.381270903,179.640928094,189.940389401,40
14.7157190635,183.428511706,193.333701855,40
15.0501672241,186.193812709,195.055515752,40
15.3846153846,189.194230769,196.727843416,40
15.7190635452,191.542391304,196.937998984,40
16.0535117057,197.200376254,202.993391992,40
16.3879598662,204.451170569,211.407922497,40
16.7224080268,210.557274247,217.820821465,40
17.0568561873,215.469481605,222.189197224,40
17.3913043478,222.079891304,228.617573069,40
17.7257525084,228.526463211,234.14018433,40
18.0602006689,233.613795987,237.678988299,40
18.3946488294,238.324665552,241.063020663,40
18.72909699,242.979347826,244.050619865,40
19.0635451505,247.845986622,246.792284341,40
19.397993311,250.76659699,248.118024322,40
19.7324414716,253.763210702,249.784755334,40
20.0668896321,256.485702341,251.346734392,40
20.4013377926,258.427759197,251.822438567,40
20.7357859532,259.982441472,251.967188709,40
21.0702341137,261.260618729,250.882153239,40
21.4046822742,263.604765886,251.250308993,40
21.7391304348,267.013586957,253.813042617,40
22.0735785953,269.071655518,255.972177348,40
22.4080267559,269.3590301,258.336767461,40
22.7424749164,270.206396321,261.166396623,40
23.0769230769,274.469230769,264.939115368,40
23.4113712375,278.015802676,267.738507341,40
