channel_index,donors,end_seconds,method,missing_samples,model_holdout_normalized_rmse,record,start_seconds,temporal_holdout_normalized_rmse,training_source,trial,validation_points,warning
0,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
1,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
2,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
3,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
4,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
5,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
6,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
7,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
8,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
9,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
10,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
11,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
12,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
13,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
14,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
15,,27.38,cross_sensor_ridge_within_recording,1,0.24781612551267299,rohan_1,27.38,0.4545962760953979,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
16,rohan_2/01;rohan_3/01;rohan_3/02;rohan_4/01;rohan_5/01;rohan_6/01;rohan_7/01;rohan_8/01;rohan_9/01;rohan_10/01;rohan_11/01;rohan_12/01;rohan_13/01;rohan_13/02;rohan_13/03;rohan_13/04;rohan_13/05;rohan_13/07;rohan_13/08;rohan_13/09;rohan_13/10;rohan_21/01;rohan_21/02;rohan_21/03;rohan_21/04;rohan_21/05;rohan_21/06;rohan_21/07;rohan_21/08;rohan_21/09;rohan_30/01;rohan_30/02;rohan_30/03;rohan_30/04;rohan_30/05;rohan_30/06;rohan_30/07;rohan_30/08;rohan_30/09;rohan_30/10;rohan_30/11,27.38,cross_sensor_ridge_same_subject_donors,2739,0.15037830251989734,rohan_1,0.0,,same_subject_other_intervals_NOT_measured_in_target,1,5990,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
17,rohan_2/01;rohan_3/01;rohan_3/02;rohan_4/01;rohan_5/01;rohan_6/01;rohan_7/01;rohan_8/01;rohan_9/01;rohan_10/01;rohan_11/01;rohan_12/01;rohan_13/01;rohan_13/02;rohan_13/03;rohan_13/04;rohan_13/05;rohan_13/07;rohan_13/08;rohan_13/09;rohan_13/10;rohan_21/01;rohan_21/02;rohan_21/03;rohan_21/04;rohan_21/05;rohan_21/06;rohan_21/07;rohan_21/08;rohan_21/09;rohan_30/01;rohan_30/02;rohan_30/03;rohan_30/04;rohan_30/05;rohan_30/06;rohan_30/07;rohan_30/08;rohan_30/09;rohan_30/10;rohan_30/11,27.38,cross_sensor_ridge_same_subject_donors,2739,0.15037830251989734,rohan_1,0.0,,same_subject_other_intervals_NOT_measured_in_target,1,5990,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
18,,2.75,cross_sensor_ridge_within_recording,23,0.18866873959783415,rohan_1,2.5300000000000002,0.298845210940833,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
18,,3.87,cross_sensor_ridge_within_recording,104,0.18866873959783415,rohan_1,2.84,0.298845210940833,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
18,,6.93,cross_sensor_ridge_within_recording,12,0.18866873959783415,rohan_1,6.82,0.298845210940833,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
18,,27.38,cross_sensor_ridge_within_recording,1,0.18866873959783415,rohan_1,27.38,0.298845210940833,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
19,,2.75,cross_sensor_ridge_within_recording,23,0.18866873959783415,rohan_1,2.5300000000000002,0.298845210940833,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
19,,3.87,cross_sensor_ridge_within_recording,104,0.18866873959783415,rohan_1,2.84,0.298845210940833,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
19,,6.93,cross_sensor_ridge_within_recording,12,0.18866873959783415,rohan_1,6.82,0.298845210940833,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
19,,27.38,cross_sensor_ridge_within_recording,1,0.18866873959783415,rohan_1,27.38,0.298845210940833,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
0,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
1,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
2,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
3,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
4,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
5,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
6,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
7,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
8,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
9,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
10,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
11,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
12,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
13,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
14,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
15,,31.2,cross_sensor_ridge_within_recording,1,0.149903477147724,rohan_2,31.2,0.3318694324679106,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
16,,29.52,cross_sensor_ridge_within_recording,30,0.15276032945754667,rohan_2,29.23,0.26352214473203134,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
16,,31.2,cross_sensor_ridge_within_recording,33,0.15276032945754667,rohan_2,30.88,0.26352214473203134,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
17,,29.52,cross_sensor_ridge_within_recording,30,0.15276032945754667,rohan_2,29.23,0.26352214473203134,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
17,,31.2,cross_sensor_ridge_within_recording,33,0.15276032945754667,rohan_2,30.88,0.26352214473203134,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
18,,18.02,cross_sensor_ridge_within_recording,12,0.1078069668536044,rohan_2,17.91,0.3929311870563204,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
18,,18.240000000000002,cross_sensor_ridge_within_recording,13,0.1078069668536044,rohan_2,18.12,0.3929311870563204,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
18,,18.44,cross_sensor_ridge_within_recording,13,0.1078069668536044,rohan_2,18.32,0.3929311870563204,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
18,,19.35,cross_sensor_ridge_within_recording,54,0.1078069668536044,rohan_2,18.82,0.3929311870563204,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
18,,21.68,cross_sensor_ridge_within_recording,215,0.1078069668536044,rohan_2,19.54,0.3929311870563204,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
18,,22.19,cross_sensor_ridge_within_recording,13,0.1078069668536044,rohan_2,22.07,0.3929311870563204,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
18,,31.2,cross_sensor_ridge_within_recording,720,0.1078069668536044,rohan_2,24.01,0.3929311870563204,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
19,,18.02,cross_sensor_ridge_within_recording,12,0.1078069668536044,rohan_2,17.91,0.3929311870563204,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
19,,18.240000000000002,cross_sensor_ridge_within_recording,13,0.1078069668536044,rohan_2,18.12,0.3929311870563204,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
