baseline,gain,offset,record,side,signal,trial
34.0,0.8641975308642189,200,rohan_1,L,Channel 1,1
28.999999999998177,1.0,170,rohan_1,L,Channel 2,1
43.0,1.0,145,rohan_1,L,Channel 3,1
51.0,1.0,120,rohan_1,L,Channel 4,1
47.99999999999932,1.0,100,rohan_1,L,Channel 5,1
44.0,1.0,80,rohan_1,L,Channel 6,1
19.0,1.0,60,rohan_1,L,Channel 7,1
58.00000000000091,0.5172413793103368,40,rohan_1,L,Channel 8,1
13.637881860900132,2.5,400,rohan_1,L,CoP,1
983.6345512918401,0.08,380,rohan_1,L,vGRF,1
0.0,0.8333333333333391,200,rohan_1,R,Channel 1,1
38.0,0.6028368794326261,170,rohan_1,R,Channel 2,1
34.99999999999591,0.9798994974874893,145,rohan_1,R,Channel 3,1
43.0,1.0,120,rohan_1,R,Channel 4,1
209.00000000000546,0.796460176991142,100,rohan_1,R,Channel 5,1
62.0,1.0,80,rohan_1,R,Channel 6,1
116.0,0.6329113924050633,60,rohan_1,R,Channel 7,1
74.99999999999932,0.6666666666666767,40,rohan_1,R,Channel 8,1
4.92000000000002,2.5,400,rohan_1,R,CoP,1
416.0000000000023,0.06617647058823571,380,rohan_1,R,vGRF,1
35.0,1.0,200,rohan_2,L,Channel 1,1
27.0,1.0,170,rohan_2,L,Channel 2,1
44.0,1.0,145,rohan_2,L,Channel 3,1
44.0,1.0,120,rohan_2,L,Channel 4,1
44.0,1.0,100,rohan_2,L,Channel 5,1
45.0,1.0,80,rohan_2,L,Channel 6,1
20.0,1.0,60,rohan_2,L,Channel 7,1
66.0,0.45454545454545453,40,rohan_2,L,Channel 8,1
13.49,2.5,400,rohan_2,L,CoP,1
974.2999999999818,0.08,380,rohan_2,L,vGRF,1
0.0,0.9150326797386131,200,rohan_2,R,Channel 1,1
37.0,0.6181818181818423,170,rohan_2,R,Channel 2,1
34.0,1.0,145,rohan_2,R,Channel 3,1
40.0,1.0,120,rohan_2,R,Channel 4,1
211.0,0.7894736842105263,100,rohan_2,R,Channel 5,1
48.0,1.0,80,rohan_2,R,Channel 6,1
91.49999999999949,0.8403361344537913,60,rohan_2,R,Channel 7,1
50.0,1.0,40,rohan_2,R,Channel 8,1
5.02,2.5,400,rohan_2,R,CoP,1
397.9999999999891,0.07475083056479531,380,rohan_2,R,vGRF,1
34.99999999999477,1.0,200,rohan_3,L,Channel 1,1
24.999999999989996,1.0,170,rohan_3,L,Channel 2,1
43.99999999999659,1.0,145,rohan_3,L,Channel 3,1
48.00000000000068,1.0,120,rohan_3,L,Channel 4,1
48.0,1.0,100,rohan_3,L,Channel 5,1
43.0,1.0,80,rohan_3,L,Channel 6,1
22.0,1.0,60,rohan_3,L,Channel 7,1
74.99999999999568,0.40000000000002306,40,rohan_3,L,Channel 8,1
13.32692307692309,2.5,400,rohan_3,L,CoP,1
974.51,0.08,380,rohan_3,L,vGRF,1
0.0,0.9790209790209851,200,rohan_3,R,Channel 1,1
39.0,0.5902777777777778,170,rohan_3,R,Channel 2,1
38.99999999999659,0.9374999999999847,145,rohan_3,R,Channel 3,1
44.0,1.0,120,rohan_3,R,Channel 4,1
209.0,0.8653846153846554,100,rohan_3,R,Channel 5,1
64.0,1.0,80,rohan_3,R,Channel 6,1
162.99999999999704,0.40000000000000946,60,rohan_3,R,Channel 7,1
108.99999999999045,0.389610389610517,40,rohan_3,R,Channel 8,1
5.119999999999914,2.5,400,rohan_3,R,CoP,1
456.000000000005,0.08,380,rohan_3,R,vGRF,1
35.99999999999738,1.0,200,rohan_3,L,Channel 1,2
30.00000000000034,1.0,170,rohan_3,L,Channel 2,2
38.99999999999966,1.0,145,rohan_3,L,Channel 3,2
64.00000000000125,1.0,120,rohan_3,L,Channel 4,2
60.99999999999898,1.0,100,rohan_3,L,Channel 5,2
44.0,1.0,80,rohan_3,L,Channel 6,2
29.0,1.0,60,rohan_3,L,Channel 7,2
143.99999999999903,0.20833333333333473,40,rohan_3,L,Channel 8,2
13.194070793327953,2.5,400,rohan_3,L,CoP,2
971.5399999999981,0.08,380,rohan_3,L,vGRF,2
0.0,0.9333333333333333,200,rohan_3,R,Channel 1,2
36.0,0.576271186440678,170,rohan_3,R,Channel 2,2
35.99999999999909,0.9027777777778073,145,rohan_3,R,Channel 3,2
43.0,1.0,120,rohan_3,R,Channel 4,2
207.99999999999903,0.796460176991161,100,rohan_3,R,Channel 5,2
51.0,1.0,80,rohan_3,R,Channel 6,2
117.0,0.6250000000000083,60,rohan_3,R,Channel 7,2
51.999999999999545,1.0,40,rohan_3,R,Channel 8,2
5.41,2.5,400,rohan_3,R,CoP,2
433.9999999999991,0.06901840490797546,380,rohan_3,R,vGRF,2
35.0,0.9150326797385621,200,rohan_4,L,Channel 1,1
25.0,1.0,170,rohan_4,L,Channel 2,1
38.0,1.0,145,rohan_4,L,Channel 3,1
48.0,1.0,120,rohan_4,L,Channel 4,1
46.0,1.0,100,rohan_4,L,Channel 5,1
40.0,1.0,80,rohan_4,L,Channel 6,1
0.0,1.0,60,rohan_4,L,Channel 7,1
29.000000000000455,0.9523809523810053,40,rohan_4,L,Channel 8,1
13.33,2.5,400,rohan_4,L,CoP,1
917.5799999999618,0.08,380,rohan_4,L,vGRF,1
0.0,1.0,200,rohan_4,R,Channel 1,1
38.0,0.6028368794326275,170,rohan_4,R,Channel 2,1
33.99999999999909,1.0,145,rohan_4,R,Channel 3,1
42.0,1.0,120,rohan_4,R,Channel 4,1
212.0,0.7692307692308428,100,rohan_4,R,Channel 5,1
62.0,1.0,80,rohan_4,R,Channel 6,1
116.99999999999909,0.649350649350672,60,rohan_4,R,Channel 7,1
62.999999999999545,0.810810810810883,40,rohan_4,R,Channel 8,1
5.66,2.5,400,rohan_4,R,CoP,1
357.0,0.07177033492823537,380,rohan_4,R,vGRF,1
35.0,0.9929078014184459,200,rohan_5,L,Channel 1,1
21.0,1.0,170,rohan_5,L,Channel 2,1
36.0,1.0,145,rohan_5,L,Channel 3,1
38.0,1.0,120,rohan_5,L,Channel 4,1
44.0,1.0,100,rohan_5,L,Channel 5,1
43.0,1.0,80,rohan_5,L,Channel 6,1
0.0,1.0,60,rohan_5,L,Channel 7,1
10.0,0.895522388059824,40,rohan_5,L,Channel 8,1
13.54,2.5,400,rohan_5,L,CoP,1
907.53,0.08,380,rohan_5,L,vGRF,1
0.0,0.8433734939759059,200,rohan_5,R,Channel 1,1
36.0,0.551948051948052,170,rohan_5,R,Channel 2,1
33.99999999999545,0.8478260869565802,145,rohan_5,R,Channel 3,1
41.0,1.0,120,rohan_5,R,Channel 4,1
187.99999999999682,1.0,100,rohan_5,R,Channel 5,1
51.999999999997726,1.0,80,rohan_5,R,Channel 6,1
84.00000000000273,1.0,60,rohan_5,R,Channel 7,1
49.0,1.0,40,rohan_5,R,Channel 8,1
5.560000000000218,2.5,400,rohan_5,R,CoP,1
397.0,0.07364975450081931,380,rohan_5,R,vGRF,1
33.89419900654997,0.8479411332469503,200,rohan_6,L,Channel 1,1
8.716904836230086,1.0,170,rohan_6,L,Channel 2,1
33.12441055624901,1.0,145,rohan_6,L,Channel 3,1
