clock_offset_to_master,epoch,master,matched_edges,matched_reference_indices,matched_source_indices,max_residual_seconds,median_residual_seconds,record,side,source_end,source_rows,source_start,source_trigger_count,status
0.0,0,F,20,,,0.0,0.0,jitu_1,F,495.11,34451,133.62,20,aligned
-13.990000000000009,0,F,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.010000000000019327,0.0,jitu_1,L,480.26,29972,103.09,20,aligned
-7.030000000000015,0,F,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.010000000000033538,2.842170943040401e-14,jitu_1,R,488.86,31360,131.86,20,aligned
0.0,0,F,20,,,0.0,0.0,jitu_21,F,1328.48,31545,983.07,20,aligned
-13.990000000000009,0,F,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.009999999999990905,0.0,jitu_21,L,1316.73,28153,928.76,20,aligned
-7.029999999999973,0,F,20,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.010000000000218279,5.684341886080802e-14,jitu_21,R,1326.21,29348,982.47,20,aligned
