channel_index,donors,end_seconds,method,missing_samples,model_holdout_normalized_rmse,record,start_seconds,temporal_holdout_normalized_rmse,training_source,trial,validation_points,warning
16,,0.0,cross_sensor_ridge_within_recording,1,0.10205508369146746,jitu_1,0.0,0.2776551999583216,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
17,,0.0,cross_sensor_ridge_within_recording,1,0.10205508369146746,jitu_1,0.0,0.2776551999583216,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
18,,25.55,cross_sensor_ridge_within_recording,1,0.06631277690315508,jitu_1,25.55,0.24879174378064492,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
19,,25.55,cross_sensor_ridge_within_recording,1,0.06631277690315508,jitu_1,25.55,0.24879174378064492,within_recording,1,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
16,,0.0,cross_sensor_ridge_within_recording,1,0.13310366354527042,jitu_1,0.0,0.24947412037860398,within_recording,2,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
17,,0.0,cross_sensor_ridge_within_recording,1,0.13310366354527042,jitu_1,0.0,0.24947412037860398,within_recording,2,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
18,,0.0,cross_sensor_ridge_within_recording,1,0.09455672636775758,jitu_1,0.0,0.3328572900358099,within_recording,2,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
19,,0.0,cross_sensor_ridge_within_recording,1,0.09455672636775758,jitu_1,0.0,0.3328572900358099,within_recording,2,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
0,,24.91,cross_sensor_ridge_within_recording,1,0.13114603377710407,jitu_1,24.91,0.209022657043397,within_recording,3,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
1,,24.91,cross_sensor_ridge_within_recording,1,0.13114603377710407,jitu_1,24.91,0.209022657043397,within_recording,3,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
2,,24.91,cross_sensor_ridge_within_recording,1,0.13114603377710407,jitu_1,24.91,0.209022657043397,within_recording,3,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
3,,24.91,cross_sensor_ridge_within_recording,1,0.13114603377710407,jitu_1,24.91,0.209022657043397,within_recording,3,400,"ESTIMATE, not recovered measurement; long gaps/absent streams unverified"
