normalized_gt_percent,fmg_channel_3_mean,fmg_channel_3_standard_deviation,contributing_trace_count
0,251.9,230.464834628,40
0.334448160535,250.879013378,230.648222717,40
0.66889632107,250.155434783,230.887108349,40
1.00334448161,250.282274247,230.79566691,40
1.33779264214,250.223160535,230.57047671,40
1.67224080268,250.418812709,230.320689853,40
2.00668896321,251.028804348,230.032498247,40
2.34113712375,251.47048495,229.670855895,40
2.67558528428,251.955894649,229.396751096,40
3.01003344482,252.641053512,228.983886329,40
3.34448160535,253.18235786,228.786949078,40
3.67892976589,253.937374582,228.933528176,40
4.01337792642,254.694774247,228.929445636,40
4.34782608696,255.560326087,229.229409028,40
4.68227424749,255.930518395,229.343175509,40
5.01672240803,257.278135452,229.745163371,40
5.35117056856,258.308988294,230.079042832,40
5.6856187291,258.500041806,229.995090283,40
6.02006688963,259.640802676,230.433929708,40
6.35451505017,260.831354515,230.752219053,40
6.6889632107,261.788210702,231.289066696,40
7.02341137124,262.601254181,231.526241115,40
7.35785953177,263.627926421,231.895279399,40
7.69230769231,264.65,232.384157659,40
8.02675585284,265.797575251,232.968887675,40
8.36120401338,266.309448161,233.454833396,40
8.69565217391,266.898369565,233.918345432,40
9.03010033445,267.736287625,234.415506458,40
9.36454849498,268.514799331,234.883609974,40
9.69899665552,268.856772575,235.204508704,40
10.0334448161,269.340719064,235.318109177,40
10.3678929766,269.507943144,235.184709318,40
10.7023411371,269.462332776,234.561700273,40
11.0367892977,269.125668896,234.091136359,40
11.3712374582,268.709615385,233.351741959,40
11.7056856187,268.349540134,232.604568304,40
12.0401337793,267.776755853,232.062002783,40
12.3745819398,266.49590301,230.636968972,40
12.7090301003,265.664632107,229.740839513,40
13.0434782609,265.269565217,228.898129743,40
13.3779264214,264.301421405,227.888544717,40
13.7123745819,263.08687291,226.561361721,40
14.0468227425,262.58361204,225.175054028,40
14.381270903,261.816304348,223.524766654,40
14.7157190635,261.584531773,222.361607429,40
15.0501672241,262.672993311,222.291261676,40
15.3846153846,264.070192308,222.699452504,40
15.7190635452,264.490050167,222.711516526,40
16.0535117057,265.119983278,223.30203011,40
16.3879598662,266.130602007,224.264456498,40
16.7224080268,266.986287625,225.507239218,40
17.0568561873,266.680267559,226.162500654,40
17.3913043478,266.547826087,226.748526588,40
17.7257525084,266.506061873,227.462544235,40
18.0602006689,266.283946488,228.02287535,40
18.3946488294,265.815050167,228.476723571,40
18.72909699,265.72909699,228.811531432,40
19.0635451505,265.903010033,229.2197317,40
19.397993311,266.127675585,229.941379612,40
19.7324414716,266.544732441,230.590819668,40
20.0668896321,267.126505017,230.835640753,40
20.4013377926,267.216722408,230.983313792,40
20.7357859532,266.989548495,230.856094755,40
21.0702341137,266.357274247,229.914817454,40
21.4046822742,265.311789298,228.654518984,40
21.7391304348,263.986956522,227.385774561,40
22.0735785953,262.662750836,226.031614929,40
22.4080267559,261.222533445,224.770768069,40
22.7424749164,260.299498328,223.946352634,40
23.0769230769,259.215384615,223.100971648,40
23.4113712375,258.635242475,222.386668666,40
23.745819398,257.869816054,221.434948569,40
24.0802675585,256.865384615,220.581161428,40
24.4147157191,255.635994983,219.332647915,40
24.7491638796,254.65041806,218.213833232,40
25.0836120401,253.555769231,217.122649501,40
25.4180602007,252.586454849,216.1042621,40
25.7525083612,251.91229097,215.514262138,40
26.0869565217,251.1625,215.201573474,40
26.4214046823,250.301505017,214.424024265,40
26.7558528428,249.393394649,213.96000452,40
27.0903010033,248.408695652,213.628735276,40
27.4247491639,247.613461538,213.265792751,40
27.7591973244,246.683862876,212.796485964,40
28.0936454849,246.293645485,212.549828903,40
28.4280936455,246.035535117,211.920340773,40
28.762541806,245.660785953,210.922818262,40
29.0969899666,245.279598662,209.642536844,40
