normalized_gt_percent,fmg_channel_7_mean,fmg_channel_7_standard_deviation,contributing_trace_count
0,222.7,271.939717585,40
0.334448160535,223.542391304,272.105742868,40
0.66889632107,224.607107023,272.129629715,40
1.00334448161,225.46764214,271.849273819,40
1.33779264214,225.802926421,271.508490745,40
1.67224080268,226.257107023,270.818375186,40
2.00668896321,227.174916388,270.093656702,40
2.34113712375,228.358779264,269.198785728,40
2.67558528428,229.086454849,268.41078936,40
3.01003344482,230.2909699,267.672311253,40
3.34448160535,231.991555184,266.748108871,40
3.67892976589,232.180100334,266.336315421,40
4.01337792642,232.390175585,266.130722336,40
4.34782608696,233.830434783,265.850074973,40
4.68227424749,235.858862876,265.743150207,40
5.01672240803,237.987374582,265.748774772,40
5.35117056856,240.728511706,265.750117461,40
5.6856187291,244.106688963,265.817567281,40
6.02006688963,246.32930602,266.088706934,40
6.35451505017,249.421906355,266.685572135,40
6.6889632107,251.817349498,267.021196449,40
7.02341137124,254.19264214,267.274423991,40
7.35785953177,256.227633779,268.016751461,40
7.69230769231,258.839423077,268.586808426,40
8.02675585284,261.032107023,269.017835074,40
8.36120401338,262.974247492,269.636717308,40
8.69565217391,265.315217391,270.442101729,40
9.03010033445,268.502424749,271.665612662,40
9.36454849498,270.064966555,272.575417596,40
9.69899665552,271.67541806,273.303984767,40
10.0334448161,272.981856187,273.687175147,40
10.3678929766,273.5840301,273.769196188,40
10.7023411371,273.790259197,273.347159708,40
11.0367892977,273.818645485,271.767105235,40
11.3712374582,273.560033445,270.196584104,40
11.7056856187,272.697533445,269.010740979,40
12.0401337793,270.765719064,267.28695109,40
12.3745819398,267.664464883,265.167291581,40
12.7090301003,264.429347826,262.630745273,40
13.0434782609,262.45326087,260.640098695,40
13.3779264214,262.036538462,258.865840407,40
13.7123745819,261.665008361,257.791101626,40
14.0468227425,262.12867893,256.145683491,40
14.381270903,263.836204013,254.716914912,40
14.7157190635,266.995317726,254.769927457,40
15.0501672241,269.106688963,256.089242894,40
15.3846153846,269.864423077,256.965124379,40
15.7190635452,269.883361204,258.479810592,40
16.0535117057,269.0590301,259.114912808,40
16.3879598662,269.512416388,260.249963296,40
16.7224080268,268.625501672,260.336328842,40
17.0568561873,266.956312709,259.636918258,40
17.3913043478,265.913043478,259.432658417,40
17.7257525084,264.75451505,259.20148626,40
18.0602006689,263.793311037,259.287106035,40
18.3946488294,262.4159699,259.02980338,40
18.72909699,261.012750836,258.766937849,40
19.0635451505,259.51764214,258.503852017,40
19.397993311,258.195861204,258.405388786,40
19.7324414716,257.075668896,258.517789584,40
20.0668896321,256.981354515,258.335603026,40
20.4013377926,256.835326087,258.197537059,40
20.7357859532,256.524958194,257.758630888,40
21.0702341137,255.964882943,257.012093847,40
21.4046822742,255.06166388,255.511388289,40
21.7391304348,253.597826087,253.608594233,40
22.0735785953,251.948118729,251.455082119,40
22.4080267559,249.754640468,248.670782353,40
22.7424749164,246.909866221,245.863605702,40
23.0769230769,243.457692308,243.015748723,40
23.4113712375,240.52416388,241.122484283,40
23.745819398,238.64222408,240.390539138,40
24.0802675585,236.776212375,240.013832855,40
24.4147157191,234.70735786,239.478549057,40
24.7491638796,232.329347826,238.197297144,40
25.0836120401,230.037792642,237.010559221,40
25.4180602007,227.276003344,236.023884607,40
25.7525083612,224.799916388,235.280048549,40
26.0869565217,223.29076087,234.159827627,40
26.4214046823,221.996404682,233.065649317,40
26.7558528428,221.398662207,231.866910385,40
27.0903010033,220.904431438,230.805280514,40
27.4247491639,220.60735786,229.726211194,40
27.7591973244,220.675752508,229.037207473,40
28.0936454849,220.529682274,228.512039059,40
28.4280936455,220.184155518,227.715733614,40
28.762541806,219.968311037,226.62192765,40
29.0969899666,219.86354515,224.844340569,40
29.4314381271,220.01638796,223.049054249,40
29.7658862876,219.307650502,219.844448581,40
30.1003344482,218.368645485,216.068953383,40
30.4347826087,217.443478261,212.868639926,40
30.7692307692,216.673076923,210.373214253,40
31.1036789298,216.402341137,208.793044754,40
31.4381270903,215.701170569,206.776169719,40
31.7725752508,215.402341137,204.507006327,40
32.1070234114,214.141931438,202.062715595,40
32.4414715719,212.46617893,199.591951375,40
32.7759197324,210.185242475,196.528115379,40
33.110367893,207.574665552,194.004059789,40
33.4448160535,205.017474916,191.404639116,40
33.779264214,202.742851171,188.66041342,40
34.1137123746,201.046989967,186.244811773,40
34.4481605351,200.141220736,184.282186248,40
34.7826086957,199.710326087,183.356559124,40
35.1170568562,198.908277592,182.532357501,40
35.4515050167,197.626295987,181.583442211,40
35.7859531773,196.425083612,180.952446427,40
36.1204013378,195.955769231,181.33867216,40
36.4548494983,195.410785953,181.602585206,40
36.7892976589,195.225041806,182.323294892,40
37.1237458194,197.227090301,183.920002351,40
37.4581939799,199.669439799,186.273036717,40
37.7926421405,201.145192308,187.217291634,40
38.127090301,203.771404682,189.499294162,40
38.4615384615,206.328846154,192.244280497,40
38.7959866221,208.446989967,194.417841584,40
39.1304347826,210.929891304,196.708119853,40
39.4648829431,212.619899666,198.856945481,40
39.7993311037,215.013210702,201.246751699,40
40.1337792642,217.199665552,203.315945728,40
40.4682274247,219.015133779,205.000188157,40
40.8026755853,221.46764214,207.180075791,40
41.1371237458,223.291429766,208.232446983,40
41.4715719064,224.916304348,209.764757323,40
41.8060200669,226.890217391,211.381357849,40
42.1404682274,228.793812709,212.872273362,40
42.474916388,230.508946488,213.787455193,40
42.8093645485,232.171070234,214.919510969,40
43.143812709,233.376086957,215.58304439,40
43.4782608696,234.6,216.357704409,40
43.8127090301,235.653344482,216.798485052,40
44.1471571906,236.674080268,217.442504872,40
44.4816053512,237.822658863,217.973423756,40
44.8160535117,239.053762542,218.623969541,40
45.1505016722,239.851714047,219.102921122,40
45.4849498328,240.432859532,219.455145525,40
45.8193979933,240.869816054,220.124313223,40
46.1538461538,242.169230769,221.245946842,40
46.4882943144,243.406396321,222.190551312,40
46.8227424749,245.381730769,223.213909042,40
47.1571906355,247.248578595,224.320175668,40
47.491638796,248.039214047,224.773674076,40
47.8260869565,248.75923913,225.338920826,40
48.1605351171,249.699749164,225.965731195,40
48.4949832776,250.617056856,226.585395288,40
48.8294314381,251.084406355,226.945060477,40
49.1638795987,251.559113712,227.206660028,40
49.4983277592,251.666346154,227.266517037,40
49.8327759197,251.71187291,227.274930754,40
50.1672240803,251.863795987,227.202756987,40
50.5016722408,251.843227425,226.911061555,40
50.8361204013,251.480267559,226.171228395,40
51.1705685619,251.163210702,225.474721944,40
51.5050167224,250.500292642,224.560483854,40
51.8394648829,249.640301003,222.908692608,40
52.1739130435,248.789130435,221.492328028,40
52.508361204,248.123913043,220.405674592,40
52.8428093645,247.316262542,219.370826584,40
53.1772575251,247.361956522,219.360350014,40
53.5117056856,247.520150502,219.704970271,40
53.8461538462,247.892307692,220.049930321,40
54.1806020067,247.620150502,220.21768918,40
54.5150501672,247.338294314,220.68881014,40
