normalized_gt_percent,fmg_channel_6_mean,fmg_channel_6_standard_deviation,contributing_trace_count
0,209.95,193.800535345,40
0.334448160535,210.201337793,194.45899339,40
0.66889632107,209.982943144,194.844975697,40
1.00334448161,209.697658863,195.030188758,40
1.33779264214,209.031688963,195.107641711,40
1.67224080268,208.787792642,194.423163141,40
2.00668896321,209.322575251,193.457442486,40
2.34113712375,209.406688963,192.476320043,40
2.67558528428,209.411036789,191.651039976,40
3.01003344482,208.33319398,191.611980041,40
3.34448160535,207.343311037,191.508679956,40
3.67892976589,206.659280936,191.545991435,40
4.01337792642,206.250125418,191.737231024,40
4.34782608696,206.529891304,191.599332459,40
4.68227424749,207.625334448,190.764524357,40
5.01672240803,208.513043478,190.368319715,40
5.35117056856,209.524958194,190.096419548,40
5.6856187291,212.714590301,189.18854443,40
6.02006688963,215.660535117,188.276226409,40
6.35451505017,218.088461538,187.078026793,40
6.6889632107,220.290677258,185.958239795,40
7.02341137124,222.294607023,184.936086365,40
7.35785953177,223.637458194,184.13251942,40
7.69230769231,225.6,183.252824312,40
8.02675585284,226.993812709,182.786785397,40
8.36120401338,228.950334448,181.827689301,40
8.69565217391,231.600543478,181.030610635,40
9.03010033445,234.030351171,180.749668541,40
9.36454849498,235.912876254,180.610633226,40
9.69899665552,237.411204013,179.722911306,40
10.0334448161,237.789548495,179.151132875,40
10.3678929766,237.994648829,178.057752025,40
10.7023411371,238.481730769,176.541443167,40
11.0367892977,239.507190635,174.540769352,40
11.3712374582,240.660117057,172.309066551,40
11.7056856187,240.270443144,170.831960127,40
12.0401337793,239.029431438,169.30488711,40
12.3745819398,236.505936455,168.536223667,40
12.7090301003,232.522240803,168.617881637,40
13.0434782609,230.09673913,168.748419719,40
13.3779264214,228.610451505,167.239198213,40
13.7123745819,229.596989967,163.902289818,40
14.0468227425,229.890384615,160.741034951,40
14.381270903,230.34958194,157.25364381,40
14.7157190635,231.038712375,154.766080768,40
15.0501672241,231.402173913,153.816927198,40
15.3846153846,230.347115385,154.47231792,40
15.7190635452,229.556438127,155.042376613,40
16.0535117057,229.589046823,155.585474163,40
16.3879598662,230.910158863,156.897085541,40
16.7224080268,232.25041806,158.361837776,40
17.0568561873,231.929013378,159.138826255,40
17.3913043478,230.865217391,160.424089369,40
17.7257525084,230.233946488,161.920175554,40
18.0602006689,229.076588629,163.388125688,40
18.3946488294,227.754598662,165.059660257,40
18.72909699,225.883528428,166.871551349,40
19.0635451505,225.140635451,168.062591487,40
19.397993311,224.413712375,169.315155252,40
19.7324414716,223.641638796,170.458167506,40
20.0668896321,223.538043478,170.485616192,40
20.4013377926,223.858946488,170.105912603,40
20.7357859532,224.112207358,169.117076191,40
21.0702341137,223.588963211,168.066743353,40
21.4046822742,221.933779264,167.01966696,40
21.7391304348,218.889130435,166.137322192,40
22.0735785953,216.895526756,165.051365641,40
22.4080267559,214.385367893,163.652796036,40
22.7424749164,212.561789298,162.714944754,40
23.0769230769,209.398076923,161.482089878,40
23.4113712375,207.804431438,160.400352433,40
23.745819398,205.734698997,158.885893301,40
24.0802675585,203.735409699,157.508595463,40
24.4147157191,201.822951505,156.209928091,40
24.7491638796,200.016722408,154.969163499,40
25.0836120401,198.206354515,153.719526536,40
25.4180602007,196.792725753,153.13075094,40
25.7525083612,196.369314381,151.968636346,40
26.0869565217,196.028804348,151.364845741,40
26.4214046823,196.004598662,150.663675903,40
26.7558528428,196.251003344,149.723669964,40
27.0903010033,194.76985786,149.323830583,40
27.4247491639,194.839966555,148.608228837,40
27.7591973244,196.122658863,147.423992227,40
28.0936454849,195.949331104,145.956827515,40
28.4280936455,196.560326087,144.301815443,40
28.762541806,196.634280936,142.426374659,40
29.0969899666,196.622240803,139.729467403,40
29.4314381271,196.532608696,137.841004306,40
29.7658862876,195.737249164,134.712669846,40
30.1003344482,193.67069398,132.046796914,40
30.4347826087,191.141304348,130.121515114,40
30.7692307692,189.353846154,128.447227496,40
31.1036789298,188.395819398,127.056118426,40
31.4381270903,188.066053512,125.110857465,40
31.7725752508,187.348453177,123.080300524,40
32.1070234114,186.126463211,120.776104819,40
32.4414715719,183.917976589,119.001174436,40
32.7759197324,180.817851171,115.865444366,40
33.110367893,178.307734114,114.044620575,40
33.4448160535,175.77583612,112.791726412,40
33.779264214,173.97006689,110.948745656,40
34.1137123746,172.07867893,108.426319495,40
34.4481605351,170.568561873,105.453072758,40
34.7826086957,169.215217391,104.707407594,40
35.1170568562,168.618812709,103.974616506,40
35.4515050167,167.732441472,104.020007372,40
35.7859531773,166.202048495,104.374639592,40
36.1204013378,165.029765886,104.746786747,40
36.4548494983,163.797658863,105.020481434,40
36.7892976589,164.090593645,104.661605627,40
37.1237458194,165.320819398,104.608396081,40
37.4581939799,166.378637124,104.877313958,40
37.7926421405,166.634113712,106.113850595,40
38.127090301,167.397115385,107.486088096,40
38.4615384615,169.143269231,108.332799683,40
38.7959866221,170.790133779,109.842095157,40
39.1304347826,173.17173913,111.557389399,40
39.4648829431,175.128595318,113.236451958,40
39.7993311037,177.189297659,115.045001609,40
40.1337792642,179.033110368,117.549827334,40
40.4682274247,180.268018395,119.763223737,40
40.8026755853,182.279431438,122.500951303,40
41.1371237458,183.317809365,124.123127593,40
41.4715719064,184.139715719,126.812098574,40
41.8060200669,184.950668896,128.875450145,40
42.1404682274,185.959698997,130.5478384,40
42.474916388,186.873662207,131.769481305,40
42.8093645485,187.893060201,132.548387201,40
43.143812709,188.23812709,133.360770942,40
43.4782608696,188.836956522,133.779627833,40
43.8127090301,189.740551839,133.702331328,40
44.1471571906,190.536204013,133.857162317,40
44.4816053512,191.189130435,133.936728823,40
44.8160535117,191.683026756,134.761376579,40
45.1505016722,192.33708194,135.02210588,40
45.4849498328,192.854640468,135.38338111,40
45.8193979933,193.885660535,136.085951901,40
46.1538461538,195.378846154,136.84508084,40
46.4882943144,195.873285953,137.510459641,40
46.8227424749,197.191889632,137.83346888,40
47.1571906355,197.924414716,138.550091028,40
47.491638796,198.628010033,138.946129336,40
47.8260869565,199.904891304,139.253602894,40
48.1605351171,200.574665552,139.625212134,40
48.4949832776,201.332608696,140.317894371,40
48.8294314381,201.887792642,140.494353436,40
49.1638795987,202.938294314,139.989293382,40
49.4983277592,202.714673913,139.774095721,40
49.8327759197,202.457608696,138.801761076,40
50.1672240803,202.320234114,137.614135651,40
50.5016722408,202.209531773,135.915355574,40
50.8361204013,201.675752508,134.284365573,40
51.1705685619,200.576505017,133.368242695,40
51.5050167224,199.527090301,132.924672528,40
51.8394648829,198.390635452,131.85865505,40
52.1739130435,197.69673913,131.270325454,40
52.508361204,197.66985786,131.047417295,40
52.8428093645,197.560660535,130.542452942,40
53.1772575251,197.501337793,130.992713072,40
53.5117056856,197.001923077,131.683840614,40
53.8461538462,196.615384615,132.249073553,40
54.1806020067,195.90819398,132.552833425,40
54.5150501672,195.555267559,132.922002281,40
54.8494983278,195.370359532,133.640122604,40
55.1839464883,195.42416388,134.748865675,40
55.5183946488,195.407023411,135.273644832,40
55.8528428094,195.781605351,135.516888817,40
56.1872909699,195.990468227,135.980088005,40
56.5217391304,196.42826087,136.195744665,40
56.856187291,196.762959866,136.479529764,40
57.1906354515,197.155100334,136.806396476,40
57.525083612,197.658862876,136.976605173,40
57.8595317726,198.747742475,136.705323502,40
58.1939799331,199.976421405,136.814973627,40
58.5284280936,200.819397993,136.969230668,40
58.8628762542,201.087165552,137.328561095,40
59.1973244147,201.101212375,137.978121485,40
59.5317725753,201.689214047,138.826625925,40
59.8662207358,202.051212375,139.26643,40
60.2006688963,202.14632107,139.735497132,40
60.5351170569,202.436287625,140.083243107,40
60.8695652174,202.72826087,140.418469153,40
61.2040133779,202.95798495,140.695232348,40
61.5384615385,203.275,141.159459003,40
61.872909699,204.002048495,141.756569669,40
62.2073578595,204.065719064,142.105837098,40
62.5418060201,204.603929766,142.620790617,40
62.8762541806,204.712876254,142.830815109,40
63.2107023411,205.070568562,143.171394716,40
63.5451505017,205.328846154,143.471817986,40
63.8795986622,205.883946488,143.626591642,40
64.2140468227,206.109071906,143.631384718,40
64.5484949833,205.816555184,144.056060935,40
64.8829431438,205.910535117,144.490956365,40
65.2173913043,206.127173913,144.739628164,40
65.5518394649,206.602884615,145.320275941,40
65.8862876254,207.4375,146.003914152,40
66.220735786,207.855100334,146.461299963,40
66.5551839465,208.042307692,147.225573847,40
66.889632107,208.272157191,147.035495254,40
67.2240802676,208.482274247,147.435167415,40
67.5585284281,208.860869565,147.304628181,40
67.8929765886,209.216722408,147.329267437,40
68.2274247492,209.521488294,147.473080591,40
68.5618729097,209.941137124,147.413297507,40
68.8963210702,210.264632107,147.26633992,40
69.2307692308,210.998076923,147.322527359,40
69.5652173913,211.40326087,147.587621034,40
69.8996655518,211.939632107,147.642845749,40
70.2341137124,212.533695652,147.223743728,40
70.5685618729,213.153344482,146.537184542,40
70.9030100334,213.452090301,145.466780361,40
71.237458194,213.734782609,144.75947094,40
71.5719063545,213.879013378,144.319555467,40
71.9063545151,213.417307692,144.202200842,40
72.2408026756,213.118812709,144.182686534,40
72.5752508361,212.878344482,144.276128034,40
72.9096989967,212.627173913,144.560711049,40
73.2441471572,212.420652174,144.805365966,40
73.5785953177,212.661454849,144.974466346,40
73.9130434783,212.786956522,145.285783101,40
74.2474916388,212.893729097,145.484246884,40
74.5819397993,213.0409699,145.880432675,40
74.9163879599,213.055727425,146.151659175,40
75.2508361204,212.791889632,146.431443433,40
75.5852842809,212.600710702,146.784209254,40
75.9197324415,212.546404682,147.330595723,40
76.254180602,212.494732441,147.990041444,40
76.5886287625,212.306772575,148.482530164,40
76.9230769231,212.475,148.79162377,40
77.2575250836,212.275919732,148.811050175,40
77.5919732441,212.277424749,149.011906471,40
77.9264214047,212.257274247,149.207850195,40
78.2608695652,212.305434783,149.41484462,40
78.5953177258,212.358988294,149.263738826,40
78.9297658863,212.523704013,149.366208077,40
79.2642140468,212.656856187,149.302717852,40
79.5986622074,212.824832776,149.031437567,40
79.9331103679,212.834657191,148.834180101,40
80.2675585284,212.937207358,148.417737356,40
80.602006689,212.744983278,148.077243363,40
80.9364548495,212.25451505,147.403472082,40
81.27090301,211.730727425,146.691756729,40
81.6053511706,211.465468227,146.215425242,40
81.9397993311,210.464214047,145.534301315,40
82.2742474916,209.394607023,144.985355302,40
