normalized_gt_percent,fmg_channel_5_mean,fmg_channel_5_standard_deviation,contributing_trace_count
0,166.8,222.130839822,40
0.334448160535,166.793143813,222.659513269,40
0.66889632107,167.028595318,222.747012888,40
1.00334448161,167.473411371,222.616035396,40
1.33779264214,167.583110368,222.301677826,40
1.67224080268,167.805267559,221.715182899,40
2.00668896321,168.170150502,221.330482136,40
2.34113712375,168.286371237,220.91744185,40
2.67558528428,168.306020067,220.370160017,40
3.01003344482,168.942892977,219.703334501,40
3.34448160535,169.429849498,219.186280985,40
3.67892976589,170.633361204,218.716235428,40
4.01337792642,171.688628763,218.177253554,40
4.34782608696,171.649456522,217.844308998,40
4.68227424749,172.013795987,217.671763413,40
5.01672240803,175.071153846,217.295364111,40
5.35117056856,176.157859532,217.029217106,40
5.6856187291,177.539548495,216.827105796,40
6.02006688963,179.9159699,216.540136473,40
6.35451505017,181.858277592,216.309591306,40
6.6889632107,183.430016722,216.168858462,40
7.02341137124,184.764632107,216.16607725,40
7.35785953177,186.084991639,216.439301334,40
7.69230769231,187.480769231,217.044123347,40
8.02675585284,188.606270903,217.446455758,40
8.36120401338,189.673745819,218.038400779,40
8.69565217391,190.348369565,218.57987419,40
9.03010033445,191.150334448,219.290644735,40
9.36454849498,192.291722408,219.857822232,40
9.69899665552,193.578344482,220.383693735,40
10.0334448161,194.240886288,220.456294312,40
10.3678929766,194.639882943,220.359631719,40
10.7023411371,195.240217391,220.486360693,40
11.0367892977,194.6659699,220.623793315,40
11.3712374582,194.653929766,219.645222692,40
11.7056856187,194.0284699,218.489106686,40
12.0401337793,193.488294314,217.601106505,40
12.3745819398,191.310618729,216.575121811,40
12.7090301003,188.722575251,214.861444972,40
13.0434782609,186.539130435,213.664537697,40
13.3779264214,183.016220736,212.949980956,40
13.7123745819,182.304431438,211.425836917,40
14.0468227425,182.534448161,209.529628247,40
14.381270903,183.355267559,207.24868805,40
14.7157190635,184.521153846,204.993678022,40
15.0501672241,187.350585284,203.923351142,40
15.3846153846,188.622115385,203.601075804,40
15.7190635452,189.660033445,203.929590205,40
16.0535117057,189.99569398,203.773977652,40
16.3879598662,190.950668896,204.671679988,40
16.7224080268,191.374832776,205.652306387,40
17.0568561873,190.680351171,206.119027402,40
17.3913043478,189.34673913,206.442379601,40
17.7257525084,188.422408027,207.238279958,40
18.0602006689,187.835618729,207.626908792,40
18.3946488294,187.171153846,207.989913039,40
18.72909699,186.920568562,208.586248586,40
19.0635451505,186.423244147,208.980660599,40
19.397993311,185.908946488,209.255059666,40
19.7324414716,186.019983278,209.6688068,40
20.0668896321,185.795652174,209.73981452,40
20.4013377926,186.025501672,209.909439297,40
20.7357859532,186.068645485,209.578969305,40
21.0702341137,185.516011706,208.97722758,40
21.4046822742,183.891847826,207.435960371,40
21.7391304348,181.952717391,206.14412101,40
22.0735785953,180.205811037,204.823066634,40
22.4080267559,178.496655518,203.152529772,40
22.7424749164,176.317976589,201.645887102,40
23.0769230769,174.765384615,200.615491498,40
