normalized_gt_percent,fmg_channel_2_mean,fmg_channel_2_standard_deviation,contributing_trace_count
0,205.75,199.55860668,40
0.334448160535,204.977424749,200.101197538,40
0.66889632107,204.290301003,200.456065886,40
1.00334448161,203.905100334,200.562301736,40
1.33779264214,203.450250836,200.294320228,40
1.67224080268,203.303511706,199.782223191,40
2.00668896321,203.084824415,199.448998337,40
2.34113712375,203.076923077,199.024436267,40
2.67558528428,203.512332776,198.3111406,40
3.01003344482,203.740551839,198.035091418,40
3.34448160535,204.32826087,197.549076488,40
3.67892976589,204.670401338,197.246728798,40
4.01337792642,204.896780936,197.184004223,40
4.34782608696,206.015217391,196.95558128,40
4.68227424749,206.753093645,196.72229488,40
5.01672240803,208.530476589,196.657406085,40
5.35117056856,210.229264214,196.661705585,40
5.6856187291,211.513628763,196.446968845,40
6.02006688963,213.997867893,196.283661398,40
6.35451505017,215.83812709,196.403588638,40
6.6889632107,217.412416388,196.488317027,40
7.02341137124,219.134197324,196.647362908,40
7.35785953177,220.946697324,196.674126926,40
7.69230769231,221.693269231,197.257899417,40
8.02675585284,223.303511706,197.773152385,40
8.36120401338,224.559615385,198.309725083,40
8.69565217391,226.455434783,198.466702837,40
9.03010033445,228.530769231,198.756796494,40
9.36454849498,230.211538462,198.970138894,40
9.69899665552,231.775250836,199.290665155,40
10.0334448161,232.693561873,199.176832632,40
10.3678929766,233.346906355,199.077217319,40
10.7023411371,234.799832776,198.746139069,40
11.0367892977,235.676923077,197.891044234,40
11.3712374582,236.302508361,196.652738506,40
11.7056856187,236.426212375,195.611843729,40
12.0401337793,236.339464883,194.278621368,40
12.3745819398,235.77541806,193.564324852,40
12.7090301003,234.356521739,193.01509815,40
13.0434782609,233.215217391,192.036514661,40
13.3779264214,232.735702341,190.488878323,40
13.7123745819,232.655183946,188.930489517,40
14.0468227425,233.571153846,187.745513053,40
14.381270903,234.827675585,185.498502378,40
14.7157190635,236.84222408,183.830311579,40
15.0501672241,238.515468227,182.914735193,40
15.3846153846,238.916346154,183.27314345,40
15.7190635452,238.641555184,184.653276605,40
16.0535117057,238.391847826,185.503611988,40
16.3879598662,239.602717391,187.208369295,40
16.7224080268,240.349331104,188.148102791,40
17.0568561873,239.192516722,188.797198854,40
17.3913043478,238.641304348,189.753157172,40
17.7257525084,237.822826087,190.380542875,40
18.0602006689,236.918896321,190.991447256,40
