alignment_method,detection_status,fmg_display_seconds,fmg_gi_samples,fmg_gi_seconds,fmg_qs_reference_samples,insole_display_seconds,insole_gi_samples,insole_gi_seconds,insole_qs_reference_samples,local_trial,png,record,side,status,subject,sync_status
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub05_H/sub_21/trial_11_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub05_H/sub_21/trial_12_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub05_H/sub_21/trial_13_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub05_H/sub_21/trial_14_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub05_H/sub_21/trial_15_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,16,Sub05_H/sub_21/trial_16_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub05_H/sub_21/trial_17_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,18,Sub05_H/sub_21/trial_18_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,19,Sub05_H/sub_21/trial_19_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,20,Sub05_H/sub_21/trial_20_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_2/trial_01_l.png,Rishabh_2,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_2/trial_01_r.png,Rishabh_2,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_3/trial_01_r.png,Rishabh_3,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_4/trial_01_l.png,Rishabh_4,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_4/trial_01_r.png,Rishabh_4,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_7/trial_01_l.png,Rishabh_7,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_7/trial_01_r.png,Rishabh_7,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_9/trial_01_r.png,Rishabh_9,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_10/trial_01_l.png,Rishabh_10,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_10/trial_01_r.png,Rishabh_10,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_11/trial_01_r.png,Rishabh_11,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_12/trial_01_l.png,Rishabh_12,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_12/trial_01_r.png,Rishabh_12,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_13/trial_01_l.png,Rishabh_13,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_13/trial_01_r.png,Rishabh_13,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_14/trial_01_l.png,Rishabh_14,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_14/trial_01_r.png,Rishabh_14,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_15/trial_01_l.png,Rishabh_15,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_15/trial_01_r.png,Rishabh_15,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_16/trial_01_l.png,Rishabh_16,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_16/trial_01_r.png,Rishabh_16,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_17/trial_01_l.png,Rishabh_17,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_17/trial_01_r.png,Rishabh_17,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_18/trial_01_l.png,Rishabh_18,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_18/trial_01_r.png,Rishabh_18,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_19/trial_01_l.png,Rishabh_19,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_19/trial_01_r.png,Rishabh_19,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_20/trial_01_l.png,Rishabh_20,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_20/trial_01_r.png,Rishabh_20,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_23/trial_01_l.png,Rishabh_23,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_23/trial_01_r.png,Rishabh_23,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_24/trial_01_l.png,Rishabh_24,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_24/trial_01_r.png,Rishabh_24,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_25/trial_01_l.png,Rishabh_25,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_25/trial_01_r.png,Rishabh_25,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_26/trial_01_l.png,Rishabh_26,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_26/trial_01_r.png,Rishabh_26,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_27/trial_01_l.png,Rishabh_27,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_27/trial_01_r.png,Rishabh_27,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_28/trial_01_l.png,Rishabh_28,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_28/trial_01_r.png,Rishabh_28,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_29/trial_01_l.png,Rishabh_29,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_29/trial_01_r.png,Rishabh_29,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_30/trial_01_l.png,Rishabh_30,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_30/trial_01_r.png,Rishabh_30,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_31/trial_01_l.png,Rishabh_31,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_31/trial_01_r.png,Rishabh_31,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_32/trial_01_l.png,Rishabh_32,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_32/trial_01_r.png,Rishabh_32,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_33/trial_01_l.png,Rishabh_33,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_33/trial_01_r.png,Rishabh_33,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_34/trial_01_l.png,Rishabh_34,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_34/trial_01_r.png,Rishabh_34,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_35/trial_01_l.png,Rishabh_35,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_35/trial_01_r.png,Rishabh_35,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_36/trial_01_l.png,Rishabh_36,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_36/trial_01_r.png,Rishabh_36,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_37/trial_01_l.png,Rishabh_37,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_37/trial_01_r.png,Rishabh_37,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_38/trial_01_l.png,Rishabh_38,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_38/trial_01_r.png,Rishabh_38,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_39/trial_01_l.png,Rishabh_39,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_39/trial_01_r.png,Rishabh_39,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_40/trial_01_l.png,Rishabh_40,L,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub06_H/Rishabh_40/trial_01_r.png,Rishabh_40,R,created,Sub06_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_1/trial_01_r.png,rohan_1,R,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_2/trial_01_l.png,rohan_2,L,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_2/trial_01_r.png,rohan_2,R,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_3/trial_01_l.png,rohan_3,L,created,Sub07_H,trigger timing mismatch
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_3/trial_01_r.png,rohan_3,R,created,Sub07_H,trigger timing mismatch
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_4/trial_01_l.png,rohan_4,L,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_4/trial_01_r.png,rohan_4,R,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_5/trial_01_l.png,rohan_5,L,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_5/trial_01_r.png,rohan_5,R,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_6/trial_01_l.png,rohan_6,L,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_7/trial_01_l.png,rohan_7,L,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_7/trial_01_r.png,rohan_7,R,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_8/trial_01_l.png,rohan_8,L,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_8/trial_01_r.png,rohan_8,R,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_9/trial_01_l.png,rohan_9,L,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_9/trial_01_r.png,rohan_9,R,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_10/trial_01_l.png,rohan_10,L,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_10/trial_01_r.png,rohan_10,R,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_11/trial_01_l.png,rohan_11,L,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_11/trial_01_r.png,rohan_11,R,created,Sub07_H,single trigger matched
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_12/trial_01_l.png,rohan_12,L,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_12/trial_01_r.png,rohan_12,R,created,Sub07_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_13/trial_01_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub07_H/rohan_13/trial_02_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub07_H/rohan_13/trial_03_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub07_H/rohan_13/trial_04_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub07_H/rohan_13/trial_05_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub07_H/rohan_13/trial_06_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub07_H/rohan_13/trial_07_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub07_H/rohan_13/trial_08_l.png,rohan_13,L,created,Sub07_H,trigger count mismatch 15 vs 20
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub07_H/rohan_13/trial_01_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub07_H/rohan_13/trial_02_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub07_H/rohan_13/trial_03_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub07_H/rohan_13/trial_04_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub07_H/rohan_13/trial_05_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub07_H/rohan_13/trial_06_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub07_H/rohan_13/trial_07_r.png,rohan_13,R,created,Sub07_H,trigger count mismatch 15 vs 20
