alignment_method,detection_status,fmg_display_seconds,fmg_gi_samples,fmg_gi_seconds,fmg_qs_reference_samples,insole_display_seconds,insole_gi_samples,insole_gi_seconds,insole_qs_reference_samples,local_trial,png,record,side,status,subject,sync_status
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub03_H/Amit_1/trial_06_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub03_H/Amit_1/trial_07_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub03_H/Amit_1/trial_08_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub03_H/Amit_1/trial_09_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub03_H/Amit_1/trial_10_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub03_H/Amit_1/trial_11_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub03_H/Amit_1/trial_12_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub03_H/Amit_1/trial_13_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub03_H/Amit_1/trial_14_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub03_H/Amit_1/trial_15_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,16,Sub03_H/Amit_1/trial_16_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub03_H/Amit_1/trial_17_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,18,Sub03_H/Amit_1/trial_18_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,19,Sub03_H/Amit_1/trial_19_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,20,Sub03_H/Amit_1/trial_20_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,21,Sub03_H/Amit_1/trial_21_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,22,Sub03_H/Amit_1/trial_22_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,23,Sub03_H/Amit_1/trial_23_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,24,Sub03_H/Amit_1/trial_24_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
,,,,,,,,,,25,,Amit_1,L,skipped: trial does not contain the full fixed 3.0-4.0 s GI interval,Sub03_H,
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,26,Sub03_H/Amit_1/trial_26_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,27,Sub03_H/Amit_1/trial_27_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,28,Sub03_H/Amit_1/trial_28_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,29,Sub03_H/Amit_1/trial_29_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,30,Sub03_H/Amit_1/trial_30_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub03_H/Amit_1/trial_01_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub03_H/Amit_1/trial_02_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub03_H/Amit_1/trial_03_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub03_H/Amit_1/trial_04_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub03_H/Amit_1/trial_05_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub03_H/Amit_1/trial_06_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub03_H/Amit_1/trial_07_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub03_H/Amit_1/trial_08_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub03_H/Amit_1/trial_09_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub03_H/Amit_1/trial_10_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub03_H/Amit_1/trial_11_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub03_H/Amit_1/trial_12_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub03_H/Amit_1/trial_13_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub03_H/Amit_1/trial_14_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub03_H/Amit_1/trial_15_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,16,Sub03_H/Amit_1/trial_16_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub03_H/Amit_1/trial_17_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,18,Sub03_H/Amit_1/trial_18_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,19,Sub03_H/Amit_1/trial_19_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,20,Sub03_H/Amit_1/trial_20_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,21,Sub03_H/Amit_1/trial_21_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,22,Sub03_H/Amit_1/trial_22_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,23,Sub03_H/Amit_1/trial_23_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,24,Sub03_H/Amit_1/trial_24_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
,,,,,,,,,,25,,Amit_1,R,skipped: trial does not contain the full fixed 3.0-4.0 s GI interval,Sub03_H,
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,26,Sub03_H/Amit_1/trial_26_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,27,Sub03_H/Amit_1/trial_27_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,28,Sub03_H/Amit_1/trial_28_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,29,Sub03_H/Amit_1/trial_29_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,30,Sub03_H/Amit_1/trial_30_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub03_H/Amit_21/trial_01_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub03_H/Amit_21/trial_02_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub03_H/Amit_21/trial_03_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub03_H/Amit_21/trial_04_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub03_H/Amit_21/trial_05_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub03_H/Amit_21/trial_06_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub03_H/Amit_21/trial_07_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub03_H/Amit_21/trial_08_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub03_H/Amit_21/trial_09_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub03_H/Amit_21/trial_10_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub03_H/Amit_21/trial_11_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub03_H/Amit_21/trial_12_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub03_H/Amit_21/trial_13_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
,,,,,,,,,,14,,Amit_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub03_H,
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub03_H/Amit_21/trial_15_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
,,,,,,,,,,16,,Amit_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub03_H,
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub03_H/Amit_21/trial_17_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
,,,,,,,,,,18,,Amit_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub03_H,
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,19,Sub03_H/Amit_21/trial_19_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
,,,,,,,,,,20,,Amit_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub03_H,
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub03_H/Amit_21/trial_01_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub03_H/Amit_21/trial_02_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub03_H/Amit_21/trial_03_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub03_H/Amit_21/trial_04_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub03_H/Amit_21/trial_05_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub03_H/Amit_21/trial_06_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub03_H/Amit_21/trial_07_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub03_H/Amit_21/trial_08_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub03_H/Amit_21/trial_09_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub03_H/Amit_21/trial_10_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub03_H/Amit_21/trial_11_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub03_H/Amit_21/trial_12_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub03_H/Amit_21/trial_13_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub03_H/Amit_21/trial_14_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub03_H/Amit_21/trial_15_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,16,Sub03_H/Amit_21/trial_16_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub03_H/Amit_21/trial_17_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,18,Sub03_H/Amit_21/trial_18_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,19,Sub03_H/Amit_21/trial_19_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,20,Sub03_H/Amit_21/trial_20_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
,,,,,,,,,,1,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,2,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,3,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,4,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,5,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,6,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,7,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,8,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,9,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub04_H/ashu_1/trial_10_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
,,,,,,,,,,11,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,12,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,13,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,14,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,15,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,16,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub04_H/ashu_1/trial_17_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
,,,,,,,,,,18,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,19,,ashu_1,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub04_H/ashu_1/trial_01_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub04_H/ashu_1/trial_02_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub04_H/ashu_1/trial_03_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub04_H/ashu_1/trial_04_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub04_H/ashu_1/trial_05_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub04_H/ashu_1/trial_06_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub04_H/ashu_1/trial_07_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub04_H/ashu_1/trial_08_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
